"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.31,0.204,0.529,0.272,0.206,0.159,0.096,0.295,0.261,0.276
"P28","En blanco",0.129,0.139,0.16,0.082,0.142,0.026,0.087,0,0.043,0
"P28","No sabe",0.051,0.067,0.135,0.118,0.088,0.062,0.136,0,0.102,0.055
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.3,0.247,0.451,0.325,0.234,0.369,0.209,0.133,0.22,0.305
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.269,0.233,0.33,0.193,0.217,0.02,0.091,0.162,0.092,0.018
"P29","En blanco",0.303,0.254,0.12,0.25,0.386,0.389,0.524,0.275,0.499,0.232
"P29","No sabe",0.128,0.266,0.099,0.232,0.163,0.222,0.176,0.43,0.189,0.445
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.543,0.597,0.203,0.578,0.663,0.764,0.757,0.705,0.645,0.921
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.3,0.244,0.448,0.202,0.135,0.03,0.032,0.17,0.219,0.041
"P30","En blanco",0.084,0.08,0.194,0.116,0.09,0.139,0.104,0,0.074,0.029
"P30","No sabe",0.073,0.079,0.155,0.104,0.112,0.067,0.107,0.125,0.062,0.009
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.513,0.402,0.186,0.493,0.644,0.659,0.662,0.711,0.602,0.636
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.225,0.159,0.393,0.23,0.095,0.14,0.141,0.25,0.117,0.317
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.176,0.248,0.295,0.147,0.052,0.01,0,0.039,0.164,0.047
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.022,0.012,0.034,0.034,0.04,0.081,0.027,0,0.102,0
"GOBERNADOR","En blanco",0.037,0.108,0.061,0.044,0.161,0.071,0.064,0,0,0
"GOBERNADOR","No sabe",0.027,0.071,0.031,0.052,0.008,0.039,0.106,0,0.015,0
"CORTA_GOBERNADOR","Si",0.117,0.191,0.166,0.162,0.01,0.094,0.066,0,0,0.065
"CORTA_GOBERNADOR","No",0.883,0.809,0.834,0.838,0.99,0.906,0.934,1,1,0.935
"P10_imputada","Unión por la Patria",0.483,0.502,0.15,0.455,0.592,0.651,0.864,0.706,0.585,0.732
"P10_imputada","Juntos por el Cambio",0.255,0.188,0.387,0.266,0.116,0.153,0.02,0.204,0.155,0.053
"P10_imputada","De los liberales libertarios",0.193,0.196,0.357,0.18,0.11,0.076,0.055,0.09,0.223,0.192
"P10_imputada","De la Izquierda",0.029,0.015,0.032,0.04,0.039,0.071,0.061,0,0.037,0
"P10_imputada","Hacemos por nuestro país",0.028,0.003,0.033,0.015,0,0.037,0,0,0,0
"P10_imputada","Otro",0.004,0.079,0.028,0.036,0.113,0,0,0,0,0.023
"P10_imputada","En blanco",0.008,0.017,0.013,0.008,0.03,0.012,0,0,0,0
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.524,0.599,0.183,0.558,0.645,0.653,0.718,0.711,0.585,0.677
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.243,0.103,0.432,0.22,0.099,0.166,0.202,0.25,0.152,0.28
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.2,0.219,0.314,0.175,0.047,0.048,0,0.039,0.163,0.043
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.012,0.011,0.034,0.031,0.041,0.072,0.027,0,0.1,0
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.012,0.068,0.022,0.015,0.083,0.04,0.053,0,0,0
"P20_imputada","En blanco",0.009,0,0.015,0.001,0.085,0.021,0,0,0,0
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.528,0.43,0.192,0.522,0.642,0.687,0.743,0.708,0.612,0.637
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.231,0.172,0.407,0.241,0.096,0.146,0.155,0.253,0.117,0.316
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.18,0.265,0.302,0.154,0.051,0.01,0,0.039,0.167,0.047
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.023,0.012,0.036,0.036,0.04,0.084,0.03,0,0.104,0
"GOBERNADOR_imputada","En blanco",0.038,0.121,0.063,0.047,0.171,0.073,0.072,0,0,0
