"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P17","Ni buena ni mala",0.431,0.279,0.337,0.291,0.385,0.23,0.534,0.205,0.251
"P17","Mala",0.112,0.099,0.105,0.104,0.041,0.094,0.034,0.016,0.123
"P17","Muy mala",0.103,0.043,0.115,0.12,0.034,0.021,0.038,0.014,0.098
"P17","No sabe",0.268,0.427,0.264,0.412,0.451,0.424,0.378,0.608,0.45
"P18","Muy buena",0.087,0.113,0.24,0.087,0.069,0.043,0.097,0.05,0.076
"P18","Buena",0.085,0.09,0.064,0.082,0.045,0.246,0.145,0.015,0.114
"P18","Ni buena ni mala",0.322,0.47,0.325,0.347,0.381,0.323,0.434,0.331,0.278
"P18","Mala",0.125,0.061,0.125,0.08,0.134,0.14,0.099,0.046,0.148
"P18","Muy mala",0.127,0.067,0.117,0.15,0.097,0.033,0.056,0.05,0.052
"P18","No sabe",0.254,0.199,0.129,0.254,0.274,0.215,0.169,0.508,0.332
"P19","Muy buena",0.177,0.182,0.215,0.187,0.141,0.254,0.034,0.338,0.268
"P19","Buena",0.173,0.231,0.222,0.243,0.293,0.3,0.129,0.327,0.134
"P19","Ni buena ni mala",0.319,0.261,0.175,0.236,0.227,0.223,0.356,0.245,0.229
"P19","Mala",0.127,0.112,0.229,0.145,0.18,0.057,0.115,0.076,0.135
"P19","Muy mala",0.175,0.177,0.146,0.15,0.142,0.166,0.349,0.014,0.127
"P19","No sabe",0.029,0.037,0.013,0.039,0.017,0,0.017,0,0.107
"P20","Que continúe el intendente Julio Zamora",0.203,0.147,0.197,0.235,0.157,0.281,0.043,0.295,0.206
"P20","Que continúe Julio Zamora pero con mejoras",0.284,0.315,0.222,0.195,0.316,0.403,0.114,0.193,0.246
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.188,0.174,0.162,0.164,0.122,0.112,0.245,0.136,0.095
"P20","Que cambie el intendente Julio Zamora",0.325,0.364,0.419,0.406,0.405,0.204,0.598,0.376,0.453
"P21","La seguridad",0.368,0.181,0.434,0.294,0.332,0.099,0.319,0.167,0.109
"P21","El tránsito",0.053,0.083,0.037,0.04,0.025,0.049,0.026,0.074,0.019
"P21","El arreglo de las calles",0.244,0.119,0.214,0.094,0.06,0.013,0.034,0,0.115
"P21","El estado de las escuelas y la educación",0.077,0.051,0.047,0.091,0.04,0,0.081,0,0.018
"P21","El sistema de salud",0.033,0.079,0.082,0.068,0.092,0.02,0.142,0.091,0.113
"P21","El deporte y la cultura",0.078,0.17,0.058,0.141,0.096,0.729,0.164,0.092,0.043
"P21","La obra pública",0.021,0.048,0.027,0.044,0.074,0,0.112,0.287,0.062
"P21","La luminaria",0.022,0.187,0.022,0.078,0.148,0,0.026,0.289,0.026
"P21","No sabe",0.104,0.082,0.079,0.15,0.133,0.09,0.096,0,0.495
"P23","Agua corriente y cloacas",0.519,0.414,0.461,0.43,0.332,0.227,0.556,0.288,0.52
"P23","Energía eléctrica",0.073,0.311,0.111,0.085,0.196,0.062,0.186,0.376,0.048
"P23","Red de gas natural",0.059,0.037,0.159,0.1,0.09,0.043,0.02,0,0.043
"P23","Recolección de residuos",0.149,0.104,0.144,0.21,0.072,0.202,0.125,0.252,0.07
"P23","Ninguno",0.2,0.134,0.125,0.175,0.31,0.466,0.113,0.084,0.319
"P24","Los robos",0.422,0.239,0.312,0.248,0.227,0.175,0.405,0.161,0.111
"P24","El narcotráfico",0.164,0.356,0.208,0.365,0.215,0.154,0.187,0.564,0.335
"P24","La ausencia de patrulleros y personal policial",0.21,0.148,0.23,0.123,0.215,0.137,0.125,0.083,0.161
"P24","Otro",0.094,0.183,0.178,0.172,0.215,0.379,0.246,0.192,0.172
"P24","Ninguno",0.11,0.074,0.072,0.092,0.128,0.155,0.037,0,0.221
"P25","Frente de Todos y el peronismo",0.314,0.328,0.341,0.33,0.404,0.465,0.222,0.531,0.404
"P25","Cambiemos",0.36,0.259,0.338,0.292,0.207,0.323,0.277,0.247,0.252
"P25","Liberales Libertarios",0.146,0.193,0.236,0.194,0.209,0.12,0.362,0.072,0.126
"P25","Izquierda",0.009,0.1,0,0.043,0.034,0,0.07,0.086,0.026
"P25","No sabe",0.171,0.12,0.085,0.141,0.146,0.092,0.069,0.064,0.192
"P27","A Alberto Fernández",0.405,0.134,0.542,0.097,0.158,0.075,0.021,0.044,0.33
"P27","A Sergio Massa",0.097,0.254,0.184,0.438,0.208,0.725,0.121,0.26,0.109
"P27","A algún candidato del peronismo",0.269,0.218,0.035,0.097,0.186,0.156,0.703,0.503,0.112
"P27","A algún candidato del kirchnerismo",0.229,0.394,0.239,0.368,0.448,0.044,0.155,0.193,0.449
"P28","A Alberto Fernández",0.343,0.106,0.316,0.043,0,0.05,0,0,0.186
"P28","A Sergio Massa",0.085,0.261,0.104,0.352,0.103,0.119,0.063,0.129,0.074
"P28","A algún candidato del peronismo",0.176,0.228,0.068,0.152,0.327,0.031,0.702,0.509,0.092
"P28","A Cristina Fernández de Kirchner",0.396,0.405,0.512,0.453,0.57,0.8,0.235,0.362,0.648
"P29","A Horacio Rodriguez Larreta",0.512,0.33,0.269,0.268,0.371,0.18,0.222,0.265,0.202
"P29","A Mauricio Macri",0.235,0.299,0.483,0.158,0.326,0.587,0.2,0.368,0.368
"P29","A Patricia Bullrich",0.203,0.345,0.127,0.285,0.258,0.233,0.476,0.367,0.403
"P29","A Facundo Manes",0.013,0.026,0.103,0.195,0.045,0,0,0,0.007
"P29","A Gerardo Morales",0.037,0,0.018,0.094,0,0,0.102,0,0.02
"P30","Seguro lo votaria",0.214,0.068,0.349,0.273,0.209,0.199,0.15,0,0.294
"P30","Quizás lo votaría",0.345,0.27,0.315,0.348,0.456,0.343,0.227,0.171,0.601
"P30","Nunca lo votaría",0.441,0.662,0.336,0.379,0.335,0.458,0.623,0.829,0.105
"P31","Muy buena",0.085,0.031,0.117,0.102,0.024,0.022,0.034,0.077,0.157
"P31","Buena",0.074,0.134,0.113,0.167,0.111,0.304,0.066,0.351,0.116
"P31","Ni buena ni mala",0.205,0.254,0.174,0.142,0.194,0.042,0.186,0.064,0.213
"P31","Mala",0.129,0.135,0.132,0.165,0.223,0.205,0.137,0.232,0.106
"P31","Muy mala",0.494,0.44,0.46,0.421,0.394,0.378,0.577,0.276,0.408
"P31","No sabe",0.013,0.006,0.004,0.003,0.054,0.049,0,0,0
"P32","Muy buena",0.178,0.16,0.236,0.114,0.044,0.081,0.129,0.273,0.123
"P32","Buena",0.179,0.163,0.183,0.16,0.195,0.397,0.193,0.026,0.14
"P32","Ni buena ni mala",0.131,0.217,0.142,0.202,0.153,0.042,0.219,0.072,0.246
"P32","Mala",0.158,0.153,0.174,0.144,0.151,0.099,0.2,0.052,0.155
"P32","Muy mala",0.348,0.307,0.265,0.38,0.431,0.381,0.259,0.577,0.289
"P32","No sabe",0.006,0,0,0,0.026,0,0,0,0.047
"P33","Muy buena",0.259,0.321,0.232,0.282,0.321,0.105,0.138,0.367,0.332
"P33","Buena",0.021,0.068,0.058,0.076,0.048,0.163,0.024,0,0.05
"P33","Ni buena ni mala",0.199,0.068,0.043,0.045,0.019,0.101,0.047,0,0.182
"P33","Mala",0.063,0.066,0.068,0.014,0.102,0.099,0.088,0.061,0.039
"P33","Muy mala",0.448,0.472,0.591,0.542,0.494,0.532,0.703,0.572,0.397
"P33","No sabe",0.01,0.005,0.008,0.041,0.016,0,0,0,0
"P34","Muy buena",0.102,0.133,0.144,0.146,0.15,0.144,0.091,0.168,0.135
"P34","Buena",0.215,0.271,0.195,0.273,0.166,0.447,0.26,0.198,0.143
"P34","Ni buena ni mala",0.259,0.232,0.204,0.149,0.137,0,0.302,0.014,0.242
"P34","Mala",0.146,0.105,0.12,0.087,0.239,0.178,0.116,0.082,0.061
"P34","Muy mala",0.274,0.25,0.337,0.335,0.273,0.231,0.231,0.538,0.354
"P34","No sabe",0.004,0.009,0,0.01,0.035,0,0,0,0.065
"P35","Muy buena",0.066,0.108,0.122,0.109,0.068,0.013,0.036,0.135,0.146
"P35","Buena",0.21,0.279,0.129,0.154,0.238,0.322,0.166,0.302,0.247
"P35","Ni buena ni mala",0.16,0.159,0.168,0.203,0.18,0.153,0.174,0.026,0.138
"P35","Mala",0.21,0.102,0.111,0.148,0.118,0.147,0.088,0.144,0.134
"P35","Muy mala",0.342,0.342,0.468,0.386,0.386,0.365,0.536,0.393,0.335
"P35","No sabe",0.012,0.01,0.002,0,0.01,0,0,0,0
"P36","Muy buena",0.209,0.23,0.236,0.254,0.154,0.167,0.158,0.188,0.27
"P36","Buena",0.189,0.242,0.218,0.13,0.141,0.243,0.244,0.131,0.122
"P36","Ni buena ni mala",0.07,0.123,0.14,0.152,0.205,0.155,0.213,0.115,0.098
"P36","Mala",0.138,0.095,0.169,0.103,0.089,0.047,0.184,0.035,0.12
"P36","Muy mala",0.339,0.301,0.237,0.341,0.378,0.388,0.201,0.531,0.337
"P36","No sabe",0.055,0.009,0,0.02,0.033,0,0,0,0.053
"P37","Muy buena",0.18,0.171,0.122,0.133,0.153,0.156,0.35,0.027,0.196
"P37","Buena",0.141,0.112,0.222,0.09,0.111,0.109,0.135,0.084,0.1
"P37","Ni buena ni mala",0.22,0.183,0.292,0.265,0.277,0.31,0.16,0.106,0.178
"P37","Mala",0.105,0.184,0.06,0.154,0.085,0.024,0.105,0.104,0.082
"P37","Muy mala",0.284,0.298,0.302,0.317,0.337,0.401,0.25,0.597,0.319
"P37","No sabe",0.07,0.052,0.002,0.041,0.037,0,0,0.082,0.125
