"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P16","No sabe",0.081,0.091,0.084,0.059
"P17","La votaría",0.303,0.27,0.282,0.292
"P17","Puede que la vote",0.081,0.082,0.084,0.028
"P17","Nunca la votaría",0.581,0.582,0.574,0.643
"P17","No sabe",0.035,0.066,0.06,0.037
"P18","Lo votaría",0.142,0.112,0.121,0.201
"P18","Puede que lo vote",0.233,0.202,0.247,0.264
"P18","Nunca lo votaría",0.565,0.573,0.506,0.454
"P18","No sabe",0.06,0.113,0.126,0.081
"P19","Lo votaría",0.087,0.07,0.074,0.098
"P19","Puede que lo vote",0.264,0.2,0.218,0.28
"P19","Nunca lo votaría",0.561,0.578,0.539,0.453
"P19","No sabe",0.088,0.152,0.169,0.169
"P20","La votaría",0.214,0.201,0.214,0.329
"P20","Puede que la vote",0.187,0.179,0.19,0.189
"P20","Nunca la votaría",0.556,0.524,0.52,0.422
"P20","No sabe",0.043,0.096,0.076,0.06
"P21","Lo votaría",0.184,0.238,0.235,0.082
"P21","Puede que lo vote",0.165,0.185,0.13,0.135
"P21","Nunca lo votaría",0.608,0.479,0.504,0.692
"P21","No sabe",0.043,0.098,0.131,0.091
"P22","La votaría",0.108,0.101,0.1,0.138
"P22","Puede que la vote",0.226,0.153,0.174,0.233
"P22","Nunca la votaría",0.607,0.612,0.584,0.516
"P22","No sabe",0.059,0.134,0.142,0.113
"P23","Lo votaría",0.078,0.079,0.104,0.091
"P23","Puede que lo vote",0.225,0.197,0.186,0.207
"P23","Nunca lo votaría",0.642,0.617,0.637,0.644
"P23","No sabe",0.055,0.107,0.073,0.058
"P24","Lo votaría",0.027,0.036,0.04,0.061
"P24","Puede que lo vote",0.146,0.116,0.15,0.198
"P24","Nunca lo votaría",0.709,0.664,0.628,0.616
"P24","No sabe",0.118,0.184,0.182,0.125
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.177,0.181,0.147,0.326
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.11,0.066,0.117,0.134
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.033,0.053,0.085,0.068
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.339,0.313,0.275,0.29
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.197,0.238,0.208,0.052
"P25","Otros candidatos",0.144,0.149,0.168,0.13
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.369,0.332,0.345,0.346
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.252,0.201,0.229,0.415
"P29","Javier Milei – José Luis Espert por los liberales",0.219,0.286,0.229,0.077
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.033,0.03,0.034,0.013
"P29","Otro candidato",0.127,0.151,0.163,0.149
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.238,0.174,0.218,0.361
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.248,0.258,0.239,0.253
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.251,0.32,0.262,0.111
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.035,0.051,0.065,0.02
"P31","Otro candidato",0.228,0.197,0.216,0.255
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.307,0.284,0.273,0.301
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.281,0.247,0.229,0.45
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.208,0.253,0.225,0.057
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.033,0.058,0.052,0.02
"P33","Otro candidato",0.171,0.158,0.221,0.172
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.297,0.236,0.249,0.303
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.255,0.183,0.212,0.348
"P35","Javier Milei – José Luis Espert por los liberales",0.259,0.285,0.265,0.092
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.027,0.057,0.063,0.021
"P35","Otro candidato",0.162,0.239,0.211,0.236
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.316,0.265,0.253,0.368
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.283,0.265,0.284,0.312
"P37","Javier Milei – José Luis Espert por los liberales",0.246,0.275,0.247,0.094
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.026,0.039,0.06,0.011
"P37","Otro candidato",0.129,0.156,0.156,0.215
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.397,0.324,0.339,0.342
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.381,0.374,0.327,0.457
"P38","No sabe",0.222,0.302,0.334,0.201
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.298,0.303,0.286,0.282
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.385,0.32,0.328,0.435
"P39","No sabe",0.317,0.377,0.386,0.283
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.35,0.291,0.299,0.31
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.397,0.409,0.341,0.5
"P40","No sabe",0.253,0.3,0.36,0.19
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.406,0.336,0.316,0.361
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.373,0.355,0.332,0.456
"P41","No sabe",0.221,0.309,0.352,0.183
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.361,0.306,0.318,0.332
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.353,0.331,0.303,0.444
"P42","No sabe",0.286,0.363,0.379,0.224
"P43","Muy buena",0.061,0.043,0.061,0.087
"P43","Buena",0.157,0.149,0.125,0.175
"P43","Ni buena ni mala",0.179,0.198,0.175,0.114
"P43","Mala",0.13,0.105,0.111,0.147
"P43","Muy mala",0.463,0.487,0.508,0.459
"P43","No sabe",0.01,0.018,0.02,0.018
"P44","Muy de acuerdo",0.211,0.182,0.154,0.158
"P44","De acuerdo",0.203,0.155,0.155,0.196
"P44","Ni de acuerdo ni en desacuerdo",0.286,0.295,0.29,0.333
"P44","En desacuerdo",0.116,0.124,0.142,0.107
"P44","Muy en desacuerdo",0.142,0.161,0.188,0.134
"P44","No sabe",0.042,0.083,0.071,0.072
"P45","Muy de acuerdo",0.167,0.149,0.169,0.154
"P45","De acuerdo",0.192,0.149,0.135,0.191
"P45","Ni de acuerdo ni en desacuerdo",0.269,0.257,0.267,0.268
"P45","En desacuerdo",0.126,0.131,0.108,0.147
"P45","Muy en desacuerdo",0.216,0.272,0.309,0.211
"P45","No sabe",0.03,0.042,0.012,0.029
"P46","Si",0.298,0.263,0.271,0.28
"P46","No",0.475,0.538,0.517,0.433
"P46","No sabe",0.227,0.199,0.212,0.287
"P47","Muy buena",0.072,0.094,0.117,0.107
"P47","Buena",0.17,0.191,0.172,0.152
"P47","Ni buena ni mala",0.171,0.155,0.141,0.17
"P47","Mala",0.159,0.119,0.158,0.113
"P47","Muy mala",0.426,0.426,0.41,0.448
"P47","No sabe",0.002,0.015,0.002,0.01
"P48","Muy buena",0.281,0.212,0.212,0.251
"P48","Buena",0.075,0.11,0.087,0.053
"P48","Ni buena ni mala",0.053,0.07,0.079,0.061
"P48","Mala",0.073,0.073,0.083,0.077
"P48","Muy mala",0.513,0.519,0.537,0.542
"P48","No sabe",0.005,0.016,0.002,0.016
"P49","Muy buena",0.157,0.146,0.126,0.237
"P49","Buena",0.136,0.133,0.162,0.191
"P49","Ni buena ni mala",0.125,0.115,0.177,0.136
"P49","Mala",0.17,0.216,0.154,0.12
"P49","Muy mala",0.409,0.364,0.374,0.301
"P49","No sabe",0.003,0.026,0.007,0.015
"P50","Muy buena",0.105,0.113,0.157,0.179
"P50","Buena",0.182,0.162,0.186,0.245
"P50","Ni buena ni mala",0.198,0.228,0.206,0.196
"P50","Mala",0.181,0.172,0.131,0.127
"P50","Muy mala",0.322,0.303,0.279,0.229
"P50","No sabe",0.012,0.022,0.041,0.024
"P51","Muy buena",0.066,0.074,0.117,0.102
"P51","Buena",0.183,0.138,0.165,0.167
"P51","Ni buena ni mala",0.223,0.238,0.184,0.197
"P51","Mala",0.158,0.122,0.119,0.168
"P51","Muy mala",0.36,0.413,0.398,0.353
"P51","No sabe",0.01,0.015,0.017,0.013
"P52","Muy buena",0.23,0.187,0.214,0.354
"P52","Buena",0.155,0.186,0.202,0.176
"P52","Ni buena ni mala",0.147,0.154,0.133,0.081
"P52","Mala",0.112,0.102,0.105,0.11
"P52","Muy mala",0.344,0.346,0.317,0.266
"P52","No sabe",0.012,0.025,0.029,0.013
"P53","Muy buena",0.167,0.154,0.219,0.071
"P53","Buena",0.136,0.175,0.12,0.129
"P53","Ni buena ni mala",0.176,0.227,0.224,0.294
"P53","Mala",0.131,0.105,0.152,0.174
"P53","Muy mala",0.382,0.31,0.257,0.302
"P53","No sabe",0.008,0.029,0.028,0.03
"P54","Muy buena",0.132,0.143,0.123,0.218
"P54","Buena",0.179,0.137,0.135,0.23
"P54","Ni buena ni mala",0.147,0.178,0.211,0.139
"P54","Mala",0.15,0.15,0.132,0.129
"P54","Muy mala",0.385,0.378,0.384,0.263
"P54","No sabe",0.007,0.014,0.015,0.021
"P55","Muy buena",0.059,0.05,0.071,0.094
"P55","Buena",0.181,0.166,0.118,0.184
"P55","Ni buena ni mala",0.199,0.194,0.187,0.149
"P55","Mala",0.146,0.118,0.194,0.162
"P55","Muy mala",0.411,0.454,0.411,0.394
"P55","No sabe",0.004,0.018,0.019,0.017
"P56","Muy buena",0.089,0.076,0.087,0.097
"P56","Buena",0.169,0.185,0.115,0.227
"P56","Ni buena ni mala",0.345,0.33,0.323,0.337
"P56","Mala",0.167,0.166,0.131,0.152
"P56","Muy mala",0.198,0.2,0.251,0.104
"P56","No sabe",0.032,0.043,0.093,0.083
"P57","Muy buena",0.043,0.029,0.033,0.067
"P57","Buena",0.111,0.096,0.126,0.182
"P57","Ni buena ni mala",0.318,0.34,0.336,0.315
"P57","Mala",0.16,0.163,0.111,0.149
"P57","Muy mala",0.323,0.283,0.257,0.228
"P57","No sabe",0.045,0.089,0.137,0.059
