"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P21","No sabe",0.031,0.052,0.026,0.076,0.233
"P22","La votaría",0.012,0.267,0.096,0.039,0.062
"P22","Puede que la vote",0.039,0.389,0.252,0.124,0.157
"P22","Nunca la votaría",0.906,0.282,0.582,0.73,0.519
"P22","No sabe",0.043,0.062,0.07,0.107,0.262
"P23","Lo votaría",0.206,0.028,0.029,0.048,0.038
"P23","Puede que lo vote",0.475,0.049,0.055,0.16,0.167
"P23","Nunca lo votaría",0.253,0.901,0.892,0.72,0.618
"P23","No sabe",0.066,0.022,0.024,0.072,0.177
"P24","Lo votaría",0.02,0.075,0.024,0.013,0.03
"P24","Puede que lo vote",0.09,0.255,0.117,0.184,0.117
"P24","Nunca lo votaría",0.772,0.593,0.761,0.651,0.54
"P24","No sabe",0.118,0.077,0.098,0.152,0.313
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.02,0.576,0.059,0.059,0.083
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.013,0.225,0.047,0.059,0.137
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.123,0.006,0.003,0.02,0.064
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.798,0.043,0.029,0.211,0.209
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.008,0.041,0.802,0.088,0.123
"P25","Otros candidatos",0.038,0.109,0.06,0.563,0.384
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.887,0.047,0.029,0.133,0.265
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.039,0.756,0.078,0.088,0.11
"P29","Javier Milei – José Luis Espert por los liberales",0.015,0.072,0.815,0.171,0.171
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.009,0.008,0.025,0.421,0.032
"P29","Otro candidato",0.05,0.117,0.053,0.187,0.422
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.099,0.584,0.053,0.029,0.187
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.625,0.063,0.02,0.133,0.144
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.026,0.126,0.842,0.136,0.21
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.035,0.008,0.016,0.53,0.047
"P31","Otro candidato",0.215,0.219,0.069,0.172,0.412
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.75,0.053,0.022,0.136,0.194
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.04,0.765,0.194,0.06,0.145
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.01,0.075,0.71,0.119,0.176
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.029,0.005,0.025,0.502,0.046
"P33","Otro candidato",0.171,0.102,0.049,0.183,0.439
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.558,0.195,0.035,0.093,0.19
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.238,0.466,0.041,0.08,0.166
"P35","Javier Milei – José Luis Espert por los liberales",0.007,0.137,0.85,0.091,0.178
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.021,0.004,0.017,0.593,0.055
"P35","Otro candidato",0.176,0.198,0.057,0.143,0.411
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.468,0.343,0.071,0.089,0.219
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.447,0.322,0.041,0.099,0.21
"P37","Javier Milei – José Luis Espert por los liberales",0.013,0.128,0.83,0.086,0.158
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.004,0.002,0.014,0.62,0.052
"P37","Otro candidato",0.068,0.205,0.044,0.106,0.361
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.848,0.084,0.052,0.414,0.23
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.084,0.806,0.462,0.174,0.183
"P38","No sabe",0.068,0.11,0.486,0.412,0.587
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.747,0.046,0.028,0.209,0.154
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.055,0.768,0.403,0.23,0.276
"P39","No sabe",0.198,0.186,0.569,0.561,0.57
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.789,0.035,0.055,0.29,0.215
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.037,0.853,0.574,0.162,0.217
"P40","No sabe",0.174,0.112,0.371,0.548,0.568
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.905,0.046,0.05,0.385,0.234
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.037,0.784,0.453,0.152,0.279
"P41","No sabe",0.058,0.17,0.497,0.463,0.487
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.807,0.041,0.063,0.345,0.243
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.038,0.766,0.405,0.169,0.234
"P42","No sabe",0.155,0.193,0.532,0.486,0.523
"P43","Muy buena",0.161,0.016,0.012,0.004,0.021
"P43","Buena",0.358,0.054,0.038,0.111,0.065
"P43","Ni buena ni mala",0.301,0.04,0.069,0.301,0.23
"P43","Mala",0.116,0.077,0.077,0.294,0.262
"P43","Muy mala",0.046,0.809,0.789,0.259,0.398
"P43","No sabe",0.018,0.004,0.015,0.031,0.024
"P44","Muy de acuerdo",0.331,0.092,0.161,0.083,0.105
"P44","De acuerdo",0.311,0.115,0.112,0.192,0.137
"P44","Ni de acuerdo ni en desacuerdo",0.248,0.349,0.234,0.343,0.37
"P44","En desacuerdo",0.046,0.18,0.129,0.199,0.135
"P44","Muy en desacuerdo",0.026,0.228,0.268,0.127,0.138
"P44","No sabe",0.038,0.036,0.096,0.056,0.115
"P45","Muy de acuerdo",0.354,0.037,0.061,0.057,0.133
"P45","De acuerdo",0.387,0.057,0.069,0.095,0.094
"P45","Ni de acuerdo ni en desacuerdo",0.192,0.292,0.228,0.377,0.391
"P45","En desacuerdo",0.033,0.195,0.16,0.267,0.137
"P45","Muy en desacuerdo",0.024,0.404,0.428,0.189,0.18
"P45","No sabe",0.01,0.015,0.054,0.015,0.065
"P46","Si",0.634,0.055,0.093,0.18,0.232
"P46","No",0.122,0.762,0.753,0.421,0.409
"P46","No sabe",0.244,0.183,0.154,0.399,0.359
"P47","Muy buena",0.218,0.02,0.029,0,0.054
"P47","Buena",0.326,0.089,0.069,0.099,0.136
"P47","Ni buena ni mala",0.275,0.05,0.045,0.353,0.247
"P47","Mala",0.139,0.101,0.149,0.208,0.205
"P47","Muy mala",0.04,0.735,0.699,0.34,0.342
"P47","No sabe",0.002,0.005,0.009,0,0.016
"P48","Muy buena",0.671,0.023,0.021,0.109,0.102
"P48","Buena",0.156,0.014,0.014,0.192,0.102
"P48","Ni buena ni mala",0.086,0.013,0.021,0.247,0.125
"P48","Mala",0.04,0.049,0.081,0.118,0.185
"P48","Muy mala",0.046,0.893,0.853,0.319,0.462
"P48","No sabe",0.001,0.008,0.01,0.015,0.024
"P49","Muy buena",0.09,0.367,0.104,0.044,0.032
"P49","Buena",0.018,0.3,0.197,0.007,0.116
"P49","Ni buena ni mala",0.049,0.152,0.217,0.073,0.192
"P49","Mala",0.2,0.051,0.232,0.109,0.244
"P49","Muy mala",0.633,0.125,0.237,0.729,0.399
"P49","No sabe",0.01,0.005,0.013,0.038,0.017
"P50","Muy buena",0.019,0.312,0.081,0.044,0.088
"P50","Buena",0.044,0.355,0.203,0.061,0.194
"P50","Ni buena ni mala",0.132,0.204,0.291,0.142,0.265
"P50","Mala",0.236,0.059,0.177,0.305,0.149
"P50","Muy mala",0.555,0.069,0.236,0.441,0.215
"P50","No sabe",0.014,0.001,0.012,0.007,0.089
"P51","Muy buena",0.166,0.033,0.041,0.067,0.065
"P51","Buena",0.394,0.042,0.029,0.075,0.119
"P51","Ni buena ni mala",0.309,0.102,0.137,0.369,0.293
"P51","Mala",0.067,0.165,0.205,0.213,0.197
"P51","Muy mala",0.06,0.645,0.578,0.272,0.293
"P51","No sabe",0.004,0.013,0.01,0.004,0.033
"P52","Muy buena",0.032,0.539,0.313,0.05,0.074
"P52","Buena",0.067,0.238,0.28,0.03,0.169
"P52","Ni buena ni mala",0.06,0.11,0.205,0.132,0.237
"P52","Mala",0.143,0.044,0.08,0.11,0.195
"P52","Muy mala",0.687,0.066,0.108,0.647,0.262
"P52","No sabe",0.011,0.003,0.014,0.031,0.063
"P53","Muy buena",0.012,0.084,0.591,0.038,0.093
"P53","Buena",0.025,0.207,0.232,0.046,0.148
"P53","Ni buena ni mala",0.112,0.384,0.114,0.174,0.248
"P53","Mala",0.15,0.159,0.03,0.155,0.201
"P53","Muy mala",0.684,0.16,0.021,0.587,0.24
"P53","No sabe",0.017,0.006,0.012,0,0.07
"P54","Muy buena",0.016,0.347,0.113,0.038,0.109
"P54","Buena",0.018,0.351,0.204,0.072,0.137
"P54","Ni buena ni mala",0.07,0.161,0.258,0.17,0.246
"P54","Mala",0.179,0.061,0.168,0.168,0.193
"P54","Muy mala",0.708,0.079,0.242,0.521,0.279
"P54","No sabe",0.009,0.001,0.015,0.031,0.036
"P55","Muy buena",0.143,0.031,0.022,0,0.041
"P55","Buena",0.406,0.039,0.039,0.064,0.093
"P55","Ni buena ni mala",0.296,0.081,0.068,0.313,0.274
"P55","Mala",0.07,0.176,0.187,0.165,0.237
"P55","Muy mala",0.083,0.67,0.672,0.42,0.311
"P55","No sabe",0.002,0.003,0.012,0.038,0.044
"P56","Muy buena",0.021,0.135,0.107,0.03,0.122
"P56","Buena",0.091,0.274,0.218,0.086,0.121
"P56","Ni buena ni mala",0.349,0.313,0.309,0.28,0.399
"P56","Mala",0.225,0.12,0.117,0.211,0.13
"P56","Muy mala",0.244,0.142,0.202,0.354,0.113
"P56","No sabe",0.07,0.016,0.047,0.039,0.115
"P57","Muy buena",0.012,0.087,0.032,0.011,0.046
"P57","Buena",0.036,0.251,0.096,0.048,0.115
"P57","Ni buena ni mala",0.208,0.36,0.387,0.297,0.427
"P57","Mala",0.188,0.139,0.127,0.124,0.121
"P57","Muy mala",0.476,0.141,0.265,0.47,0.156
"P57","No sabe",0.08,0.022,0.093,0.05,0.135
