"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.075,0.116,0.428,0.601,0.542,0.319
"P42","No sabe",0.09,0.152,0.339,0.334,0.447,0.6
"P43","Muy buena",0.26,0.075,0.02,0.001,0.002,0.072
"P43","Buena",0.256,0.392,0.122,0.059,0.015,0.049
"P43","Ni buena ni mala",0.249,0.274,0.205,0.103,0.034,0.147
"P43","Mala",0.138,0.127,0.179,0.167,0.041,0.088
"P43","Muy mala",0.07,0.126,0.463,0.669,0.898,0.499
"P43","No sabe",0.027,0.006,0.011,0.001,0.01,0.145
"P44","Muy de acuerdo",0.632,0.192,0.1,0.053,0.062,0.004
"P44","De acuerdo",0.15,0.478,0.177,0.127,0.056,0.032
"P44","Ni de acuerdo ni en desacuerdo",0.115,0.232,0.536,0.361,0.177,0.252
"P44","En desacuerdo",0.035,0.053,0.083,0.317,0.168,0.064
"P44","Muy en desacuerdo",0.029,0.018,0.059,0.094,0.471,0.106
"P44","No sabe",0.039,0.027,0.045,0.048,0.066,0.542
"P46","Si",0.883,0.59,0.097,0.046,0.005,0.151
"P46","No",0.049,0.169,0.419,0.755,0.943,0.43
"P46","No sabe",0.068,0.241,0.484,0.199,0.052,0.419
"P47","Muy buena",0.313,0.13,0.049,0.015,0.004,0.074
"P47","Buena",0.263,0.317,0.141,0.063,0.107,0.055
"P47","Ni buena ni mala",0.192,0.267,0.222,0.117,0.021,0.196
"P47","Mala",0.153,0.158,0.175,0.214,0.046,0.161
"P47","Muy mala",0.073,0.126,0.409,0.59,0.819,0.406
"P47","No sabe",0.006,0.002,0.004,0.001,0.003,0.108
"P48","Muy buena",0.562,0.537,0.177,0.1,0.02,0.039
"P48","Buena",0.141,0.192,0.078,0.009,0.003,0.02
"P48","Ni buena ni mala",0.103,0.059,0.096,0.048,0.002,0.123
"P48","Mala",0.101,0.054,0.121,0.076,0.019,0.118
"P48","Muy mala",0.083,0.15,0.52,0.767,0.953,0.607
"P48","No sabe",0.01,0.008,0.008,0,0.003,0.093
"P49","Muy buena",0.09,0.086,0.149,0.207,0.284,0.067
"P49","Buena",0.026,0.053,0.169,0.271,0.232,0.097
"P49","Ni buena ni mala",0.076,0.065,0.165,0.205,0.147,0.185
"P49","Mala",0.222,0.232,0.161,0.111,0.108,0.195
"P49","Muy mala",0.573,0.557,0.347,0.206,0.219,0.368
"P49","No sabe",0.013,0.007,0.009,0,0.01,0.088
"P50","Muy buena",0.075,0.032,0.133,0.197,0.209,0.085
"P50","Buena",0.07,0.126,0.225,0.262,0.247,0.191
"P50","Ni buena ni mala",0.159,0.117,0.231,0.278,0.231,0.18
"P50","Mala",0.253,0.227,0.144,0.103,0.078,0.298
"P50","Muy mala",0.428,0.482,0.224,0.153,0.232,0.127
"P50","No sabe",0.015,0.016,0.043,0.007,0.003,0.119
"P51","Muy buena",0.369,0.063,0.022,0.009,0.024,0.047
"P51","Buena",0.387,0.419,0.087,0.015,0.025,0.069
"P51","Ni buena ni mala",0.175,0.355,0.356,0.139,0.031,0.123
"P51","Mala",0.035,0.084,0.225,0.314,0.068,0.328
"P51","Muy mala",0.028,0.077,0.288,0.517,0.845,0.33
"P51","No sabe",0.006,0.002,0.022,0.006,0.007,0.103
"P52","Muy buena",0.077,0.055,0.24,0.313,0.472,0.157
"P52","Buena",0.103,0.123,0.164,0.275,0.21,0.199
"P52","Ni buena ni mala",0.089,0.095,0.157,0.186,0.129,0.151
"P52","Mala",0.181,0.14,0.132,0.065,0.025,0.193
"P52","Muy mala",0.531,0.582,0.275,0.157,0.159,0.177
"P52","No sabe",0.019,0.005,0.032,0.004,0.005,0.123
"P53","Muy buena",0.053,0.061,0.133,0.163,0.287,0.283
"P53","Buena",0.064,0.064,0.139,0.217,0.198,0.157
"P53","Ni buena ni mala",0.119,0.1,0.279,0.288,0.27,0.195
"P53","Mala",0.198,0.132,0.154,0.154,0.088,0.08
"P53","Muy mala",0.551,0.62,0.258,0.175,0.153,0.19
"P53","No sabe",0.015,0.023,0.037,0.003,0.004,0.095
"P54","Muy buena",0.063,0.036,0.142,0.243,0.257,0.085
"P54","Buena",0.031,0.068,0.21,0.271,0.252,0.188
"P54","Ni buena ni mala",0.087,0.097,0.188,0.262,0.175,0.189
"P54","Mala",0.212,0.149,0.155,0.066,0.103,0.277
"P54","Muy mala",0.6,0.636,0.291,0.154,0.206,0.151
"P54","No sabe",0.007,0.014,0.014,0.004,0.007,0.11
"P55","Muy buena",0.224,0.091,0.026,0.01,0.02,0.074
"P55","Buena",0.287,0.399,0.141,0.057,0.025,0.071
"P55","Ni buena ni mala",0.3,0.239,0.259,0.112,0.045,0.066
"P55","Mala",0.083,0.123,0.193,0.26,0.101,0.305
"P55","Muy mala",0.106,0.142,0.361,0.561,0.801,0.367
"P55","No sabe",0,0.006,0.02,0,0.008,0.117
"P56","Muy buena",0.06,0.038,0.111,0.084,0.116,0.114
"P56","Buena",0.099,0.174,0.199,0.252,0.169,0.089
"P56","Ni buena ni mala",0.38,0.303,0.346,0.396,0.282,0.409
"P56","Mala",0.191,0.232,0.143,0.115,0.129,0.095
"P56","Muy mala",0.198,0.198,0.134,0.136,0.271,0.079
"P56","No sabe",0.072,0.055,0.067,0.017,0.033,0.214
"P57","Muy buena",0.03,0.03,0.048,0.024,0.067,0.054
"P57","Buena",0.048,0.071,0.156,0.196,0.147,0.117
"P57","Ni buena ni mala",0.276,0.213,0.372,0.434,0.318,0.379
"P57","Mala",0.198,0.166,0.138,0.113,0.143,0.103
"P57","Muy mala",0.354,0.464,0.199,0.19,0.281,0.052
"P57","No sabe",0.094,0.056,0.087,0.043,0.044,0.295
