"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.009,0.012,0.01,0.002
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.057,0.009,0.012,0.054
"P17","Votaría en blanco",0.028,0.063,0.012,0.016
"P17","No sabe",0.068,0.039,0.039,0.038
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.074,0.089,0.12,0.014
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.547,0.489,0.614,0.312
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.204,0.34,0.17,0.562
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.028,0.012,0.021,0.004
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.009,0.011,0.011,0.001
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.055,0.013,0.009,0.043
"P18","Votaría en blanco",0.028,0.019,0.006,0.016
"P18","No sabe",0.055,0.027,0.049,0.048
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.052,0.095,0.141,0.01
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.573,0.55,0.645,0.326
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.181,0.267,0.147,0.553
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.031,0.005,0.022,0.01
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.025,0.012,0.003,0.003
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.044,0.019,0.004,0.039
"P19","Votaría en blanco",0.03,0.014,0.013,0.028
"P19","No sabe",0.064,0.038,0.025,0.031
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.107,0.093,0.117,0.026
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.571,0.627,0.651,0.359
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.193,0.21,0.148,0.523
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.052,0,0.041,0
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.004,0.011,0.006,0.001
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.005,0.011,0.006,0.042
"P20","Votaría en blanco",0.029,0.014,0.011,0.023
"P20","No sabe",0.039,0.034,0.02,0.026
"P21","Lo votaría",0.13,0.171,0.13,0.025
"P21","Puede que lo vote",0.302,0.121,0.174,0.07
"P21","Nunca lo votaría",0.568,0.703,0.691,0.896
"P21","No sabe",0,0.005,0.005,0.009
"P22","Lo votaría",0.463,0.599,0.602,0.238
"P22","Puede que lo vote",0.249,0.237,0.133,0.315
"P22","Nunca lo votaría",0.288,0.159,0.26,0.439
"P22","No sabe",0,0.005,0.005,0.008
"P23","Lo votaría",0.121,0.266,0.153,0.028
"P23","Puede que lo vote",0.199,0.101,0.125,0.067
"P23","Nunca lo votaría",0.664,0.63,0.715,0.881
"P23","No sabe",0.016,0.003,0.007,0.024
"P24","Lo votaría",0.115,0.243,0.082,0.357
"P24","Puede que lo vote",0.225,0.289,0.29,0.324
"P24","Nunca lo votaría",0.66,0.468,0.628,0.319
"P24","No sabe",0,0,0,0
"P25","Muy buena",0.092,0.123,0.069,0.027
"P25","Buena",0.159,0.127,0.151,0.027
"P25","Ni buena ni mala",0.321,0.293,0.399,0.203
"P25","Mala",0.173,0.2,0.141,0.277
"P25","Muy mala",0.136,0.24,0.16,0.431
"P25","No sabe",0.119,0.017,0.08,0.035
"P26","Muy buena",0.094,0.08,0.119,0.003
"P26","Buena",0.132,0.091,0.105,0.018
"P26","Ni buena ni mala",0.227,0.142,0.169,0.096
"P26","Mala",0.303,0.242,0.225,0.211
"P26","Muy mala",0.204,0.405,0.364,0.656
"P26","No sabe",0.04,0.04,0.018,0.016
"P27","Muy buena",0.318,0.449,0.576,0.175
"P27","Buena",0.32,0.225,0.146,0.264
"P27","Ni buena ni mala",0.248,0.141,0.109,0.259
"P27","Mala",0.047,0.078,0.069,0.161
"P27","Muy mala",0.067,0.068,0.056,0.136
"P27","No sabe",0,0.039,0.044,0.005
"P28","Muy buena",0.042,0.127,0.1,0.035
"P28","Buena",0.17,0.082,0.11,0.085
"P28","Ni buena ni mala",0.39,0.344,0.458,0.319
"P28","Mala",0.17,0.173,0.084,0.111
"P28","Muy mala",0.069,0.142,0.08,0.348
"P28","No sabe",0.159,0.132,0.168,0.102
"P29","Muy buena",0.276,0.189,0.075,0.108
"P29","Buena",0.271,0.247,0.234,0.398
"P29","Ni buena ni mala",0.225,0.228,0.266,0.284
"P29","Mala",0.091,0.152,0.22,0.112
"P29","Muy mala",0.054,0.164,0.165,0.092
"P29","No sabe",0.083,0.02,0.04,0.006
"P30","Muy buena",0.361,0.502,0.244,0.834
"P30","Buena",0.252,0.226,0.249,0.098
"P30","Ni buena ni mala",0.202,0.113,0.144,0.051
"P30","Mala",0.037,0.054,0.107,0.01
"P30","Muy mala",0.148,0.068,0.213,0.007
"P30","No sabe",0,0.037,0.043,0
"P31","Muy buena",0.184,0.138,0.067,0.086
"P31","Buena",0.105,0.052,0.092,0.003
"P31","Ni buena ni mala",0.098,0.073,0.124,0.007
"P31","Mala",0.219,0.215,0.254,0.112
"P31","Muy mala",0.383,0.489,0.452,0.786
"P31","No sabe",0.011,0.033,0.011,0.006
"P32","Muy buena",0.011,0.034,0.02,0.004
"P32","Buena",0.127,0.1,0.15,0.003
"P32","Ni buena ni mala",0.216,0.216,0.254,0.049
"P32","Mala",0.294,0.239,0.215,0.234
"P32","Muy mala",0.319,0.36,0.322,0.707
"P32","No sabe",0.033,0.051,0.039,0.003
"P33","Muy buena",0.174,0.389,0.062,0.104
"P33","Buena",0.402,0.24,0.391,0.311
"P33","Ni buena ni mala",0.214,0.155,0.335,0.368
"P33","Mala",0.101,0.095,0.149,0.124
"P33","Muy mala",0.093,0.121,0.05,0.091
"P33","No sabe",0.016,0,0.013,0.002
"P34","Muy buena",0.092,0.117,0.087,0.023
"P34","Buena",0.121,0.08,0.062,0.015
"P34","Ni buena ni mala",0.212,0.114,0.2,0.049
"P34","Mala",0.171,0.215,0.239,0.111
"P34","Muy mala",0.404,0.464,0.412,0.802
"P34","No sabe",0,0.01,0,0
"P35","Muy buena",0.373,0.242,0.41,0.073
"P35","Buena",0.186,0.294,0.203,0.138
"P35","Ni buena ni mala",0.179,0.133,0.222,0.172
"P35","Mala",0.077,0.169,0.081,0.233
"P35","Muy mala",0.147,0.162,0.084,0.384
"P35","No sabe",0.038,0,0,0
"P36","Muy buena",0.083,0.071,0.161,0.008
"P36","Buena",0.059,0.051,0.094,0.022
"P36","Ni buena ni mala",0.283,0.14,0.251,0.07
"P36","Mala",0.147,0.131,0.15,0.123
"P36","Muy mala",0.385,0.559,0.332,0.777
"P36","No sabe",0.043,0.048,0.012,0
"P37","Muy buena",0.017,0.066,0.052,0.004
"P37","Buena",0.06,0.06,0.071,0.016
"P37","Ni buena ni mala",0.564,0.336,0.325,0.195
"P37","Mala",0.189,0.194,0.268,0.294
"P37","Muy mala",0.142,0.286,0.198,0.45
"P37","No sabe",0.028,0.058,0.086,0.041
"P38","Muy buena",0.015,0.054,0.042,0
"P38","Buena",0.043,0.084,0.047,0.018
"P38","Ni buena ni mala",0.549,0.304,0.372,0.135
"P38","Mala",0.159,0.144,0.172,0.216
"P38","Muy mala",0.177,0.34,0.188,0.585
"P38","No sabe",0.057,0.074,0.179,0.046
"P39","Muy buena",0.065,0.062,0.054,0.01
"P39","Buena",0.068,0.099,0.057,0.034
"P39","Ni buena ni mala",0.564,0.326,0.489,0.329
"P39","Mala",0.078,0.168,0.133,0.23
"P39","Muy mala",0.12,0.276,0.126,0.279
"P39","No sabe",0.105,0.069,0.141,0.118
