"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.027,0.061,0.03,0,0.011
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.018,0.009,0.015,0.041,0.098
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.022,0.007,0,0,0
"P17","Votaría en blanco",0.017,0.01,0.007,0.007,0.009
"P17","No sabe",0.034,0.041,0.04,0.048,0.059
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.546,0.669,0.659,0.49,0.65
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.279,0.198,0.186,0.342,0.109
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0,0.009,0.004,0.037,0.033
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.009,0.043,0.034,0,0.036
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.019,0.009,0.028,0.031,0.106
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.038,0,0.001,0.005,0
"P18","Votaría en blanco",0.05,0.025,0.025,0.064,0.033
"P18","No sabe",0.059,0.047,0.063,0.031,0.033
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.588,0.648,0.747,0.512,0.573
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.294,0.174,0.142,0.304,0.113
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.002,0.016,0.001,0.029,0.091
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.012,0.067,0.035,0,0.015
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.017,0.008,0.016,0.029,0.127
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.028,0.001,0,0,0.007
"P19","Votaría en blanco",0.025,0.031,0.021,0.022,0.012
"P19","No sabe",0.034,0.055,0.038,0.104,0.062
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.514,0.685,0.686,0.55,0.617
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.316,0.166,0.136,0.298,0.17
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.005,0.012,0.002,0,0.037
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.012,0.043,0.034,0.018,0
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.021,0.01,0.022,0.036,0.116
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.018,0.001,0,0,0
"P20","Votaría en blanco",0.072,0.027,0.048,0.039,0.031
"P20","No sabe",0.042,0.056,0.072,0.059,0.029
"P21","Lo votaría",0.483,0.542,0.539,0.368,0.599
"P21","Puede que lo vote",0.308,0.29,0.287,0.334,0.188
"P21","Nunca lo votaría",0.207,0.148,0.149,0.272,0.213
"P21","No sabe",0.002,0.02,0.025,0.026,0
"P22","Lo votaría",0.353,0.212,0.216,0.454,0.186
"P22","Puede que lo vote",0.154,0.244,0.125,0.205,0.093
"P22","Nunca lo votaría",0.493,0.537,0.643,0.315,0.721
"P22","No sabe",0,0.007,0.016,0.026,0
"P23","Lo votaría",0.527,0.474,0.521,0.322,0.438
"P23","Puede que lo vote",0.182,0.265,0.226,0.359,0.279
"P23","Nunca lo votaría",0.291,0.249,0.226,0.283,0.265
"P23","No sabe",0,0.012,0.027,0.036,0.018
"P24","Lo votaría",0.102,0.11,0.091,0.052,0.097
"P24","Puede que lo vote",0.156,0.118,0.1,0.237,0.095
"P24","Nunca lo votaría",0.742,0.766,0.797,0.684,0.808
"P24","No sabe",0,0.006,0.012,0.027,0
"P25","Muy buena",0.372,0.462,0.447,0.153,0.326
"P25","Buena",0.217,0.204,0.287,0.261,0.226
"P25","Ni buena ni mala",0.288,0.279,0.211,0.422,0.132
"P25","Mala",0.075,0.006,0.042,0.1,0.124
"P25","Muy mala",0.012,0.013,0.011,0.043,0.141
"P25","No sabe",0.036,0.036,0.002,0.021,0.051
"P26","Muy buena",0.37,0.436,0.405,0.12,0.167
"P26","Buena",0.254,0.298,0.378,0.284,0.31
"P26","Ni buena ni mala",0.223,0.126,0.096,0.226,0.071
"P26","Mala",0.092,0.096,0.088,0.118,0.227
"P26","Muy mala",0.047,0.032,0.031,0.231,0.147
"P26","No sabe",0.014,0.012,0.002,0.021,0.078
"P27","Muy buena",0.218,0.174,0.188,0.228,0.231
"P27","Buena",0.175,0.181,0.133,0.148,0.114
"P27","Ni buena ni mala",0.31,0.346,0.29,0.203,0.291
"P27","Mala",0.155,0.209,0.251,0.249,0.159
"P27","Muy mala",0.137,0.083,0.129,0.142,0.177
"P27","No sabe",0.005,0.007,0.009,0.03,0.028
"P28","Muy buena",0.142,0.125,0.155,0.201,0.063
"P28","Buena",0.106,0.133,0.147,0.202,0.15
"P28","Ni buena ni mala",0.415,0.455,0.381,0.372,0.607
"P28","Mala",0.086,0.107,0.071,0.029,0
"P28","Muy mala",0.072,0.042,0.103,0.053,0.111
"P28","No sabe",0.179,0.138,0.143,0.143,0.069
"P29","Muy buena",0.017,0.045,0.021,0.139,0.053
"P29","Buena",0.073,0.014,0.011,0.051,0.103
"P29","Ni buena ni mala",0.148,0.118,0.058,0.254,0.204
"P29","Mala",0.173,0.169,0.174,0.236,0.096
"P29","Muy mala",0.54,0.61,0.71,0.285,0.534
"P29","No sabe",0.049,0.044,0.026,0.035,0.01
"P30","Muy buena",0.038,0.014,0.006,0.027,0.136
"P30","Buena",0.029,0.018,0.007,0.099,0.057
"P30","Ni buena ni mala",0.061,0.019,0.016,0.11,0.238
"P30","Mala",0.218,0.183,0.136,0.12,0.114
"P30","Muy mala",0.637,0.762,0.827,0.622,0.455
"P30","No sabe",0.017,0.004,0.008,0.022,0
"P31","Muy buena",0.256,0.552,0.321,0.019,0.02
"P31","Buena",0.198,0.203,0.328,0.215,0.186
"P31","Ni buena ni mala",0.214,0.101,0.167,0.336,0.231
"P31","Mala",0.148,0.037,0.073,0.17,0.167
"P31","Muy mala",0.183,0.103,0.109,0.222,0.376
"P31","No sabe",0.001,0.004,0.002,0.038,0.02
"P32","Muy buena",0.412,0.264,0.133,0.106,0.16
"P32","Buena",0.324,0.277,0.388,0.211,0.187
"P32","Ni buena ni mala",0.119,0.332,0.276,0.267,0.28
"P32","Mala",0.059,0.075,0.14,0.133,0.051
"P32","Muy mala",0.04,0.038,0.06,0.245,0.302
"P32","No sabe",0.046,0.014,0.003,0.038,0.02
"P33","Muy buena",0.138,0.045,0.02,0.018,0
"P33","Buena",0.074,0.057,0.07,0.101,0.331
"P33","Ni buena ni mala",0.109,0.124,0.068,0.193,0.247
"P33","Mala",0.214,0.248,0.208,0.191,0.171
"P33","Muy mala",0.419,0.52,0.63,0.459,0.251
"P33","No sabe",0.046,0.006,0.004,0.038,0
"P34","Muy buena",0.279,0.422,0.682,0.094,0.128
"P34","Buena",0.211,0.217,0.178,0.225,0.364
"P34","Ni buena ni mala",0.189,0.15,0.028,0.32,0.166
"P34","Mala",0.135,0.09,0.05,0.134,0.154
"P34","Muy mala",0.135,0.112,0.061,0.147,0.188
"P34","No sabe",0.051,0.009,0.001,0.08,0
"P35","Muy buena",0.287,0.23,0.195,0.113,0.045
"P35","Buena",0.165,0.237,0.191,0.281,0.104
"P35","Ni buena ni mala",0.229,0.234,0.311,0.177,0.126
"P35","Mala",0.123,0.17,0.179,0.236,0.416
"P35","Muy mala",0.161,0.111,0.121,0.171,0.309
"P35","No sabe",0.035,0.018,0.003,0.022,0
"P36","Muy buena",0.103,0.142,0.122,0.036,0.029
"P36","Buena",0.155,0.156,0.155,0.117,0.011
"P36","Ni buena ni mala",0.326,0.351,0.406,0.419,0.323
"P36","Mala",0.214,0.192,0.176,0.209,0.299
"P36","Muy mala",0.15,0.135,0.115,0.163,0.338
"P36","No sabe",0.052,0.024,0.026,0.056,0
"P37","Muy buena",0.203,0.139,0.119,0.251,0.199
"P37","Buena",0.25,0.22,0.348,0.179,0.281
"P37","Ni buena ni mala",0.263,0.414,0.355,0.322,0.286
"P37","Mala",0.154,0.104,0.098,0.062,0.147
"P37","Muy mala",0.064,0.053,0.061,0.128,0.087
"P37","No sabe",0.066,0.07,0.019,0.058,0
"P38","Muy buena",0.122,0.08,0.089,0.089,0.343
"P38","Buena",0.219,0.183,0.24,0.316,0.225
"P38","Ni buena ni mala",0.331,0.404,0.396,0.317,0.196
"P38","Mala",0.161,0.077,0.099,0.065,0.146
"P38","Muy mala",0.043,0.096,0.111,0.122,0.09
"P38","No sabe",0.124,0.16,0.065,0.091,0
"P39","Muy buena",0.093,0.103,0.108,0.525,0.129
"P39","Buena",0.199,0.23,0.185,0.253,0.203
"P39","Ni buena ni mala",0.42,0.346,0.381,0.095,0.252
"P39","Mala",0.104,0.11,0.14,0.051,0.334
"P39","Muy mala",0.07,0.091,0.107,0.01,0.059
"P39","No sabe",0.114,0.12,0.079,0.066,0.023
