"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P18","No sabe",0.018,0.008,0.013,0.165
"P25","Totalmente seguro",0.656,0.674,0.68,0.51
"P25","Bastante seguro",0.176,0.175,0.166,0.143
"P25","Algo seguro",0.105,0.101,0.099,0.119
"P25","Para nada seguro",0.063,0.05,0.055,0.228
"P26","Tiene Decidido que va a ir a votar",0.929,0.9,0.913,0.835
"P26","Tiene dudas sobre si va a ir a  votar",0.051,0.06,0.058,0.102
"P26","Tiene Decidido que no va a ir a votar",0.02,0.04,0.029,0.063
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.101,0.062,0.718,0.469
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.753,0.163,0.024,0.083
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.06,0.7,0.042,0.041
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.003,0.074,0.028
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.025,0.035,0.086
"P27","Otros",0.021,0.029,0.055,0.078
"P27","En blanco",0.006,0.01,0.039,0.024
"P27","No sabe",0.016,0.008,0.013,0.191
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.111,0.052,0.732,0.476
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.595,0.137,0.061,0.142
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.151,0.741,0.022,0.039
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.004,0.064,0.016
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.022,0.024,0.032,0.06
"P28","Otros",0.045,0.016,0.037,0.08
"P28","En blanco",0.02,0.021,0.041,0.02
"P28","No sabe",0.04,0.005,0.011,0.167
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.175,0.099,0.759,0.511
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.78,0.634,0.043,0.073
"P33","En blanco",0.027,0.2,0.176,0.058
"P33","No sabe",0.018,0.067,0.022,0.358
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.165,0.094,0.738,0.5
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.651,0.482,0.059,0.129
"P35","En blanco",0.099,0.306,0.183,0.031
"P35","No sabe",0.085,0.118,0.02,0.34
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.616,0.162,0.132,0.167
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.211,0.763,0.031,0.04
"P36","En blanco",0.092,0.05,0.771,0.122
"P36","No sabe",0.081,0.025,0.066,0.671
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.2,0.084,0.773,0.528
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.397,0.843,0.024,0.05
"P37","En blanco",0.216,0.054,0.181,0.051
"P37","No sabe",0.187,0.019,0.022,0.371
"P38","Lo votaría",0.158,0.086,0.686,0.477
"P38","Puede que lo vote",0.1,0.155,0.109,0.086
"P38","Nunca lo votaría",0.721,0.731,0.176,0.258
"P38","No sabe",0.021,0.028,0.029,0.179
"P39","Lo votaría",0.079,0.049,0.479,0.293
"P39","Puede que lo vote",0.058,0.091,0.224,0.152
"P39","Nunca lo votaría",0.836,0.816,0.246,0.371
"P39","No sabe",0.027,0.044,0.051,0.184
"P40","Lo votaría",0.709,0.268,0.067,0.063
"P40","Puede que lo vote",0.108,0.34,0.074,0.109
"P40","Nunca lo votaría",0.162,0.356,0.828,0.681
"P40","No sabe",0.021,0.036,0.031,0.147
"P41","Lo votaría",0.524,0.185,0.048,0.127
"P41","Puede que lo vote",0.244,0.335,0.067,0.1
"P41","Nunca lo votaría",0.189,0.432,0.848,0.651
"P41","No sabe",0.043,0.048,0.037,0.122
"P42","Lo votaría",0.216,0.714,0.024,0.055
"P42","Puede que lo vote",0.292,0.144,0.041,0.078
"P42","Nunca lo votaría",0.443,0.125,0.913,0.764
"P42","No sabe",0.049,0.017,0.022,0.103
"P43","Lo votaría",0.043,0.12,0.117,0.066
"P43","Puede que lo vote",0.099,0.092,0.32,0.188
"P43","Nunca lo votaría",0.826,0.756,0.506,0.592
"P43","No sabe",0.032,0.032,0.057,0.154
"P44","Lo votaría",0.056,0.063,0.062,0.051
"P44","Puede que lo vote",0.164,0.166,0.162,0.197
"P44","Nunca lo votaría",0.716,0.726,0.717,0.612
"P44","No sabe",0.064,0.045,0.059,0.14
"P52","Si",0.513,0.476,0.551,0.473
"P52","No",0.487,0.524,0.449,0.527
