"var","categoria","A Horacio Rodriguez Larreta","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P34","Patricia Bullrich por Juntos por el Cambio",0.664,0.908,0.411,0.52
"P34","Javier Milei por los liberales libertarios",0.117,0.055,0.224,0.045
"P34","Al candidato del Frente de Izquierda",0.016,0.005,0.035,0.073
"P34","No sabe",0.136,0.03,0.118,0.221
"P35","Alberto Fernández por el Frente de Todos",0.063,0.002,0.183,0.159
"P35","Patricia Bullrich por Juntos por el Cambio",0.681,0.924,0.361,0.564
"P35","Javier Milei por los liberales libertarios",0.103,0.047,0.261,0.021
"P35","Al candidato del Frente de Izquierda",0.031,0.006,0.042,0.025
"P35","No sabe",0.122,0.021,0.153,0.231
"P36","Wado de Pedro por el Frente de Todos",0.023,0.002,0.241,0.147
"P36","Patricia Bullrich por Juntos por el Cambio",0.696,0.923,0.368,0.568
"P36","Javier Milei por los liberales libertarios",0.103,0.046,0.227,0.024
"P36","Al candidato del Frente de Izquierda",0.034,0.007,0.03,0.023
"P36","No sabe",0.144,0.022,0.134,0.238
"P37","Daniel Scioli por el Frente de Todos",0.036,0,0.205,0.183
"P37","Patricia Bullrich por Juntos por el Cambio",0.694,0.93,0.375,0.594
"P37","Javier Milei por los liberales libertarios",0.099,0.043,0.234,0.025
"P37","Al candidato del Frente de Izquierda",0.041,0.007,0.04,0.028
"P37","No sabe",0.13,0.02,0.146,0.17
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.638,0.451,0.47,0.618
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.153,0.12,0.202,0.259
"P38","Javier Milei presidente y su candidato a vice",0.09,0.225,0.169,0.034
"P38","A los candidatos de la izquierda",0.024,0.006,0.048,0.005
"P38","No sabe",0.095,0.198,0.111,0.084
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.616,0.816,0.462,0.493
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.077,0.033,0.191,0.207
"P39","Javier Milei presidente y su candidato a vice",0.111,0.084,0.156,0.046
"P39","A los candidatos de la izquierda",0.029,0.007,0.034,0.006
"P39","No sabe",0.167,0.06,0.157,0.248
"P40","Sergio Massa por el Frente de Todos",0.038,0.045,0.256,0.134
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.815,0.745,0.472,0.653
"P40","No sabe",0.147,0.21,0.272,0.213
"P41","Alberto Fernández por el Frente de Todos",0.054,0.032,0.193,0.124
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.865,0.772,0.533,0.73
"P41","No sabe",0.081,0.196,0.274,0.146
"P42","Sergio Massa por el Frente de Todos",0.047,0.006,0.206,0.122
"P42","Patricia Bullrich por Juntos por el Cambio",0.761,0.959,0.518,0.649
"P42","No sabe",0.192,0.035,0.276,0.229
"P43","Alberto Fernández por el Frente de Todos",0.038,0.003,0.243,0.168
"P43","Patricia Bullrich por Juntos por el Cambio",0.775,0.976,0.379,0.684
"P43","No sabe",0.187,0.021,0.378,0.148
"P44","Wado de Pedro por el Frente de Todos",0.026,0.019,0.196,0.11
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.893,0.808,0.578,0.688
"P44","No sabe",0.081,0.173,0.226,0.202
"P45","Daniel Scioli por el Frente de Todos",0.032,0.019,0.21,0.156
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.868,0.792,0.57,0.681
"P45","No sabe",0.1,0.189,0.22,0.163
"P46","Wado de Pedro por el Frente de Todos",0.033,0.005,0.267,0.099
"P46","Patricia Bullrich por Juntos por el Cambio",0.783,0.941,0.438,0.668
"P46","No sabe",0.184,0.054,0.295,0.233
"P47","Daniel Scioli por el Frente de Todos",0.029,0.001,0.279,0.16
"P47","Patricia Bullrich por Juntos por el Cambio",0.801,0.974,0.428,0.717
"P47","No sabe",0.17,0.025,0.293,0.123
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.696,0.515,0.527,0.533
"P48","Javier Milei por los liberales libertarios",0.203,0.363,0.171,0.232
"P48","No sabe",0.101,0.122,0.302,0.235
"P49","Patricia Bullrich por Juntos por el Cambio",0.685,0.863,0.378,0.696
"P49","Javier Milei por los liberales libertarios",0.176,0.111,0.3,0.057
"P49","No sabe",0.139,0.026,0.322,0.247
"P50","Alberto Fernández por el Frente de Todos",0.133,0.126,0.256,0.192
"P50","Javier Milei por los liberales libertarios",0.467,0.519,0.341,0.201
"P50","No sabe",0.4,0.355,0.403,0.607
"P51","Sergio Massa por el Frente de Todos",0.07,0.024,0.281,0.114
"P51","Javier Milei por los liberales libertarios",0.548,0.614,0.337,0.263
"P51","No sabe",0.382,0.362,0.382,0.623
"P52","Muy buena",0.013,0.004,0.074,0.042
"P52","Buena",0.083,0.101,0.133,0.141
"P52","Ni buena ni mala",0.091,0.05,0.131,0.174
"P52","Mala",0.131,0.053,0.171,0.12
"P52","Muy mala",0.681,0.79,0.479,0.523
"P52","No sabe",0.001,0.002,0.012,0
"P53","Muy buena",0.023,0.002,0.172,0.106
"P53","Buena",0.005,0.017,0.038,0.07
"P53","Ni buena ni mala",0.014,0.004,0.038,0.075
"P53","Mala",0.066,0.042,0.022,0.055
"P53","Muy mala",0.889,0.932,0.718,0.694
"P53","No sabe",0.003,0.003,0.012,0
"P54","Muy buena",0.274,0.472,0.082,0.219
"P54","Buena",0.286,0.28,0.085,0.181
"P54","Ni buena ni mala",0.159,0.105,0.158,0.249
"P54","Mala",0.054,0.039,0.107,0.2
"P54","Muy mala",0.224,0.103,0.561,0.151
"P54","No sabe",0.003,0.001,0.007,0
"P55","Muy buena",0.42,0.202,0.264,0.214
"P55","Buena",0.349,0.397,0.179,0.374
"P55","Ni buena ni mala",0.178,0.244,0.079,0.291
"P55","Mala",0.041,0.07,0.122,0.016
"P55","Muy mala",0.008,0.085,0.356,0.105
"P55","No sabe",0.004,0.002,0,0
"P56","Muy buena",0.066,0.028,0.074,0.029
"P56","Buena",0.032,0.061,0.121,0.116
"P56","Ni buena ni mala",0.14,0.062,0.105,0.187
"P56","Mala",0.192,0.105,0.266,0.178
"P56","Muy mala",0.567,0.741,0.42,0.49
"P56","No sabe",0.003,0.003,0.014,0
"P57","Muy buena",0.253,0.68,0.148,0.16
"P57","Buena",0.182,0.179,0.17,0.306
"P57","Ni buena ni mala",0.205,0.021,0.145,0.178
"P57","Mala",0.141,0.016,0.05,0.179
"P57","Muy mala",0.219,0.104,0.477,0.177
"P57","No sabe",0,0,0.01,0
"P58","Muy buena",0.111,0.135,0.159,0.033
"P58","Buena",0.161,0.263,0.117,0.129
"P58","Ni buena ni mala",0.293,0.368,0.191,0.251
"P58","Mala",0.246,0.123,0.075,0.254
"P58","Muy mala",0.168,0.101,0.452,0.333
"P58","No sabe",0.021,0.01,0.006,0
"P59","Muy buena",0.025,0.028,0.216,0.013
"P59","Buena",0.042,0.051,0.118,0.077
"P59","Ni buena ni mala",0.206,0.129,0.216,0.127
"P59","Mala",0.218,0.148,0.159,0.221
"P59","Muy mala",0.458,0.61,0.291,0.472
"P59","No sabe",0.051,0.034,0,0.09
"P60","Muy buena",0.016,0.008,0.107,0.089
"P60","Buena",0.007,0.006,0.104,0.085
"P60","Ni buena ni mala",0.095,0.066,0.225,0.127
"P60","Mala",0.302,0.165,0.192,0.198
"P60","Muy mala",0.575,0.739,0.366,0.501
"P60","No sabe",0.005,0.016,0.006,0
"P61","Muy buena",0.339,0.273,0.277,0.19
"P61","Buena",0.248,0.312,0.108,0.263
"P61","Ni buena ni mala",0.131,0.208,0.225,0.187
"P61","Mala",0.114,0.07,0.141,0.173
"P61","Muy mala",0.162,0.133,0.243,0.187
"P61","No sabe",0.006,0.004,0.006,0
"P62","Muy buena",0.157,0.124,0.461,0.164
"P62","Buena",0.225,0.215,0.138,0.225
"P62","Ni buena ni mala",0.374,0.362,0.307,0.365
"P62","Mala",0.118,0.139,0.058,0.107
"P62","Muy mala",0.069,0.14,0.036,0.085
"P62","No sabe",0.057,0.02,0,0.054
"P63","Siempre",0.291,0.32,0.308,0.288
"P63","Casi siempre",0.372,0.406,0.383,0.514
"P63","Casi nunca",0.25,0.198,0.285,0.189
"P63","Nunca, pero esta es una excepción",0.087,0.076,0.024,0.009
"P64","Si",0.608,0.657,0.55,0.719
"P64","No",0.392,0.343,0.45,0.281
