"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P24","Lo votaría",0.038,0.028,0.038,0.061
"P24","Puede que lo vote",0.133,0.172,0.124,0.238
"P24","Nunca lo votaría",0.719,0.619,0.689,0.578
"P24","No sabe",0.11,0.181,0.149,0.123
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.175,0.194,0.199,0.293
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.119,0.11,0.138,0.138
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.029,0.051,0.035,0.032
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.342,0.337,0.305,0.331
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.211,0.176,0.198,0.076
"P25","Nicolás del Caño – Myriam Bregman",0.029,0.029,0.034,0.02
"P25","Otros candidatos",0.095,0.103,0.091,0.11
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.356,0.351,0.314,0.35
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.219,0.249,0.285,0.39
"P29","Javier Milei – José Luis Espert por los liberales",0.244,0.227,0.222,0.099
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.035,0.033,0.029,0.014
"P29","Otro candidato",0.146,0.14,0.15,0.147
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.221,0.252,0.251,0.352
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.265,0.266,0.253,0.283
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.237,0.252,0.242,0.115
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.055,0.046,0.053,0.016
"P31","Otro candidato",0.222,0.184,0.201,0.234
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.277,0.232,0.213,0.282
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.245,0.279,0.277,0.427
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.213,0.234,0.232,0.089
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.053,0.045,0.071,0.018
"P33","Otro candidato",0.212,0.21,0.207,0.184
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.279,0.192,0.227,0.293
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.246,0.28,0.24,0.381
"P35","Javier Milei – José Luis Espert por los liberales",0.242,0.276,0.262,0.107
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.047,0.036,0.07,0.02
"P35","Otro candidato",0.186,0.216,0.201,0.199
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.363,0.35,0.284,0.349
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.241,0.239,0.278,0.373
"P37","Javier Milei – José Luis Espert por los liberales",0.247,0.271,0.243,0.101
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.03,0.022,0.031,0.014
"P37","Otro candidato",0.119,0.118,0.164,0.163
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.291,0.237,0.206,0.298
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.246,0.269,0.311,0.401
"P38","Javier Milei – José Luis Espert por los liberales",0.23,0.242,0.24,0.089
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.051,0.044,0.033,0.027
"P38","Otro candidato",0.182,0.208,0.21,0.185
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.397,0.373,0.31,0.365
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.367,0.361,0.448,0.457
"P39","No sabe",0.236,0.266,0.242,0.178
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.32,0.282,0.237,0.319
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.391,0.404,0.41,0.443
"P40","No sabe",0.289,0.314,0.353,0.238
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.338,0.262,0.226,0.318
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.401,0.422,0.466,0.471
"P41","No sabe",0.261,0.316,0.308,0.211
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.388,0.328,0.296,0.354
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.385,0.413,0.445,0.454
"P42","No sabe",0.227,0.259,0.259,0.192
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.334,0.265,0.221,0.329
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.383,0.415,0.432,0.449
"P43","No sabe",0.283,0.32,0.347,0.222
"P44","Mauricio Macri – María Eugenia Vidal",0.375,0.411,0.436,0.454
"P44","Sergio Massa – Wado de Pedro",0.362,0.299,0.266,0.312
"P44","No sabe",0.263,0.29,0.298,0.234
"P45","Sergio Massa – Wado de Pedro",0.377,0.253,0.251,0.351
"P45","Javier Milei – José Luis Espert",0.343,0.403,0.376,0.224
"P45","No sabe",0.28,0.344,0.373,0.425
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.273,0.323,0.29,0.376
"P46","Javier Milei – José Luis Espert",0.277,0.343,0.281,0.129
"P46","No sabe",0.45,0.334,0.429,0.495
"P47","Muy buena",0.091,0.071,0.105,0.119
"P47","Buena",0.177,0.148,0.109,0.16
"P47","Ni buena ni mala",0.168,0.215,0.14,0.179
"P47","Mala",0.105,0.095,0.082,0.105
"P47","Muy mala",0.454,0.464,0.553,0.427
"P47","No sabe",0.005,0.007,0.011,0.01
"P48","Muy buena",0.056,0.035,0.076,0.084
"P48","Buena",0.152,0.143,0.094,0.154
"P48","Ni buena ni mala",0.174,0.202,0.127,0.165
"P48","Mala",0.123,0.084,0.113,0.121
"P48","Muy mala",0.49,0.524,0.585,0.466
"P48","No sabe",0.005,0.012,0.005,0.01
"P49","Muy buena",0.274,0.207,0.218,0.297
"P49","Buena",0.069,0.084,0.057,0.042
"P49","Ni buena ni mala",0.078,0.1,0.069,0.062
"P49","Mala",0.041,0.07,0.036,0.066
"P49","Muy mala",0.534,0.536,0.616,0.519
"P49","No sabe",0.004,0.003,0.004,0.014
"P50","Muy buena",0.123,0.193,0.178,0.198
"P50","Buena",0.132,0.165,0.179,0.182
"P50","Ni buena ni mala",0.159,0.194,0.132,0.135
"P50","Mala",0.13,0.141,0.108,0.147
"P50","Muy mala",0.453,0.305,0.396,0.329
"P50","No sabe",0.003,0.002,0.007,0.009
"P51","Muy buena",0.111,0.141,0.163,0.168
"P51","Buena",0.177,0.197,0.22,0.251
"P51","Ni buena ni mala",0.213,0.249,0.196,0.181
"P51","Mala",0.142,0.136,0.124,0.126
"P51","Muy mala",0.35,0.267,0.274,0.255
"P51","No sabe",0.007,0.01,0.023,0.019
"P52","Muy buena",0.082,0.063,0.06,0.107
"P52","Buena",0.175,0.141,0.093,0.175
"P52","Ni buena ni mala",0.177,0.228,0.189,0.184
"P52","Mala",0.121,0.127,0.138,0.144
"P52","Muy mala",0.44,0.434,0.499,0.379
"P52","No sabe",0.005,0.007,0.021,0.011
"P53","Muy buena",0.216,0.245,0.256,0.261
"P53","Buena",0.145,0.173,0.192,0.175
"P53","Ni buena ni mala",0.138,0.158,0.131,0.117
"P53","Mala",0.095,0.127,0.101,0.124
"P53","Muy mala",0.402,0.284,0.308,0.315
"P53","No sabe",0.004,0.013,0.012,0.008
"P54","Muy buena",0.177,0.192,0.204,0.083
"P54","Buena",0.125,0.166,0.156,0.112
"P54","Ni buena ni mala",0.192,0.251,0.264,0.277
"P54","Mala",0.106,0.11,0.058,0.167
"P54","Muy mala",0.39,0.256,0.294,0.338
"P54","No sabe",0.01,0.025,0.024,0.023
"P55","Muy buena",0.132,0.193,0.194,0.202
"P55","Buena",0.162,0.181,0.169,0.23
"P55","Ni buena ni mala",0.16,0.171,0.197,0.122
"P55","Mala",0.123,0.128,0.091,0.136
"P55","Muy mala",0.419,0.317,0.325,0.298
"P55","No sabe",0.004,0.01,0.024,0.012
"P56","Muy buena",0.071,0.071,0.043,0.108
"P56","Buena",0.168,0.186,0.121,0.197
"P56","Ni buena ni mala",0.214,0.168,0.189,0.154
"P56","Mala",0.111,0.117,0.139,0.156
"P56","Muy mala",0.433,0.452,0.484,0.376
"P56","No sabe",0.003,0.006,0.024,0.009
"P57","Muy buena",0.074,0.079,0.123,0.094
"P57","Buena",0.134,0.157,0.15,0.18
"P57","Ni buena ni mala",0.365,0.367,0.305,0.382
"P57","Mala",0.162,0.128,0.126,0.149
"P57","Muy mala",0.236,0.199,0.238,0.14
"P57","No sabe",0.029,0.07,0.058,0.055
"P58","Muy buena",0.029,0.056,0.086,0.062
"P58","Buena",0.137,0.151,0.106,0.213
"P58","Ni buena ni mala",0.3,0.364,0.298,0.289
"P58","Mala",0.135,0.092,0.138,0.132
"P58","Muy mala",0.349,0.24,0.29,0.245
"P58","No sabe",0.05,0.097,0.082,0.059
"P59","Siempre",0.291,0.323,0.333,0.356
"P59","Casi siempre",0.368,0.358,0.363,0.432
"P59","Casi nunca",0.237,0.226,0.216,0.131
"P59","Nunca, pero esta es una excepción",0.104,0.093,0.088,0.081
"P60","Si",0.59,0.574,0.596,0.518
"P60","No",0.41,0.426,0.404,0.482
