"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe","No lo conozco"
"P18","Al candidato del Frente de Izquierda",0,0,0,0.032,0.079,0,0.015
"P18","No sabe",0,0.024,0.031,0.004,0.087,0.049,0.083
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.121,0.086,0.256,0.365,0.421,0.245,0.233
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.2,0.144,0.036,0.093,0.076,0.074,0.052
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.322,0.154,0.132,0.039,0.066,0.102,0.091
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.202,0.4,0.21,0.106,0.076,0.239,0.218
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.107,0.182,0.27,0.243,0.126,0.181,0.163
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0,0,0.023,0.054,0.05,0.019,0.035
"P19","No sabe",0.048,0.034,0.073,0.1,0.185,0.14,0.208
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.118,0.213,0.301,0.485,0.467,0.304,0.358
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.468,0.367,0.262,0.123,0.122,0.305,0.287
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.258,0.122,0.265,0.239,0.171,0.199,0.139
"P20","Al candidato del Frente de Izquierda",0.111,0.244,0.044,0.086,0.05,0.021,0.027
"P20","No sabe",0.045,0.054,0.128,0.067,0.19,0.171,0.189
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.079,0.125,0.334,0.488,0.558,0.322,0.365
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.703,0.573,0.277,0.134,0.137,0.334,0.312
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.166,0.168,0.3,0.27,0.11,0.175,0.152
"P21","Al candidato del Frente de Izquierda",0,0.088,0.012,0.075,0.045,0.022,0.015
"P21","No sabe",0.052,0.046,0.077,0.033,0.15,0.147,0.156
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.187,0.213,0.279,0.421,0.421,0.267,0.288
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.531,0.404,0.194,0.142,0.103,0.23,0.248
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.125,0.219,0.362,0.252,0.138,0.257,0.203
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.041,0.089,0.019,0.088,0.092,0.025,0.032
"P22","No sabe",0.116,0.075,0.146,0.097,0.246,0.221,0.229
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.114,0.125,0.275,0.438,0.396,0.256,0.312
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.509,0.572,0.27,0.13,0.122,0.28,0.308
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.22,0.182,0.31,0.274,0.145,0.273,0.173
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.041,0.089,0.025,0.07,0.061,0.02,0.022
"P23","No sabe",0.116,0.032,0.12,0.088,0.276,0.171,0.185
"P24","Muy buena",0.272,0.059,0.277,0.265,0.316,0.17,0.22
"P24","Buena",0.228,0.39,0.148,0.101,0.093,0.127,0.152
"P24","Ni buena ni mala",0.122,0.151,0.256,0.285,0.102,0.217,0.158
"P24","Mala",0.191,0.284,0.138,0.197,0.041,0.14,0.126
"P24","Muy mala",0.187,0.116,0.136,0.152,0.44,0.251,0.198
"P24","No sabe",0,0,0.02,0,0.005,0.069,0.037
"P24","No lo conozco",0,0,0.025,0,0.003,0.026,0.109
"P25","Muy buena",0.238,0.154,0.047,0.059,0.008,0.042,0.029
"P25","Buena",0.039,0.161,0.084,0.069,0.093,0.043,0.035
"P25","Ni buena ni mala",0.211,0.209,0.6,0.386,0.197,0.279,0.149
"P25","Mala",0.293,0.3,0.122,0.307,0.142,0.076,0.101
"P25","Muy mala",0.164,0.114,0.093,0.097,0.534,0.136,0.104
"P25","No sabe",0.04,0.024,0.043,0.008,0.008,0.351,0.211
"P25","No lo conozco",0.015,0.038,0.011,0.074,0.018,0.073,0.371
"P26","Muy buena",0.486,0.179,0.078,0.026,0.045,0.058,0.048
"P26","Buena",0.187,0.217,0.132,0.069,0.057,0.179,0.165
"P26","Ni buena ni mala",0.074,0.261,0.431,0.229,0.019,0.233,0.176
"P26","Mala",0.166,0.18,0.204,0.526,0.032,0.162,0.152
"P26","Muy mala",0.032,0.072,0.112,0.132,0.844,0.258,0.218
"P26","No sabe",0.055,0.063,0.04,0.012,0.003,0.07,0.046
"P26","No lo conozco",0,0.028,0.003,0.006,0,0.04,0.195
"P27","Muy buena",0.561,0.089,0.079,0.049,0.018,0.039,0.022
"P27","Buena",0.206,0.608,0.092,0.023,0.003,0.057,0.058
"P27","Ni buena ni mala",0.068,0.226,0.656,0.216,0.073,0.163,0.074
"P27","Mala",0.1,0.01,0.078,0.636,0.067,0.076,0.037
"P27","Muy mala",0,0.053,0.066,0.056,0.82,0.086,0.064
"P27","No sabe",0.034,0.007,0.014,0.012,0.019,0.535,0.118
"P27","No lo conozco",0.031,0.007,0.015,0.008,0,0.044,0.627
"P29","Muy buena",0.38,0.104,0.042,0.121,0.063,0.018,0.015
"P29","Buena",0.172,0.297,0.075,0,0.012,0.063,0.014
"P29","Ni buena ni mala",0.123,0.324,0.66,0.044,0.023,0.079,0.091
"P29","Mala",0.083,0.162,0.081,0.691,0.003,0.037,0.062
"P29","Muy mala",0.121,0.052,0.062,0.116,0.863,0.053,0.031
"P29","No sabe",0.06,0.042,0.033,0.015,0.018,0.606,0.065
"P29","No lo conozco",0.061,0.019,0.047,0.013,0.018,0.144,0.722
"P30","Muy buena",0.238,0.061,0.161,0.206,0.282,0.129,0.133
"P30","Buena",0.067,0.195,0.157,0.1,0.134,0.154,0.21
"P30","Ni buena ni mala",0.161,0.225,0.264,0.16,0.104,0.157,0.159
"P30","Mala",0.135,0.27,0.157,0.436,0.065,0.201,0.17
"P30","Muy mala",0.362,0.249,0.221,0.098,0.415,0.277,0.241
"P30","No sabe",0.037,0,0.04,0,0,0.082,0.087
"P31","Que continúe el intendente Lucas Gui",0.271,0.056,0.174,0.298,0.272,0.148,0.126
"P31","Que continúe Lucas Gui pero con mejoras",0.322,0.178,0.236,0.136,0.252,0.212,0.296
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.057,0.057,0.17,0.088,0.051,0.094,0.095
"P31","Que cambie el intendente Lucas Gui",0.35,0.709,0.42,0.478,0.425,0.546,0.483
"P32","La seguridad",0.269,0.121,0.056,0.043,0.096,0.125,0.047
"P32","El tránsito",0.168,0.041,0.068,0.021,0.095,0.02,0.048
"P32","El arreglo de las calles",0.04,0.128,0.147,0.16,0.106,0.115,0.081
"P32","Los parques y espacios públicos",0.109,0.38,0.21,0.226,0.101,0.119,0.126
"P32","El sistema de salud",0.008,0,0.053,0.05,0.159,0.057,0.058
"P32","La limpieza de las calles",0.055,0.029,0.097,0.023,0.027,0.071,0.066
"P32","El deporte y la cultura",0.041,0.016,0.044,0.137,0.123,0.104,0.143
"P32","La luminaria",0,0.053,0.063,0.026,0.031,0.092,0.067
"P32","No sabe",0.31,0.232,0.262,0.314,0.262,0.297,0.364
"P33","La seguridad",0.48,0.501,0.493,0.391,0.268,0.499,0.477
"P33","El tránsito",0.11,0.147,0.043,0.047,0.126,0.042,0.048
"P33","El arreglo de las calles",0.208,0.213,0.237,0.12,0.367,0.119,0.15
"P33","Los parques y espacios públicos",0.008,0.057,0.032,0.141,0.038,0.032,0.009
"P33","El sistema de salud",0,0.051,0.033,0.048,0.053,0.055,0.072
"P33","La limpieza de las calles",0.02,0.009,0.042,0.026,0.034,0.025,0.05
"P33","El deporte y la cultura",0.008,0.011,0.011,0.055,0,0.028,0.033
"P33","La luminaria",0.02,0,0.019,0.02,0.014,0.024,0.018
"P33","No sabe",0.146,0.011,0.09,0.152,0.1,0.176,0.143
"P34","Agua corriente y cloacas",0.271,0.247,0.296,0.195,0.198,0.251,0.248
"P34","Energía eléctrica",0.308,0.277,0.157,0.101,0.144,0.134,0.121
"P34","Red de gas natural",0.148,0.125,0.078,0.042,0.037,0.078,0.042
"P34","Recolección de residuos",0.183,0.118,0.237,0.278,0.254,0.279,0.236
"P34","Ninguno",0.09,0.233,0.232,0.384,0.367,0.258,0.353
"P35","Los robos",0.303,0.611,0.496,0.311,0.567,0.492,0.378
"P35","El narcotráfico",0.265,0.121,0.144,0.078,0.048,0.096,0.09
"P35","La ausencia de patrulleros y personal policial",0.17,0.161,0.226,0.194,0.13,0.235,0.285
"P35","Otro",0.139,0,0.093,0.275,0.166,0.114,0.164
"P35","Ninguno",0.123,0.107,0.041,0.142,0.089,0.063,0.083
"P36","Muy buena",0.173,0.192,0.114,0.1,0.282,0.153,0.072
"P36","Buena",0.227,0.228,0.179,0.093,0.108,0.083,0.12
"P36","Ni buena ni mala",0.358,0.228,0.365,0.396,0.13,0.267,0.235
"P36","Mala",0.165,0.227,0.173,0.252,0.08,0.206,0.14
"P36","Muy mala",0.066,0.045,0.074,0.106,0.219,0.081,0.126
"P36","No sabe",0.011,0.08,0.095,0.053,0.181,0.21,0.307
"P37","Lo votaria",0.403,0.2,0.095,0.092,0.074,0.085,0.073
"P37","Puede que lo vote",0.069,0.018,0.188,0.149,0.257,0.142,0.174
"P37","Nunca lo votaría",0.519,0.741,0.64,0.642,0.485,0.663,0.631
"P37","No sabe",0.009,0.041,0.077,0.117,0.184,0.11,0.122
"P38","Lo votaria",0.404,0.074,0.118,0.126,0.079,0.077,0.075
"P38","Puede que lo vote",0.011,0.163,0.192,0.247,0.301,0.178,0.196
"P38","Nunca lo votaría",0.567,0.763,0.622,0.474,0.537,0.629,0.583
"P38","No sabe",0.018,0,0.068,0.153,0.083,0.116,0.146
"P39","Lo votaria",0.338,0.074,0.14,0.102,0.128,0.084,0.073
"P39","Puede que lo vote",0,0.148,0.178,0.217,0.336,0.176,0.211
"P39","Nunca lo votaría",0.573,0.778,0.638,0.519,0.463,0.665,0.583
"P39","No sabe",0.089,0,0.044,0.162,0.073,0.075,0.133
"P40","Lo votaria",0.56,0.157,0.119,0.051,0.085,0.076,0.099
"P40","Puede que lo vote",0.113,0.431,0.258,0.15,0.136,0.283,0.255
"P40","Nunca lo votaría",0.246,0.4,0.584,0.638,0.743,0.54,0.565
"P40","No sabe",0.081,0.012,0.039,0.161,0.036,0.101,0.081
"P41","Lo votaria",0.651,0.451,0.327,0.101,0.124,0.289,0.26
"P41","Puede que lo vote",0.12,0.291,0.174,0.128,0.021,0.166,0.236
"P41","Nunca lo votaría",0.205,0.258,0.47,0.674,0.819,0.462,0.44
"P41","No sabe",0.024,0,0.029,0.097,0.036,0.083,0.064
"P42","Lo votaria",0.473,0.148,0.076,0.043,0.082,0.095,0.061
"P42","Puede que lo vote",0.114,0.466,0.277,0.105,0.08,0.214,0.234
"P42","Nunca lo votaría",0.389,0.386,0.533,0.674,0.782,0.534,0.539
"P42","No sabe",0.024,0,0.114,0.178,0.056,0.157,0.166
"P43","Lo votaria",0.509,0.067,0.049,0.027,0.072,0.066,0.047
"P43","Puede que lo vote",0.036,0.434,0.223,0.115,0.07,0.174,0.161
"P43","Nunca lo votaría",0.444,0.44,0.585,0.721,0.813,0.603,0.616
"P43","No sabe",0.011,0.059,0.143,0.137,0.045,0.157,0.176
"P44","Lo votaria",0.516,0.201,0.3,0.2,0.161,0.279,0.199
"P44","Puede que lo vote",0.083,0.449,0.125,0.127,0.04,0.18,0.185
"P44","Nunca lo votaría",0.401,0.338,0.529,0.554,0.783,0.468,0.536
"P44","No sabe",0,0.012,0.046,0.119,0.016,0.073,0.08
"P45","Lo votaria",0.466,0.157,0.147,0.026,0.06,0.137,0.145
"P45","Puede que lo vote",0.195,0.46,0.21,0.236,0.065,0.204,0.241
"P45","Nunca lo votaría",0.327,0.349,0.528,0.608,0.839,0.582,0.526
"P45","No sabe",0.012,0.034,0.115,0.13,0.036,0.077,0.088
"P46","Muy buena",0.489,0.048,0.097,0.046,0.032,0.028,0.035
"P46","Buena",0,0.288,0.133,0.173,0.104,0.088,0.112
"P46","Ni buena ni mala",0.114,0.093,0.136,0.221,0.369,0.223,0.192
"P46","Mala",0.082,0.194,0.193,0.309,0.167,0.173,0.191
"P46","Muy mala",0.304,0.377,0.441,0.239,0.328,0.488,0.461
"P46","No sabe",0.011,0,0,0.012,0,0,0.009
"P47","Muy buena",0.526,0.237,0.149,0.037,0.115,0.163,0.158
"P47","Buena",0.331,0.302,0.203,0.062,0.071,0.178,0.126
"P47","Ni buena ni mala",0.009,0.1,0.167,0.176,0.074,0.125,0.136
"P47","Mala",0.04,0.188,0.195,0.326,0.116,0.177,0.195
"P47","Muy mala",0.094,0.173,0.266,0.399,0.624,0.355,0.37
"P47","No sabe",0,0,0.02,0,0,0.002,0.015
"P48","Muy buena",0.316,0.143,0.277,0.422,0.489,0.267,0.255
"P48","Buena",0.051,0.149,0.059,0.067,0.068,0.045,0.088
"P48","Ni buena ni mala",0.041,0.023,0.04,0.062,0.076,0.026,0.022
"P48","Mala",0.082,0.158,0.11,0.135,0.087,0.114,0.11
"P48","Muy mala",0.51,0.515,0.505,0.314,0.28,0.536,0.509
"P48","No sabe",0,0.012,0.009,0,0,0.012,0.016
"P49","Muy buena",0.655,0.097,0.104,0.071,0.142,0.145,0.061
"P49","Buena",0.233,0.473,0.158,0.083,0.047,0.182,0.136
"P49","Ni buena ni mala",0.017,0.266,0.224,0.209,0.16,0.248,0.214
"P49","Mala",0.02,0,0.23,0.322,0.119,0.104,0.204
"P49","Muy mala",0.075,0.152,0.272,0.315,0.532,0.296,0.348
"P49","No sabe",0,0.012,0.012,0,0,0.025,0.037
"P50","Muy buena",0.393,0.058,0.051,0.055,0.066,0.057,0.031
"P50","Buena",0.124,0.24,0.173,0.215,0.191,0.119,0.153
"P50","Ni buena ni mala",0.104,0.023,0.184,0.237,0.236,0.213,0.206
"P50","Mala",0.135,0.235,0.18,0.198,0.196,0.158,0.131
"P50","Muy mala",0.244,0.432,0.403,0.295,0.311,0.429,0.457
"P50","No sabe",0,0.012,0.009,0,0,0.024,0.022
"P51","Muy buena",0.658,0.366,0.256,0.08,0.114,0.27,0.221
"P51","Buena",0.204,0.239,0.154,0.098,0.084,0.153,0.168
"P51","Ni buena ni mala",0,0.017,0.136,0.171,0.077,0.117,0.155
"P51","Mala",0.059,0.174,0.14,0.227,0.114,0.096,0.079
"P51","Muy mala",0.079,0.192,0.306,0.424,0.611,0.341,0.352
"P51","No sabe",0,0.012,0.008,0,0,0.023,0.025
"P52","Muy buena",0.429,0.415,0.187,0.196,0.111,0.252,0.138
"P52","Buena",0.174,0.194,0.197,0.033,0.042,0.131,0.163
"P52","Ni buena ni mala",0.146,0.224,0.173,0.184,0.044,0.151,0.204
"P52","Mala",0.11,0.06,0.147,0.223,0.089,0.129,0.114
"P52","Muy mala",0.141,0.085,0.278,0.364,0.714,0.313,0.33
"P52","No sabe",0,0.022,0.018,0,0,0.024,0.051
