"var","categoria","La seguridad","El tránsito","El arreglo de las calles","Los parques y espacios públicos","El sistema de salud","La limpieza de las calles","El deporte y la cultura","La luminaria","No sabe"
"P13","Lo votaria",0.188,0.078,0.194,0.202,0.133,0.085,0.132,0.168,0.095
"P13","Puede que lo vote",0.268,0.175,0.124,0.187,0.21,0.26,0.419,0.172,0.161
"P13","Nunca lo votaría",0.394,0.617,0.59,0.504,0.402,0.597,0.431,0.453,0.513
"P13","No sabe",0.15,0.13,0.092,0.107,0.255,0.058,0.018,0.207,0.231
"P14","Lo votaria",0.08,0.019,0.045,0.046,0.031,0.267,0,0.023,0.05
"P14","Puede que lo vote",0.157,0.166,0.124,0.118,0.19,0.016,0.176,0.166,0.12
"P14","Nunca lo votaría",0.366,0.489,0.504,0.354,0.311,0.434,0.569,0.517,0.388
"P14","No sabe",0.397,0.326,0.327,0.482,0.468,0.283,0.255,0.294,0.442
"P15","Lo votaria",0.035,0.06,0.057,0.03,0.016,0.126,0,0,0.015
"P15","Puede que lo vote",0.122,0.26,0.176,0.09,0.04,0.143,0.189,0.122,0.124
"P15","Nunca lo votaría",0.448,0.358,0.437,0.598,0.4,0.548,0.568,0.552,0.445
"P15","No sabe",0.395,0.322,0.33,0.282,0.544,0.183,0.243,0.326,0.416
"P16","Lo votaria",0.04,0.021,0.053,0.009,0,0.036,0.092,0.045,0.013
"P16","Puede que lo vote",0.068,0.122,0.062,0.087,0.038,0.153,0.085,0.099,0.085
"P16","Nunca lo votaría",0.419,0.545,0.486,0.514,0.379,0.554,0.554,0.527,0.433
"P16","No sabe",0.473,0.312,0.399,0.39,0.583,0.257,0.269,0.329,0.469
"P17","Lo votaria",0.043,0.028,0.03,0.025,0.012,0,0.078,0,0.005
"P17","Puede que lo vote",0.08,0.111,0.055,0.07,0.028,0.122,0.051,0.045,0.07
"P17","Nunca lo votaría",0.417,0.502,0.558,0.643,0.455,0.616,0.574,0.696,0.45
"P17","No sabe",0.46,0.359,0.357,0.262,0.505,0.262,0.297,0.259,0.475
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.185,0.483,0.339,0.331,0.41,0.484,0.393,0.371,0.394
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.035,0.055,0.07,0.065,0.018,0.048,0.019,0.146,0.043
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.187,0.099,0.132,0.117,0.179,0.109,0.311,0.08,0.081
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.264,0.098,0.187,0.243,0.147,0.151,0.102,0.09,0.164
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.044,0.018,0.024,0.009,0.078,0.012,0.032,0.099,0.005
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.067,0.138,0.096,0.136,0.028,0.018,0.014,0.214,0.067
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.164,0.034,0.097,0.072,0.052,0.11,0.083,0,0.152
"P18","Al candidato del Frente de Izquierda",0.011,0.052,0.019,0.018,0.057,0,0.028,0,0
"P18","No sabe",0.043,0.023,0.036,0.009,0.031,0.068,0.018,0,0.094
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.189,0.466,0.314,0.391,0.351,0.377,0.357,0.389,0.313
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.041,0.093,0.095,0.016,0.04,0.111,0.019,0.09,0.117
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.123,0.068,0.138,0.074,0.098,0.044,0.039,0.036,0.059
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.277,0.065,0.132,0.112,0.151,0.284,0.147,0.118,0.12
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.246,0.09,0.158,0.201,0.153,0.05,0.234,0.078,0.177
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.018,0.053,0.037,0.068,0.026,0,0.028,0.056,0.044
"P19","No sabe",0.106,0.165,0.126,0.138,0.181,0.134,0.176,0.233,0.17
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.231,0.561,0.412,0.372,0.469,0.606,0.394,0.616,0.438
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.338,0.115,0.234,0.135,0.271,0.203,0.173,0.217,0.186
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.224,0.202,0.206,0.226,0.088,0.062,0.097,0.135,0.192
"P20","Al candidato del Frente de Izquierda",0.054,0.054,0.032,0.137,0.075,0.012,0.028,0,0.021
"P20","No sabe",0.153,0.068,0.116,0.13,0.097,0.117,0.308,0.032,0.163
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.248,0.521,0.448,0.372,0.415,0.545,0.375,0.698,0.494
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.39,0.199,0.266,0.17,0.363,0.192,0.191,0.252,0.164
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.247,0.121,0.163,0.226,0.055,0.172,0.234,0.05,0.171
"P21","Al candidato del Frente de Izquierda",0.017,0.047,0.022,0.123,0.026,0,0.028,0,0.015
"P21","No sabe",0.098,0.112,0.101,0.109,0.141,0.091,0.172,0,0.156
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.203,0.488,0.395,0.264,0.284,0.508,0.25,0.536,0.427
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.293,0.115,0.212,0.064,0.215,0.192,0.124,0.186,0.147
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.307,0.109,0.212,0.151,0.177,0.172,0.315,0.017,0.254
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.034,0.056,0.019,0.221,0.042,0,0.047,0.045,0.023
"P22","No sabe",0.163,0.232,0.162,0.3,0.282,0.128,0.264,0.216,0.149
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.209,0.472,0.37,0.264,0.301,0.496,0.25,0.531,0.447
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.378,0.151,0.214,0.089,0.244,0.227,0.156,0.186,0.161
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.273,0.115,0.244,0.151,0.134,0.172,0.283,0.017,0.241
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.022,0.056,0.029,0.196,0.047,0,0.028,0,0.018
"P23","No sabe",0.118,0.206,0.143,0.3,0.274,0.105,0.283,0.266,0.133
"P24","Muy buena",0.152,0.37,0.273,0.243,0.299,0.586,0.209,0.419,0.368
"P24","Buena",0.13,0.258,0.211,0.071,0.094,0.121,0.032,0.144,0.166
"P24","Ni buena ni mala",0.232,0.112,0.236,0.224,0.297,0.035,0.492,0.032,0.105
"P24","Mala",0.159,0.041,0.126,0.259,0.094,0.071,0.047,0.122,0.131
"P24","Muy mala",0.272,0.138,0.112,0.203,0.157,0.141,0.22,0.198,0.106
"P24","No sabe",0.028,0.067,0.009,0,0.009,0.023,0,0.085,0.027
"P24","No lo conozco",0.027,0.014,0.033,0,0.05,0.023,0,0,0.097
"P25","Muy buena",0.027,0.046,0.074,0.158,0.065,0.069,0.048,0.061,0.014
"P25","Buena",0.03,0.184,0.044,0.064,0.008,0.298,0.018,0.106,0.138
"P25","Ni buena ni mala",0.297,0.297,0.453,0.302,0.41,0.316,0.509,0.166,0.238
"P25","Mala",0.139,0.171,0.166,0.219,0.104,0.163,0.055,0.184,0.152
"P25","Muy mala",0.186,0.118,0.098,0.19,0.134,0.062,0.111,0.068,0.06
"P25","No sabe",0.168,0.051,0.103,0.049,0.082,0.046,0.183,0.293,0.184
"P25","No lo conozco",0.153,0.133,0.062,0.018,0.197,0.046,0.076,0.122,0.214
"P26","Muy buena",0.095,0.074,0.077,0.012,0.074,0.024,0.026,0.017,0.045
"P26","Buena",0.172,0.137,0.11,0.037,0.081,0.027,0.134,0.092,0.163
"P26","Ni buena ni mala",0.263,0.166,0.215,0.277,0.261,0.074,0.52,0.216,0.192
"P26","Mala",0.184,0.108,0.21,0.464,0.09,0.408,0.018,0.17,0.243
"P26","Muy mala",0.177,0.434,0.318,0.198,0.388,0.376,0.302,0.375,0.203
"P26","No sabe",0.039,0.014,0.044,0.012,0.064,0.023,0,0.085,0.046
"P26","No lo conozco",0.07,0.067,0.026,0,0.042,0.068,0,0.045,0.108
"P27","Muy buena",0.085,0.087,0.028,0.025,0.012,0.161,0,0.056,0.07
"P27","Buena",0.088,0.111,0.093,0.021,0.059,0.147,0.048,0.032,0.053
"P27","Ni buena ni mala",0.259,0.167,0.325,0.25,0.171,0.196,0.468,0.193,0.179
"P27","Mala",0.092,0.084,0.102,0.43,0.127,0.185,0.014,0.093,0.192
"P27","Muy mala",0.091,0.265,0.214,0.198,0.171,0.123,0.121,0.255,0.113
"P27","No sabe",0.172,0.064,0.1,0.034,0.154,0.023,0.12,0.309,0.177
"P27","No lo conozco",0.213,0.222,0.138,0.042,0.306,0.165,0.229,0.062,0.216
"P28","Muy buena",0.043,0.076,0.045,0.009,0,0.023,0.014,0.045,0.047
"P28","Buena",0.042,0.093,0.043,0.059,0.038,0.009,0.018,0,0.003
"P28","Ni buena ni mala",0.274,0.182,0.317,0.22,0.163,0.294,0.115,0.258,0.179
"P28","Mala",0.083,0.077,0.061,0.374,0.092,0.069,0.229,0.104,0.116
"P28","Muy mala",0.058,0.209,0.192,0.103,0.104,0.092,0,0.073,0.078
"P28","No sabe",0.207,0.135,0.119,0.166,0.204,0.129,0.227,0.243,0.262
"P28","No lo conozco",0.293,0.228,0.223,0.069,0.399,0.384,0.397,0.277,0.315
"P29","Muy buena",0.063,0.073,0.016,0,0.012,0.05,0.151,0,0.07
"P29","Buena",0.054,0.108,0.038,0.087,0,0.134,0,0.045,0.03
"P29","Ni buena ni mala",0.256,0.139,0.295,0.177,0.202,0.276,0.148,0.163,0.142
"P29","Mala",0.113,0.109,0.104,0.37,0.092,0.22,0.144,0.092,0.11
"P29","Muy mala",0.099,0.312,0.225,0.138,0.152,0.042,0.028,0.253,0.117
"P29","No sabe",0.166,0.061,0.097,0.109,0.238,0.126,0.249,0.215,0.164
"P29","No lo conozco",0.249,0.198,0.225,0.119,0.304,0.152,0.28,0.232,0.367
"P30","Muy buena",0.09,0.293,0.191,0.188,0.216,0.411,0.172,0.452,0.257
"P30","Buena",0.118,0.387,0.217,0.194,0.094,0.154,0.087,0.077,0.209
"P30","Ni buena ni mala",0.171,0.121,0.217,0.14,0.268,0.097,0.264,0.093,0.146
"P30","Mala",0.234,0.055,0.156,0.402,0.174,0.079,0.34,0.041,0.139
"P30","Muy mala",0.349,0.063,0.21,0.076,0.149,0.204,0.137,0.252,0.15
"P30","No sabe",0.038,0.081,0.009,0,0.099,0.055,0,0.085,0.099
"P31","Que continúe el intendente Lucas Gui",0.136,0.216,0.189,0.188,0.208,0.235,0.143,0.413,0.275
"P31","Que continúe Lucas Gui pero con mejoras",0.153,0.527,0.336,0.212,0.332,0.349,0.085,0.095,0.307
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.092,0.081,0.148,0.112,0.137,0.116,0.212,0.105,0.056
"P31","Que cambie el intendente Lucas Gui",0.619,0.176,0.327,0.488,0.323,0.3,0.56,0.387,0.362
"P32","La seguridad",0.083,0.117,0.093,0,0,0.054,0,0.191,0.102
"P32","El tránsito",0.03,0.253,0.095,0.044,0.064,0.043,0,0,0.007
"P32","El arreglo de las calles",0.097,0.086,0.137,0.13,0.211,0.227,0.048,0.152,0.096
"P32","Los parques y espacios públicos",0.169,0.093,0.189,0.652,0.221,0.081,0.014,0.017,0.043
"P32","El sistema de salud",0.042,0.059,0.103,0,0.145,0.061,0,0.108,0.059
"P32","La limpieza de las calles",0.062,0.031,0.039,0,0.085,0.259,0.018,0.094,0.093
"P32","El deporte y la cultura",0.079,0.151,0.113,0.075,0.031,0.133,0.634,0,0.06
"P32","La luminaria",0.056,0.092,0.068,0.028,0.045,0.012,0.12,0.259,0.037
"P32","No sabe",0.382,0.118,0.163,0.071,0.198,0.13,0.166,0.179,0.503
"P34","Agua corriente y cloacas",0.386,0.1,0.153,0.098,0.244,0.087,0.057,0.116,0.142
"P34","Energía eléctrica",0.174,0.293,0.131,0.034,0.106,0.05,0.036,0.202,0.091
"P34","Red de gas natural",0.038,0.041,0.198,0.024,0.012,0.009,0.047,0.131,0.014
"P34","Recolección de residuos",0.184,0.232,0.241,0.606,0.188,0.419,0.569,0.225,0.271
"P34","Ninguno",0.218,0.334,0.277,0.238,0.45,0.435,0.291,0.326,0.482
"P35","Los robos",0.559,0.446,0.412,0.331,0.175,0.318,0.242,0.356,0.338
"P35","El narcotráfico",0.105,0.137,0.118,0.038,0.112,0.111,0.134,0.139,0.1
"P35","La ausencia de patrulleros y personal policial",0.228,0.161,0.258,0.054,0.454,0.23,0.253,0.345,0.151
"P35","Otro",0.065,0.177,0.135,0.426,0.169,0.18,0.245,0.02,0.282
"P35","Ninguno",0.043,0.079,0.077,0.151,0.09,0.161,0.126,0.14,0.129
"P36","Muy buena",0.12,0.281,0.113,0.216,0.092,0.247,0,0.22,0.092
"P36","Buena",0.103,0.338,0.16,0.084,0.096,0.05,0.129,0.199,0.147
"P36","Ni buena ni mala",0.256,0.171,0.338,0.269,0.411,0.272,0.304,0.103,0.311
"P36","Mala",0.219,0.033,0.091,0.245,0.137,0.185,0.505,0.09,0.111
"P36","Muy mala",0.134,0.045,0.079,0.083,0.123,0.095,0.027,0.163,0.089
"P36","No sabe",0.168,0.132,0.219,0.103,0.141,0.151,0.035,0.225,0.25
"P37","Lo votaria",0.108,0.285,0.058,0.06,0.076,0.08,0.052,0.224,0.076
"P37","Puede que lo vote",0.079,0.274,0.228,0.169,0.218,0.47,0.136,0.218,0.222
"P37","Nunca lo votaría",0.749,0.36,0.611,0.569,0.503,0.35,0.488,0.44,0.525
"P37","No sabe",0.064,0.081,0.103,0.202,0.203,0.1,0.324,0.118,0.177
"P38","Lo votaria",0.089,0.272,0.052,0.075,0.172,0.103,0.052,0.231,0.137
"P38","Puede que lo vote",0.179,0.324,0.229,0.193,0.106,0.275,0.177,0.177,0.177
"P38","Nunca lo votaría",0.687,0.269,0.578,0.599,0.555,0.468,0.479,0.47,0.525
"P38","No sabe",0.045,0.135,0.141,0.133,0.167,0.154,0.292,0.122,0.161
"P39","Lo votaria",0.09,0.241,0.085,0.12,0.187,0.137,0,0.12,0.143
"P39","Puede que lo vote",0.131,0.278,0.259,0.194,0.183,0.359,0.308,0.272,0.236
"P39","Nunca lo votaría",0.728,0.358,0.55,0.57,0.528,0.504,0.219,0.553,0.481
"P39","No sabe",0.051,0.123,0.106,0.116,0.102,0,0.473,0.055,0.14
"P40","Lo votaria",0.14,0.121,0.126,0.119,0.046,0.19,0.051,0.075,0.026
"P40","Puede que lo vote",0.282,0.175,0.227,0.189,0.222,0.238,0.177,0.065,0.204
"P40","Nunca lo votaría",0.531,0.637,0.588,0.585,0.622,0.527,0.315,0.754,0.656
"P40","No sabe",0.047,0.067,0.059,0.107,0.11,0.045,0.457,0.106,0.114
"P41","Lo votaria",0.399,0.087,0.185,0.099,0.226,0.358,0.109,0.241,0.148
"P41","Puede que lo vote",0.197,0.162,0.12,0.147,0.241,0.045,0.162,0.036,0.219
"P41","Nunca lo votaría",0.356,0.728,0.634,0.647,0.501,0.548,0.412,0.723,0.589
"P41","No sabe",0.048,0.023,0.061,0.107,0.032,0.049,0.317,0,0.044
"P42","Lo votaria",0.134,0.149,0.056,0.031,0.068,0.044,0.055,0,0.033
"P42","Puede que lo vote",0.24,0.235,0.195,0.18,0.321,0.217,0.228,0.199,0.122
"P42","Nunca lo votaría",0.519,0.572,0.598,0.62,0.491,0.513,0.274,0.689,0.722
"P42","No sabe",0.107,0.044,0.151,0.169,0.12,0.226,0.443,0.112,0.123
"P43","Lo votaria",0.1,0.14,0.034,0.042,0.026,0.06,0.037,0.084,0.032
"P43","Puede que lo vote",0.186,0.154,0.185,0.189,0.13,0.328,0.042,0.039,0.104
"P43","Nunca lo votaría",0.574,0.657,0.635,0.589,0.703,0.527,0.511,0.836,0.753
"P43","No sabe",0.14,0.049,0.146,0.18,0.141,0.085,0.41,0.041,0.111
"P44","Lo votaria",0.324,0.201,0.171,0.063,0.211,0.237,0.114,0.02,0.244
"P44","Puede que lo vote",0.187,0.165,0.106,0.114,0.17,0.139,0.27,0.056,0.118
"P44","Nunca lo votaría",0.44,0.594,0.663,0.674,0.536,0.624,0.33,0.813,0.582
"P44","No sabe",0.049,0.04,0.06,0.149,0.083,0,0.286,0.111,0.056
"P45","Lo votaria",0.168,0.165,0.137,0.032,0.141,0.06,0.179,0.221,0.051
"P45","Puede que lo vote",0.269,0.195,0.162,0.166,0.16,0.165,0.222,0.076,0.174
"P45","Nunca lo votaría",0.474,0.617,0.635,0.679,0.556,0.565,0.599,0.654,0.697
"P45","No sabe",0.089,0.023,0.066,0.123,0.143,0.21,0,0.049,0.078
"P46","Muy buena",0.07,0.066,0.052,0,0.146,0.196,0.056,0.094,0.038
"P46","Buena",0.108,0.24,0.11,0.046,0.091,0.069,0,0.293,0.161
"P46","Ni buena ni mala",0.102,0.288,0.29,0.37,0.206,0.255,0.43,0.199,0.253
"P46","Mala",0.165,0.192,0.236,0.251,0.125,0.221,0.163,0.178,0.23
"P46","Muy mala",0.549,0.214,0.312,0.333,0.412,0.259,0.351,0.236,0.314
"P46","No sabe",0.006,0,0,0,0.02,0,0,0,0.004
"P47","Muy buena",0.208,0.091,0.128,0.077,0.132,0.223,0.021,0.131,0.117
"P47","Buena",0.178,0.139,0.187,0.053,0.077,0.054,0.114,0.177,0.162
"P47","Ni buena ni mala",0.166,0.098,0.053,0.17,0.155,0.097,0.384,0.111,0.088
"P47","Mala",0.201,0.221,0.171,0.218,0.092,0.138,0.106,0.105,0.226
"P47","Muy mala",0.241,0.451,0.449,0.482,0.511,0.488,0.375,0.42,0.393
"P47","No sabe",0.006,0,0.012,0,0.033,0,0,0.056,0.014
"P48","Muy buena",0.185,0.491,0.357,0.46,0.336,0.539,0.201,0.573,0.386
"P48","Buena",0.048,0.233,0.074,0.027,0.083,0.076,0.124,0.103,0.054
"P48","Ni buena ni mala",0.03,0.052,0.053,0,0.034,0.039,0,0,0.053
"P48","Mala",0.116,0.06,0.135,0.088,0.056,0.009,0.122,0,0.161
"P48","Muy mala",0.61,0.164,0.381,0.425,0.491,0.313,0.553,0.268,0.325
"P48","No sabe",0.011,0,0,0,0,0.024,0,0.056,0.021
"P49","Muy buena",0.148,0.176,0.088,0.188,0.105,0.095,0.154,0.22,0.044
"P49","Buena",0.175,0.184,0.174,0.07,0.122,0.091,0.058,0.101,0.11
"P49","Ni buena ni mala",0.261,0.095,0.195,0.167,0.082,0.158,0.103,0.198,0.213
"P49","Mala",0.152,0.204,0.206,0.17,0.154,0.178,0.132,0.134,0.232
"P49","Muy mala",0.238,0.341,0.337,0.405,0.47,0.478,0.553,0.256,0.384
"P49","No sabe",0.026,0,0,0,0.067,0,0,0.091,0.017
"P50","Muy buena",0.059,0.228,0.03,0.015,0.094,0.074,0,0.252,0.032
"P50","Buena",0.142,0.301,0.146,0.059,0.077,0.404,0.167,0.227,0.179
"P50","Ni buena ni mala",0.143,0.178,0.261,0.403,0.224,0.101,0.18,0.148,0.277
"P50","Mala",0.142,0.133,0.238,0.185,0.175,0.149,0.073,0.131,0.167
"P50","Muy mala",0.501,0.16,0.315,0.327,0.379,0.26,0.58,0.242,0.328
"P50","No sabe",0.013,0,0.01,0.011,0.051,0.012,0,0,0.017
"P51","Muy buena",0.326,0.112,0.155,0.119,0.148,0.361,0.061,0.308,0.165
"P51","Buena",0.166,0.137,0.164,0.054,0.126,0.066,0.407,0,0.122
"P51","Ni buena ni mala",0.117,0.029,0.134,0.336,0.126,0.076,0.056,0.055,0.164
"P51","Mala",0.125,0.15,0.107,0.077,0.046,0.141,0,0.161,0.134
"P51","Muy mala",0.253,0.572,0.436,0.414,0.521,0.356,0.476,0.384,0.381
"P51","No sabe",0.013,0,0.004,0,0.033,0,0,0.092,0.034
"P52","Muy buena",0.256,0.08,0.123,0.063,0.261,0.111,0.073,0.068,0.238
"P52","Buena",0.187,0.129,0.128,0.121,0.068,0.031,0.119,0.107,0.09
"P52","Ni buena ni mala",0.208,0.058,0.15,0.159,0.117,0.157,0.416,0,0.093
"P52","Mala",0.108,0.147,0.118,0.269,0.093,0.11,0.191,0.333,0.163
"P52","Muy mala",0.22,0.586,0.463,0.358,0.393,0.567,0.201,0.492,0.367
"P52","No sabe",0.021,0,0.018,0.03,0.068,0.024,0,0,0.049
