"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P34","Red de gas natural",0.037,0.061,0.156,0.063
"P34","Recolección de residuos",0.107,0.292,0.08,0.248
"P34","Ninguno",0.403,0.224,0.202,0.421
"P35","Los robos",0.632,0.466,0.512,0.429
"P35","El narcotráfico",0.076,0.045,0.015,0.069
"P35","La ausencia de patrulleros y personal policial",0.146,0.207,0.112,0.213
"P35","Otro",0.08,0.086,0.096,0.159
"P35","Ninguno",0.066,0.196,0.265,0.13
"P36","Muy buena",0.234,0.081,0.242,0.187
"P36","Buena",0.264,0.056,0.209,0.214
"P36","Ni buena ni mala",0.215,0.295,0.389,0.286
"P36","Mala",0.1,0.223,0.065,0.071
"P36","Muy mala",0.054,0.24,0.011,0.03
"P36","No sabe",0.133,0.105,0.084,0.212
"P37","Lo votaria",0.802,0.046,0.188,0.145
"P37","Puede que lo vote",0.061,0.27,0.093,0.442
"P37","Nunca lo votaría",0.043,0.474,0.578,0.251
"P37","No sabe",0.094,0.21,0.141,0.162
"P38","Lo votaria",0.424,0.43,0.215,0.205
"P38","Puede que lo vote",0.45,0.287,0.207,0.43
"P38","Nunca lo votaría",0.09,0.077,0.516,0.211
"P38","No sabe",0.036,0.206,0.062,0.154
"P39","Lo votaria",0.313,0.069,0.247,0.283
"P39","Puede que lo vote",0.53,0.298,0.219,0.463
"P39","Nunca lo votaría",0.121,0.384,0.495,0.129
"P39","No sabe",0.036,0.249,0.039,0.125
"P40","Lo votaria",0.174,0,0.278,0.055
"P40","Puede que lo vote",0.18,0.052,0.165,0.053
"P40","Nunca lo votaría",0.599,0.72,0.501,0.821
"P40","No sabe",0.047,0.228,0.056,0.071
"P41","Lo votaria",0.185,0,0.378,0.028
"P41","Puede que lo vote",0.137,0,0.093,0.024
"P41","Nunca lo votaría",0.678,0.804,0.488,0.908
"P41","No sabe",0,0.196,0.041,0.04
"P42","Lo votaria",0.203,0.022,0.176,0.008
"P42","Puede que lo vote",0.317,0.022,0.305,0.068
"P42","Nunca lo votaría",0.401,0.736,0.425,0.794
"P42","No sabe",0.079,0.22,0.094,0.13
"P43","Lo votaria",0.171,0,0.145,0.011
"P43","Puede que lo vote",0.136,0.086,0.127,0.043
"P43","Nunca lo votaría",0.646,0.695,0.588,0.866
"P43","No sabe",0.047,0.219,0.14,0.08
"P44","Lo votaria",0.206,0,0.155,0.026
"P44","Puede que lo vote",0.18,0.053,0.152,0.017
"P44","Nunca lo votaría",0.614,0.751,0.653,0.914
"P44","No sabe",0,0.196,0.04,0.043
"P45","Lo votaria",0.173,0,0.127,0.007
"P45","Puede que lo vote",0.145,0,0.278,0.011
"P45","Nunca lo votaría",0.649,1,0.524,0.921
"P45","No sabe",0.033,0,0.071,0.061
"P46","Muy buena",0.547,0.047,0.127,0.084
"P46","Buena",0.373,0.339,0.083,0.257
"P46","Ni buena ni mala",0.069,0.469,0.281,0.42
"P46","Mala",0.011,0.145,0.148,0.198
"P46","Muy mala",0,0,0.361,0.041
"P46","No sabe",0,0,0,0
"P47","Muy buena",0.173,0,0.284,0.009
"P47","Buena",0.193,0,0.015,0.032
"P47","Ni buena ni mala",0.033,0.093,0.166,0.073
"P47","Mala",0.171,0.16,0.069,0.164
"P47","Muy mala",0.43,0.747,0.466,0.72
"P47","No sabe",0,0,0,0.002
"P48","Muy buena",0.633,0.489,0.175,0.822
"P48","Buena",0.259,0.023,0.151,0.08
"P48","Ni buena ni mala",0.097,0.108,0.076,0.01
"P48","Mala",0.011,0.052,0,0.012
"P48","Muy mala",0,0.328,0.598,0.076
"P48","No sabe",0,0,0,0
"P49","Muy buena",0.162,0.017,0.183,0.116
"P49","Buena",0.244,0.052,0.169,0.009
"P49","Ni buena ni mala",0.325,0.293,0.174,0.063
"P49","Mala",0.122,0.19,0.09,0.217
"P49","Muy mala",0.147,0.448,0.31,0.588
"P49","No sabe",0,0,0.074,0.007
"P50","Muy buena",0.138,0.123,0.161,0.099
"P50","Buena",0.505,0.469,0.166,0.347
"P50","Ni buena ni mala",0.186,0.093,0.153,0.356
"P50","Mala",0.091,0.062,0.059,0.097
"P50","Muy mala",0.08,0.253,0.401,0.094
"P50","No sabe",0,0,0.06,0.007
"P51","Muy buena",0.084,0,0.345,0.023
"P51","Buena",0.235,0,0.105,0.038
"P51","Ni buena ni mala",0.096,0.077,0.084,0.093
"P51","Mala",0.354,0.092,0.07,0.138
"P51","Muy mala",0.231,0.831,0.335,0.701
"P51","No sabe",0,0,0.061,0.007
"P52","Muy buena",0.084,0,0.229,0.006
"P52","Buena",0.267,0,0.085,0.008
"P52","Ni buena ni mala",0.154,0.079,0.22,0.018
"P52","Mala",0.237,0.125,0.105,0.172
"P52","Muy mala",0.258,0.796,0.301,0.789
"P52","No sabe",0,0,0.06,0.007
