"var","categoria","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos","Javier Milei presidente – José Luis Espert por los liberales","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda","Otro candidato"
"P44","Mauricio Macri – María Eugenia Vidal",0.704,0.185,0.475,0.235,0.261
"P44","Sergio Massa – Wado de Pedro",0.172,0.648,0.1,0.338,0.313
"P44","No sabe",0.124,0.167,0.425,0.427,0.426
"P45","Sergio Massa – Wado de Pedro",0.162,0.648,0.09,0.383,0.292
"P45","Javier Milei – José Luis Espert",0.366,0.144,0.789,0.228,0.163
"P45","No sabe",0.472,0.208,0.121,0.389,0.545
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.713,0.199,0.046,0.195,0.179
"P46","Javier Milei – José Luis Espert",0.111,0.093,0.86,0.169,0.127
"P46","No sabe",0.176,0.708,0.094,0.636,0.694
"P47","Muy buena",0.106,0.205,0.007,0.058,0.056
"P47","Buena",0.043,0.319,0.097,0.112,0.14
"P47","Ni buena ni mala",0.084,0.303,0.074,0.336,0.215
"P47","Mala",0.119,0.068,0.065,0.231,0.159
"P47","Muy mala",0.646,0.095,0.754,0.224,0.404
"P47","No sabe",0.002,0.01,0.003,0.039,0.026
"P48","Muy buena",0.025,0.208,0.008,0.084,0.03
"P48","Buena",0.053,0.347,0.013,0.125,0.113
"P48","Ni buena ni mala",0.075,0.25,0.074,0.294,0.21
"P48","Mala",0.135,0.062,0.085,0.235,0.151
"P48","Muy mala",0.71,0.127,0.816,0.262,0.465
"P48","No sabe",0.002,0.006,0.004,0,0.031
"P49","Muy buena",0.062,0.617,0.015,0.351,0.238
"P49","Buena",0.032,0.142,0.011,0.134,0.061
"P49","Ni buena ni mala",0.04,0.073,0.062,0.208,0.087
"P49","Mala",0.067,0.02,0.065,0.051,0.081
"P49","Muy mala",0.797,0.143,0.847,0.233,0.503
"P49","No sabe",0.002,0.005,0,0.023,0.03
"P50","Muy buena",0.287,0.124,0.124,0.142,0.124
"P50","Buena",0.263,0.077,0.178,0.063,0.097
"P50","Ni buena ni mala",0.195,0.064,0.267,0.102,0.15
"P50","Mala",0.071,0.174,0.169,0.126,0.159
"P50","Muy mala",0.182,0.56,0.257,0.546,0.44
"P50","No sabe",0.002,0.001,0.005,0.021,0.03
"P51","Muy buena",0.334,0.063,0.074,0.081,0.058
"P51","Buena",0.405,0.092,0.181,0.062,0.143
"P51","Ni buena ni mala",0.147,0.144,0.336,0.164,0.269
"P51","Mala",0.044,0.169,0.16,0.115,0.163
"P51","Muy mala",0.065,0.507,0.229,0.525,0.314
"P51","No sabe",0.005,0.025,0.02,0.053,0.053
"P52","Muy buena",0.056,0.181,0.019,0.078,0.051
"P52","Buena",0.095,0.306,0.057,0.075,0.172
"P52","Ni buena ni mala",0.107,0.284,0.148,0.272,0.232
"P52","Mala",0.182,0.072,0.159,0.196,0.131
"P52","Muy mala",0.553,0.139,0.61,0.334,0.385
"P52","No sabe",0.007,0.018,0.007,0.045,0.029
"P53","Muy buena",0.386,0.089,0.302,0.108,0.175
"P53","Buena",0.279,0.064,0.244,0.031,0.127
"P53","Ni buena ni mala",0.142,0.116,0.231,0.125,0.145
"P53","Mala",0.06,0.151,0.077,0.079,0.127
"P53","Muy mala",0.127,0.568,0.14,0.614,0.393
"P53","No sabe",0.006,0.012,0.006,0.043,0.033
"P54","Muy buena",0.098,0.056,0.517,0.11,0.044
"P54","Buena",0.186,0.057,0.268,0.034,0.073
"P54","Ni buena ni mala",0.391,0.141,0.156,0.119,0.273
"P54","Mala",0.141,0.152,0.028,0.06,0.166
"P54","Muy mala",0.167,0.551,0.028,0.631,0.401
"P54","No sabe",0.017,0.043,0.003,0.046,0.043
"P55","Muy buena",0.346,0.052,0.173,0.112,0.099
"P55","Buena",0.304,0.074,0.235,0.055,0.151
"P55","Ni buena ni mala",0.182,0.109,0.254,0.082,0.203
"P55","Mala",0.071,0.164,0.13,0.065,0.15
"P55","Muy mala",0.093,0.576,0.196,0.621,0.366
"P55","No sabe",0.004,0.025,0.012,0.065,0.031
"P56","Muy buena",0.065,0.186,0.028,0.083,0.029
"P56","Buena",0.064,0.335,0.052,0.129,0.174
"P56","Ni buena ni mala",0.124,0.225,0.144,0.3,0.249
"P56","Mala",0.195,0.081,0.161,0.155,0.148
"P56","Muy mala",0.545,0.156,0.608,0.311,0.37
"P56","No sabe",0.007,0.017,0.007,0.022,0.03
"P57","Muy buena",0.151,0.044,0.08,0.121,0.093
"P57","Buena",0.225,0.117,0.126,0.138,0.132
"P57","Ni buena ni mala",0.347,0.362,0.313,0.29,0.351
"P57","Mala",0.111,0.17,0.144,0.195,0.142
"P57","Muy mala",0.127,0.211,0.267,0.16,0.197
"P57","No sabe",0.039,0.096,0.07,0.096,0.085
"P58","Muy buena",0.14,0.035,0.039,0.109,0.049
"P58","Buena",0.279,0.075,0.108,0.074,0.099
"P58","Ni buena ni mala",0.365,0.239,0.365,0.154,0.313
"P58","Mala",0.089,0.164,0.129,0.108,0.166
"P58","Muy mala",0.071,0.392,0.274,0.433,0.29
"P58","No sabe",0.056,0.095,0.085,0.122,0.083
"P59","Siempre",0.363,0.358,0.247,0.344,0.297
"P59","Casi siempre",0.376,0.359,0.388,0.418,0.346
"P59","Casi nunca",0.179,0.172,0.269,0.178,0.241
"P59","Nunca, pero esta es una excepción",0.082,0.111,0.096,0.06,0.116
"P60","Si",0.583,0.596,0.561,0.568,0.517
"P60","No",0.417,0.404,0.439,0.432,0.483
