"var","categoria","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos","Mauricio Macri – María Eugenia Vidal por Cambiemos","Javier Milei – José Luis Espert por los liberales","Nicolás del Caño – Myriam Bregman por la izquierda","Otro candidato"
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.083,0.649,0.068,0.109,0.24
"P35","Javier Milei – José Luis Espert por los liberales",0.019,0.121,0.861,0.056,0.055
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.043,0.007,0.005,0.661,0.015
"P35","Otro candidato",0.232,0.127,0.036,0.055,0.593
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.869,0.058,0.033,0.151,0.061
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.048,0.667,0.058,0.135,0.276
"P37","Javier Milei – José Luis Espert por los liberales",0.015,0.135,0.87,0.019,0.056
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.013,0.002,0.001,0.644,0.015
"P37","Otro candidato",0.055,0.138,0.038,0.051,0.592
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.717,0.012,0.025,0.081,0.081
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.026,0.868,0.066,0.088,0.127
"P38","Javier Milei – José Luis Espert por los liberales",0.015,0.055,0.873,0.042,0.069
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.04,0.002,0.006,0.687,0.029
"P38","Otro candidato",0.202,0.063,0.03,0.102,0.694
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.916,0.053,0.047,0.383,0.085
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.044,0.905,0.404,0.199,0.238
"P39","No sabe",0.04,0.042,0.549,0.418,0.677
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.764,0.019,0.036,0.324,0.096
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.022,0.844,0.415,0.203,0.358
"P40","No sabe",0.214,0.137,0.549,0.473,0.546
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.766,0.013,0.034,0.286,0.126
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.021,0.899,0.542,0.236,0.34
"P41","No sabe",0.213,0.088,0.424,0.478,0.534
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.931,0.007,0.04,0.385,0.079
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.017,0.85,0.439,0.195,0.363
"P42","No sabe",0.052,0.143,0.521,0.42,0.558
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.779,0.013,0.044,0.281,0.106
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.024,0.834,0.427,0.194,0.37
"P43","No sabe",0.197,0.153,0.529,0.525,0.524
"P44","Mauricio Macri – María Eugenia Vidal",0.132,0.796,0.426,0.277,0.219
"P44","Sergio Massa – Wado de Pedro",0.674,0.148,0.103,0.241,0.181
"P44","No sabe",0.194,0.056,0.471,0.482,0.6
"P45","Sergio Massa – Wado de Pedro",0.701,0.131,0.082,0.291,0.133
"P45","Javier Milei – José Luis Espert",0.104,0.416,0.796,0.259,0.186
"P45","No sabe",0.195,0.453,0.122,0.45,0.681
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.158,0.6,0.052,0.251,0.325
"P46","Javier Milei – José Luis Espert",0.046,0.22,0.861,0.171,0.125
"P46","No sabe",0.796,0.18,0.087,0.578,0.55
"P47","Muy buena",0.17,0.095,0.011,0.058,0.069
"P47","Buena",0.349,0.038,0.095,0.073,0.04
"P47","Ni buena ni mala",0.372,0.039,0.067,0.273,0.172
"P47","Mala",0.087,0.097,0.074,0.281,0.182
"P47","Muy mala",0.013,0.729,0.747,0.315,0.498
"P47","No sabe",0.009,0.002,0.006,0,0.039
"P48","Muy buena",0.186,0.012,0.008,0.06,0.039
"P48","Buena",0.378,0.013,0.014,0.112,0.039
"P48","Ni buena ni mala",0.321,0.035,0.072,0.268,0.155
"P48","Mala",0.09,0.116,0.088,0.231,0.166
"P48","Muy mala",0.019,0.82,0.814,0.329,0.564
"P48","No sabe",0.006,0.004,0.004,0,0.037
"P49","Muy buena",0.723,0.011,0.012,0.197,0.024
"P49","Buena",0.172,0.009,0.008,0.112,0.027
"P49","Ni buena ni mala",0.078,0.024,0.059,0.246,0.134
"P49","Mala",0.014,0.061,0.063,0.107,0.122
"P49","Muy mala",0.009,0.892,0.857,0.335,0.65
"P49","No sabe",0.004,0.003,0.001,0.003,0.043
"P50","Muy buena",0.109,0.369,0.069,0.157,0.037
"P50","Buena",0.036,0.298,0.158,0.054,0.119
"P50","Ni buena ni mala",0.06,0.144,0.294,0.136,0.252
"P50","Mala",0.187,0.038,0.184,0.152,0.184
"P50","Muy mala",0.607,0.15,0.289,0.501,0.361
"P50","No sabe",0.001,0.001,0.006,0,0.047
"P51","Muy buena",0.015,0.324,0.076,0.111,0.106
"P51","Buena",0.026,0.427,0.169,0.098,0.205
"P51","Ni buena ni mala",0.129,0.195,0.327,0.215,0.286
"P51","Mala",0.191,0.03,0.166,0.162,0.15
"P51","Muy mala",0.61,0.017,0.243,0.398,0.188
"P51","No sabe",0.029,0.007,0.019,0.016,0.065
"P52","Muy buena",0.159,0.048,0.021,0.108,0.05
"P52","Buena",0.324,0.078,0.064,0.085,0.1
"P52","Ni buena ni mala",0.325,0.101,0.138,0.267,0.177
"P52","Mala",0.085,0.146,0.17,0.174,0.185
"P52","Muy mala",0.092,0.62,0.603,0.361,0.435
"P52","No sabe",0.015,0.007,0.004,0.005,0.053
"P53","Muy buena",0.032,0.485,0.262,0.105,0.147
"P53","Buena",0.061,0.251,0.253,0.04,0.172
"P53","Ni buena ni mala",0.09,0.125,0.249,0.171,0.221
"P53","Mala",0.146,0.038,0.084,0.152,0.157
"P53","Muy mala",0.656,0.099,0.146,0.523,0.252
"P53","No sabe",0.015,0.002,0.006,0.009,0.051
"P54","Muy buena",0.018,0.139,0.536,0.123,0.06
"P54","Buena",0.022,0.221,0.268,0.04,0.075
"P54","Ni buena ni mala",0.103,0.404,0.145,0.18,0.324
"P54","Mala",0.144,0.14,0.021,0.06,0.18
"P54","Muy mala",0.674,0.084,0.025,0.582,0.294
"P54","No sabe",0.039,0.012,0.005,0.015,0.067
"P55","Muy buena",0.012,0.389,0.155,0.126,0.09
"P55","Buena",0.025,0.352,0.223,0.062,0.166
"P55","Ni buena ni mala",0.082,0.187,0.258,0.144,0.271
"P55","Mala",0.165,0.047,0.14,0.086,0.183
"P55","Muy mala",0.694,0.021,0.211,0.547,0.242
"P55","No sabe",0.022,0.004,0.013,0.035,0.048
"P56","Muy buena",0.149,0.068,0.033,0.098,0.028
"P56","Buena",0.349,0.063,0.051,0.104,0.095
"P56","Ni buena ni mala",0.308,0.078,0.153,0.196,0.204
"P56","Mala",0.07,0.184,0.166,0.213,0.192
"P56","Muy mala",0.11,0.6,0.592,0.389,0.433
"P56","No sabe",0.014,0.007,0.005,0,0.048
"P57","Muy buena",0.043,0.117,0.087,0.147,0.156
"P57","Buena",0.113,0.202,0.13,0.165,0.159
"P57","Ni buena ni mala",0.375,0.311,0.336,0.283,0.35
"P57","Mala",0.179,0.134,0.135,0.18,0.093
"P57","Muy mala",0.186,0.193,0.253,0.159,0.153
"P57","No sabe",0.104,0.043,0.059,0.066,0.089
"P58","Muy buena",0.013,0.119,0.047,0.138,0.108
"P58","Buena",0.045,0.271,0.106,0.068,0.144
"P58","Ni buena ni mala",0.2,0.368,0.38,0.219,0.364
"P58","Mala",0.177,0.105,0.121,0.141,0.122
"P58","Muy mala",0.464,0.084,0.265,0.314,0.172
"P58","No sabe",0.101,0.053,0.081,0.12,0.09
"P59","Siempre",0.345,0.358,0.245,0.307,0.302
"P59","Casi siempre",0.359,0.38,0.387,0.411,0.338
"P59","Casi nunca",0.182,0.184,0.27,0.218,0.242
"P59","Nunca, pero esta es una excepción",0.114,0.078,0.098,0.064,0.118
"P60","Si",0.613,0.566,0.55,0.531,0.506
"P60","No",0.387,0.434,0.45,0.469,0.494
