"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P12","Jose Carambia a gobernador y Maria Guerra a vicegobernadora dentro del lema de por Santa Cruz",0.009,0.067,0.037,0.045,0,0,0.126,0.04
"P12","A alguno de los otros candidatos a gobernador del lema Por Santa Cruz: Sergio Acevedo, Daniel Gardonio, Mario Markic o Ruben Ferrara",0.017,0.186,0.133,0,0.086,0.128,0.038,0.059
"P12","Roxana Reyes a gobernadora y Luis Vera a vicegobernador dentro del lema de Cambia Santa Cruz",0.007,0.268,0.152,0.036,0.061,0.16,0.041,0.081
"P12","Mirey Zeidan a gobernador y Carlos Fernández a vicegobernador dentro del lema de Cambia Santa Cruz",0.007,0.061,0.05,0,0,0,0,0.027
"P12","Alguno de los candidatos de Izquierda",0.002,0,0.068,0.135,0,0.053,0.021,0.008
"P12","No sabe",0.014,0.034,0.079,0.009,0,0.038,0.086,0.254
"P15","Lo votaría",0.7,0.119,0.096,0.029,0.033,0.165,0.103,0.138
"P15","Puede que lo vote",0.164,0.074,0.021,0.185,0.04,0.069,0.027,0.097
"P15","Nunca lo votaría",0.093,0.766,0.859,0.516,0.283,0.528,0.631,0.489
"P15","No sabe",0.043,0.041,0.024,0.27,0.644,0.238,0.239,0.276
"P16","Lo votaría",0.387,0.027,0.087,0.082,0,0.06,0.095,0.022
"P16","Puede que lo vote",0.171,0.046,0.036,0.197,0.477,0.081,0,0.062
"P16","Nunca lo votaría",0.345,0.831,0.84,0.524,0.478,0.566,0.715,0.625
"P16","No sabe",0.097,0.096,0.037,0.197,0.045,0.293,0.19,0.291
"P17","Lo votaría",0.035,0.54,0.154,0.042,0.285,0.14,0.175,0.03
"P17","Puede que lo vote",0.11,0.18,0.33,0.121,0.145,0.108,0.135,0.095
"P17","Nunca lo votaría",0.8,0.217,0.468,0.605,0.045,0.567,0.521,0.645
"P17","No sabe",0.055,0.063,0.048,0.232,0.525,0.185,0.169,0.23
"P18","Lo votaría",0.052,0.337,0.097,0.033,0.07,0.037,0.1,0.051
"P18","Puede que lo vote",0.051,0.313,0.272,0.089,0.208,0.273,0.024,0.093
"P18","Nunca lo votaría",0.841,0.295,0.597,0.661,0.639,0.477,0.707,0.527
"P18","No sabe",0.056,0.055,0.034,0.217,0.083,0.213,0.169,0.329
"P19","Lo votaría",0.047,0.136,0.755,0.361,0,0.119,0.314,0.171
"P19","Puede que lo vote",0.041,0.229,0.14,0.083,0.104,0.06,0.146,0.121
"P19","Nunca lo votaría",0.875,0.598,0.105,0.293,0.814,0.655,0.48,0.456
"P19","No sabe",0.037,0.037,0,0.263,0.082,0.166,0.06,0.252
"P20","Lo votaría",0.442,0.074,0.227,0.274,0,0.095,0.189,0.189
"P20","Puede que lo vote",0.138,0.051,0.123,0.143,0.069,0.197,0.043,0.091
"P20","Nunca lo votaría",0.344,0.812,0.607,0.527,0.804,0.528,0.559,0.44
"P20","No sabe",0.076,0.063,0.043,0.056,0.127,0.18,0.209,0.28
"P21","Lo votaría",0.463,0.118,0.138,0.012,0.103,0.146,0.169,0.188
"P21","Puede que lo vote",0.27,0.093,0.177,0.174,0,0.223,0.085,0.148
"P21","Nunca lo votaría",0.224,0.761,0.647,0.758,0.814,0.478,0.668,0.455
"P21","No sabe",0.043,0.028,0.038,0.056,0.083,0.153,0.078,0.209
"P22","Lo votaría",0.093,0.031,0.062,0,0,0,0,0.074
"P22","Puede que lo vote",0.103,0.026,0.103,0.128,0,0.017,0,0.03
"P22","Nunca lo votaría",0.722,0.826,0.798,0.804,0.858,0.793,0.821,0.638
"P22","No sabe",0.082,0.117,0.037,0.068,0.142,0.19,0.179,0.258
"P23","Lo votaría",0.082,0.131,0.261,0.335,0.346,0.302,0.304,0.316
"P23","Puede que lo vote",0.078,0.149,0.189,0.051,0,0.213,0.069,0.123
"P23","Nunca lo votaría",0.757,0.66,0.503,0.533,0.513,0.304,0.467,0.438
"P23","No sabe",0.083,0.06,0.047,0.081,0.141,0.181,0.16,0.123
"P24","Lo votaría",0.055,0.207,0.256,0.093,0,0.094,0.022,0.106
"P24","Puede que lo vote",0.064,0.186,0.16,0.086,0.09,0.238,0.138,0.113
"P24","Nunca lo votaría",0.811,0.526,0.537,0.764,0.768,0.511,0.599,0.556
"P24","No sabe",0.07,0.081,0.047,0.057,0.142,0.157,0.241,0.225
"P25","Lo votaría",0.028,0.115,0.118,0.04,0,0.011,0.115,0.049
"P25","Puede que lo vote",0.046,0.133,0.137,0.118,0.061,0.142,0.007,0.101
"P25","Nunca lo votaría",0.868,0.652,0.678,0.785,0.704,0.663,0.631,0.583
"P25","No sabe",0.058,0.1,0.067,0.057,0.235,0.184,0.247,0.267
"P26","Lo votaría",0.035,0.069,0.104,0.052,0.113,0.092,0.089,0.065
"P26","Puede que lo vote",0.084,0.158,0.146,0.202,0.106,0.112,0.013,0.085
"P26","Nunca lo votaría",0.786,0.684,0.657,0.689,0.588,0.607,0.74,0.554
"P26","No sabe",0.095,0.089,0.093,0.057,0.193,0.189,0.158,0.296
"P27","Lo votaría",0.026,0.128,0.137,0.012,0.11,0.055,0,0.024
"P27","Puede que lo vote",0.032,0.276,0.171,0.102,0.106,0.114,0.021,0.055
"P27","Nunca lo votaría",0.867,0.509,0.628,0.817,0.699,0.651,0.817,0.599
"P27","No sabe",0.075,0.087,0.064,0.069,0.085,0.18,0.162,0.322
"P28","Lo votaría",0.012,0.034,0.077,0,0,0.006,0,0
"P28","Puede que lo vote",0.014,0.029,0.051,0.053,0,0,0,0.022
"P28","Nunca lo votaría",0.937,0.773,0.724,0.866,0.806,0.806,0.811,0.635
"P28","No sabe",0.037,0.164,0.148,0.081,0.194,0.188,0.189,0.343
"P29","Lo votaría",0.009,0.297,0.14,0,0.072,0.065,0.148,0.063
"P29","Puede que lo vote",0.055,0.187,0.231,0.281,0.169,0.163,0,0.111
"P29","Nunca lo votaría",0.922,0.471,0.595,0.691,0.674,0.639,0.636,0.57
"P29","No sabe",0.014,0.045,0.034,0.028,0.085,0.133,0.216,0.256
"P30","Lo votaría",0.004,0.127,0.047,0,0.073,0.041,0,0.004
"P30","Puede que lo vote",0.021,0.11,0.11,0.128,0,0.045,0,0
"P30","Nunca lo votaría",0.936,0.672,0.744,0.833,0.78,0.753,0.808,0.651
"P30","No sabe",0.039,0.091,0.099,0.039,0.147,0.161,0.192,0.345
"P31","Si",0.453,0.491,0.516,0.249,0.204,0.248,0.319,0.416
"P31","No",0.547,0.509,0.484,0.751,0.796,0.752,0.681,0.584
