"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P35","Peor",0.584,0.407,0.764,0.528,0.422,0.49,0.525,0.559,0.409,0.334
"P35","No sabe",0.021,0.029,0.022,0.064,0.251,0.038,0.042,0,0.015,0.22
"P36","Mejor",0.241,0.221,0.089,0.154,0.449,0.231,0.285,0.371,0.19,0.208
"P36","Igual",0.231,0.302,0.215,0.358,0.176,0.262,0.2,0.292,0.282,0.144
"P36","Peor",0.333,0.302,0.512,0.329,0.186,0.324,0.397,0.096,0.275,0.251
"P36","No sabe",0.195,0.175,0.184,0.159,0.189,0.183,0.118,0.241,0.253,0.397
"P37","Muy buena",0.038,0.167,0.078,0.068,0.243,0.016,0.167,0,0.135,0.122
"P37","Buena",0.082,0.149,0.043,0.11,0.038,0.086,0.114,0.067,0.044,0.053
"P37","Ni buena ni mala",0.173,0.185,0.09,0.174,0.166,0.136,0.153,0.417,0.223,0.196
"P37","Mala",0.354,0.341,0.295,0.338,0.236,0.45,0.206,0.304,0.41,0.228
"P37","Muy mala",0.34,0.152,0.486,0.3,0.295,0.295,0.284,0.212,0.185,0.37
"P37","No sabe",0.013,0.006,0.008,0.01,0.022,0.017,0.076,0,0.003,0.031
"P38","Mejor",0.105,0.121,0.03,0.097,0.354,0.205,0.262,0.074,0.247,0.225
"P38","Igual",0.182,0.244,0.054,0.189,0.235,0.278,0.164,0.2,0.308,0.263
"P38","Peor",0.657,0.562,0.888,0.652,0.258,0.491,0.574,0.522,0.398,0.349
"P38","No sabe",0.056,0.073,0.028,0.062,0.153,0.026,0,0.204,0.047,0.163
"P39","Mejor",0.25,0.24,0.093,0.229,0.375,0.339,0.321,0.158,0.292,0.231
"P39","Igual",0.184,0.251,0.137,0.222,0.102,0.172,0.07,0.037,0.208,0.3
"P39","Peor",0.392,0.388,0.606,0.454,0.296,0.33,0.588,0.285,0.343,0.262
"P39","No sabe",0.174,0.121,0.164,0.095,0.227,0.159,0.021,0.52,0.157,0.207
"P40","Muy buena",0.056,0.135,0.061,0.054,0.344,0.044,0.196,0.319,0.136,0.083
"P40","Buena",0.078,0.208,0.026,0.061,0.177,0.109,0.128,0.204,0.132,0.054
"P40","Ni buena ni mala",0.197,0.231,0.052,0.213,0.191,0.258,0.053,0,0.241,0.205
"P40","Mala",0.274,0.277,0.232,0.308,0.145,0.321,0.233,0.025,0.242,0.226
"P40","Muy mala",0.391,0.144,0.627,0.354,0.143,0.246,0.39,0.452,0.221,0.357
"P40","No sabe",0.004,0.005,0.002,0.01,0,0.022,0,0,0.028,0.075
"P42","Muy buena",0.028,0.135,0.025,0.038,0.254,0.043,0.195,0.229,0.117,0.112
"P42","Buena",0.111,0.166,0.04,0.079,0.118,0.174,0.215,0.214,0.182,0.082
"P42","Ni buena ni mala",0.2,0.324,0.054,0.213,0.409,0.307,0.049,0.05,0.207,0.174
"P42","Mala",0.255,0.228,0.218,0.252,0.019,0.223,0.174,0.179,0.287,0.236
"P42","Muy mala",0.396,0.141,0.653,0.406,0.2,0.215,0.367,0.328,0.184,0.317
"P42","No sabe",0.01,0.006,0.01,0.012,0,0.038,0,0,0.023,0.079
"P43","Muy buena",0.089,0.183,0.045,0.079,0.364,0.095,0.307,0.323,0.192,0.105
"P43","Buena",0.22,0.272,0.03,0.144,0.167,0.339,0.079,0.448,0.288,0.171
"P43","Ni buena ni mala",0.177,0.233,0.101,0.127,0.109,0.185,0.057,0,0.207,0.338
"P43","Mala",0.201,0.168,0.258,0.316,0.224,0.169,0.173,0.178,0.118,0
"P43","Muy mala",0.305,0.131,0.561,0.33,0.136,0.209,0.384,0.051,0.195,0.247
"P43","No sabe",0.008,0.013,0.005,0.004,0,0.003,0,0,0,0.139
"P44","Muy buena",0.043,0.142,0.03,0.022,0.329,0.053,0.203,0.272,0.111,0.062
"P44","Buena",0.133,0.184,0.027,0.094,0.151,0.136,0.135,0.078,0.188,0.043
"P44","Ni buena ni mala",0.213,0.193,0.048,0.114,0.168,0.355,0.105,0.298,0.287,0.446
"P44","Mala",0.218,0.283,0.212,0.332,0.216,0.196,0.173,0.028,0.205,0.038
"P44","Muy mala",0.389,0.192,0.677,0.434,0.136,0.224,0.384,0.324,0.186,0.272
"P44","No sabe",0.004,0.006,0.006,0.004,0,0.036,0,0,0.023,0.139
"P45","Muy buena",0.044,0.117,0.034,0.061,0.413,0.026,0.161,0.236,0.08,0.061
"P45","Buena",0.074,0.108,0.022,0.085,0.017,0.086,0.026,0.066,0.077,0
"P45","Ni buena ni mala",0.174,0.302,0.038,0.123,0.317,0.2,0.192,0.194,0.317,0.633
"P45","Mala",0.269,0.254,0.234,0.283,0.103,0.369,0.21,0.177,0.28,0
"P45","Muy mala",0.433,0.213,0.672,0.448,0.15,0.319,0.411,0.327,0.24,0.306
"P45","No sabe",0.006,0.006,0,0,0,0,0,0,0.006,0
"P46","Muy buena",0.25,0.305,0.051,0.149,0.551,0.329,0.177,0.719,0.396,0.159
"P46","Buena",0.093,0.102,0.043,0.077,0.076,0.161,0.103,0.051,0.102,0.207
"P46","Ni buena ni mala",0.099,0.204,0.047,0.13,0.029,0.077,0.037,0,0.147,0.178
"P46","Mala",0.133,0.175,0.152,0.167,0.129,0.148,0.11,0.028,0.114,0.183
"P46","Muy mala",0.424,0.205,0.705,0.473,0.215,0.255,0.573,0.202,0.23,0.273
"P46","No sabe",0.001,0.009,0.002,0.004,0,0.03,0,0,0.011,0
"P47","Muy buena",0.156,0.078,0.291,0.204,0.141,0.154,0.188,0.15,0.079,0.229
"P47","Buena",0.135,0.138,0.269,0.189,0.121,0.104,0.21,0.041,0.091,0
"P47","Ni buena ni mala",0.197,0.254,0.169,0.21,0.14,0.061,0.228,0,0.159,0.18
"P47","Mala",0.215,0.247,0.142,0.199,0.268,0.169,0.142,0.411,0.147,0.218
"P47","Muy mala",0.293,0.269,0.129,0.195,0.33,0.512,0.232,0.398,0.524,0.233
"P47","No sabe",0.004,0.014,0,0.003,0,0,0,0,0,0.14
"P48","Muy buena",0.093,0.141,0.114,0.206,0.471,0.083,0.147,0,0.066,0
"P48","Buena",0.157,0.147,0.198,0.187,0.039,0.163,0.052,0.201,0.164,0.181
"P48","Ni buena ni mala",0.267,0.277,0.28,0.215,0.063,0.239,0.297,0,0.18,0.5
"P48","Mala",0.261,0.235,0.196,0.189,0.256,0.328,0.432,0.497,0.339,0.136
"P48","Muy mala",0.219,0.18,0.205,0.203,0.171,0.187,0.072,0.302,0.251,0.043
"P48","No sabe",0.003,0.02,0.007,0,0,0,0,0,0,0.14
"P49","Muy buena",0.172,0.273,0.048,0.18,0.292,0.145,0.303,0.448,0.249,0.061
"P49","Buena",0.153,0.251,0.034,0.089,0.211,0.301,0,0.077,0.238,0.533
"P49","Ni buena ni mala",0.128,0.14,0.094,0.146,0.062,0.183,0.071,0.273,0.213,0.088
"P49","Mala",0.149,0.145,0.187,0.204,0.204,0.19,0.145,0.15,0.142,0.138
"P49","Muy mala",0.391,0.185,0.636,0.376,0.231,0.16,0.481,0.052,0.136,0.18
"P49","No sabe",0.007,0.006,0.001,0.005,0,0.021,0,0,0.022,0
"P50","Muy buena",0.114,0.069,0.171,0.156,0.26,0.086,0.064,0.149,0.074,0.042
"P50","Buena",0.138,0.074,0.23,0.174,0,0.131,0.105,0,0.1,0.038
"P50","Ni buena ni mala",0.204,0.221,0.295,0.313,0.162,0.132,0.465,0.051,0.151,0.622
"P50","Mala",0.271,0.483,0.147,0.2,0.124,0.212,0.161,0.402,0.272,0.255
"P50","Muy mala",0.26,0.14,0.149,0.133,0.454,0.426,0.205,0.398,0.383,0
"P50","No sabe",0.013,0.013,0.008,0.024,0,0.013,0,0,0.02,0.043
"P51","Muy buena",0.27,0.317,0.04,0.156,0.423,0.416,0.292,0.75,0.49,0.197
"P51","Buena",0.103,0.141,0.026,0.083,0.089,0.127,0,0.049,0.168,0.186
"P51","Ni buena ni mala",0.105,0.138,0.086,0.149,0,0.101,0.039,0,0.061,0.309
"P51","Mala",0.145,0.179,0.167,0.205,0.307,0.108,0.193,0,0.092,0.038
"P51","Muy mala",0.368,0.219,0.672,0.395,0.151,0.203,0.476,0.201,0.168,0.198
"P51","No sabe",0.009,0.006,0.009,0.012,0.03,0.045,0,0,0.021,0.072
"P53","Muy buena",0.203,0.137,0.291,0.215,0.364,0.061,0.163,0.05,0.063,0
"P53","Buena",0.156,0.134,0.247,0.169,0.092,0.113,0.171,0.325,0.075,0.07
"P53","Ni buena ni mala",0.159,0.23,0.247,0.255,0.058,0.174,0.227,0.149,0.176,0.345
"P53","Mala",0.156,0.186,0.061,0.2,0.141,0.121,0.155,0.138,0.173,0.084
"P53","Muy mala",0.323,0.28,0.149,0.149,0.345,0.528,0.284,0.338,0.491,0.386
"P53","No sabe",0.003,0.033,0.005,0.012,0,0.003,0,0,0.022,0.115
"P54","Muy buena",0.177,0.113,0.388,0.238,0.099,0.126,0.491,0.077,0.078,0.231
"P54","Buena",0.201,0.225,0.278,0.241,0.092,0.131,0.11,0,0.177,0.072
"P54","Ni buena ni mala",0.144,0.13,0.179,0.217,0,0.113,0.053,0.201,0.048,0.16
"P54","Mala",0.167,0.271,0.087,0.168,0.364,0.137,0.038,0.138,0.167,0.339
"P54","Muy mala",0.31,0.208,0.066,0.124,0.445,0.493,0.308,0.584,0.53,0.155
"P54","No sabe",0.001,0.053,0.002,0.012,0,0,0,0,0,0.043
"P55","Muy buena",0.181,0.169,0.067,0.123,0.457,0.329,0.327,0.19,0.341,0.105
"P55","Buena",0.14,0.147,0.049,0.11,0.161,0.138,0,0.75,0.171,0.242
"P55","Ni buena ni mala",0.238,0.308,0.176,0.307,0.053,0.165,0.159,0,0.228,0.371
"P55","Mala",0.129,0.197,0.195,0.136,0.144,0.134,0.15,0,0.07,0.176
"P55","Muy mala",0.26,0.147,0.458,0.294,0.155,0.177,0.364,0.06,0.155,0.106
"P55","No sabe",0.052,0.032,0.055,0.03,0.03,0.057,0,0,0.035,0
"P56","Muy buena",0.06,0.036,0.022,0.09,0.155,0.09,0.24,0.377,0.146,0.061
"P56","Buena",0.136,0.086,0.027,0.118,0.1,0.252,0.027,0.091,0.211,0.211
"P56","Ni buena ni mala",0.31,0.412,0.127,0.245,0.289,0.266,0.114,0.176,0.321,0.375
"P56","Mala",0.13,0.242,0.194,0.225,0.284,0.121,0.117,0.033,0.08,0.131
"P56","Muy mala",0.308,0.187,0.583,0.284,0.172,0.213,0.502,0.323,0.178,0.179
"P56","No sabe",0.056,0.037,0.047,0.038,0,0.058,0,0,0.064,0.043
"P57","Muy buena",0.04,0.066,0.071,0.047,0.268,0.087,0,0.088,0.093,0.019
"P57","Buena",0.132,0.092,0.125,0.213,0.042,0.111,0.115,0,0.103,0.441
"P57","Ni buena ni mala",0.341,0.418,0.253,0.36,0.276,0.304,0.173,0.337,0.266,0.226
"P57","Mala",0.258,0.271,0.213,0.185,0.248,0.266,0.322,0.161,0.365,0.13
"P57","Muy mala",0.202,0.124,0.318,0.151,0.136,0.205,0.22,0.414,0.173,0.098
"P57","No sabe",0.027,0.029,0.02,0.044,0.03,0.027,0.17,0,0,0.086
"P58","Muy buena",0.234,0.247,0.043,0.159,0.62,0.288,0.221,0.232,0.357,0.247
"P58","Buena",0.165,0.247,0.099,0.15,0,0.227,0.05,0.061,0.282,0.096
"P58","Ni buena ni mala",0.231,0.251,0.28,0.343,0.151,0.17,0.203,0,0.119,0.537
"P58","Mala",0.11,0.157,0.212,0.148,0.176,0.15,0.029,0.061,0.118,0.12
"P58","Muy mala",0.224,0.081,0.35,0.173,0.022,0.115,0.497,0.376,0.102,0
"P58","No sabe",0.036,0.017,0.016,0.027,0.031,0.05,0,0.27,0.022,0
"P59","Radio",0.197,0.145,0.195,0.176,0.132,0.244,0.42,0.032,0.346,0.037
"P59","Televisión",0.344,0.378,0.361,0.442,0.428,0.247,0.362,0.216,0.144,0.284
"P59","Diario",0.046,0.146,0.059,0.081,0,0.072,0.061,0,0.017,0.103
"P59","Medio digital",0.218,0.153,0.168,0.136,0.083,0.184,0.117,0.058,0.227,0.069
"P59","Redes Sociales",0.14,0.153,0.115,0.133,0.273,0.193,0,0.603,0.11,0.173
"P59","Ninguno en particular",0.051,0.025,0.102,0.032,0.084,0.06,0.04,0.091,0.156,0.334
"P59","No sabe",0.004,0,0,0,0,0,0,0,0,0
"P60","Muy buena",0.068,0.16,0.044,0.101,0.151,0.072,0.232,0.061,0.159,0.064
"P60","Buena",0.178,0.244,0.087,0.187,0.172,0.177,0,0.081,0.228,0.27
"P60","Ni buena ni mala",0.28,0.17,0.168,0.256,0.171,0.312,0.39,0.116,0.252,0.558
"P60","Mala",0.247,0.282,0.358,0.285,0.346,0.318,0.333,0.679,0.225,0.071
"P60","Muy mala",0.215,0.137,0.322,0.129,0.16,0.107,0.025,0.063,0.111,0.037
"P60","No sabe",0.012,0.007,0.021,0.042,0,0.014,0.02,0,0.025,0
"P61","Muy buena",0.027,0.087,0.024,0.052,0.293,0.005,0,0,0.047,0
"P61","Buena",0.081,0.16,0.143,0.148,0,0.119,0.14,0,0.081,0.274
"P61","Ni buena ni mala",0.23,0.279,0.285,0.264,0.15,0.213,0.414,0.06,0.294,0.482
"P61","Mala",0.338,0.302,0.24,0.268,0.134,0.287,0.02,0.509,0.249,0.091
"P61","Muy mala",0.317,0.132,0.3,0.235,0.423,0.356,0.426,0.431,0.329,0.153
"P61","No sabe",0.007,0.04,0.008,0.033,0,0.02,0,0,0,0
