"fecha","t1 Lo votaría","t1 Puede que lo vote","t1 Nunca lo votaría","t1 No sabe","s1 Lo votaría","s1 Puede que lo vote","s1 Nunca lo votaría","s1 No sabe","s2 Lo votaría","s2 Puede que lo vote","s2 Nunca lo votaría","s2 No sabe","e1 Lo votaría","e1 Puede que lo vote","e1 Nunca lo votaría","e1 No sabe","e2 Lo votaría","e2 Puede que lo vote","e2 Nunca lo votaría","e2 No sabe","e3 Lo votaría","e3 Puede que lo vote","e3 Nunca lo votaría","e3 No sabe","e4 Lo votaría","e4 Puede que lo vote","e4 Nunca lo votaría","e4 No sabe","ed1 Lo votaría","ed1 Puede que lo vote","ed1 Nunca lo votaría","ed1 No sabe","ed2 Lo votaría","ed2 Puede que lo vote","ed2 Nunca lo votaría","ed2 No sabe","ed3 Lo votaría","ed3 Puede que lo vote","ed3 Nunca lo votaría","ed3 No sabe","v1 Lo votaría","v1 Puede que lo vote","v1 Nunca lo votaría","v1 No sabe","v2 Lo votaría","v2 Puede que lo vote","v2 Nunca lo votaría","v2 No sabe","v3 Lo votaría","v3 Puede que lo vote","v3 Nunca lo votaría","v3 No sabe","vp1 Lo votaría","vp1 Puede que lo vote","vp1 Nunca lo votaría","vp1 No sabe","vp2 Lo votaría","vp2 Puede que lo vote","vp2 Nunca lo votaría","vp2 No sabe","vp3 Lo votaría","vp3 Puede que lo vote","vp3 Nunca lo votaría","vp3 No sabe","vp4 Lo votaría","vp4 Puede que lo vote","vp4 Nunca lo votaría","vp4 No sabe","vp5 Lo votaría","vp5 Puede que lo vote","vp5 Nunca lo votaría","vp5 No sabe"
2023-05-24,0.126,0.184,0.61,0.08,0.104,0.169,0.655,0.072,0.145,0.195,0.573,0.087,0.16,0.247,0.528,0.065,0.105,0.194,0.614,0.087,0.123,0.172,0.638,0.067,0.125,0.095,0.678,0.102,0.143,0.135,0.557,0.165,0.121,0.197,0.592,0.09,0.124,0.191,0.643,0.042,0.208,0.31,0.375,0.107,0.071,0.091,0.781,0.057,0.083,0.206,0.667,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-25,0.13,0.189,0.6,0.081,0.109,0.174,0.645,0.072,0.148,0.202,0.562,0.088,0.142,0.258,0.555,0.045,0.116,0.202,0.577,0.105,0.132,0.181,0.63,0.057,0.135,0.093,0.664,0.108,0.155,0.152,0.504,0.189,0.116,0.182,0.626,0.076,0.131,0.208,0.615,0.046,0.209,0.347,0.345,0.099,0.076,0.091,0.783,0.05,0.066,0.169,0.72,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-26,0.146,0.184,0.589,0.081,0.114,0.172,0.641,0.073,0.173,0.194,0.545,0.088,0.199,0.189,0.565,0.047,0.124,0.225,0.553,0.098,0.146,0.182,0.611,0.061,0.121,0.11,0.655,0.114,0.178,0.15,0.498,0.174,0.121,0.17,0.632,0.077,0.153,0.207,0.589,0.051,0.218,0.353,0.335,0.094,0.092,0.092,0.762,0.054,0.07,0.153,0.722,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-27,0.149,0.173,0.592,0.086,0.121,0.17,0.648,0.061,0.172,0.176,0.545,0.107,0.205,0.157,0.567,0.071,0.137,0.225,0.539,0.099,0.125,0.18,0.633,0.062,0.129,0.095,0.67,0.106,0.188,0.137,0.524,0.151,0.141,0.155,0.607,0.097,0.14,0.199,0.606,0.055,0.207,0.346,0.327,0.12,0.097,0.072,0.779,0.052,0.108,0.169,0.667,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-28,0.143,0.17,0.603,0.084,0.114,0.164,0.662,0.06,0.167,0.175,0.554,0.104,0.193,0.154,0.587,0.066,0.133,0.219,0.542,0.106,0.12,0.177,0.656,0.047,0.124,0.097,0.673,0.106,0.159,0.138,0.554,0.149,0.139,0.162,0.612,0.087,0.139,0.188,0.615,0.058,0.198,0.338,0.353,0.111,0.081,0.072,0.796,0.051,0.131,0.165,0.653,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-29,0.153,0.166,0.597,0.084,0.131,0.15,0.654,0.065,0.17,0.18,0.549,0.101,0.213,0.127,0.591,0.069,0.137,0.228,0.538,0.097,0.12,0.171,0.657,0.052,0.14,0.102,0.645,0.113,0.173,0.132,0.562,0.133,0.126,0.162,0.624,0.088,0.165,0.181,0.59,0.064,0.219,0.349,0.328,0.104,0.087,0.062,0.804,0.047,0.172,0.157,0.576,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-30,0.155,0.163,0.586,0.096,0.139,0.155,0.62,0.086,0.167,0.17,0.559,0.104,0.199,0.14,0.558,0.103,0.156,0.214,0.519,0.111,0.123,0.158,0.673,0.046,0.131,0.108,0.648,0.113,0.153,0.128,0.55,0.169,0.12,0.169,0.607,0.104,0.181,0.172,0.584,0.063,0.243,0.337,0.293,0.127,0.088,0.07,0.799,0.043,0.176,0.157,0.567,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-31,0.157,0.148,0.604,0.091,0.158,0.151,0.603,0.088,0.157,0.146,0.605,0.092,0.183,0.1,0.601,0.116,0.178,0.197,0.534,0.091,0.119,0.16,0.679,0.042,0.131,0.11,0.65,0.109,0.147,0.115,0.609,0.129,0.138,0.144,0.605,0.113,0.175,0.164,0.601,0.06,0.236,0.355,0.284,0.125,0.086,0.048,0.83,0.036,0.182,0.172,0.559,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-01,0.153,0.15,0.597,0.1,0.17,0.161,0.585,0.084,0.139,0.141,0.606,0.114,0.185,0.117,0.549,0.149,0.173,0.198,0.529,0.1,0.111,0.146,0.695,0.048,0.126,0.11,0.665,0.099,0.159,0.111,0.603,0.127,0.137,0.166,0.59,0.107,0.162,0.152,0.6,0.086,0.235,0.333,0.268,0.164,0.088,0.04,0.837,0.035,0.138,0.233,0.538,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-02,0.132,0.16,0.613,0.095,0.147,0.16,0.608,0.085,0.12,0.16,0.617,0.103,0.108,0.163,0.584,0.145,0.169,0.189,0.549,0.093,0.094,0.171,0.693,0.042,0.135,0.097,0.676,0.092,0.148,0.109,0.628,0.115,0.131,0.191,0.577,0.101,0.127,0.155,0.635,0.083,0.227,0.358,0.262,0.153,0.074,0.033,0.866,0.027,0.112,0.27,0.546,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-03,0.132,0.163,0.614,0.091,0.133,0.161,0.6,0.106,0.131,0.165,0.625,0.079,0.122,0.172,0.596,0.11,0.159,0.192,0.56,0.089,0.094,0.144,0.695,0.067,0.138,0.123,0.643,0.096,0.175,0.122,0.588,0.115,0.111,0.2,0.602,0.087,0.132,0.15,0.632,0.086,0.233,0.36,0.288,0.119,0.074,0.044,0.846,0.036,0.095,0.218,0.619,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-04,0.134,0.161,0.612,0.093,0.12,0.165,0.603,0.112,0.145,0.157,0.62,0.078,0.116,0.169,0.587,0.128,0.156,0.185,0.583,0.076,0.111,0.137,0.678,0.074,0.14,0.133,0.626,0.101,0.184,0.125,0.551,0.14,0.119,0.196,0.604,0.081,0.126,0.147,0.641,0.086,0.23,0.346,0.308,0.116,0.081,0.044,0.838,0.037,0.084,0.205,0.647,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-05,0.122,0.151,0.629,0.098,0.098,0.168,0.622,0.112,0.142,0.138,0.634,0.086,0.067,0.157,0.614,0.162,0.159,0.164,0.596,0.081,0.113,0.157,0.67,0.06,0.134,0.117,0.658,0.091,0.193,0.126,0.55,0.131,0.111,0.187,0.614,0.088,0.106,0.134,0.667,0.093,0.205,0.325,0.349,0.121,0.081,0.045,0.832,0.042,0.059,0.219,0.654,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-06,0.115,0.149,0.653,0.083,0.088,0.145,0.683,0.084,0.139,0.152,0.627,0.082,0.049,0.158,0.677,0.116,0.137,0.165,0.622,0.076,0.123,0.149,0.661,0.067,0.147,0.111,0.67,0.072,0.186,0.158,0.561,0.095,0.114,0.174,0.639,0.073,0.092,0.128,0.695,0.085,0.198,0.299,0.405,0.098,0.068,0.056,0.835,0.041,0.063,0.201,0.672,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-07,0.108,0.166,0.637,0.089,0.097,0.15,0.681,0.072,0.117,0.179,0.6,0.104,0.057,0.2,0.601,0.142,0.12,0.183,0.618,0.079,0.111,0.141,0.684,0.064,0.143,0.12,0.668,0.069,0.16,0.16,0.532,0.148,0.097,0.214,0.619,0.07,0.097,0.131,0.689,0.083,0.172,0.313,0.428,0.087,0.073,0.066,0.819,0.042,0.067,0.188,0.53,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-08,0.112,0.16,0.653,0.075,0.096,0.147,0.687,0.07,0.126,0.171,0.623,0.08,0.074,0.171,0.66,0.095,0.115,0.17,0.643,0.072,0.116,0.16,0.664,0.06,0.147,0.13,0.649,0.074,0.148,0.179,0.547,0.126,0.099,0.202,0.625,0.074,0.109,0.123,0.71,0.058,0.163,0.301,0.478,0.058,0.081,0.069,0.809,0.041,0.08,0.151,0.575,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-09,0.125,0.16,0.637,0.078,0.112,0.162,0.654,0.072,0.136,0.158,0.624,0.082,0.117,0.164,0.602,0.117,0.12,0.166,0.643,0.071,0.116,0.166,0.669,0.049,0.153,0.138,0.635,0.074,0.16,0.196,0.499,0.145,0.103,0.196,0.623,0.078,0.128,0.12,0.698,0.054,0.187,0.287,0.461,0.065,0.09,0.085,0.785,0.04,0.097,0.069,0.629,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-10,0.118,0.16,0.656,0.066,0.107,0.168,0.672,0.053,0.127,0.153,0.643,0.077,0.1,0.157,0.644,0.099,0.114,0.164,0.66,0.062,0.116,0.194,0.655,0.035,0.15,0.12,0.664,0.066,0.15,0.198,0.504,0.148,0.103,0.194,0.644,0.059,0.118,0.12,0.72,0.042,0.175,0.292,0.474,0.059,0.088,0.077,0.805,0.03,0.095,0.16,0.509,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-11,0.116,0.173,0.639,0.072,0.11,0.18,0.655,0.055,0.121,0.167,0.626,0.086,0.097,0.182,0.61,0.111,0.103,0.189,0.63,0.078,0.127,0.188,0.655,0.03,0.151,0.119,0.676,0.054,0.14,0.195,0.515,0.15,0.095,0.218,0.624,0.063,0.123,0.132,0.696,0.049,0.173,0.314,0.436,0.077,0.086,0.086,0.797,0.031,0.114,0.186,0.463,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-12,0.13,0.178,0.62,0.072,0.128,0.182,0.634,0.056,0.132,0.175,0.608,0.085,0.126,0.199,0.567,0.108,0.125,0.194,0.611,0.07,0.13,0.169,0.656,0.045,0.144,0.133,0.665,0.058,0.136,0.196,0.509,0.159,0.131,0.219,0.593,0.057,0.128,0.14,0.681,0.051,0.198,0.301,0.416,0.085,0.088,0.092,0.786,0.034,0.164,0.19,0.462,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-13,0.141,0.186,0.594,0.079,0.139,0.195,0.604,0.062,0.143,0.178,0.585,0.094,0.15,0.224,0.517,0.109,0.132,0.196,0.583,0.089,0.127,0.159,0.668,0.046,0.16,0.149,0.629,0.062,0.186,0.179,0.489,0.146,0.143,0.239,0.545,0.073,0.123,0.148,0.669,0.06,0.205,0.317,0.378,0.1,0.105,0.083,0.778,0.034,0.146,0.204,0.449,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-14,0.141,0.169,0.609,0.081,0.134,0.185,0.621,0.06,0.147,0.155,0.599,0.099,0.135,0.167,0.597,0.101,0.133,0.188,0.583,0.096,0.139,0.166,0.649,0.046,0.168,0.14,0.627,0.065,0.223,0.171,0.493,0.113,0.139,0.194,0.574,0.093,0.114,0.148,0.678,0.06,0.219,0.304,0.376,0.101,0.106,0.073,0.784,0.037,0.136,0.191,0.584,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-15,0.144,0.171,0.591,0.094,0.148,0.178,0.605,0.069,0.141,0.165,0.579,0.115,0.157,0.171,0.53,0.142,0.138,0.194,0.578,0.09,0.143,0.157,0.64,0.06,0.139,0.145,0.637,0.079,0.237,0.144,0.481,0.138,0.142,0.192,0.561,0.105,0.112,0.165,0.653,0.07,0.242,0.31,0.334,0.114,0.105,0.07,0.778,0.047,0.123,0.193,0.552,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-16,0.149,0.158,0.585,0.108,0.157,0.159,0.589,0.095,0.141,0.159,0.582,0.118,0.153,0.138,0.508,0.201,0.143,0.203,0.567,0.087,0.165,0.143,0.632,0.06,0.138,0.122,0.653,0.087,0.249,0.106,0.528,0.117,0.142,0.155,0.555,0.148,0.118,0.18,0.628,0.074,0.251,0.306,0.312,0.131,0.112,0.052,0.786,0.05,0.113,0.2,0.568,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-17,0.164,0.171,0.546,0.119,0.161,0.169,0.561,0.109,0.167,0.173,0.533,0.127,0.191,0.196,0.403,0.21,0.149,0.192,0.55,0.109,0.174,0.14,0.626,0.06,0.152,0.137,0.621,0.09,0.227,0.141,0.511,0.121,0.19,0.148,0.5,0.162,0.123,0.199,0.592,0.086,0.271,0.308,0.284,0.137,0.12,0.063,0.755,0.062,0.105,0.207,0.554,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-18,0.161,0.165,0.563,0.111,0.16,0.159,0.577,0.104,0.161,0.171,0.551,0.117,0.197,0.17,0.436,0.197,0.152,0.18,0.58,0.088,0.146,0.153,0.633,0.068,0.147,0.147,0.615,0.091,0.247,0.13,0.514,0.109,0.178,0.138,0.537,0.147,0.116,0.199,0.6,0.085,0.268,0.319,0.29,0.123,0.12,0.06,0.764,0.056,0.085,0.195,0.601,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-19,0.151,0.169,0.569,0.111,0.145,0.161,0.579,0.115,0.157,0.175,0.561,0.107,0.185,0.167,0.455,0.193,0.126,0.18,0.595,0.099,0.158,0.176,0.61,0.056,0.148,0.145,0.617,0.09,0.252,0.126,0.495,0.127,0.148,0.131,0.567,0.154,0.117,0.213,0.598,0.072,0.244,0.329,0.307,0.12,0.12,0.055,0.777,0.048,0.035,0.226,0.614,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-20,0.138,0.168,0.589,0.105,0.137,0.163,0.588,0.112,0.139,0.172,0.591,0.098,0.161,0.149,0.499,0.191,0.12,0.191,0.607,0.082,0.151,0.175,0.616,0.058,0.126,0.144,0.64,0.09,0.217,0.114,0.542,0.127,0.143,0.13,0.586,0.141,0.106,0.216,0.609,0.069,0.221,0.333,0.342,0.104,0.115,0.064,0.773,0.048,0.042,0.207,0.643,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-21,0.144,0.183,0.568,0.105,0.135,0.168,0.565,0.132,0.151,0.196,0.572,0.081,0.187,0.192,0.446,0.175,0.133,0.203,0.57,0.094,0.138,0.182,0.62,0.06,0.117,0.138,0.662,0.083,0.169,0.105,0.615,0.111,0.17,0.167,0.527,0.136,0.115,0.224,0.583,0.078,0.228,0.333,0.321,0.118,0.115,0.071,0.774,0.04,0.045,0.243,0.593,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-22,0.144,0.177,0.583,0.096,0.121,0.159,0.594,0.126,0.162,0.192,0.574,0.072,0.168,0.175,0.502,0.155,0.13,0.208,0.559,0.103,0.129,0.175,0.652,0.044,0.152,0.127,0.652,0.069,0.179,0.116,0.6,0.105,0.18,0.156,0.542,0.122,0.103,0.215,0.608,0.074,0.2,0.333,0.361,0.106,0.13,0.067,0.767,0.036,0.074,0.253,0.587,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-23,0.148,0.186,0.59,0.076,0.114,0.182,0.609,0.095,0.176,0.189,0.574,0.061,0.223,0.205,0.525,0.047,0.116,0.213,0.549,0.122,0.122,0.158,0.662,0.058,0.135,0.142,0.669,0.054,0.164,0.122,0.606,0.108,0.189,0.18,0.566,0.065,0.111,0.213,0.602,0.074,0.193,0.345,0.37,0.092,0.103,0.071,0.793,0.033,0.228,0.288,0.386,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-24,0.167,0.152,0.608,0.073,0.136,0.15,0.618,0.096,0.193,0.154,0.6,0.053,0.225,0.127,0.605,0.043,0.163,0.199,0.534,0.104,0.15,0.136,0.648,0.066,0.119,0.121,0.699,0.061,0.202,0.073,0.61,0.115,0.179,0.151,0.615,0.055,0.145,0.182,0.602,0.071,0.216,0.304,0.398,0.082,0.116,0.051,0.8,0.033,0.26,0.201,0.449,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-25,0.183,0.135,0.611,0.071,0.173,0.138,0.6,0.089,0.191,0.133,0.62,0.056,0.233,0.116,0.63,0.021,0.184,0.177,0.53,0.109,0.168,0.125,0.636,0.071,0.133,0.097,0.703,0.067,0.224,0.082,0.56,0.134,0.203,0.139,0.602,0.056,0.153,0.152,0.636,0.059,0.248,0.257,0.415,0.08,0.126,0.036,0.802,0.036,0.265,0.181,0.473,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-26,0.196,0.144,0.593,0.067,0.176,0.141,0.607,0.076,0.214,0.147,0.58,0.059,0.236,0.183,0.581,0,0.207,0.176,0.51,0.107,0.167,0.1,0.657,0.076,0.157,0.083,0.686,0.074,0.209,0.098,0.572,0.121,0.217,0.161,0.571,0.051,0.176,0.147,0.617,0.06,0.285,0.272,0.376,0.067,0.132,0.058,0.768,0.042,0.269,0.166,0.47,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27,0.205,0.145,0.573,0.077,0.174,0.15,0.603,0.073,0.23,0.141,0.548,0.081,0.224,0.206,0.517,0.053,0.214,0.178,0.505,0.103,0.179,0.095,0.661,0.065,0.189,0.061,0.674,0.076,0.205,0.12,0.552,0.123,0.198,0.16,0.559,0.083,0.21,0.142,0.592,0.056,0.302,0.253,0.363,0.082,0.138,0.064,0.758,0.04,0.27,0.185,0.465,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
