"var","categoria","Alberto Fernández por el Frente de Todos","Horacio Rodríguez Larreta por Juntos por el Cambio","Javier Milei por los liberales libertarios","Al candidato del Frente de Izquierda","No sabe"
"P35","Alberto Fernández por el Frente de Todos",0.904,0.035,0.017,0.14,0.103
"P35","Patricia Bullrich por Juntos por el Cambio",0.033,0.801,0.294,0.073,0.294
"P35","Javier Milei por los liberales libertarios",0.005,0.055,0.676,0.047,0.046
"P35","Al candidato del Frente de Izquierda",0.025,0.029,0.007,0.697,0.034
"P35","No sabe",0.033,0.08,0.006,0.043,0.523
"P36","Wado de Pedro por el Frente de Todos",0.77,0.039,0.014,0.341,0.218
"P36","Patricia Bullrich por Juntos por el Cambio",0.039,0.803,0.285,0.079,0.314
"P36","Javier Milei por los liberales libertarios",0.017,0.059,0.674,0.035,0.038
"P36","Al candidato del Frente de Izquierda",0.017,0.026,0.015,0.489,0.011
"P36","No sabe",0.157,0.073,0.012,0.056,0.419
"P37","Daniel Scioli por el Frente de Todos",0.814,0.054,0.014,0.304,0.227
"P37","Patricia Bullrich por Juntos por el Cambio",0.037,0.792,0.301,0.056,0.317
"P37","Javier Milei por los liberales libertarios",0.017,0.06,0.674,0.054,0.025
"P37","Al candidato del Frente de Izquierda",0.012,0.022,0,0.534,0.009
"P37","No sabe",0.12,0.072,0.011,0.052,0.422
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.17,0.701,0.044,0.104,0.123
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.638,0.147,0.04,0.126,0.222
"P38","Javier Milei presidente y su candidato a vice",0.024,0.051,0.86,0.039,0.055
"P38","A los candidatos de la izquierda",0.024,0.019,0.004,0.68,0.017
"P38","No sabe",0.144,0.082,0.052,0.051,0.583
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.066,0.759,0.258,0.051,0.263
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.713,0.079,0.035,0.153,0.191
"P39","Javier Milei presidente y su candidato a vice",0.005,0.042,0.694,0.058,0.035
"P39","A los candidatos de la izquierda",0.029,0.018,0.002,0.655,0.011
"P39","No sabe",0.187,0.102,0.011,0.083,0.5
"P40","Sergio Massa por el Frente de Todos",0.862,0.058,0.075,0.439,0.309
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.041,0.877,0.415,0.128,0.196
"P40","No sabe",0.097,0.065,0.51,0.433,0.495
"P41","Alberto Fernández por el Frente de Todos",0.89,0.029,0.067,0.33,0.157
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.049,0.918,0.44,0.132,0.233
"P41","No sabe",0.061,0.053,0.493,0.538,0.61
"P42","Sergio Massa por el Frente de Todos",0.852,0.059,0.057,0.477,0.293
"P42","Patricia Bullrich por Juntos por el Cambio",0.055,0.854,0.695,0.068,0.342
"P42","No sabe",0.093,0.087,0.248,0.455,0.365
"P43","Alberto Fernández por el Frente de Todos",0.913,0.031,0.057,0.404,0.174
"P43","Patricia Bullrich por Juntos por el Cambio",0.036,0.843,0.724,0.07,0.359
"P43","No sabe",0.051,0.126,0.219,0.526,0.467
"P44","Wado de Pedro por el Frente de Todos",0.82,0.027,0.043,0.44,0.263
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.051,0.923,0.477,0.118,0.253
"P44","No sabe",0.129,0.05,0.48,0.442,0.484
"P45","Daniel Scioli por el Frente de Todos",0.836,0.029,0.064,0.421,0.287
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.04,0.941,0.456,0.135,0.212
"P45","No sabe",0.124,0.03,0.48,0.444,0.501
"P46","Wado de Pedro por el Frente de Todos",0.801,0.034,0.05,0.486,0.275
"P46","Patricia Bullrich por Juntos por el Cambio",0.044,0.844,0.707,0.118,0.35
"P46","No sabe",0.155,0.122,0.243,0.396,0.375
"P47","Daniel Scioli por el Frente de Todos",0.871,0.04,0.051,0.466,0.289
"P47","Patricia Bullrich por Juntos por el Cambio",0.038,0.858,0.738,0.115,0.358
"P47","No sabe",0.091,0.102,0.211,0.419,0.353
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.227,0.779,0.048,0.228,0.185
"P48","Javier Milei por los liberales libertarios",0.031,0.17,0.875,0.002,0.131
"P48","No sabe",0.742,0.051,0.077,0.77,0.684
"P49","Patricia Bullrich por Juntos por el Cambio",0.089,0.817,0.243,0.142,0.356
"P49","Javier Milei por los liberales libertarios",0.047,0.071,0.717,0.029,0.025
"P49","No sabe",0.864,0.112,0.04,0.829,0.619
"P50","Alberto Fernández por el Frente de Todos",0.848,0.165,0.051,0.384,0.199
"P50","Javier Milei por los liberales libertarios",0.022,0.443,0.893,0.057,0.148
"P50","No sabe",0.13,0.392,0.056,0.559,0.653
"P51","Sergio Massa por el Frente de Todos",0.879,0.084,0.021,0.488,0.29
"P51","Javier Milei por los liberales libertarios",0.017,0.535,0.927,0.066,0.157
"P51","No sabe",0.104,0.381,0.052,0.446,0.553
"P52","Muy buena",0.198,0.008,0.015,0.123,0.025
"P52","Buena",0.334,0.073,0.128,0.025,0.063
"P52","Ni buena ni mala",0.322,0.083,0.068,0.261,0.246
"P52","Mala",0.101,0.082,0.056,0.225,0.207
"P52","Muy mala",0.044,0.75,0.727,0.351,0.438
"P52","No sabe",0.001,0.004,0.006,0.015,0.021
"P53","Muy buena",0.644,0.024,0.016,0.343,0.273
"P53","Buena",0.137,0.006,0.036,0.137,0.06
"P53","Ni buena ni mala",0.118,0.02,0.047,0.055,0.097
"P53","Mala",0.056,0.062,0.053,0.134,0.091
"P53","Muy mala",0.045,0.887,0.847,0.331,0.468
"P53","No sabe",0,0.001,0.001,0,0.011
"P54","Muy buena",0.105,0.347,0.182,0.133,0.184
"P54","Buena",0.009,0.251,0.204,0.064,0.118
"P54","Ni buena ni mala",0.026,0.171,0.19,0.035,0.111
"P54","Mala",0.114,0.06,0.146,0.088,0.145
"P54","Muy mala",0.746,0.168,0.274,0.663,0.429
"P54","No sabe",0,0.003,0.004,0.017,0.013
"P55","Muy buena",0.008,0.309,0.085,0.076,0.086
"P55","Buena",0.043,0.445,0.135,0.062,0.133
"P55","Ni buena ni mala",0.068,0.182,0.318,0.068,0.233
"P55","Mala",0.219,0.034,0.198,0.209,0.161
"P55","Muy mala",0.655,0.029,0.254,0.568,0.373
"P55","No sabe",0.007,0.001,0.01,0.017,0.014
"P56","Muy buena",0.174,0.054,0.014,0,0.051
"P56","Buena",0.362,0.092,0.033,0.149,0.125
"P56","Ni buena ni mala",0.299,0.081,0.142,0.216,0.265
"P56","Mala",0.074,0.143,0.132,0.303,0.145
"P56","Muy mala",0.081,0.627,0.669,0.332,0.398
"P56","No sabe",0.01,0.003,0.01,0,0.016
"P57","Muy buena",0.066,0.453,0.352,0.082,0.238
"P57","Buena",0.066,0.23,0.211,0.052,0.081
"P57","Ni buena ni mala",0.095,0.116,0.147,0.049,0.152
"P57","Mala",0.074,0.084,0.115,0.123,0.121
"P57","Muy mala",0.69,0.117,0.168,0.694,0.388
"P57","No sabe",0.009,0,0.007,0,0.02
"P58","Muy buena",0.016,0.066,0.566,0,0.046
"P58","Buena",0.004,0.189,0.244,0.058,0.064
"P58","Ni buena ni mala",0.073,0.385,0.137,0.138,0.236
"P58","Mala",0.097,0.2,0.022,0.053,0.212
"P58","Muy mala",0.778,0.15,0.029,0.751,0.394
"P58","No sabe",0.032,0.01,0.002,0,0.048
"P59","Muy buena",0.309,0.017,0.081,0.15,0.14
"P59","Buena",0.3,0.031,0.054,0.205,0.11
"P59","Ni buena ni mala",0.12,0.194,0.127,0.175,0.19
"P59","Mala",0.051,0.182,0.139,0.028,0.164
"P59","Muy mala",0.173,0.557,0.514,0.393,0.345
"P59","No sabe",0.047,0.019,0.085,0.049,0.051
"P60","Muy buena",0.238,0.011,0.036,0.074,0.121
"P60","Buena",0.406,0.033,0.031,0.173,0.16
"P60","Ni buena ni mala",0.279,0.092,0.083,0.332,0.186
"P60","Mala",0.029,0.184,0.178,0.127,0.123
"P60","Muy mala",0.041,0.675,0.656,0.29,0.394
"P60","No sabe",0.007,0.005,0.016,0.004,0.016
"P61","Muy buena",0.044,0.34,0.089,0.11,0.068
"P61","Buena",0.063,0.291,0.196,0.042,0.183
"P61","Ni buena ni mala",0.057,0.202,0.261,0.072,0.188
"P61","Mala",0.113,0.084,0.159,0.103,0.136
"P61","Muy mala",0.71,0.08,0.295,0.673,0.403
"P61","No sabe",0.013,0.003,0,0,0.022
"P62","Muy buena",0.027,0.15,0.08,0.061,0.071
"P62","Buena",0.097,0.258,0.171,0.067,0.162
"P62","Ni buena ni mala",0.334,0.421,0.331,0.347,0.294
"P62","Mala",0.245,0.095,0.161,0.198,0.161
"P62","Muy mala",0.261,0.061,0.211,0.299,0.237
"P62","No sabe",0.036,0.015,0.046,0.028,0.075
"P63","Siempre",0.354,0.337,0.313,0.247,0.288
"P63","Casi siempre",0.353,0.445,0.365,0.387,0.452
"P63","Casi nunca",0.213,0.16,0.186,0.278,0.177
"P63","Nunca, pero esta es una excepción",0.08,0.058,0.136,0.088,0.083
"P64","Si",0.66,0.607,0.634,0.559,0.568
"P64","No",0.34,0.393,0.366,0.441,0.432
