"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.041,0.229,0.045,0.045,0.114
"P28","Patricia Bullrich por Juntos por el Cambio",0.024,0.625,0.122,0.126,0.152
"P28","Wado de Pedro por el Frente de Todos",0.427,0.02,0.017,0.129,0.053
"P28","Daniel Scioli por el Frente de Todos",0.316,0.014,0.011,0.065,0.106
"P28","Javier Milei por los liberales libertarios",0.042,0.058,0.771,0.114,0.147
"P28","Al candidato del Frente de Izquierda",0.032,0.005,0.009,0.458,0.031
"P28","No sabe",0.118,0.049,0.025,0.063,0.397
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.022,0.316,0.052,0.051,0.104
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.024,0.541,0.108,0.061,0.136
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.311,0.029,0.004,0.048,0.13
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.47,0.016,0.008,0.104,0.036
"P29","Javier Milei presidente y su candidato a vice",0.022,0.051,0.793,0.122,0.168
"P29","A los candidatos de la izquierda",0.03,0.002,0.005,0.475,0.027
"P29","No sabe",0.121,0.045,0.03,0.139,0.399
"P30","Alberto Fernández por el Frente de Todos",0.63,0.05,0.006,0.039,0.106
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.037,0.556,0.066,0.055,0.167
"P30","Javier Milei por los liberales libertarios",0.04,0.194,0.847,0.113,0.164
"P30","Al candidato del Frente de Izquierda",0.071,0.02,0.013,0.613,0.021
"P30","No sabe",0.222,0.18,0.068,0.18,0.542
"P31","Sergio Massa por el Frente de Todos",0.678,0.021,0.016,0.029,0.163
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.048,0.611,0.049,0.068,0.143
"P31","Javier Milei por los liberales libertarios",0.03,0.199,0.869,0.149,0.161
"P31","Al candidato del Frente de Izquierda",0.052,0.022,0.008,0.559,0.05
"P31","No sabe",0.192,0.147,0.058,0.195,0.483
"P32","Wado de Pedro por el Frente de Todos",0.703,0.03,0.021,0.166,0.088
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.046,0.628,0.065,0.092,0.155
"P32","Javier Milei por los liberales libertarios",0.027,0.196,0.854,0.073,0.18
"P32","Al candidato del Frente de Izquierda",0.038,0.013,0.004,0.524,0.017
"P32","No sabe",0.186,0.133,0.056,0.145,0.56
"P33","Daniel Scioli por el Frente de Todos",0.727,0.036,0.014,0.063,0.105
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.042,0.639,0.048,0.083,0.17
"P33","Javier Milei por los liberales libertarios",0.025,0.184,0.889,0.065,0.174
"P33","Al candidato del Frente de Izquierda",0.046,0.019,0.007,0.667,0.025
"P33","No sabe",0.16,0.122,0.042,0.122,0.526
"P34","Sergio Massa por el Frente de Todos",0.708,0.045,0.014,0.156,0.132
"P34","Patricia Bullrich por Juntos por el Cambio",0.04,0.792,0.161,0.023,0.238
"P34","Javier Milei por los liberales libertarios",0.025,0.076,0.8,0.065,0.129
"P34","Al candidato del Frente de Izquierda",0.053,0.013,0.001,0.649,0.037
"P34","No sabe",0.174,0.074,0.024,0.107,0.464
"P35","Alberto Fernández por el Frente de Todos",0.675,0.035,0.007,0.158,0.15
"P35","Patricia Bullrich por Juntos por el Cambio",0.027,0.821,0.18,0.022,0.201
"P35","Javier Milei por los liberales libertarios",0.039,0.069,0.778,0.078,0.147
"P35","Al candidato del Frente de Izquierda",0.092,0.017,0.003,0.636,0.05
"P35","No sabe",0.167,0.058,0.032,0.106,0.452
"P36","Wado de Pedro por el Frente de Todos",0.712,0.035,0.009,0.121,0.08
"P36","Patricia Bullrich por Juntos por el Cambio",0.03,0.827,0.171,0.023,0.216
"P36","Javier Milei por los liberales libertarios",0.044,0.062,0.769,0.067,0.181
"P36","Al candidato del Frente de Izquierda",0.037,0.014,0.023,0.67,0.034
"P36","No sabe",0.177,0.062,0.028,0.119,0.489
"P37","Daniel Scioli por el Frente de Todos",0.729,0.04,0.012,0.098,0.142
"P37","Patricia Bullrich por Juntos por el Cambio",0.033,0.82,0.181,0.023,0.206
"P37","Javier Milei por los liberales libertarios",0.044,0.068,0.763,0.067,0.157
"P37","Al candidato del Frente de Izquierda",0.039,0.013,0,0.691,0.027
"P37","No sabe",0.155,0.059,0.044,0.121,0.468
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.138,0.515,0.045,0,0.156
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.546,0.121,0.029,0.07,0.206
"P38","Javier Milei presidente y su candidato a vice",0.036,0.183,0.849,0.072,0.177
"P38","A los candidatos de la izquierda",0.062,0.018,0.011,0.723,0.033
"P38","No sabe",0.218,0.163,0.066,0.135,0.428
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.06,0.735,0.152,0.027,0.176
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.612,0.068,0.023,0.029,0.163
"P39","Javier Milei presidente y su candidato a vice",0.022,0.088,0.777,0.079,0.139
"P39","A los candidatos de la izquierda",0.065,0.016,0.002,0.738,0.03
"P39","No sabe",0.241,0.093,0.046,0.127,0.492
"P40","Sergio Massa por el Frente de Todos",0.806,0.066,0.027,0.29,0.252
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.03,0.745,0.412,0.163,0.211
"P40","No sabe",0.164,0.189,0.561,0.547,0.537
"P41","Alberto Fernández por el Frente de Todos",0.727,0.064,0.035,0.228,0.158
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.048,0.782,0.427,0.126,0.254
"P41","No sabe",0.225,0.154,0.538,0.646,0.588
"P42","Sergio Massa por el Frente de Todos",0.792,0.037,0.032,0.311,0.29
"P42","Patricia Bullrich por Juntos por el Cambio",0.056,0.874,0.673,0.028,0.245
"P42","No sabe",0.152,0.089,0.295,0.661,0.465
"P43","Alberto Fernández por el Frente de Todos",0.763,0.04,0.046,0.272,0.179
"P43","Patricia Bullrich por Juntos por el Cambio",0.042,0.883,0.7,0.034,0.249
"P43","No sabe",0.195,0.077,0.254,0.694,0.572
"P44","Wado de Pedro por el Frente de Todos",0.762,0.047,0.026,0.219,0.143
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.054,0.814,0.443,0.123,0.251
"P44","No sabe",0.184,0.139,0.531,0.658,0.606
"P45","Daniel Scioli por el Frente de Todos",0.78,0.049,0.041,0.244,0.181
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.041,0.798,0.437,0.124,0.242
"P45","No sabe",0.179,0.153,0.522,0.632,0.577
"P46","Wado de Pedro por el Frente de Todos",0.768,0.036,0.035,0.217,0.158
"P46","Patricia Bullrich por Juntos por el Cambio",0.045,0.868,0.7,0.119,0.256
"P46","No sabe",0.187,0.096,0.265,0.664,0.586
"P47","Daniel Scioli por el Frente de Todos",0.806,0.039,0.032,0.274,0.207
"P47","Patricia Bullrich por Juntos por el Cambio",0.044,0.882,0.723,0.135,0.268
"P47","No sabe",0.15,0.079,0.245,0.591,0.525
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.195,0.559,0.064,0.142,0.213
"P48","Javier Milei por los liberales libertarios",0.066,0.313,0.85,0.089,0.183
"P48","No sabe",0.739,0.128,0.086,0.769,0.604
"P49","Patricia Bullrich por Juntos por el Cambio",0.061,0.779,0.202,0.114,0.258
"P49","Javier Milei por los liberales libertarios",0.079,0.126,0.725,0.121,0.176
"P49","No sabe",0.86,0.095,0.073,0.765,0.566
"P50","Alberto Fernández por el Frente de Todos",0.711,0.15,0.028,0.306,0.143
"P50","Javier Milei por los liberales libertarios",0.054,0.488,0.878,0.138,0.266
"P50","No sabe",0.235,0.362,0.094,0.556,0.591
"P51","Sergio Massa por el Frente de Todos",0.795,0.058,0.015,0.31,0.244
"P51","Javier Milei por los liberales libertarios",0.029,0.584,0.9,0.145,0.292
"P51","No sabe",0.176,0.358,0.085,0.545,0.464
"P52","Muy buena",0.172,0.006,0.005,0.052,0.035
"P52","Buena",0.251,0.103,0.085,0.09,0.09
"P52","Ni buena ni mala",0.338,0.062,0.052,0.267,0.263
"P52","Mala",0.154,0.075,0.067,0.233,0.152
"P52","Muy mala",0.082,0.75,0.783,0.329,0.43
"P52","No sabe",0.003,0.004,0.008,0.029,0.03
"P53","Muy buena",0.64,0.026,0.013,0.082,0.13
"P53","Buena",0.124,0.019,0.012,0.226,0.072
"P53","Ni buena ni mala",0.115,0.018,0.04,0.055,0.137
"P53","Mala",0.061,0.04,0.059,0.2,0.154
"P53","Muy mala",0.059,0.896,0.876,0.437,0.486
"P53","No sabe",0.001,0.001,0,0,0.021
"P54","Muy buena",0.1,0.415,0.099,0.109,0.031
"P54","Buena",0.02,0.259,0.197,0.077,0.073
"P54","Ni buena ni mala",0.035,0.126,0.205,0.017,0.245
"P54","Mala",0.107,0.049,0.176,0.147,0.23
"P54","Muy mala",0.737,0.147,0.323,0.618,0.394
"P54","No sabe",0.001,0.004,0,0.032,0.027
"P55","Muy buena",0.02,0.263,0.052,0.116,0.069
"P55","Buena",0.034,0.372,0.138,0.009,0.131
"P55","Ni buena ni mala",0.08,0.233,0.283,0.095,0.306
"P55","Mala",0.215,0.055,0.227,0.283,0.166
"P55","Muy mala",0.65,0.077,0.295,0.408,0.286
"P55","No sabe",0.001,0,0.005,0.089,0.042
"P56","Muy buena",0.143,0.031,0.008,0.03,0.074
"P56","Buena",0.33,0.058,0.04,0.019,0.121
"P56","Ni buena ni mala",0.328,0.105,0.103,0.391,0.193
"P56","Mala",0.109,0.127,0.157,0.195,0.156
"P56","Muy mala",0.09,0.675,0.692,0.365,0.386
"P56","No sabe",0,0.004,0,0,0.07
"P57","Muy buena",0.05,0.537,0.292,0.116,0.098
"P57","Buena",0.051,0.205,0.234,0.017,0.121
"P57","Ni buena ni mala",0.091,0.068,0.211,0.146,0.232
"P57","Mala",0.092,0.06,0.121,0.169,0.19
"P57","Muy mala",0.71,0.128,0.134,0.552,0.324
"P57","No sabe",0.006,0.002,0.008,0,0.035
"P58","Muy buena",0.034,0.096,0.661,0.04,0.118
"P58","Buena",0.016,0.226,0.176,0.066,0.088
"P58","Ni buena ni mala",0.052,0.352,0.103,0.245,0.314
"P58","Mala",0.118,0.162,0.011,0.175,0.183
"P58","Muy mala",0.767,0.144,0.044,0.474,0.226
"P58","No sabe",0.013,0.02,0.005,0,0.071
"P59","Muy buena",0.322,0.03,0.066,0.087,0.057
"P59","Buena",0.277,0.038,0.066,0.156,0.056
"P59","Ni buena ni mala",0.138,0.151,0.115,0.094,0.302
"P59","Mala",0.055,0.17,0.141,0.191,0.169
"P59","Muy mala",0.177,0.586,0.547,0.362,0.251
"P59","No sabe",0.031,0.025,0.065,0.11,0.165
"P60","Muy buena",0.227,0.014,0.029,0,0.121
"P60","Buena",0.394,0.026,0.025,0.078,0.091
"P60","Ni buena ni mala",0.279,0.072,0.09,0.272,0.223
"P60","Mala",0.048,0.172,0.164,0.257,0.152
"P60","Muy mala",0.047,0.706,0.681,0.393,0.379
"P60","No sabe",0.005,0.01,0.011,0,0.034
"P61","Muy buena",0.029,0.281,0.076,0.115,0.081
"P61","Buena",0.06,0.312,0.175,0.03,0.129
"P61","Ni buena ni mala",0.081,0.185,0.281,0.084,0.246
"P61","Mala",0.119,0.09,0.186,0.15,0.126
"P61","Muy mala",0.703,0.129,0.282,0.621,0.374
"P61","No sabe",0.008,0.003,0,0,0.044
"P62","Muy buena",0.031,0.107,0.09,0.048,0.133
"P62","Buena",0.083,0.236,0.202,0.055,0.158
"P62","Ni buena ni mala",0.331,0.379,0.326,0.466,0.294
"P62","Mala",0.239,0.148,0.113,0.197,0.11
"P62","Muy mala",0.27,0.113,0.235,0.221,0.184
"P62","No sabe",0.046,0.017,0.034,0.013,0.121
"P63","Siempre",0.333,0.326,0.34,0.113,0.278
"P63","Casi siempre",0.38,0.431,0.352,0.424,0.433
"P63","Casi nunca",0.207,0.186,0.163,0.296,0.169
"P63","Nunca, pero esta es una excepción",0.08,0.057,0.145,0.167,0.12
"P64","Si",0.63,0.651,0.586,0.493,0.555
"P64","No",0.37,0.349,0.414,0.507,0.445
