"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P41","Alberto Fernández por el Frente de Todos",0.84,0.681,0.663,0.732
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.075,0.096,0.202,0.008
"P41","No sabe",0.085,0.223,0.135,0.26
"P42","Sergio Massa por el Frente de Todos",0.51,0.827,0.716,0.828
"P42","Patricia Bullrich por Juntos por el Cambio",0.202,0.081,0.132,0.02
"P42","No sabe",0.288,0.092,0.152,0.152
"P43","Alberto Fernández por el Frente de Todos",0.797,0.724,0.7,0.785
"P43","Patricia Bullrich por Juntos por el Cambio",0.081,0.074,0.15,0.014
"P43","No sabe",0.122,0.202,0.15,0.201
"P44","Wado de Pedro por el Frente de Todos",0.439,0.533,0.675,0.851
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.12,0.198,0.14,0.005
"P44","No sabe",0.441,0.269,0.185,0.144
"P45","Daniel Scioli por el Frente de Todos",0.711,0.724,0.71,0.82
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.122,0.092,0.129,0.006
"P45","No sabe",0.167,0.184,0.161,0.174
"P46","Wado de Pedro por el Frente de Todos",0.419,0.556,0.694,0.854
"P46","Patricia Bullrich por Juntos por el Cambio",0.097,0.048,0.136,0.021
"P46","No sabe",0.484,0.396,0.17,0.125
"P47","Daniel Scioli por el Frente de Todos",0.613,0.783,0.746,0.856
"P47","Patricia Bullrich por Juntos por el Cambio",0.162,0.053,0.138,0.015
"P47","No sabe",0.225,0.164,0.116,0.129
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.229,0.33,0.218,0.159
"P48","Javier Milei por los liberales libertarios",0.012,0.217,0.256,0.019
"P48","No sabe",0.759,0.453,0.526,0.822
"P49","Patricia Bullrich por Juntos por el Cambio",0.072,0.098,0.099,0.039
"P49","Javier Milei por los liberales libertarios",0.072,0.306,0.147,0.03
"P49","No sabe",0.856,0.596,0.754,0.931
"P50","Alberto Fernández por el Frente de Todos",0.752,0.605,0.605,0.741
"P50","Javier Milei por los liberales libertarios",0.017,0.21,0.132,0.026
"P50","No sabe",0.231,0.185,0.263,0.233
"P51","Sergio Massa por el Frente de Todos",0.642,0.802,0.632,0.839
"P51","Javier Milei por los liberales libertarios",0.032,0.085,0.126,0.002
"P51","No sabe",0.326,0.113,0.242,0.159
"P52","Muy buena",0.512,0.344,0.108,0.125
"P52","Buena",0.21,0.152,0.182,0.272
"P52","Ni buena ni mala",0.141,0.307,0.469,0.346
"P52","Mala",0.013,0.114,0.083,0.189
"P52","Muy mala",0.124,0.083,0.158,0.065
"P52","No sabe",0,0,0,0.003
"P53","Muy buena",0.236,0.249,0.265,0.798
"P53","Buena",0.109,0.16,0.191,0.106
"P53","Ni buena ni mala",0.472,0.181,0.257,0.054
"P53","Mala",0.026,0.214,0.11,0.036
"P53","Muy mala",0.157,0.196,0.177,0.005
"P53","No sabe",0,0,0,0.001
"P54","Muy buena",0.13,0.113,0.114,0.087
"P54","Buena",0,0.08,0.05,0.005
"P54","Ni buena ni mala",0.115,0.145,0.019,0.009
"P54","Mala",0.192,0.101,0.223,0.082
"P54","Muy mala",0.563,0.561,0.594,0.816
"P54","No sabe",0,0,0,0.001
"P55","Muy buena",0.106,0.014,0.068,0.004
"P55","Buena",0.018,0.118,0.073,0.007
"P55","Ni buena ni mala",0.203,0.248,0.074,0.042
"P55","Mala",0.179,0.118,0.399,0.205
"P55","Muy mala",0.494,0.502,0.386,0.74
"P55","No sabe",0,0,0,0.002
"P56","Muy buena",0.121,0.306,0.078,0.114
"P56","Buena",0.116,0.331,0.406,0.338
"P56","Ni buena ni mala",0.563,0.281,0.196,0.358
"P56","Mala",0.009,0.032,0.155,0.12
"P56","Muy mala",0.191,0.05,0.165,0.07
"P56","No sabe",0,0,0,0
"P57","Muy buena",0.139,0.117,0.109,0.012
"P57","Buena",0.079,0.047,0.127,0.042
"P57","Ni buena ni mala",0.063,0.122,0.118,0.095
"P57","Mala",0.14,0.234,0.129,0.05
"P57","Muy mala",0.517,0.473,0.517,0.797
"P57","No sabe",0.062,0.007,0,0.004
"P58","Muy buena",0.075,0.071,0.121,0.009
"P58","Buena",0,0.062,0.028,0
"P58","Ni buena ni mala",0.049,0.094,0.222,0.022
"P58","Mala",0.35,0.202,0.092,0.084
"P58","Muy mala",0.437,0.571,0.528,0.877
"P58","No sabe",0.089,0,0.009,0.008
"P59","Muy buena",0.044,0.22,0.092,0.384
"P59","Buena",0.112,0.11,0.246,0.331
"P59","Ni buena ni mala",0.258,0.138,0.347,0.088
"P59","Mala",0.242,0.165,0.088,0.01
"P59","Muy mala",0.162,0.28,0.187,0.18
"P59","No sabe",0.182,0.087,0.04,0.007
"P60","Muy buena",0.122,0.251,0.104,0.246
"P60","Buena",0.484,0.36,0.245,0.408
"P60","Ni buena ni mala",0.124,0.17,0.464,0.307
"P60","Mala",0.038,0.131,0.101,0.018
"P60","Muy mala",0.169,0.088,0.086,0.019
"P60","No sabe",0.063,0,0,0.002
"P61","Muy buena",0.023,0.059,0.024,0.019
"P61","Buena",0.093,0.069,0.136,0.044
"P61","Ni buena ni mala",0.177,0.192,0.12,0.055
"P61","Mala",0.111,0.146,0.125,0.115
"P61","Muy mala",0.596,0.534,0.59,0.759
"P61","No sabe",0,0,0.005,0.008
"P62","Muy buena",0.02,0.031,0.186,0.009
"P62","Buena",0.035,0.146,0.074,0.084
"P62","Ni buena ni mala",0.256,0.334,0.27,0.338
"P62","Mala",0.256,0.217,0.246,0.247
"P62","Muy mala",0.353,0.207,0.208,0.278
"P62","No sabe",0.08,0.065,0.016,0.044
"P63","Siempre",0.367,0.368,0.324,0.319
"P63","Casi siempre",0.15,0.431,0.516,0.369
"P63","Casi nunca",0.258,0.166,0.145,0.227
"P63","Nunca, pero esta es una excepción",0.225,0.035,0.015,0.085
"P64","Si",0.524,0.717,0.653,0.61
"P64","No",0.476,0.283,0.347,0.39
