"var","categoria","Unión por la Patria","Juntos por el Cambio","Liberales","Izquierda","Otro","No sabe"
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.004,0.004,0.013,0.18,0.049,0.045
"P18","Otros",0.016,0.009,0.015,0.046,0.324,0.154
"P18","En blanco",0.008,0.019,0.032,0.108,0.052,0.044
"P18","No sabe",0.011,0.028,0.004,0.042,0.019,0.247
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.471,0.091,0.08,0.108,0.105,0.1
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.083,0.372,0.266,0.058,0.085,0.174
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.141,0.31,0.138,0.217,0.175,0.178
"P21","Ramiro Marra por la Libertad Avanza",0.071,0.09,0.318,0.014,0.05,0.058
"P21","Vanina Biasi por el Frente de Izquierda",0.102,0.022,0.036,0.358,0.157,0.014
"P21","Otros",0.079,0.028,0.052,0.135,0.198,0.067
"P21","En blanco",0.036,0.042,0.044,0.08,0.027,0.104
"P21","No sabe",0.017,0.045,0.066,0.03,0.203,0.305
"P25","Totalmente seguro",0.74,0.7,0.752,0.551,0.567,0.23
"P25","Bastante seguro",0.166,0.186,0.13,0.316,0.091,0.173
"P25","Algo seguro",0.048,0.079,0.107,0.041,0.196,0.199
"P25","Para nada seguro",0.046,0.035,0.011,0.092,0.146,0.398
"P26","Tiene Decidido que va a ir a votar",0.923,0.917,0.924,0.816,0.745,0.689
"P26","Tiene dudas sobre si va a ir a votar",0.05,0.05,0.027,0.127,0.138,0.175
"P26","Tiene Decidido que no va a ir a votar",0.027,0.033,0.049,0.057,0.117,0.136
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.739,0.107,0.02,0.15,0.128,0.126
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.1,0.739,0.136,0.042,0.2,0.125
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.059,0.038,0.787,0.015,0.071,0.114
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.037,0.008,0,0.541,0.104,0.009
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.004,0.02,0.016,0.154,0.222,0.076
"P27","Otros",0.034,0.042,0.004,0.076,0.147,0.126
"P27","En blanco",0.003,0.012,0.023,0.022,0.091,0.099
"P27","No sabe",0.024,0.034,0.014,0,0.037,0.325
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.763,0.098,0.023,0.198,0.147,0.123
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.083,0.634,0.092,0.036,0.34,0.186
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.071,0.141,0.826,0.008,0.145,0.178
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.034,0.008,0.023,0.536,0.06,0.01
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.008,0.012,0.011,0.142,0.154,0.069
"P28","Otros",0.024,0.039,0.012,0.057,0.121,0.125
"P28","En blanco",0.007,0.032,0.007,0.023,0.017,0.04
"P28","No sabe",0.01,0.036,0.006,0,0.016,0.269
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.753,0.101,0.027,0.301,0.058,0.146
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.102,0.694,0.18,0.011,0.434,0.172
"P29","Ramiro Marra por la Libertad Avanza",0.073,0.079,0.607,0.01,0.167,0.05
"P29","Vanina Biasi por el Frente de Izquierda",0.011,0.003,0.012,0.496,0.084,0.012
"P29","Otros",0.044,0.064,0.109,0.136,0.169,0.207
"P29","En blanco",0.011,0.017,0.022,0.029,0.064,0.179
"P29","No sabe",0.006,0.042,0.043,0.017,0.024,0.234
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.709,0.102,0.037,0.284,0.068,0.095
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.151,0.595,0.197,0.167,0.407,0.315
"P30","Ramiro Marra por la Libertad Avanza",0.078,0.094,0.687,0.01,0.078,0.092
"P30","Vanina Biasi por el Frente de Izquierda",0.005,0.004,0,0.408,0,0.02
"P30","Otros",0.038,0.079,0.016,0.08,0.166,0.113
"P30","En blanco",0.017,0.047,0.014,0.029,0.215,0.144
"P30","No sabe",0.002,0.079,0.049,0.022,0.066,0.221
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.797,0.158,0.095,0.336,0.327,0.164
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.11,0.771,0.629,0.139,0.217,0.212
"P33","En blanco",0.074,0.033,0.191,0.312,0.324,0.2
"P33","No sabe",0.019,0.038,0.085,0.213,0.132,0.424
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.219,0.779,0.156,0.125,0.351,0.181
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.103,0.075,0.718,0.05,0.204,0.223
"P34","En blanco",0.544,0.098,0.082,0.59,0.28,0.231
"P34","No sabe",0.134,0.048,0.044,0.235,0.165,0.365
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.831,0.132,0.131,0.357,0.328,0.162
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.096,0.694,0.269,0.136,0.287,0.242
"P35","En blanco",0.057,0.102,0.452,0.376,0.305,0.209
"P35","No sabe",0.016,0.072,0.148,0.131,0.08,0.387
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.254,0.632,0.131,0.183,0.326,0.272
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.134,0.211,0.835,0.05,0.13,0.157
"P36","En blanco",0.461,0.084,0.028,0.561,0.374,0.164
"P36","No sabe",0.151,0.073,0.006,0.206,0.17,0.407
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.808,0.153,0.103,0.372,0.148,0.28
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.103,0.391,0.804,0.092,0.344,0.144
"P37","En blanco",0.059,0.263,0.047,0.429,0.233,0.186
"P37","No sabe",0.03,0.193,0.046,0.107,0.275,0.39
"P38","Leandro Santoro por Unión por la Patria",0.791,0.122,0.089,0.361,0.134,0.266
"P38","Jorge Macri por Juntos por el Cambio",0.129,0.756,0.619,0.035,0.325,0.217
"P38","En blanco",0.068,0.074,0.247,0.487,0.42,0.179
"P38","No sabe",0.012,0.048,0.045,0.117,0.121,0.338
"P39","Leandro Santoro por Unión por la Patria",0.763,0.094,0.098,0.416,0.17,0.181
"P39","Martin Lousteau por Juntos por el Cambio",0.159,0.699,0.389,0.091,0.198,0.4
"P39","En blanco",0.056,0.122,0.479,0.39,0.497,0.138
"P39","No sabe",0.022,0.085,0.034,0.103,0.135,0.281
"P40","Lo votaría",0.783,0.113,0.097,0.258,0.211,0.029
"P40","Puede que lo vote",0.088,0.124,0.109,0.145,0.071,0.227
"P40","Nunca lo votaría",0.123,0.726,0.77,0.497,0.679,0.434
"P40","No sabe",0.006,0.037,0.024,0.1,0.039,0.31
"P41","Lo votaría",0.558,0.075,0.09,0.274,0.23,0.065
"P41","Puede que lo vote",0.166,0.052,0.03,0.235,0.13,0.127
"P41","Nunca lo votaría",0.252,0.847,0.88,0.457,0.593,0.559
"P41","No sabe",0.024,0.026,0,0.034,0.047,0.249
"P42","Lo votaría",0.151,0.669,0.348,0.09,0.366,0.184
"P42","Puede que lo vote",0.076,0.107,0.342,0.078,0.143,0.111
"P42","Nunca lo votaría",0.737,0.202,0.291,0.832,0.435,0.437
"P42","No sabe",0.036,0.022,0.019,0,0.056,0.268
"P43","Lo votaría",0.123,0.511,0.128,0.079,0.338,0.123
"P43","Puede que lo vote",0.12,0.262,0.25,0.191,0.178,0.247
"P43","Nunca lo votaría",0.714,0.197,0.595,0.71,0.411,0.425
"P43","No sabe",0.043,0.03,0.027,0.02,0.073,0.205
"P44","Lo votaría",0.111,0.127,0.737,0.041,0.249,0.038
"P44","Puede que lo vote",0.068,0.314,0.087,0.042,0.188,0.3
"P44","Nunca lo votaría",0.801,0.534,0.165,0.884,0.478,0.442
"P44","No sabe",0.02,0.025,0.011,0.033,0.085,0.22
"P45","Lo votaría",0.167,0.022,0.118,0.573,0.243,0.033
"P45","Puede que lo vote",0.413,0.096,0.026,0.243,0.332,0.071
"P45","Nunca lo votaría",0.368,0.851,0.841,0.184,0.369,0.591
"P45","No sabe",0.052,0.031,0.015,0,0.056,0.305
"P46","Lo votaría",0.065,0.024,0.051,0.199,0.445,0.075
"P46","Puede que lo vote",0.192,0.157,0.144,0.172,0.253,0.107
"P46","Nunca lo votaría",0.704,0.784,0.776,0.629,0.302,0.537
"P46","No sabe",0.039,0.035,0.029,0,0,0.281
"P54","Lo votaría",0.676,0.084,0.076,0.137,0.206,0.152
"P54","Puede que lo vote",0.104,0.069,0.09,0.246,0.302,0.141
"P54","Nunca lo votaría",0.21,0.829,0.829,0.617,0.355,0.414
"P54","No sabe",0.01,0.018,0.005,0,0.137,0.293
"P55","Lo votaría",0.15,0.596,0.252,0.043,0.244,0.127
"P55","Puede que lo vote",0.056,0.182,0.341,0.092,0.171,0.159
"P55","Nunca lo votaría",0.778,0.215,0.392,0.865,0.488,0.428
"P55","No sabe",0.016,0.007,0.015,0,0.097,0.286
"P56","Lo votaría",0.133,0.437,0.192,0.083,0.189,0.235
"P56","Puede que lo vote",0.236,0.296,0.245,0.281,0.208,0.186
"P56","Nunca lo votaría",0.6,0.245,0.547,0.621,0.459,0.281
"P56","No sabe",0.031,0.022,0.016,0.015,0.144,0.298
"P57","Si",0.516,0.551,0.485,0.455,0.537,0.423
"P57","No",0.484,0.449,0.515,0.545,0.463,0.577
