"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P32","Muy buena",0.085,0.106,0.122,0.084,0.161,0.088,0.106,0.016,0.043
"P32","Buena",0.137,0.258,0.133,0.062,0.145,0.243,0.165,0.066,0.086
"P32","Ni buena ni mala",0.261,0.125,0.267,0.259,0.148,0.086,0.257,0.549,0.257
"P32","Mala",0.146,0.26,0.199,0.197,0.162,0.162,0.294,0.088,0.062
"P32","Muy mala",0.353,0.167,0.248,0.386,0.245,0.309,0.178,0.281,0.465
"P32","No sabe",0.018,0.084,0.031,0.012,0.139,0.112,0,0,0.087
"P33","Muy buena",0.184,0.223,0.222,0.137,0.239,0.031,0.323,0.129,0.105
"P33","Buena",0.106,0.082,0.138,0.082,0.015,0.103,0.186,0.122,0.145
"P33","Ni buena ni mala",0.23,0.192,0.1,0.172,0.21,0.102,0.161,0.011,0.159
"P33","Mala",0.179,0.112,0.24,0.271,0.13,0.062,0.134,0.106,0.104
"P33","Muy mala",0.292,0.391,0.279,0.317,0.363,0.702,0.196,0.632,0.453
"P33","No sabe",0.009,0,0.021,0.021,0.043,0,0,0,0.034
"P34","Muy buena",0.218,0.043,0.13,0.158,0.094,0.09,0.254,0.038,0.117
"P34","Buena",0.064,0.088,0.06,0.028,0.039,0.085,0.079,0.096,0.088
"P34","Ni buena ni mala",0.216,0.355,0.256,0.186,0.197,0.077,0.203,0.06,0.207
"P34","Mala",0.125,0.194,0.175,0.273,0.143,0.109,0.126,0.123,0.135
"P34","Muy mala",0.325,0.32,0.284,0.231,0.439,0.441,0.338,0.622,0.351
"P34","No sabe",0.052,0,0.095,0.124,0.088,0.198,0,0.061,0.102
