"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P31","No sabe",0.094,0.059,0.079,0.026,0,0.07,0.146,0.403
"P32","Si",0.414,0.398,0.347,0.468,0.262,0.171,0.602,0.288
"P32","No",0.586,0.602,0.653,0.532,0.738,0.829,0.398,0.712
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.819,0.175,0.156,0.117,0.237,0.31,0.178,0.403
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.106,0.739,0.052,0.033,0.152,0.047,0,0.079
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.064,0.068,0.733,0.439,0.044,0.177,0.21,0.109
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.006,0,0.014,0.322,0.095,0.075,0,0
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.001,0,0.02,0.007,0.443,0.081,0.022,0
"PRESIDENTE","En blanco",0.002,0,0.014,0.082,0,0.128,0.401,0.064
"PRESIDENTE","No sabe",0.002,0.018,0.011,0,0.029,0.182,0.189,0.345
"CORTA_PRESIDENTE","Si",0.14,0.167,0.206,0.245,0.147,0.487,0.531,0.342
"CORTA_PRESIDENTE","No",0.86,0.833,0.794,0.755,0.853,0.513,0.469,0.658
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.802,0.162,0.134,0.098,0.324,0.587,0.094,0.221
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.105,0.732,0.114,0.05,0.206,0.076,0.018,0.034
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.073,0.09,0.668,0.434,0.035,0.079,0.391,0.151
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.006,0,0.036,0.225,0.108,0.014,0.025,0.042
"GOBERNADOR","En blanco",0.003,0.006,0.026,0.178,0.263,0.18,0.39,0.044
"GOBERNADOR","No sabe",0.011,0.01,0.022,0.015,0.064,0.064,0.082,0.508
"CORTA_GOBERNADOR","Si",0.148,0.207,0.297,0.28,0.666,0.538,0.632,0.391
"CORTA_GOBERNADOR","No",0.852,0.793,0.703,0.72,0.334,0.462,0.368,0.609
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria",0.717,0.188,0.131,0.076,0.365,0.091,0.063,0.235
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.109,0.682,0.143,0.127,0.129,0.04,0.155,0.039
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.054,0.028,0.589,0.383,0.015,0.183,0.246,0.09
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.046,0.059,0.08,0.154,0.154,0.363,0.088,0.09
"INTENDENTE","El candidato a intendente de la Izquierda",0.033,0.001,0.013,0.171,0.098,0.078,0.014,0.009
"INTENDENTE","En blanco",0.026,0.003,0,0.033,0.012,0.152,0.405,0
"INTENDENTE","No sabe",0.015,0.039,0.044,0.056,0.227,0.093,0.029,0.537
"CORTA_INTENDENTE","Si",0.222,0.209,0.324,0.29,0.637,0.341,0.577,0.468
"CORTA_INTENDENTE","No",0.778,0.791,0.676,0.71,0.363,0.659,0.423,0.532
