"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P10_imputada","En blanco",0.003,0.017,0.013,0.017,0,0.023,0,0,0,0
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.55,0.514,0.173,0.509,0.785,0.717,0.566,0.521,0.599,0.656
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.227,0.211,0.412,0.253,0.06,0.12,0.278,0.479,0.188,0.231
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.192,0.189,0.326,0.202,0.042,0.082,0.013,0,0.052,0.1
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.017,0.06,0.039,0.007,0.005,0.037,0.047,0,0.157,0
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.01,0.018,0.034,0.018,0.081,0.017,0,0,0,0.013
"P20_imputada","En blanco",0.004,0.008,0.016,0.011,0.027,0.027,0.096,0,0.004,0
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.518,0.475,0.178,0.439,0.791,0.671,0.539,0.444,0.601,0.56
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.242,0.199,0.391,0.244,0.048,0.142,0.086,0.472,0.179,0.233
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.178,0.201,0.311,0.24,0.044,0.096,0.219,0,0.059,0.088
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.024,0.081,0.045,0.015,0.005,0.041,0.046,0.084,0.157,0.069
"GOBERNADOR_imputada","En blanco",0.038,0.044,0.075,0.062,0.112,0.05,0.11,0,0.004,0.05
