"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.105,0.028,0.05,0.048,0.122,0.211,0.09,0.103,0.498
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.166,0.393,0.166,0.162,0.162,0.266,0.163,0.166,0.502
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.539,0.239,0.419,0.424,0.296,0.163,0.314,0.205,0
"P22","En blanco",0.105,0.27,0.148,0.194,0.199,0.11,0.226,0.221,0
"P22","No sabe",0.049,0.041,0.081,0.088,0.169,0.073,0.107,0.125,0
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.09,0.219,0.1,0.056,0.085,0.131,0.09,0.14,0
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.368,0.646,0.449,0.439,0.4,0.328,0.283,0.336,0.093
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.132,0.092,0.129,0.156,0.105,0.114,0.19,0.209,0.774
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0,0.012,0.006,0.052,0.009,0.024,0.045,0
"P25","En blanco",0.319,0.043,0.21,0.194,0.278,0.222,0.267,0.185,0.083
"P25","No sabe",0.091,0,0.1,0.149,0.08,0.196,0.146,0.085,0.05
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.096,0,0.137,0.102,0.075,0.163,0.148,0.153,0.374
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.47,0.711,0.455,0.43,0.4,0.403,0.421,0.346,0.626
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0,0,0.13,0.19,0.09,0.104,0.245,0.195,0
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0,0.011,0.085,0.04,0.237,0.032,0.075,0
"P28","En blanco",0.434,0.181,0.267,0.145,0.308,0.093,0.128,0.19,0
"P28","No sabe",0,0.108,0,0.048,0.087,0,0.026,0.041,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.115,0.324,0.256,0.261,0.314,0.382,0.345,0.408,0.424
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.22,0.152,0.191,0.274,0.276,0.179,0.214,0.147,0.265
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.373,0.44,0.408,0.314,0.2,0.172,0.254,0.219,0.311
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.113,0.04,0.074,0.049,0.089,0.129,0.087,0.116,0
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.143,0.034,0.055,0.048,0.079,0.043,0.06,0.05,0
"P36","No sabe",0.036,0.01,0.016,0.054,0.042,0.095,0.04,0.06,0
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.481,0.524,0.464,0.415,0.287,0.261,0.371,0.37,0.126
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.322,0.36,0.385,0.431,0.519,0.441,0.421,0.381,0.629
"P37","En blanco",0.197,0.015,0.125,0.109,0.119,0.113,0.145,0.15,0
"P37","No sabe",0,0.101,0.026,0.045,0.075,0.185,0.063,0.099,0.245
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.333,0.377,0.393,0.402,0.423,0.434,0.363,0.395,0.528
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.245,0.178,0.201,0.189,0.225,0.233,0.225,0.239,0.256
"P38","En blanco",0.367,0.269,0.342,0.289,0.245,0.12,0.293,0.229,0.057
"P38","No sabe",0.055,0.176,0.064,0.12,0.107,0.213,0.119,0.137,0.159
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.481,0.529,0.481,0.423,0.288,0.33,0.395,0.398,0.394
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.269,0.264,0.32,0.327,0.421,0.315,0.29,0.309,0.224
"P39","En blanco",0.228,0.045,0.144,0.169,0.21,0.186,0.205,0.154,0.226
"P39","No sabe",0.022,0.162,0.055,0.081,0.081,0.169,0.11,0.139,0.156
"P40","Lo votaría",0.506,0.48,0.464,0.434,0.26,0.265,0.365,0.354,0.166
"P40","Puede que lo vote",0.178,0.049,0.081,0.092,0.142,0.14,0.134,0.143,0.088
"P40","Nunca lo votaría",0.316,0.471,0.446,0.448,0.543,0.48,0.458,0.462,0.475
"P40","No sabe",0,0,0.009,0.026,0.055,0.115,0.043,0.041,0.271
"P41","Lo votaría",0.277,0.341,0.386,0.367,0.374,0.321,0.399,0.391,0.277
"P41","Puede que lo vote",0.086,0.138,0.133,0.104,0.157,0.134,0.086,0.112,0.118
"P41","Nunca lo votaría",0.637,0.506,0.458,0.481,0.429,0.441,0.447,0.443,0.33
"P41","No sabe",0,0.015,0.023,0.048,0.04,0.104,0.068,0.054,0.275
"P42","Lo votaría",0.203,0.16,0.223,0.172,0.237,0.256,0.244,0.284,0.062
"P42","Puede que lo vote",0.164,0.129,0.151,0.193,0.228,0.129,0.121,0.127,0.294
"P42","Nunca lo votaría",0.615,0.627,0.601,0.59,0.499,0.538,0.557,0.535,0.548
"P42","No sabe",0.018,0.084,0.025,0.045,0.036,0.077,0.078,0.054,0.096
"P43","Lo votaría",0.237,0.079,0.077,0.086,0.1,0.073,0.106,0.191,0
"P43","Puede que lo vote",0.192,0.208,0.267,0.243,0.223,0.14,0.191,0.168,0.375
"P43","Nunca lo votaría",0.519,0.647,0.604,0.627,0.628,0.697,0.639,0.582,0.625
"P43","No sabe",0.052,0.066,0.052,0.044,0.049,0.09,0.064,0.059,0
"P44","Lo votaría",0.176,0.095,0.097,0.071,0.053,0.067,0.071,0.099,0
"P44","Puede que lo vote",0.196,0.304,0.328,0.244,0.274,0.191,0.247,0.187,0.427
"P44","Nunca lo votaría",0.628,0.5,0.522,0.597,0.629,0.617,0.583,0.629,0.491
"P44","No sabe",0,0.101,0.053,0.088,0.044,0.125,0.099,0.085,0.082
"P53","Sergio Massa y Javier Milei",0.569,0.502,0.468,0.487,0.365,0.327,0.402,0.349,0.353
"P53","Patricia Bullrich y Javier Milei",0.205,0.469,0.366,0.407,0.417,0.444,0.383,0.421,0.614
"P53","Sergio Massa y Patricia Bullrich",0.226,0.029,0.166,0.106,0.218,0.229,0.215,0.23,0.033
"P54","Muy buena",0.24,0.07,0.054,0.084,0.061,0.125,0.041,0.131,0
"P54","Buena",0.246,0.081,0.108,0.103,0.118,0.122,0.098,0.122,0.136
"P54","Regular",0.079,0.238,0.224,0.165,0.118,0.17,0.274,0.155,0.203
"P54","Mala",0.197,0.217,0.255,0.274,0.22,0.222,0.199,0.233,0.245
"P54","Muy mala",0.238,0.394,0.359,0.374,0.483,0.361,0.388,0.359,0.416
"P55","Muy buena",0.173,0,0.019,0.025,0.009,0.064,0.024,0.071,0
"P55","Buena",0.263,0.221,0.165,0.104,0.087,0.014,0.133,0.076,0.167
"P55","Regular",0.067,0.158,0.188,0.226,0.166,0.168,0.221,0.18,0.204
"P55","Mala",0.047,0.147,0.239,0.199,0.175,0.247,0.197,0.246,0.178
"P55","Muy mala",0.45,0.474,0.389,0.446,0.563,0.507,0.425,0.427,0.451
"P56","Muy buena",0.208,0.033,0.062,0.07,0.074,0.114,0.103,0.141,0
"P56","Buena",0.259,0.297,0.215,0.229,0.172,0.088,0.24,0.193,0.168
"P56","Regular",0.149,0.322,0.432,0.348,0.328,0.3,0.343,0.286,0.416
"P56","Mala",0.124,0.156,0.171,0.204,0.204,0.3,0.183,0.209,0.033
"P56","Muy mala",0.26,0.192,0.12,0.149,0.222,0.198,0.131,0.171,0.383
"P57","Muy buena",0.539,0.062,0.06,0.068,0.013,0.084,0.047,0.104,0
"P57","Buena",0.274,0.745,0.588,0.343,0.111,0.101,0.196,0.121,0.313
"P57","Regular",0.111,0.113,0.308,0.486,0.584,0.493,0.485,0.344,0.558
"P57","Mala",0.026,0,0.039,0.06,0.216,0.239,0.228,0.239,0.066
"P57","Muy mala",0.05,0.08,0.005,0.043,0.076,0.083,0.044,0.192,0.063
"P58","Muy buena",0.574,0.141,0.103,0.14,0.046,0.073,0.052,0.122,0
"P58","Buena",0.21,0.507,0.41,0.192,0.151,0.152,0.226,0.108,0.097
"P58","Regular",0.088,0.175,0.313,0.411,0.333,0.282,0.344,0.275,0.739
"P58","Mala",0.082,0.085,0.112,0.186,0.217,0.262,0.202,0.297,0.069
"P58","Muy mala",0.046,0.092,0.062,0.071,0.253,0.231,0.176,0.198,0.095
"P59","Muy buena",0.442,0.055,0.116,0.106,0.091,0.088,0.104,0.157,0
"P59","Buena",0.328,0.57,0.438,0.324,0.253,0.2,0.299,0.245,0.186
"P59","Regular",0.116,0.255,0.357,0.436,0.389,0.413,0.428,0.286,0.707
"P59","Mala",0.083,0.046,0.048,0.092,0.162,0.172,0.12,0.172,0.039
"P59","Muy mala",0.031,0.074,0.041,0.042,0.105,0.127,0.049,0.14,0.068
"P60","Ha aumentado significativamente",0.388,0.144,0.128,0.076,0.062,0.079,0.074,0.141,0
"P60","Ha aumentado ligeramente",0.345,0.307,0.244,0.257,0.177,0.135,0.2,0.164,0.56
"P60","Se mantiene igual",0.065,0.296,0.376,0.296,0.255,0.267,0.296,0.247,0.261
"P60","Ha disminuido ligeramente",0.135,0.193,0.158,0.229,0.226,0.294,0.209,0.18,0.111
"P60","Ha disminuido significativamente",0.067,0.06,0.094,0.142,0.28,0.225,0.221,0.268,0.068
"P61","Muy baja",0.066,0,0.03,0.006,0.008,0.085,0.065,0.082,0
"P61","Baja",0.116,0,0.095,0.017,0.025,0.097,0.063,0.082,0.409
"P61","Moderada",0.045,0.022,0.048,0.104,0.048,0.072,0.1,0.113,0.229
"P61","Alta",0.206,0.474,0.248,0.272,0.243,0.215,0.218,0.232,0.075
"P61","Muy alta",0.567,0.504,0.579,0.601,0.676,0.531,0.554,0.491,0.287
"P62","Muy bajas",0.083,0.041,0.075,0.053,0.077,0.069,0.047,0.075,0.31
"P62","Bajas",0.264,0.377,0.218,0.186,0.106,0.164,0.143,0.107,0.287
"P62","Adecuadas",0.332,0.305,0.407,0.361,0.271,0.171,0.3,0.202,0.403
"P62","Altas",0.191,0.147,0.167,0.253,0.314,0.371,0.295,0.266,0
"P62","Muy altas",0.13,0.13,0.133,0.147,0.232,0.225,0.215,0.35,0
"P63","No, ninguna dificultad",0.801,0.819,0.706,0.566,0.326,0.32,0.333,0.253,0.359
"P63","Alguna dificultad ocasional",0.079,0.124,0.235,0.308,0.455,0.404,0.39,0.226,0.568
"P63","Sí, dificultades frecuentes",0.12,0.057,0.059,0.126,0.219,0.276,0.277,0.521,0.073
"P64","Sí, absolutamente",0.566,0.308,0.452,0.405,0.354,0.37,0.412,0.489,0.396
"P64","Sí, en cierta medida",0.196,0.453,0.373,0.398,0.37,0.324,0.386,0.22,0.534
"P64","No, en absoluto",0.238,0.239,0.175,0.197,0.276,0.306,0.202,0.291,0.07
"P65","Reducir la inflación",0.403,0.312,0.44,0.453,0.363,0.395,0.387,0.425,0.769
"P65","Implementar reformas fiscales",0.204,0.248,0.183,0.132,0.138,0.064,0.136,0.145,0.135
"P65","Establecer políticas de control de precios",0.146,0.202,0.109,0.138,0.162,0.174,0.141,0.18,0
"P65","Reducir el gasto público",0.195,0.224,0.22,0.227,0.299,0.321,0.303,0.174,0.096
"P65","Estimular la inversión extranjera",0.02,0.014,0.032,0.044,0.028,0.046,0.028,0.039,0
"P65","Aumentar los subsidios a los servicios públicos",0.032,0,0.016,0.006,0.01,0,0.005,0.037,0
"P66","Fomentar la competencia entre proveedores",0.216,0.162,0.297,0.37,0.428,0.511,0.377,0.362,0.699
"P66","Incrementar la inversión en infraestructura",0.291,0.522,0.333,0.3,0.231,0.146,0.252,0.231,0.099
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.12,0.085,0.148,0.078,0.091,0.169,0.102,0.172,0.136
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.373,0.231,0.222,0.252,0.25,0.174,0.269,0.235,0.066
"P67","Muy positiva",0.236,0.36,0.22,0.225,0.205,0.152,0.205,0.224,0.073
"P67","Positiva",0.217,0.323,0.287,0.308,0.154,0.144,0.227,0.21,0.096
"P67","Neutral",0.251,0.185,0.234,0.147,0.272,0.344,0.236,0.269,0.426
"P67","Algo negativa",0.169,0.043,0.127,0.164,0.187,0.218,0.125,0.128,0.158
"P67","Negativa",0.094,0.033,0.105,0.116,0.143,0.068,0.125,0.119,0
"P67","No sabe",0.033,0.056,0.027,0.04,0.039,0.074,0.082,0.05,0.247
"P68","Muy positivo",0.402,0.146,0.141,0.179,0.148,0.079,0.162,0.216,0.073
"P68","Positivo",0.148,0.355,0.29,0.253,0.149,0.126,0.231,0.21,0.096
"P68","Neutral",0.284,0.275,0.31,0.237,0.303,0.469,0.255,0.269,0.394
"P68","Algo negativo",0.045,0.101,0.075,0.112,0.186,0.167,0.121,0.095,0.033
"P68","Negativo",0.121,0.062,0.134,0.148,0.137,0.118,0.133,0.151,0.092
"P68","No sabe",0,0.061,0.05,0.071,0.077,0.041,0.098,0.059,0.312
"P69","Muy positivo",0.304,0.074,0.061,0.124,0.044,0.133,0.105,0.123,0
"P69","Positivo",0.1,0.423,0.224,0.181,0.183,0.106,0.147,0.165,0.176
"P69","Neutral",0.423,0.467,0.586,0.428,0.483,0.452,0.455,0.455,0.521
"P69","Algo negativo",0,0.014,0.027,0.055,0.097,0.102,0.094,0.101,0.034
"P69","Negativo",0.161,0.022,0.052,0.118,0.097,0.126,0.1,0.09,0.032
"P69","No sabe",0.012,0,0.05,0.094,0.096,0.081,0.099,0.066,0.237
"P70","Muy positiva",0.362,0.372,0.399,0.335,0.298,0.184,0.31,0.364,0.071
"P70","Positiva",0.324,0.225,0.184,0.139,0.161,0.164,0.199,0.154,0.188
"P70","Neutral",0.139,0.211,0.216,0.224,0.248,0.305,0.266,0.228,0.46
"P70","Algo negativa",0.058,0.052,0.11,0.097,0.131,0.103,0.082,0.086,0.03
"P70","Negativa",0.117,0.111,0.081,0.151,0.154,0.214,0.096,0.139,0
"P70","No sabe",0,0.029,0.01,0.054,0.008,0.03,0.047,0.029,0.251
"P71","Muy positivo",0.403,0.233,0.351,0.286,0.324,0.209,0.313,0.396,0
"P71","Positivo",0.305,0.428,0.212,0.142,0.173,0.159,0.219,0.201,0.265
"P71","Neutral",0.084,0.125,0.156,0.243,0.202,0.204,0.261,0.189,0.428
"P71","Algo negativo",0.083,0.074,0.172,0.075,0.147,0.195,0.077,0.063,0.033
"P71","Negativo",0.114,0.105,0.093,0.212,0.143,0.203,0.109,0.132,0
"P71","No sabe",0.011,0.035,0.016,0.042,0.011,0.03,0.021,0.019,0.274
"P72","Muy positivo",0.381,0.147,0.284,0.285,0.221,0.213,0.298,0.304,0
"P72","Positivo",0.138,0.328,0.233,0.188,0.278,0.162,0.228,0.233,0.3
"P72","Neutral",0.266,0.398,0.369,0.286,0.277,0.31,0.296,0.243,0.428
"P72","Algo negativo",0.022,0,0.041,0.055,0.067,0.109,0.063,0.081,0
"P72","Negativo",0.175,0.127,0.056,0.156,0.119,0.163,0.099,0.122,0
"P72","No sabe",0.018,0,0.017,0.03,0.038,0.043,0.016,0.017,0.272
"P73","Muy positiva",0.358,0.423,0.247,0.262,0.202,0.15,0.213,0.262,0
"P73","Positiva",0.163,0.068,0.261,0.166,0.158,0.114,0.221,0.272,0.205
"P73","Neutral",0.138,0.16,0.209,0.24,0.16,0.336,0.239,0.206,0.368
"P73","Algo negativa",0.097,0.095,0.085,0.08,0.176,0.151,0.098,0.099,0.031
"P73","Negativa",0.244,0.22,0.166,0.206,0.165,0.182,0.147,0.116,0
"P73","No sabe",0,0.034,0.032,0.046,0.139,0.067,0.082,0.045,0.396
"P74","Muy positivo",0.358,0.263,0.227,0.262,0.156,0.15,0.217,0.193,0
"P74","Positivo",0.162,0.206,0.249,0.185,0.151,0.126,0.188,0.263,0.108
"P74","Neutral",0.114,0.268,0.223,0.199,0.182,0.298,0.267,0.209,0.495
"P74","Algo negativo",0.102,0,0.095,0.13,0.14,0.197,0.1,0.13,0
"P74","Negativo",0.247,0.209,0.19,0.165,0.254,0.173,0.162,0.134,0
"P74","No sabe",0.017,0.054,0.016,0.059,0.117,0.056,0.066,0.071,0.397
"P75","Muy positivo",0.293,0.081,0.159,0.199,0.104,0.095,0.17,0.147,0
"P75","Positivo",0.23,0.056,0.207,0.182,0.164,0.151,0.178,0.223,0.112
"P75","Neutral",0.244,0.656,0.339,0.328,0.325,0.358,0.325,0.302,0.515
"P75","Algo negativo",0.038,0,0.126,0.114,0.085,0.182,0.104,0.103,0
"P75","Negativo",0.176,0.186,0.123,0.134,0.193,0.17,0.15,0.153,0
"P75","No sabe",0.019,0.021,0.046,0.043,0.129,0.044,0.073,0.072,0.373
"P76","Muy positiva",0.602,0.389,0.393,0.401,0.285,0.202,0.383,0.357,0
"P76","Positiva",0.077,0.135,0.214,0.216,0.305,0.185,0.177,0.158,0.242
"P76","Neutral",0.123,0.367,0.202,0.139,0.131,0.251,0.159,0.264,0.4
"P76","Algo negativa",0.114,0,0.074,0.085,0.114,0.189,0.103,0.094,0
"P76","Negativa",0.066,0.086,0.108,0.13,0.106,0.113,0.15,0.086,0.056
"P76","No sabe",0.018,0.023,0.009,0.029,0.059,0.06,0.028,0.041,0.302
"P77","Muy positivo",0.651,0.414,0.342,0.326,0.285,0.259,0.341,0.348,0
"P77","Positivo",0,0.074,0.194,0.254,0.218,0.214,0.225,0.231,0.209
"P77","Neutral",0.14,0.312,0.172,0.153,0.148,0.214,0.191,0.167,0.453
"P77","Algo negativo",0.148,0.078,0.081,0.077,0.169,0.149,0.059,0.078,0
"P77","Negativo",0.042,0.122,0.197,0.156,0.118,0.128,0.155,0.124,0
"P77","No sabe",0.019,0,0.014,0.034,0.062,0.036,0.029,0.052,0.338
"P78","Muy positivo",0.479,0.291,0.388,0.233,0.268,0.217,0.331,0.298,0
"P78","Positivo",0.038,0.097,0.197,0.222,0.197,0.236,0.158,0.198,0.244
"P78","Neutral",0.277,0.526,0.251,0.384,0.248,0.318,0.317,0.299,0.41
"P78","Algo negativo",0.119,0,0.076,0.031,0.12,0.104,0.056,0.086,0
"P78","Negativo",0.069,0.086,0.067,0.099,0.088,0.105,0.114,0.09,0
"P78","No sabe",0.018,0,0.021,0.031,0.079,0.02,0.024,0.029,0.346
"P79","Si",0.518,0.784,0.468,0.526,0.555,0.496,0.482,0.494,0.404
"P79","No",0.482,0.216,0.532,0.474,0.445,0.504,0.518,0.506,0.596
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.493,0.484,0.432,0.409,0.277,0.23,0.352,0.283,0.121
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.293,0.284,0.334,0.361,0.397,0.335,0.353,0.289,0.46
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.167,0.146,0.175,0.161,0.177,0.208,0.205,0.281,0.217
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.014,0,0.013,0.03,0.028,0.026,0.026,0.035,0
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.033,0,0.014,0.016,0.055,0.048,0.018,0.03,0.073
"PRESIDENTE","En blanco",0,0.025,0,0.017,0.029,0.131,0.021,0.04,0.129
"PRESIDENTE","No sabe",0,0.061,0.032,0.006,0.037,0.022,0.025,0.042,0
