"var","categoria","La seguridad","El tránsito","El arreglo de las calles","Los parques y espacios públicos","El sistema de salud","La limpieza de las calles","El deporte y la cultura","La luminaria","No sabe"
"P17","Mala",0.071,0.154,0.021,0.338,0.046,0.065,0.482,0.056,0.077
"P17","Muy mala",0.084,0.013,0.098,0.092,0.095,0.067,0,0,0.15
"P17","No sabe",0.354,0.056,0.534,0.102,0.42,0.329,0.079,0.344,0.467
"P18","Lo votaría",0.186,0.587,0.254,0.154,0.197,0.383,0.489,0.278,0.27
"P18","Puede que lo vote",0.136,0.198,0.195,0.288,0.157,0.118,0.031,0.241,0.109
"P18","Nunca lo votaría",0.543,0.205,0.416,0.19,0.545,0.426,0.439,0.246,0.428
"P18","No sabe",0.135,0.01,0.135,0.368,0.101,0.073,0.041,0.235,0.193
"P19","Lo votaría",0.185,0,0.121,0.122,0.133,0.197,0,0.167,0.085
"P19","Puede que lo vote",0.182,0.108,0.222,0.123,0.211,0.305,0,0,0.254
"P19","Nunca lo votaría",0.391,0.773,0.49,0.343,0.449,0.358,0.959,0.547,0.323
"P19","No sabe",0.242,0.119,0.167,0.412,0.207,0.14,0.041,0.286,0.338
"P20","Lo votaría",0.108,0,0.028,0.043,0.099,0.013,0,0.06,0.16
"P20","Puede que lo vote",0.24,0.126,0.356,0.047,0.116,0.043,0,0.156,0.138
"P20","Nunca lo votaría",0.435,0.633,0.393,0.498,0.458,0.557,1,0.487,0.348
"P20","No sabe",0.217,0.241,0.223,0.412,0.327,0.387,0,0.297,0.354
"P21","Muy buena",0.194,0.256,0.419,0.259,0.345,0.465,0.52,0.366,0.258
"P21","Buena",0.103,0.348,0.115,0.165,0.103,0.034,0,0.084,0.132
"P21","Ni buena ni mala",0.183,0.396,0.149,0,0.126,0.116,0.082,0.194,0.087
"P21","Mala",0.163,0,0.119,0.494,0.141,0.274,0.398,0.143,0.17
"P21","Muy mala",0.329,0,0.17,0.018,0.208,0.111,0,0.189,0.283
"P21","No sabe",0.028,0,0.028,0.064,0.077,0,0,0.024,0.07
"P22","Muy buena",0.225,0.109,0.152,0.054,0.058,0.254,0,0.024,0.089
"P22","Buena",0.149,0.094,0.116,0.178,0.12,0.126,0,0.097,0.211
"P22","Ni buena ni mala",0.3,0.386,0.213,0.027,0.325,0.284,0.082,0.229,0.137
"P22","Mala",0.102,0.152,0.226,0.495,0.165,0.17,0.849,0.394,0.171
"P22","Muy mala",0.15,0.249,0.152,0.182,0.197,0.089,0.069,0.102,0.169
"P22","No sabe",0.074,0.01,0.141,0.064,0.135,0.077,0,0.154,0.223
"P23","Muy buena",0.1,0,0.044,0.039,0.03,0,0,0,0.099
"P23","Buena",0.181,0.067,0.149,0.033,0.056,0.114,0,0.024,0.116
"P23","Ni buena ni mala",0.378,0.526,0.204,0.165,0.284,0.521,0.082,0.614,0.188
"P23","Mala",0.106,0.037,0.159,0.494,0.134,0.162,0.849,0.083,0.098
"P23","Muy mala",0.143,0.36,0.326,0.254,0.225,0.109,0.069,0.182,0.196
"P23","No sabe",0.092,0.01,0.118,0.015,0.271,0.094,0,0.097,0.303
"P24","Muy buena",0.209,0,0.116,0.018,0.023,0,0,0.084,0.046
"P24","Buena",0.182,0.067,0.053,0,0.076,0.285,0,0.132,0.141
"P24","Ni buena ni mala",0.323,0.532,0.275,0.054,0.224,0.258,0.082,0.277,0.222
"P24","Mala",0.083,0.099,0.144,0.756,0.14,0.081,0.849,0.228,0.091
"P24","Muy mala",0.134,0.3,0.239,0.157,0.314,0.222,0.069,0.125,0.267
"P24","No sabe",0.069,0.002,0.173,0.015,0.223,0.154,0,0.154,0.233
"P25","Muy buena",0.136,0,0.037,0,0.036,0,0,0,0.118
"P25","Buena",0.15,0.077,0.132,0.021,0.064,0.21,0,0.229,0.132
"P25","Ni buena ni mala",0.361,0.601,0.148,0.29,0.278,0.347,0.082,0.144,0.191
"P25","Mala",0.087,0.061,0.221,0.443,0.186,0.053,0.849,0.181,0.108
"P25","Muy mala",0.174,0.261,0.247,0.231,0.243,0.222,0.069,0.222,0.155
"P25","No sabe",0.092,0,0.215,0.015,0.193,0.168,0,0.224,0.296
"P26","Lo votaría",0.261,0.387,0.494,0.411,0.422,0.506,0.52,0.45,0.368
"P26","Puede que lo vote",0.1,0.229,0.082,0.027,0.078,0.059,0.082,0.154,0.075
"P26","Nunca lo votaría",0.539,0.374,0.366,0.146,0.392,0.353,0.398,0.275,0.504
"P26","No sabe",0.1,0.01,0.058,0.416,0.108,0.082,0,0.121,0.053
"P27","Lo votaría",0.232,0,0.17,0.111,0.156,0.228,0,0,0.234
"P27","Puede que lo vote",0.273,0.201,0.159,0.062,0.087,0.085,0.041,0.393,0.123
"P27","Nunca lo votaría",0.391,0.789,0.549,0.411,0.543,0.623,0.508,0.413,0.452
"P27","No sabe",0.104,0.01,0.122,0.416,0.214,0.064,0.451,0.194,0.191
"P28","Lo votaría",0.19,0,0.071,0.064,0.087,0,0,0,0.216
"P28","Puede que lo vote",0.225,0.067,0.198,0.081,0.135,0.098,0.041,0.323,0.12
"P28","Nunca lo votaría",0.438,0.814,0.473,0.424,0.49,0.804,0.508,0.339,0.369
"P28","No sabe",0.147,0.119,0.258,0.431,0.288,0.098,0.451,0.338,0.295
"P29","Lo votaría",0.235,0,0.12,0.018,0.076,0,0,0.215,0.07
"P29","Puede que lo vote",0.223,0.067,0.126,0.043,0.125,0.359,0.041,0.108,0.26
"P29","Nunca lo votaría",0.396,0.923,0.467,0.478,0.492,0.562,0.508,0.483,0.406
"P29","No sabe",0.146,0.01,0.287,0.461,0.307,0.079,0.451,0.194,0.264
"P30","Lo votaría",0.15,0,0.054,0,0.064,0,0,0,0.096
"P30","Puede que lo vote",0.203,0.126,0.171,0.075,0.092,0.29,0.083,0.299,0.199
"P30","Nunca lo votaría",0.459,0.874,0.535,0.447,0.61,0.697,0.466,0.58,0.453
"P30","No sabe",0.188,0,0.24,0.478,0.234,0.013,0.451,0.121,0.252
"P31","La seguridad",0.159,0.233,0.089,0,0.051,0.349,0,0,0
"P31","El tránsito",0.05,0.089,0.018,0,0.044,0.039,0,0,0
"P31","El arreglo de las calles",0.232,0.48,0.17,0.033,0.216,0.083,0.031,0.228,0.092
"P31","Los parques y espacios públicos",0.174,0.103,0.347,0.768,0.133,0.173,0,0.144,0.18
"P31","El sistema de salud",0.018,0.072,0.023,0.013,0.158,0.015,0,0.023,0.032
"P31","La limpieza de las calles",0.023,0,0.025,0.186,0.028,0.13,0,0,0.039
"P31","El deporte y la cultura",0.05,0,0.018,0,0.063,0.08,0.969,0.194,0.009
"P31","La luminaria",0.018,0.001,0.091,0,0.006,0,0,0.116,0
"P31","No sabe",0.276,0.022,0.219,0,0.301,0.131,0,0.295,0.648
"P33","Agua corriente y cloacas",0.53,0.372,0.465,0.319,0.477,0.603,0.534,0.356,0.294
"P33","Energía eléctrica",0.164,0.409,0.133,0.041,0.099,0.104,0,0,0.186
"P33","Red de gas natural",0.075,0.021,0.171,0,0.053,0.141,0.038,0.28,0.097
"P33","Recolección de residuos",0.131,0.022,0.179,0.442,0.13,0.087,0,0.103,0.112
"P33","Ninguno",0.1,0.176,0.052,0.198,0.241,0.065,0.428,0.261,0.311
"P34","Los robos",0.597,0.549,0.367,0.504,0.436,0.496,0.54,0.587,0.354
"P34","El narcotráfico",0.202,0.337,0.211,0.288,0.07,0.04,0,0.077,0.171
"P34","La ausencia de patrulleros y personal policial",0.138,0.045,0.348,0.071,0.31,0.357,0.431,0.15,0.152
"P34","Otro",0.06,0.04,0.039,0.076,0.175,0.084,0.029,0.124,0.173
"P34","Ninguno",0.003,0.029,0.035,0.061,0.009,0.023,0,0.062,0.15
"P35","Muy buena",0.075,0.425,0.101,0.103,0.056,0.107,0.485,0.22,0.112
"P35","Buena",0.17,0.308,0.217,0.56,0.074,0.222,0,0.197,0.181
"P35","Ni buena ni mala",0.313,0.137,0.345,0.136,0.235,0.375,0.476,0.298,0.225
"P35","Mala",0.216,0.047,0.161,0.201,0.353,0.243,0,0.023,0.128
"P35","Muy mala",0.2,0.083,0.145,0,0.222,0.026,0.039,0.262,0.16
"P35","No sabe",0.026,0,0.031,0,0.06,0.027,0,0,0.194
"P36","Muy buena",0.06,0.493,0.011,0.079,0.007,0.106,0.445,0.168,0.095
"P36","Buena",0.169,0.191,0.26,0.21,0.129,0.309,0.04,0.177,0.104
"P36","Ni buena ni mala",0.315,0.048,0.384,0.545,0.308,0.262,0,0.321,0.241
"P36","Mala",0.2,0.17,0.18,0.166,0.23,0.101,0.475,0.147,0.204
"P36","Muy mala",0.199,0.085,0.114,0,0.213,0.222,0.04,0.187,0.167
"P36","No sabe",0.057,0.013,0.051,0,0.113,0,0,0,0.189
"P37","Frente de Todos y el peronismo",0.293,0.732,0.544,0.597,0.352,0.573,0.477,0.439,0.395
"P37","Cambiemos",0.318,0.013,0.163,0.181,0.258,0.232,0,0.023,0.372
"P37","Liberales",0.235,0.014,0.203,0.087,0.145,0.09,0,0.33,0.066
"P37","Izquierda",0.048,0.168,0.053,0.072,0.09,0.014,0.485,0.08,0.055
"P37","No sabe",0.106,0.073,0.037,0.063,0.155,0.091,0.038,0.128,0.112
"P39","A Alberto Fernández",0.388,0.775,0.015,0.004,0.404,0.619,0,0,0.125
"P39","A Sergio Massa",0.202,0.019,0.144,0.08,0.144,0.132,0,0.31,0.27
"P39","A algún candidato del peronismo",0.068,0.017,0.274,0.093,0.008,0.177,0,0.69,0.02
"P39","A algún candidato del kirchnerismo",0.342,0.189,0.567,0.823,0.444,0.072,1,0,0.585
"P40","A Alberto Fernández",0.26,0.538,0.027,0.004,0.287,0.716,0,0,0.014
"P40","A Sergio Massa",0.163,0.256,0.128,0.08,0.067,0.06,0,0.31,0.103
"P40","A algún candidato del peronismo",0.172,0.017,0.013,0.093,0,0,0,0.489,0.036
"P40","A Cristina Fernández de Kirchner",0.405,0.189,0.832,0.823,0.646,0.224,1,0.201,0.847
"P41","A Horacio Rodriguez Larreta",0.31,0,0.432,1,0.374,0.415,0,0,0.081
"P41","A Mauricio Macri",0.152,1,0.153,0,0.083,0,0,1,0.106
"P41","A Patricia Bullrich",0.423,0,0.377,0,0.504,0.585,0,0,0.753
"P41","A Facundo Manes",0.112,0,0.038,0,0.039,0,0,0,0
"P41","A Gerardo Morales",0.003,0,0,0,0,0,0,0,0.06
"P42","Muy buena",0.137,0.287,0.095,0.022,0.077,0.224,0,0,0.059
"P42","Buena",0.087,0.234,0.136,0.04,0.116,0.26,0,0.2,0.066
"P42","Ni buena ni mala",0.196,0.22,0.375,0.344,0.376,0.124,0,0.405,0.336
"P42","Mala",0.208,0.187,0.132,0.441,0.15,0.096,0.478,0.229,0.262
"P42","Muy mala",0.344,0.072,0.239,0.153,0.281,0.296,0.522,0.138,0.23
"P42","No sabe",0.028,0,0.023,0,0,0,0,0.028,0.047
"P43","Muy buena",0.196,0.27,0.077,0,0.032,0,0,0,0.133
"P43","Buena",0.108,0,0.117,0,0.041,0.073,0,0.165,0.105
"P43","Ni buena ni mala",0.224,0.013,0.227,0.079,0.281,0.057,0.038,0.175,0.18
"P43","Mala",0.18,0.201,0.16,0.372,0.124,0.119,0.478,0.369,0.138
"P43","Muy mala",0.292,0.389,0.369,0.549,0.52,0.73,0.484,0.291,0.421
"P43","No sabe",0,0.127,0.05,0,0.002,0.021,0,0,0.023
"P44","Muy buena",0.282,0.302,0.429,0.312,0.418,0.487,0.031,0.266,0.369
"P44","Buena",0.076,0.488,0.028,0.368,0.047,0.108,0,0.263,0.027
"P44","Ni buena ni mala",0.055,0.073,0.052,0.05,0.098,0,0.037,0.173,0.056
"P44","Mala",0.118,0,0.124,0.118,0.084,0.018,0.447,0.132,0.133
"P44","Muy mala",0.467,0,0.35,0.152,0.345,0.387,0.485,0.166,0.396
"P44","No sabe",0.002,0.137,0.017,0,0.008,0,0,0,0.019
"P45","Muy buena",0.192,0.407,0.113,0.173,0.163,0.211,0,0.229,0.183
"P45","Buena",0.147,0,0.102,0,0.055,0.188,0,0,0.148
"P45","Ni buena ni mala",0.192,0.022,0.176,0.072,0.137,0.183,0.035,0.266,0.13
"P45","Mala",0.177,0.268,0.178,0.379,0.069,0.103,0.485,0.372,0.175
"P45","Muy mala",0.284,0.166,0.392,0.376,0.448,0.315,0.48,0.133,0.316
"P45","No sabe",0.008,0.137,0.039,0,0.128,0,0,0,0.048
"P46","Muy buena",0.109,0.125,0.15,0.021,0.082,0.051,0.028,0.133,0.024
"P46","Buena",0.13,0.48,0.352,0.373,0.149,0.236,0.492,0.159,0.261
"P46","Ni buena ni mala",0.218,0.048,0.179,0.345,0.152,0.308,0,0.265,0.113
"P46","Mala",0.173,0.196,0.116,0.176,0.161,0.086,0,0.208,0.226
"P46","Muy mala",0.352,0.151,0.176,0.085,0.336,0.319,0.48,0.235,0.277
"P46","No sabe",0.018,0,0.027,0,0.12,0,0,0,0.099
"P47","Muy buena",0.264,0.29,0.13,0.064,0.066,0,0,0.134,0.187
"P47","Buena",0.151,0.119,0.201,0,0.106,0.277,0.036,0.133,0.087
"P47","Ni buena ni mala",0.131,0.009,0.13,0.077,0.112,0.207,0,0.027,0.243
"P47","Mala",0.136,0.046,0.144,0.356,0.139,0.101,0.489,0.187,0.051
"P47","Muy mala",0.299,0.536,0.365,0.503,0.505,0.415,0.475,0.519,0.394
"P47","No sabe",0.019,0,0.03,0,0.072,0,0,0,0.038
"P48","Muy buena",0.241,0.001,0.162,0.024,0.209,0,0.438,0.362,0.168
"P48","Buena",0.127,0.014,0.037,0,0.048,0.051,0,0,0.112
"P48","Ni buena ni mala",0.218,0.294,0.206,0.164,0.094,0.316,0.071,0.132,0.161
"P48","Mala",0.163,0.229,0.228,0.355,0.117,0.08,0.491,0.215,0.071
"P48","Muy mala",0.223,0.462,0.319,0.457,0.447,0.553,0,0.291,0.392
"P48","No sabe",0.028,0,0.048,0,0.085,0,0,0,0.096
