"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.006,0.014,0.597,0.055,0.088
"P24","A los candidatos del Frente de Izquierda",0.006,0.001,0.001,0.386,0.016
"P24","No sabe",0.079,0.033,0.019,0.089,0.373
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.222,0.021,0.013,0.065,0.072
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.571,0.024,0.018,0.159,0.065
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.027,0.545,0.13,0.021,0.124
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.024,0.22,0.031,0.042,0.096
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.011,0.057,0.022,0.008,0.046
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.043,0.054,0.036,0.061,0.055
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.002,0.025,0.046,0.003,0.015
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.009,0.024,0.681,0.097,0.088
"P25","A los candidatos del Frente de Izquierda",0.009,0.004,0.003,0.429,0.027
"P25","No sabe",0.082,0.026,0.02,0.115,0.412
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.661,0.055,0.028,0.085,0.121
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.05,0.503,0.14,0.047,0.115
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.06,0.184,0.039,0.014,0.099
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.024,0.119,0.02,0.03,0.078
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.016,0.064,0.023,0.02,0.093
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.005,0.023,0.034,0.029,0.023
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.014,0.018,0.479,0.055,0.056
"P26","A los candidatos del Frente de Izquierda",0.026,0.01,0.224,0.383,0.051
"P26","No sabe",0.144,0.024,0.013,0.337,0.364
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.717,0.06,0.02,0.125,0.118
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.037,0.557,0.121,0.06,0.14
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.046,0.226,0.041,0.053,0.111
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.042,0.067,0.024,0.055,0.093
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.006,0.024,0.053,0.002,0.037
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.008,0.018,0.544,0.065,0.091
"P27","A los candidatos del Frente de Izquierda",0.02,0.004,0.072,0.482,0.023
"P27","No sabe",0.124,0.044,0.125,0.158,0.387
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.699,0.04,0.017,0.139,0.109
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.038,0.584,0.118,0.012,0.14
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.022,0.222,0.035,0.055,0.132
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.024,0.066,0.066,0.038,0.091
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.01,0.025,0.06,0.022,0.024
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.008,0.024,0.581,0.065,0.082
"P28","A los candidatos del Frente de Izquierda",0.03,0.004,0.021,0.521,0.044
"P28","No sabe",0.169,0.035,0.102,0.148,0.378
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.718,0.069,0.033,0.099,0.138
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.038,0.57,0.157,0.049,0.133
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.039,0.215,0.019,0.043,0.116
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.01,0.063,0.042,0.023,0.123
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.006,0.019,0.042,0.016,0.027
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.023,0.029,0.607,0.087,0.082
"P29","A los candidatos del Frente de Izquierda",0.031,0.008,0.017,0.554,0.036
"P29","No sabe",0.135,0.027,0.083,0.129,0.345
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.587,0.227,0.039,0.135,0.161
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.246,0.451,0.062,0.135,0.157
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.02,0.117,0.84,0.104,0.168
"P30","A los candidatos del Frente de Izquierda",0.032,0.012,0.005,0.526,0.037
"P30","No sabe",0.115,0.193,0.054,0.1,0.477
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.605,0.294,0.074,0.13,0.172
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.256,0.521,0.086,0.114,0.182
"P31","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.017,0.06,0.793,0.126,0.15
"P31","A los candidatos del Frente de Izquierda",0.027,0.01,0.005,0.528,0.061
"P31","No sabe",0.095,0.115,0.042,0.102,0.435
"P32","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.53,0.244,0.031,0.088,0.165
"P32","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.24,0.45,0.053,0.123,0.17
"P32","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.026,0.125,0.866,0.111,0.182
"P32","A los candidatos del Frente de Izquierda",0.042,0.007,0.008,0.596,0.051
"P32","No sabe",0.162,0.174,0.042,0.082,0.432
"P33","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.541,0.295,0.069,0.138,0.169
"P33","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.25,0.511,0.083,0.094,0.168
"P33","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.022,0.08,0.798,0.135,0.155
"P33","A los candidatos del Frente de Izquierda",0.045,0.008,0.003,0.551,0.046
"P33","No sabe",0.142,0.106,0.047,0.082,0.462
"P34","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.564,0.264,0.06,0.14,0.19
"P34","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.264,0.458,0.047,0.08,0.157
"P34","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.018,0.122,0.834,0.084,0.184
"P34","A los candidatos del Frente de Izquierda",0.038,0.005,0.013,0.638,0.045
"P34","No sabe",0.116,0.151,0.046,0.058,0.424
"P35","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.752,0.081,0.044,0.213,0.171
"P35","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.076,0.759,0.134,0.061,0.19
"P35","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.015,0.07,0.792,0.059,0.146
"P35","A los candidatos del Frente de Izquierda",0.032,0.008,0.005,0.601,0.046
"P35","No sabe",0.125,0.082,0.025,0.066,0.447
"P36","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.824,0.038,0.015,0.272,0.163
"P36","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.039,0.687,0.069,0.067,0.183
"P36","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.023,0.134,0.882,0.04,0.194
"P36","A los candidatos del Frente de Izquierda",0.009,0.005,0.004,0.513,0.036
"P36","No sabe",0.105,0.136,0.03,0.108,0.424
"P37","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.824,0.04,0.006,0.336,0.148
"P37","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.035,0.799,0.128,0.069,0.199
"P37","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.028,0.074,0.835,0.045,0.176
"P37","A los candidatos del Frente de Izquierda",0.008,0.005,0.006,0.499,0.03
"P37","No sabe",0.105,0.082,0.025,0.051,0.447
"P38","Muy buena",0.583,0.08,0.018,0.07,0.052
"P38","Buena",0.256,0.049,0.021,0.233,0.108
"P38","Ni buena ni mala",0.085,0.028,0.145,0.141,0.221
"P38","Mala",0.029,0.114,0.102,0.346,0.181
"P38","Muy mala",0.044,0.721,0.705,0.207,0.397
"P38","No sabe",0.003,0.008,0.009,0.003,0.041
"P39","Muy buena",0.706,0.035,0.014,0.074,0.071
"P39","Buena",0.166,0.023,0.008,0.229,0.1
"P39","Ni buena ni mala",0.061,0.03,0.056,0.248,0.237
"P39","Mala",0.022,0.102,0.097,0.165,0.153
"P39","Muy mala",0.042,0.798,0.812,0.273,0.411
"P39","No sabe",0.003,0.012,0.013,0.011,0.028
"P40","Muy buena",0.289,0.024,0.024,0.011,0.031
"P40","Buena",0.281,0.025,0.011,0.126,0.048
"P40","Ni buena ni mala",0.243,0.164,0.13,0.354,0.242
"P40","Mala",0.047,0.163,0.116,0.139,0.16
"P40","Muy mala",0.036,0.447,0.523,0.164,0.22
"P40","No sabe",0.104,0.177,0.196,0.206,0.299
"P41","Muy buena",0.037,0.26,0.049,0.06,0.062
"P41","Buena",0.053,0.33,0.149,0.066,0.128
"P41","Ni buena ni mala",0.197,0.216,0.313,0.1,0.361
"P41","Mala",0.282,0.067,0.17,0.279,0.176
"P41","Muy mala",0.378,0.083,0.249,0.421,0.14
"P41","No sabe",0.053,0.044,0.07,0.074,0.133
"P42","Muy buena",0.014,0.305,0.059,0.031,0.039
"P42","Buena",0.038,0.335,0.188,0.047,0.114
"P42","Ni buena ni mala",0.146,0.21,0.329,0.08,0.332
"P42","Mala",0.234,0.045,0.145,0.197,0.182
"P42","Muy mala",0.513,0.055,0.212,0.571,0.165
"P42","No sabe",0.055,0.05,0.067,0.074,0.168
"P43","Muy buena",0.017,0.187,0.058,0.022,0.019
"P43","Buena",0.026,0.277,0.132,0.032,0.056
"P43","Ni buena ni mala",0.208,0.3,0.355,0.123,0.287
"P43","Mala",0.191,0.036,0.077,0.146,0.13
"P43","Muy mala",0.404,0.051,0.194,0.453,0.165
"P43","No sabe",0.154,0.149,0.184,0.224,0.343
"P44","Muy buena",0.017,0.069,0.1,0.013,0.024
"P44","Buena",0.018,0.199,0.156,0.07,0.059
"P44","Ni buena ni mala",0.123,0.428,0.35,0.142,0.353
"P44","Mala",0.188,0.111,0.095,0.077,0.143
"P44","Muy mala",0.564,0.095,0.185,0.606,0.189
"P44","No sabe",0.09,0.098,0.114,0.092,0.232
"P45","Muy buena",0.026,0.203,0.287,0.003,0.058
"P45","Buena",0.019,0.316,0.288,0.044,0.081
"P45","Ni buena ni mala",0.101,0.303,0.22,0.082,0.289
"P45","Mala",0.18,0.074,0.081,0.142,0.156
"P45","Muy mala",0.628,0.06,0.071,0.704,0.211
"P45","No sabe",0.046,0.044,0.053,0.025,0.205
"P46","Muy buena",0.049,0.06,0.081,0.039,0.088
"P46","Buena",0.075,0.132,0.223,0.05,0.102
"P46","Ni buena ni mala",0.228,0.339,0.309,0.123,0.345
"P46","Mala",0.217,0.186,0.155,0.16,0.158
"P46","Muy mala",0.392,0.237,0.179,0.614,0.218
"P46","No sabe",0.039,0.046,0.053,0.014,0.089
"P47","Muy buena",0.198,0.014,0.017,0.021,0.043
"P47","Buena",0.306,0.027,0.031,0.082,0.088
"P47","Ni buena ni mala",0.274,0.094,0.111,0.16,0.227
"P47","Mala",0.096,0.161,0.09,0.234,0.147
"P47","Muy mala",0.089,0.671,0.709,0.472,0.358
"P47","No sabe",0.037,0.033,0.042,0.031,0.137
"P48","Muy buena",0.112,0.01,0.008,0.026,0.034
"P48","Buena",0.376,0.015,0.006,0.112,0.054
"P48","Ni buena ni mala",0.32,0.038,0.028,0.256,0.178
"P48","Mala",0.138,0.088,0.087,0.346,0.166
"P48","Muy mala",0.045,0.843,0.851,0.26,0.513
"P48","No sabe",0.009,0.006,0.02,0,0.055
"P49","Muy buena",0.131,0.01,0.015,0.076,0.045
"P49","Buena",0.317,0.013,0.004,0.048,0.067
"P49","Ni buena ni mala",0.297,0.036,0.024,0.217,0.219
"P49","Mala",0.172,0.092,0.071,0.259,0.172
"P49","Muy mala",0.078,0.844,0.876,0.4,0.467
"P49","No sabe",0.005,0.005,0.01,0,0.03
"P50","Muy buena",0.73,0.032,0.017,0.14,0.114
"P50","Buena",0.109,0.008,0.01,0.075,0.111
"P50","Ni buena ni mala",0.073,0.015,0.023,0.18,0.165
"P50","Mala",0.034,0.055,0.049,0.186,0.083
"P50","Muy mala",0.053,0.888,0.893,0.373,0.464
"P50","No sabe",0.001,0.002,0.008,0.046,0.063
"P51","Muy buena",0.097,0.403,0.148,0.057,0.063
"P51","Buena",0.025,0.247,0.169,0.033,0.106
"P51","Ni buena ni mala",0.025,0.131,0.224,0.064,0.192
"P51","Mala",0.142,0.064,0.152,0.136,0.191
"P51","Muy mala",0.702,0.151,0.303,0.71,0.419
"P51","No sabe",0.009,0.004,0.004,0,0.029
"P52","Muy buena",0.02,0.246,0.074,0.013,0.058
"P52","Buena",0.035,0.389,0.144,0.065,0.131
"P52","Ni buena ni mala",0.091,0.235,0.243,0.103,0.288
"P52","Mala",0.216,0.061,0.166,0.264,0.157
"P52","Muy mala",0.631,0.068,0.363,0.555,0.309
"P52","No sabe",0.007,0.001,0.01,0,0.057
"P53","Muy buena",0.136,0.044,0.016,0.032,0.046
"P53","Buena",0.358,0.077,0.053,0.04,0.123
"P53","Ni buena ni mala",0.296,0.078,0.082,0.211,0.216
"P53","Mala",0.104,0.107,0.128,0.21,0.171
"P53","Muy mala",0.088,0.691,0.712,0.488,0.392
"P53","No sabe",0.018,0.003,0.009,0.019,0.052
"P54","Muy buena",0.033,0.551,0.277,0.047,0.092
"P54","Buena",0.056,0.224,0.246,0.064,0.132
"P54","Ni buena ni mala",0.067,0.078,0.163,0.061,0.192
"P54","Mala",0.131,0.027,0.083,0.132,0.176
"P54","Muy mala",0.7,0.115,0.225,0.693,0.35
"P54","No sabe",0.013,0.005,0.006,0.003,0.058
"P55","Muy buena",0.023,0.159,0.666,0.073,0.105
"P55","Buena",0.04,0.175,0.188,0.074,0.111
"P55","Ni buena ni mala",0.063,0.324,0.079,0.019,0.273
"P55","Mala",0.115,0.131,0.024,0.078,0.134
"P55","Muy mala",0.741,0.186,0.032,0.756,0.28
"P55","No sabe",0.018,0.025,0.011,0,0.097
"P56","Muy buena",0.018,0.3,0.153,0.035,0.075
"P56","Buena",0.043,0.359,0.193,0.092,0.169
"P56","Ni buena ni mala",0.031,0.199,0.23,0.065,0.223
"P56","Mala",0.16,0.059,0.168,0.083,0.172
"P56","Muy mala",0.735,0.08,0.248,0.725,0.309
"P56","No sabe",0.013,0.003,0.008,0,0.052
"P57","Muy buena",0.162,0.06,0.035,0.038,0.036
"P57","Buena",0.423,0.064,0.051,0.069,0.125
"P57","Ni buena ni mala",0.233,0.12,0.113,0.209,0.23
"P57","Mala",0.062,0.159,0.149,0.256,0.182
"P57","Muy mala",0.116,0.591,0.638,0.428,0.395
"P57","No sabe",0.004,0.006,0.014,0,0.032
"P58","Muy buena",0.035,0.09,0.093,0.067,0.091
"P58","Buena",0.129,0.204,0.107,0.155,0.179
"P58","Ni buena ni mala",0.371,0.367,0.264,0.296,0.344
"P58","Mala",0.223,0.145,0.14,0.14,0.121
"P58","Muy mala",0.184,0.169,0.316,0.274,0.19
"P58","No sabe",0.058,0.025,0.08,0.068,0.075
"P59","Siempre",0.293,0.34,0.28,0.289,0.241
"P59","Casi siempre",0.421,0.403,0.323,0.403,0.386
"P59","Casi nunca",0.201,0.179,0.286,0.215,0.274
"P59","Nunca, pero esta es una excepción",0.085,0.078,0.111,0.093,0.099
"P60","Si",0.602,0.595,0.575,0.628,0.467
"P60","No",0.398,0.405,0.425,0.372,0.533
