"var","categoria","Con políticas de shock, mano dura y castigando a los corruptos y ladrones","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar","Con políticas de desarrollo que permitan el crecimiento con inclusión social","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares","No sabe"
"P29","Puede que lo vote",0.16,0.142,0.09,0.054,0.179,0.301
"P29","Nunca lo votaría",0.413,0.397,0.69,0.832,0.793,0.326
"P29","No sabe",0.036,0.017,0.017,0.015,0.017,0.213
"P30","Lo votaría",0.402,0.216,0.095,0.144,0,0.113
"P30","Puede que lo vote",0.183,0.112,0.055,0.054,0.069,0.174
"P30","Nunca lo votaría",0.378,0.626,0.827,0.79,0.931,0.44
"P30","No sabe",0.037,0.046,0.023,0.012,0,0.273
"P31","Si",0.401,0.383,0.458,0.395,0.158,0.236
"P31","No",0.599,0.617,0.542,0.605,0.842,0.764
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.195,0.298,0.597,0.622,0.42,0.346
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.382,0.445,0.093,0.083,0,0.114
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.366,0.195,0.22,0.264,0.271,0.245
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.007,0.025,0.05,0.019,0.171,0.007
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.014,0.006,0.001,0,0.014,0.029
"PRESIDENTE","En blanco",0.001,0.004,0.014,0.006,0.111,0.007
"PRESIDENTE","No sabe",0.035,0.027,0.025,0.006,0.013,0.252
"CORTA_PRESIDENTE","Si",0.242,0.171,0.158,0.086,0.422,0.408
"CORTA_PRESIDENTE","No",0.758,0.829,0.842,0.914,0.578,0.592
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.2,0.313,0.572,0.598,0.738,0.242
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.389,0.452,0.1,0.083,0,0.249
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.289,0.19,0.245,0.284,0.091,0.116
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.015,0.009,0.047,0.023,0.171,0.007
"GOBERNADOR","En blanco",0.012,0.009,0.017,0.006,0,0.042
"GOBERNADOR","No sabe",0.095,0.027,0.019,0.006,0,0.344
"CORTA_GOBERNADOR","Si",0.264,0.186,0.189,0.083,0.534,0.258
"CORTA_GOBERNADOR","No",0.736,0.814,0.811,0.917,0.466,0.742
"INTENDENTE","Fernando Moreira a intendente por Unión por la Patria",0.233,0.368,0.571,0.602,0.421,0.317
"INTENDENTE","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.447,0.395,0.136,0.052,0,0.172
"INTENDENTE","Hernán Sardella a intendente por la Libertad Avanza",0.224,0.179,0.206,0.308,0.2,0.133
"INTENDENTE","El candidato del Frente de Izquierda",0.008,0.009,0.031,0.013,0.213,0.007
"INTENDENTE","En blanco",0.02,0.014,0.015,0.006,0.015,0.07
"INTENDENTE","No sabe",0.068,0.035,0.041,0.019,0.151,0.301
"CORTA_INTENDENTE","Si",0.238,0.201,0.207,0.098,0.395,0.342
"CORTA_INTENDENTE","No",0.762,0.799,0.793,0.902,0.605,0.658
