"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P20","No sabe",0.06,0.045,0.062,0.051,0.26
"P21","Lo votaría",0.061,0.14,0.702,0.089,0.112
"P21","Puede que lo vote",0.076,0.303,0.185,0.105,0.167
"P21","Nunca lo votaría",0.806,0.502,0.091,0.747,0.467
"P21","No sabe",0.057,0.055,0.022,0.059,0.254
"P22","La votaría",0.041,0.258,0.133,0.061,0.083
"P22","Puede que la vote",0.078,0.376,0.235,0.122,0.144
"P22","Nunca la votaría",0.792,0.289,0.554,0.739,0.498
"P22","No sabe",0.089,0.077,0.078,0.078,0.275
"P23","Lo votaría",0.166,0.037,0.029,0.06,0.064
"P23","Puede que lo vote",0.416,0.078,0.054,0.166,0.128
"P23","Nunca lo votaría",0.328,0.846,0.877,0.678,0.59
"P23","No sabe",0.09,0.039,0.04,0.096,0.218
"P24","Lo votaría",0.038,0.09,0.03,0.075,0.04
"P24","Puede que lo vote",0.11,0.274,0.123,0.102,0.104
"P24","Nunca lo votaría",0.729,0.55,0.743,0.698,0.539
"P24","No sabe",0.123,0.086,0.104,0.125,0.317
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.045,0.522,0.067,0.035,0.093
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.03,0.239,0.059,0.078,0.105
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.096,0.017,0.013,0.017,0.066
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.753,0.057,0.018,0.155,0.192
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.033,0.062,0.789,0.097,0.155
"P25","Nicolás del Caño – Myriam Bregman",0.006,0.006,0.006,0.392,0.019
"P25","Otros candidatos",0.037,0.097,0.048,0.226,0.37
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.825,0.066,0.022,0.157,0.223
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.059,0.692,0.063,0.058,0.128
"P29","Javier Milei – José Luis Espert por los liberales",0.045,0.089,0.832,0.103,0.188
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.016,0.005,0.01,0.508,0.034
"P29","Otro candidato",0.055,0.148,0.073,0.174,0.427
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.112,0.574,0.063,0.114,0.169
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.575,0.098,0.023,0.021,0.128
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.055,0.141,0.838,0.171,0.207
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.04,0.005,0.011,0.526,0.031
"P31","Otro candidato",0.218,0.182,0.065,0.168,0.465
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.581,0.078,0.029,0.121,0.184
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.086,0.706,0.17,0.107,0.164
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.056,0.084,0.746,0.122,0.185
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.035,0.013,0.004,0.492,0.024
"P33","Otro candidato",0.242,0.119,0.051,0.158,0.443
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.582,0.085,0.047,0.097,0.155
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.087,0.565,0.064,0.074,0.158
"P35","Javier Milei – José Luis Espert por los liberales",0.05,0.152,0.803,0.12,0.212
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.036,0.012,0.002,0.542,0.021
"P35","Otro candidato",0.245,0.186,0.084,0.167,0.454
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.788,0.079,0.022,0.141,0.214
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.082,0.586,0.066,0.058,0.174
"P37","Javier Milei – José Luis Espert por los liberales",0.041,0.157,0.826,0.138,0.202
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.009,0.005,0.004,0.473,0.022
"P37","Otro candidato",0.08,0.173,0.082,0.19,0.388
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.653,0.045,0.033,0.096,0.172
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.065,0.712,0.071,0.093,0.135
"P38","Javier Milei – José Luis Espert por los liberales",0.046,0.096,0.805,0.104,0.191
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.031,0.012,0.017,0.523,0.034
"P38","Otro candidato",0.205,0.135,0.074,0.184,0.468
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.808,0.097,0.056,0.358,0.228
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.105,0.769,0.441,0.127,0.2
"P39","No sabe",0.087,0.134,0.503,0.515,0.572
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.668,0.072,0.039,0.285,0.171
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.09,0.719,0.397,0.118,0.258
"P40","No sabe",0.242,0.209,0.564,0.597,0.571
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.667,0.062,0.048,0.325,0.184
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.08,0.794,0.55,0.129,0.246
"P41","No sabe",0.253,0.144,0.402,0.546,0.57
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.822,0.057,0.031,0.362,0.198
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.08,0.729,0.442,0.119,0.275
"P42","No sabe",0.098,0.214,0.527,0.519,0.527
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.674,0.056,0.037,0.308,0.179
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.079,0.729,0.419,0.118,0.296
"P43","No sabe",0.247,0.215,0.544,0.574,0.525
"P44","Mauricio Macri – María Eugenia Vidal",0.132,0.733,0.448,0.137,0.215
"P44","Sergio Massa – Wado de Pedro",0.628,0.123,0.097,0.311,0.242
"P44","No sabe",0.24,0.144,0.455,0.552,0.543
"P45","Sergio Massa – Wado de Pedro",0.649,0.115,0.067,0.325,0.186
"P45","Javier Milei – José Luis Espert",0.118,0.41,0.81,0.202,0.294
"P45","No sabe",0.233,0.475,0.123,0.473,0.52
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.162,0.563,0.073,0.192,0.208
"P46","Javier Milei – José Luis Espert",0.085,0.209,0.83,0.135,0.253
"P46","No sabe",0.753,0.228,0.097,0.673,0.539
"P47","Muy buena",0.138,0.073,0.021,0.028,0.027
"P47","Buena",0.33,0.034,0.072,0.066,0.069
"P47","Ni buena ni mala",0.339,0.056,0.044,0.249,0.266
"P47","Mala",0.108,0.096,0.103,0.287,0.19
"P47","Muy mala",0.072,0.73,0.756,0.36,0.412
"P47","No sabe",0.013,0.011,0.004,0.01,0.036
"P48","Muy buena",0.182,0.028,0.02,0.026,0.044
"P48","Buena",0.317,0.025,0.019,0.076,0.059
"P48","Ni buena ni mala",0.272,0.041,0.04,0.213,0.217
"P48","Mala",0.121,0.103,0.094,0.251,0.234
"P48","Muy mala",0.102,0.792,0.825,0.434,0.417
"P48","No sabe",0.006,0.011,0.002,0,0.029
"P49","Muy buena",0.632,0.037,0.016,0.172,0.102
"P49","Buena",0.163,0.02,0.012,0.121,0.09
"P49","Ni buena ni mala",0.071,0.024,0.037,0.132,0.148
"P49","Mala",0.03,0.046,0.064,0.174,0.137
"P49","Muy mala",0.098,0.868,0.87,0.398,0.497
"P49","No sabe",0.006,0.005,0.001,0.003,0.026
"P50","Muy buena",0.083,0.33,0.078,0.055,0.03
"P50","Buena",0.059,0.3,0.192,0.067,0.112
"P50","Ni buena ni mala",0.066,0.162,0.298,0.062,0.229
"P50","Mala",0.18,0.043,0.165,0.125,0.243
"P50","Muy mala",0.604,0.161,0.267,0.679,0.36
"P50","No sabe",0.008,0.004,0,0.012,0.026
"P51","Muy buena",0.048,0.287,0.073,0.03,0.046
"P51","Buena",0.059,0.378,0.178,0.105,0.161
"P51","Ni buena ni mala",0.146,0.208,0.291,0.097,0.336
"P51","Mala",0.197,0.051,0.158,0.189,0.162
"P51","Muy mala",0.521,0.063,0.293,0.572,0.22
"P51","No sabe",0.029,0.013,0.007,0.007,0.075
"P52","Muy buena",0.168,0.051,0.024,0.002,0.039
"P52","Buena",0.296,0.074,0.037,0.082,0.131
"P52","Ni buena ni mala",0.315,0.115,0.127,0.253,0.294
"P52","Mala",0.096,0.158,0.18,0.247,0.166
"P52","Muy mala",0.108,0.594,0.626,0.41,0.307
"P52","No sabe",0.017,0.008,0.006,0.006,0.063
"P53","Muy buena",0.048,0.515,0.284,0.106,0.089
"P53","Buena",0.064,0.227,0.226,0.045,0.15
"P53","Ni buena ni mala",0.126,0.117,0.226,0.146,0.226
"P53","Mala",0.135,0.043,0.1,0.098,0.155
"P53","Muy mala",0.601,0.089,0.157,0.603,0.308
"P53","No sabe",0.026,0.009,0.007,0.002,0.072
"P54","Muy buena",0.048,0.12,0.562,0.084,0.098
"P54","Buena",0.053,0.173,0.232,0.062,0.117
"P54","Ni buena ni mala",0.128,0.396,0.147,0.062,0.303
"P54","Mala",0.135,0.166,0.03,0.112,0.138
"P54","Muy mala",0.61,0.127,0.028,0.666,0.279
"P54","No sabe",0.026,0.018,0.001,0.014,0.065
"P55","Muy buena",0.03,0.321,0.147,0.058,0.115
"P55","Buena",0.053,0.357,0.209,0.09,0.144
"P55","Ni buena ni mala",0.114,0.199,0.257,0.149,0.276
"P55","Mala",0.149,0.054,0.148,0.226,0.153
"P55","Muy mala",0.628,0.059,0.231,0.463,0.252
"P55","No sabe",0.026,0.01,0.008,0.014,0.06
"P56","Muy buena",0.147,0.046,0.036,0.036,0.051
"P56","Buena",0.352,0.052,0.036,0.082,0.114
"P56","Ni buena ni mala",0.283,0.119,0.108,0.203,0.276
"P56","Mala",0.073,0.202,0.146,0.253,0.219
"P56","Muy mala",0.128,0.575,0.663,0.405,0.29
"P56","No sabe",0.017,0.006,0.011,0.021,0.05
"P57","Muy buena",0.057,0.08,0.066,0.089,0.095
"P57","Buena",0.129,0.125,0.106,0.162,0.137
"P57","Ni buena ni mala",0.407,0.295,0.278,0.232,0.342
"P57","Mala",0.157,0.201,0.154,0.201,0.153
"P57","Muy mala",0.182,0.27,0.336,0.299,0.143
"P57","No sabe",0.068,0.029,0.06,0.017,0.13
"P58","Muy buena",0.026,0.098,0.044,0.031,0.048
"P58","Buena",0.042,0.218,0.1,0.069,0.104
"P58","Ni buena ni mala",0.294,0.394,0.36,0.199,0.363
"P58","Mala",0.155,0.121,0.12,0.134,0.135
"P58","Muy mala",0.405,0.11,0.308,0.497,0.182
"P58","No sabe",0.078,0.059,0.068,0.07,0.168
"P59","Siempre",0.333,0.333,0.293,0.328,0.247
"P59","Casi siempre",0.367,0.402,0.355,0.339,0.385
"P59","Casi nunca",0.199,0.183,0.256,0.245,0.223
"P59","Nunca, pero esta es una excepción",0.101,0.082,0.096,0.088,0.145
"P60","Si",0.603,0.58,0.539,0.631,0.469
"P60","No",0.397,0.42,0.461,0.369,0.531
