"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P17","La votaría",0.774,0.627,0.44,0.896
"P17","Puede que la vote",0.129,0.189,0.17,0.049
"P17","Nunca la votaría",0.073,0.145,0.357,0.047
"P17","No sabe",0.024,0.039,0.033,0.008
"P18","Lo votaría",0.148,0.112,0.102,0.052
"P18","Puede que lo vote",0.127,0.124,0.139,0.024
"P18","Nunca lo votaría",0.621,0.693,0.686,0.894
"P18","No sabe",0.104,0.071,0.073,0.03
"P19","Lo votaría",0.033,0.072,0.065,0.02
"P19","Puede que lo vote",0.167,0.252,0.209,0.145
"P19","Nunca lo votaría",0.616,0.548,0.553,0.723
"P19","No sabe",0.184,0.128,0.173,0.112
"P20","La votaría",0.076,0.041,0.118,0.015
"P20","Puede que la vote",0.095,0.066,0.148,0.024
"P20","Nunca la votaría",0.72,0.836,0.664,0.943
"P20","No sabe",0.109,0.057,0.07,0.018
"P21","Lo votaría",0.065,0.08,0.118,0.027
"P21","Puede que lo vote",0.129,0.086,0.126,0.012
"P21","Nunca lo votaría",0.703,0.776,0.697,0.941
"P21","No sabe",0.103,0.058,0.059,0.02
"P22","La votaría",0.056,0.067,0.059,0.013
"P22","Puede que la vote",0.107,0.078,0.147,0.024
"P22","Nunca la votaría",0.698,0.754,0.694,0.921
"P22","No sabe",0.139,0.101,0.1,0.042
"P23","Lo votaría",0.175,0.216,0.144,0.157
"P23","Puede que lo vote",0.283,0.383,0.348,0.554
"P23","Nunca lo votaría",0.429,0.332,0.421,0.214
"P23","No sabe",0.113,0.069,0.087,0.075
"P24","Lo votaría",0.058,0.038,0.064,0.015
"P24","Puede que lo vote",0.143,0.158,0.097,0.07
"P24","Nunca lo votaría",0.642,0.696,0.713,0.822
"P24","No sabe",0.157,0.108,0.126,0.093
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.042,0.019,0.148,0.009
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.034,0.024,0.072,0.014
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.246,0.1,0.069,0.013
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.63,0.756,0.528,0.925
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.016,0.057,0.071,0.013
"P25","Nicolás del Caño – Myriam Bregman",0.005,0.004,0.015,0.003
"P25","Otros candidatos",0.027,0.04,0.097,0.023
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.812,0.834,0.551,0.943
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.052,0.035,0.192,0.015
"P29","Javier Milei – José Luis Espert por los liberales",0.031,0.066,0.102,0.019
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.025,0.013,0.027,0.007
"P29","Otro candidato",0.08,0.052,0.128,0.016
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.153,0.142,0.169,0.05
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.712,0.595,0.368,0.564
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.054,0.067,0.113,0.023
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.01,0.039,0.054,0.057
"P31","Otro candidato",0.071,0.157,0.296,0.306
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.505,0.758,0.373,0.646
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.107,0.077,0.185,0.031
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.067,0.074,0.09,0.027
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.035,0.008,0.044,0.046
"P33","Otro candidato",0.286,0.083,0.308,0.25
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.469,0.731,0.394,0.663
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.115,0.094,0.174,0.031
"P35","Javier Milei – José Luis Espert por los liberales",0.059,0.061,0.109,0.014
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.052,0.006,0.052,0.041
"P35","Otro candidato",0.305,0.108,0.271,0.251
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.768,0.768,0.552,0.907
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.082,0.084,0.178,0.041
"P37","Javier Milei – José Luis Espert por los liberales",0.023,0.063,0.11,0.012
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.017,0.007,0.014,0.005
"P37","Otro candidato",0.11,0.078,0.146,0.035
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.629,0.824,0.403,0.711
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.069,0.039,0.191,0.021
"P38","Javier Milei – José Luis Espert por los liberales",0.039,0.059,0.11,0.012
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.037,0.014,0.024,0.04
"P38","Otro candidato",0.226,0.064,0.272,0.216
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.81,0.774,0.573,0.927
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.089,0.124,0.238,0.048
"P39","No sabe",0.101,0.102,0.189,0.025
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.783,0.679,0.405,0.715
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.052,0.107,0.278,0.024
"P40","No sabe",0.165,0.214,0.317,0.261
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.608,0.81,0.419,0.765
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.069,0.065,0.257,0.02
"P41","No sabe",0.323,0.125,0.324,0.215
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.768,0.842,0.59,0.951
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.063,0.067,0.26,0.021
"P42","No sabe",0.169,0.091,0.15,0.028
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.609,0.809,0.403,0.793
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.051,0.058,0.263,0.025
"P43","No sabe",0.34,0.133,0.334,0.182
"P44","Mauricio Macri – María Eugenia Vidal",0.145,0.126,0.228,0.083
"P44","Sergio Massa – Wado de Pedro",0.514,0.756,0.476,0.724
"P44","No sabe",0.341,0.118,0.296,0.193
"P45","Sergio Massa – Wado de Pedro",0.549,0.769,0.476,0.743
"P45","Javier Milei – José Luis Espert",0.12,0.14,0.189,0.079
"P45","No sabe",0.331,0.091,0.335,0.178
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.19,0.22,0.175,0.119
"P46","Javier Milei – José Luis Espert",0.058,0.132,0.192,0.029
"P46","No sabe",0.752,0.648,0.633,0.852
"P47","Muy buena",0.253,0.149,0.122,0.074
"P47","Buena",0.278,0.356,0.23,0.399
"P47","Ni buena ni mala",0.337,0.36,0.274,0.358
"P47","Mala",0.066,0.072,0.155,0.127
"P47","Muy mala",0.04,0.058,0.213,0.033
"P47","No sabe",0.026,0.005,0.006,0.009
"P48","Muy buena",0.476,0.163,0.045,0.079
"P48","Buena",0.268,0.37,0.209,0.373
"P48","Ni buena ni mala",0.179,0.297,0.236,0.331
"P48","Mala",0.02,0.099,0.18,0.164
"P48","Muy mala",0.041,0.071,0.319,0.051
"P48","No sabe",0.016,0,0.011,0.002
"P49","Muy buena",0.608,0.516,0.304,0.843
"P49","Buena",0.208,0.24,0.182,0.085
"P49","Ni buena ni mala",0.105,0.095,0.107,0.029
"P49","Mala",0.016,0.054,0.07,0.013
"P49","Muy mala",0.05,0.091,0.337,0.025
"P49","No sabe",0.013,0.004,0,0.005
"P50","Muy buena",0.105,0.074,0.099,0.06
"P50","Buena",0.062,0.066,0.151,0.015
"P50","Ni buena ni mala",0.093,0.116,0.107,0.01
"P50","Mala",0.283,0.232,0.156,0.121
"P50","Muy mala",0.445,0.502,0.477,0.791
"P50","No sabe",0.012,0.01,0.01,0.003
"P51","Muy buena",0.073,0.048,0.102,0.011
"P51","Buena",0.06,0.074,0.164,0.015
"P51","Ni buena ni mala",0.173,0.224,0.21,0.056
"P51","Mala",0.272,0.236,0.151,0.175
"P51","Muy mala",0.371,0.404,0.345,0.729
"P51","No sabe",0.051,0.014,0.028,0.014
"P52","Muy buena",0.19,0.415,0.1,0.078
"P52","Buena",0.284,0.321,0.225,0.348
"P52","Ni buena ni mala",0.307,0.161,0.32,0.366
"P52","Mala",0.091,0.044,0.115,0.12
"P52","Muy mala",0.104,0.059,0.231,0.068
"P52","No sabe",0.024,0,0.009,0.02
"P53","Muy buena",0.057,0.033,0.151,0.007
"P53","Buena",0.09,0.077,0.079,0.035
"P53","Ni buena ni mala",0.212,0.147,0.115,0.059
"P53","Mala",0.189,0.19,0.123,0.089
"P53","Muy mala",0.418,0.548,0.492,0.794
"P53","No sabe",0.034,0.005,0.04,0.016
"P54","Muy buena",0.039,0.051,0.143,0.009
"P54","Buena",0.05,0.059,0.136,0.014
"P54","Ni buena ni mala",0.22,0.142,0.168,0.041
"P54","Mala",0.191,0.192,0.113,0.095
"P54","Muy mala",0.456,0.543,0.411,0.828
"P54","No sabe",0.044,0.013,0.029,0.013
"P55","Muy buena",0.025,0.027,0.08,0.01
"P55","Buena",0.062,0.049,0.152,0.01
"P55","Ni buena ni mala",0.164,0.171,0.182,0.028
"P55","Mala",0.247,0.193,0.101,0.106
"P55","Muy mala",0.471,0.547,0.439,0.837
"P55","No sabe",0.031,0.013,0.046,0.009
"P56","Muy buena",0.175,0.233,0.122,0.112
"P56","Buena",0.287,0.302,0.27,0.459
"P56","Ni buena ni mala",0.238,0.242,0.325,0.312
"P56","Mala",0.084,0.075,0.084,0.054
"P56","Muy mala",0.177,0.128,0.19,0.06
"P56","No sabe",0.039,0.02,0.009,0.003
"P57","Muy buena",0.09,0.094,0.043,0.027
"P57","Buena",0.13,0.208,0.113,0.111
"P57","Ni buena ni mala",0.404,0.403,0.407,0.424
"P57","Mala",0.144,0.099,0.103,0.219
"P57","Muy mala",0.15,0.148,0.251,0.177
"P57","No sabe",0.082,0.048,0.083,0.042
"P58","Muy buena",0.049,0.007,0.05,0.013
"P58","Buena",0.042,0.091,0.073,0.014
"P58","Ni buena ni mala",0.333,0.376,0.361,0.184
"P58","Mala",0.182,0.202,0.143,0.152
"P58","Muy mala",0.272,0.253,0.283,0.609
"P58","No sabe",0.122,0.071,0.09,0.028
"P59","Siempre",0.33,0.315,0.274,0.376
"P59","Casi siempre",0.317,0.365,0.361,0.412
"P59","Casi nunca",0.194,0.212,0.275,0.159
"P59","Nunca, pero esta es una excepción",0.159,0.108,0.09,0.053
"P60","Si",0.612,0.598,0.573,0.62
"P60","No",0.388,0.402,0.427,0.38
