"var","categoria","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos","Javier Milei presidente – José Luis Espert por los liberales","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda","Otro candidato"
"P17","Nunca la votaría",0.858,0.129,0.903,0.382,0.541
"P17","No sabe",0.015,0.028,0.016,0.056,0.079
"P18","Lo votaría",0.397,0.089,0.066,0.053,0.065
"P18","Puede que lo vote",0.371,0.113,0.269,0.08,0.205
"P18","Nunca lo votaría",0.187,0.725,0.582,0.789,0.6
"P18","No sabe",0.045,0.073,0.083,0.078,0.13
"P19","Lo votaría",0.109,0.049,0.047,0.098,0.082
"P19","Puede que lo vote",0.318,0.188,0.217,0.15,0.17
"P19","Nunca lo votaría",0.475,0.597,0.587,0.652,0.586
"P19","No sabe",0.098,0.166,0.149,0.1,0.162
"P20","La votaría",0.431,0.063,0.306,0.066,0.201
"P20","Puede que la vote",0.274,0.071,0.303,0.066,0.13
"P20","Nunca la votaría",0.238,0.794,0.319,0.862,0.569
"P20","No sabe",0.057,0.072,0.072,0.006,0.1
"P21","Lo votaría",0.102,0.041,0.656,0.039,0.047
"P21","Puede que lo vote",0.26,0.096,0.246,0.053,0.144
"P21","Nunca lo votaría",0.567,0.789,0.083,0.868,0.695
"P21","No sabe",0.071,0.074,0.015,0.04,0.114
"P22","La votaría",0.268,0.047,0.155,0.035,0.067
"P22","Puede que la vote",0.341,0.094,0.249,0.087,0.189
"P22","Nunca la votaría",0.292,0.761,0.499,0.83,0.62
"P22","No sabe",0.099,0.098,0.097,0.048,0.124
"P23","Lo votaría",0.053,0.192,0.031,0.059,0.058
"P23","Puede que lo vote",0.097,0.419,0.06,0.264,0.208
"P23","Nunca lo votaría",0.805,0.31,0.858,0.574,0.61
"P23","No sabe",0.045,0.079,0.051,0.103,0.124
"P24","Lo votaría",0.127,0.028,0.03,0.049,0.031
"P24","Puede que lo vote",0.294,0.143,0.115,0.072,0.123
"P24","Nunca lo votaría",0.482,0.687,0.722,0.807,0.679
"P24","No sabe",0.097,0.142,0.133,0.072,0.167
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.469,0.083,0.121,0.023,0.155
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.343,0.027,0.041,0.046,0.045
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.027,0.134,0.01,0.024,0.02
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.099,0.722,0.038,0.379,0.346
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.015,0.008,0.749,0.041,0.038
"P25","Nicolás del Caño – Myriam Bregman",0.002,0.007,0.004,0.415,0.007
"P25","Otros candidatos",0.045,0.019,0.037,0.072,0.389
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.129,0.827,0.033,0.304,0.346
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.683,0.101,0.12,0.042,0.168
"P29","Javier Milei – José Luis Espert por los liberales",0.049,0.014,0.816,0.029,0.025
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0.009,0.006,0.58,0.011
"P29","Otro candidato",0.129,0.049,0.025,0.045,0.45
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.139,0.64,0.03,0.24,0.19
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.688,0.132,0.197,0.054,0.225
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.039,0.032,0.745,0.054,0.025
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.016,0.029,0.002,0.596,0.005
"P33","Otro candidato",0.118,0.167,0.026,0.056,0.555
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.121,0.634,0.04,0.262,0.208
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.733,0.113,0.044,0.028,0.073
"P35","Javier Milei – José Luis Espert por los liberales",0.042,0.025,0.865,0.054,0.045
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.004,0.036,0.004,0.595,0.013
"P35","Otro candidato",0.1,0.192,0.047,0.061,0.661
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.139,0.776,0.037,0.385,0.327
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.738,0.109,0.047,0.051,0.095
"P37","Javier Milei – José Luis Espert por los liberales",0.044,0.03,0.875,0.032,0.051
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.003,0.012,0.003,0.451,0.007
"P37","Otro candidato",0.076,0.073,0.038,0.081,0.52
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.116,0.674,0.033,0.274,0.212
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.693,0.105,0.144,0.019,0.197
"P38","Javier Milei – José Luis Espert por los liberales",0.061,0.017,0.786,0.056,0.032
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.006,0.036,0.007,0.591,0.018
"P38","Otro candidato",0.124,0.168,0.03,0.06,0.541
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.142,0.797,0.054,0.557,0.373
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.727,0.127,0.455,0.08,0.282
"P39","No sabe",0.131,0.076,0.491,0.363,0.345
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.103,0.781,0.032,0.39,0.17
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.794,0.106,0.41,0.102,0.171
"P40","No sabe",0.103,0.113,0.558,0.508,0.659
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.102,0.685,0.043,0.532,0.256
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.729,0.097,0.571,0.084,0.307
"P41","No sabe",0.169,0.218,0.386,0.384,0.437
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.116,0.793,0.041,0.541,0.344
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.769,0.106,0.45,0.12,0.202
"P42","No sabe",0.115,0.101,0.509,0.339,0.454
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.089,0.688,0.041,0.44,0.266
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.792,0.102,0.44,0.101,0.19
"P43","No sabe",0.119,0.21,0.519,0.459,0.544
"P44","Mauricio Macri – María Eugenia Vidal",0.697,0.149,0.478,0.079,0.278
"P44","Sergio Massa – Wado de Pedro",0.163,0.638,0.102,0.496,0.279
"P44","No sabe",0.14,0.213,0.42,0.425,0.443
"P45","Sergio Massa – Wado de Pedro",0.153,0.641,0.079,0.511,0.269
"P45","Javier Milei – José Luis Espert",0.352,0.134,0.814,0.131,0.19
"P45","No sabe",0.495,0.225,0.107,0.358,0.541
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.705,0.169,0.049,0.189,0.169
"P46","Javier Milei – José Luis Espert",0.098,0.076,0.86,0.132,0.138
"P46","No sabe",0.197,0.755,0.091,0.679,0.693
"P47","Muy buena",0.081,0.177,0.013,0.05,0.035
"P47","Buena",0.041,0.33,0.095,0.12,0.109
"P47","Ni buena ni mala",0.089,0.332,0.068,0.293,0.22
"P47","Mala",0.129,0.065,0.083,0.364,0.167
"P47","Muy mala",0.646,0.086,0.732,0.161,0.445
"P47","No sabe",0.014,0.01,0.009,0.012,0.024
"P48","Muy buena",0.046,0.237,0.008,0.086,0.014
"P48","Buena",0.043,0.334,0.019,0.109,0.109
"P48","Ni buena ni mala",0.07,0.256,0.055,0.243,0.191
"P48","Mala",0.127,0.065,0.098,0.311,0.206
"P48","Muy mala",0.704,0.103,0.811,0.251,0.461
"P48","No sabe",0.01,0.005,0.009,0,0.019
"P49","Muy buena",0.078,0.595,0.017,0.353,0.258
"P49","Buena",0.038,0.169,0.019,0.147,0.071
"P49","Ni buena ni mala",0.025,0.088,0.036,0.136,0.094
"P49","Mala",0.064,0.032,0.064,0.175,0.062
"P49","Muy mala",0.789,0.111,0.859,0.187,0.501
"P49","No sabe",0.006,0.005,0.005,0.002,0.014
"P50","Muy buena",0.29,0.088,0.107,0.056,0.135
"P50","Buena",0.301,0.064,0.195,0.042,0.12
"P50","Ni buena ni mala",0.156,0.073,0.277,0.047,0.163
"P50","Mala",0.076,0.186,0.152,0.128,0.154
"P50","Muy mala",0.169,0.583,0.267,0.717,0.413
"P50","No sabe",0.008,0.006,0.002,0.01,0.015
"P51","Muy buena",0.343,0.051,0.05,0.061,0.055
"P51","Buena",0.399,0.073,0.192,0.042,0.136
"P51","Ni buena ni mala",0.137,0.149,0.343,0.097,0.275
"P51","Mala",0.04,0.202,0.149,0.182,0.164
"P51","Muy mala",0.07,0.475,0.251,0.615,0.339
"P51","No sabe",0.011,0.05,0.015,0.003,0.031
"P52","Muy buena",0.072,0.185,0.017,0.074,0.043
"P52","Buena",0.092,0.306,0.051,0.144,0.139
"P52","Ni buena ni mala",0.144,0.287,0.153,0.285,0.253
"P52","Mala",0.17,0.082,0.158,0.259,0.156
"P52","Muy mala",0.518,0.115,0.607,0.235,0.374
"P52","No sabe",0.004,0.025,0.014,0.003,0.035
"P53","Muy buena",0.413,0.088,0.323,0.044,0.197
"P53","Buena",0.241,0.058,0.207,0.064,0.132
"P53","Ni buena ni mala",0.148,0.11,0.233,0.073,0.144
"P53","Mala",0.068,0.148,0.09,0.077,0.102
"P53","Muy mala",0.127,0.546,0.135,0.738,0.395
"P53","No sabe",0.003,0.05,0.012,0.004,0.03
"P54","Muy buena",0.085,0.047,0.541,0.032,0.04
"P54","Buena",0.139,0.052,0.272,0.065,0.075
"P54","Ni buena ni mala",0.416,0.168,0.126,0.07,0.272
"P54","Mala",0.173,0.136,0.031,0.091,0.17
"P54","Muy mala",0.169,0.558,0.023,0.733,0.409
"P54","No sabe",0.018,0.039,0.007,0.009,0.034
"P55","Muy buena",0.328,0.049,0.167,0.011,0.092
"P55","Buena",0.332,0.06,0.235,0.079,0.154
"P55","Ni buena ni mala",0.168,0.119,0.265,0.099,0.24
"P55","Mala",0.058,0.171,0.125,0.167,0.129
"P55","Muy mala",0.102,0.567,0.195,0.61,0.359
"P55","No sabe",0.012,0.034,0.013,0.034,0.026
"P56","Muy buena",0.055,0.188,0.027,0.049,0.04
"P56","Buena",0.065,0.351,0.056,0.128,0.156
"P56","Ni buena ni mala",0.125,0.243,0.139,0.297,0.262
"P56","Mala",0.22,0.056,0.159,0.243,0.16
"P56","Muy mala",0.526,0.139,0.604,0.268,0.36
"P56","No sabe",0.009,0.023,0.015,0.015,0.022
"P57","Muy buena",0.109,0.047,0.045,0.115,0.079
"P57","Buena",0.145,0.124,0.116,0.067,0.125
"P57","Ni buena ni mala",0.317,0.417,0.307,0.229,0.299
"P57","Mala",0.184,0.156,0.161,0.204,0.179
"P57","Muy mala",0.21,0.172,0.304,0.347,0.257
"P57","No sabe",0.035,0.084,0.067,0.038,0.061
"P58","Muy buena",0.136,0.009,0.033,0.065,0.035
"P58","Buena",0.249,0.051,0.094,0.014,0.086
"P58","Ni buena ni mala",0.381,0.326,0.376,0.141,0.325
"P58","Mala",0.092,0.166,0.125,0.176,0.154
"P58","Muy mala",0.087,0.35,0.285,0.54,0.309
"P58","No sabe",0.055,0.098,0.087,0.064,0.091
"P59","Siempre",0.344,0.352,0.274,0.276,0.287
"P59","Casi siempre",0.386,0.355,0.389,0.421,0.369
"P59","Casi nunca",0.177,0.192,0.243,0.227,0.227
"P59","Nunca, pero esta es una excepción",0.093,0.101,0.094,0.076,0.117
"P60","Si",0.568,0.611,0.553,0.619,0.518
"P60","No",0.432,0.389,0.447,0.381,0.482
