"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P17","Nunca la votaría",0.166,0.196,0.333,0.06
"P17","No sabe",0.067,0.088,0.038,0.006
"P18","Lo votaría",0.039,0.144,0.126,0.011
"P18","Puede que lo vote",0.1,0.059,0.132,0.032
"P18","Nunca lo votaría",0.701,0.686,0.71,0.931
"P18","No sabe",0.16,0.111,0.032,0.026
"P19","Lo votaría",0.069,0.056,0.11,0.023
"P19","Puede que lo vote",0.084,0.116,0.134,0.062
"P19","Nunca lo votaría",0.7,0.654,0.616,0.784
"P19","No sabe",0.147,0.174,0.14,0.131
"P20","La votaría",0.077,0.04,0.128,0.017
"P20","Puede que la vote",0.094,0.096,0.106,0.013
"P20","Nunca la votaría",0.761,0.774,0.744,0.945
"P20","No sabe",0.068,0.09,0.022,0.025
"P21","Lo votaría",0.027,0.039,0.064,0.034
"P21","Puede que lo vote",0.1,0.052,0.108,0.027
"P21","Nunca lo votaría",0.765,0.771,0.771,0.912
"P21","No sabe",0.108,0.138,0.057,0.027
"P22","La votaría",0.099,0.139,0.109,0.044
"P22","Puede que la vote",0.077,0.062,0.118,0.026
"P22","Nunca la votaría",0.729,0.698,0.681,0.885
"P22","No sabe",0.095,0.101,0.092,0.045
"P23","Lo votaría",0.191,0.218,0.239,0.232
"P23","Puede que lo vote",0.329,0.298,0.302,0.505
"P23","Nunca lo votaría",0.32,0.369,0.387,0.159
"P23","No sabe",0.16,0.115,0.072,0.104
"P24","Lo votaría",0.032,0.036,0.067,0.008
"P24","Puede que lo vote",0.065,0.086,0.128,0.045
"P24","Nunca lo votaría",0.709,0.696,0.636,0.838
"P24","No sabe",0.194,0.182,0.169,0.109
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.026,0.048,0.137,0.011
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.007,0.032,0.066,0.006
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.443,0.158,0.111,0.015
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.478,0.659,0.432,0.949
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.012,0.026,0.065,0.002
"P25","Otros candidatos",0.034,0.077,0.189,0.017
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.63,0.65,0.496,0.901
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.104,0.063,0.134,0.018
"P29","Javier Milei – José Luis Espert por los liberales",0.077,0.146,0.025,0.041
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.097,0.066,0.042,0.023
"P29","Otro candidato",0.092,0.075,0.303,0.017
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.024,0.165,0.138,0.035
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.775,0.508,0.425,0.569
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.034,0.047,0.056,0.011
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.042,0.061,0.039,0.048
"P31","Otro candidato",0.125,0.219,0.342,0.337
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.521,0.697,0.383,0.695
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.072,0.083,0.161,0.014
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.022,0.052,0.086,0.01
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.079,0.024,0.025,0.031
"P33","Otro candidato",0.306,0.144,0.345,0.25
"P35","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.845,0.691,0.57,0.951
"P35","Mauricio Macri presidente – María Eugenia Vidal vice",0.058,0.133,0.258,0.032
"P35","No sabe",0.097,0.176,0.172,0.017
"P36","Alberto Fernández presidente – Daniel Scioli vice",0.885,0.655,0.494,0.795
"P36","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.021,0.096,0.244,0.022
"P36","No sabe",0.094,0.249,0.262,0.183
"P37","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.69,0.734,0.467,0.821
"P37","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.019,0.025,0.25,0.003
"P37","No sabe",0.291,0.241,0.283,0.176
"P38","Muy buena",0.296,0.222,0.056,0.115
"P38","Buena",0.408,0.245,0.313,0.391
"P38","Ni buena ni mala",0.261,0.365,0.342,0.357
"P38","Mala",0.009,0.136,0.109,0.111
"P38","Muy mala",0.026,0.032,0.171,0.014
"P38","No sabe",0,0,0.009,0.012
"P39","Muy buena",0.322,0.139,0.054,0.058
"P39","Buena",0.502,0.302,0.229,0.374
"P39","Ni buena ni mala",0.095,0.358,0.262,0.405
"P39","Mala",0.068,0.117,0.156,0.126
"P39","Muy mala",0.013,0.084,0.294,0.025
"P39","No sabe",0,0,0.005,0.012
"P40","Muy buena",0.474,0.425,0.299,0.801
"P40","Buena",0.264,0.341,0.158,0.112
"P40","Ni buena ni mala",0.132,0.095,0.137,0.063
"P40","Mala",0.081,0.029,0.079,0.017
"P40","Muy mala",0.042,0.087,0.32,0.007
"P40","No sabe",0.007,0.023,0.007,0
"P41","Muy buena",0.093,0.104,0.097,0.042
"P41","Buena",0.022,0.033,0.114,0.013
"P41","Ni buena ni mala",0.104,0.097,0.115,0.042
"P41","Mala",0.228,0.25,0.213,0.14
"P41","Muy mala",0.528,0.506,0.456,0.762
"P41","No sabe",0.025,0.01,0.005,0.001
"P42","Muy buena",0.035,0.018,0.093,0.005
"P42","Buena",0.03,0.099,0.155,0.015
"P42","Ni buena ni mala",0.215,0.204,0.241,0.092
"P42","Mala",0.181,0.293,0.165,0.191
"P42","Muy mala",0.508,0.372,0.34,0.692
"P42","No sabe",0.031,0.014,0.006,0.005
"P43","Muy buena",0.14,0.402,0.071,0.053
"P43","Buena",0.306,0.261,0.365,0.32
"P43","Ni buena ni mala",0.298,0.164,0.274,0.479
"P43","Mala",0.075,0.096,0.111,0.078
"P43","Muy mala",0.154,0.077,0.176,0.064
"P43","No sabe",0.027,0,0.003,0.006
"P44","Muy buena",0.017,0.13,0.062,0.002
"P44","Buena",0.073,0.083,0.076,0.022
"P44","Ni buena ni mala",0.197,0.098,0.164,0.064
"P44","Mala",0.132,0.22,0.167,0.109
"P44","Muy mala",0.505,0.455,0.503,0.795
"P44","No sabe",0.076,0.014,0.028,0.008
"P45","Muy buena",0.016,0.008,0.075,0
"P45","Buena",0.023,0.005,0.131,0.007
"P45","Ni buena ni mala",0.182,0.077,0.179,0.037
"P45","Mala",0.2,0.298,0.186,0.108
"P45","Muy mala",0.558,0.603,0.419,0.843
"P45","No sabe",0.021,0.009,0.01,0.005
"P46","Muy buena",0.148,0.169,0.192,0.095
"P46","Buena",0.352,0.39,0.342,0.422
"P46","Ni buena ni mala",0.24,0.222,0.251,0.354
"P46","Mala",0.123,0.086,0.072,0.048
"P46","Muy mala",0.115,0.12,0.137,0.077
"P46","No sabe",0.022,0.013,0.006,0.004
"P47","Muy buena",0.025,0.063,0.021,0.009
"P47","Buena",0.074,0.171,0.065,0.027
"P47","Ni buena ni mala",0.329,0.202,0.347,0.143
"P47","Mala",0.135,0.262,0.22,0.187
"P47","Muy mala",0.319,0.259,0.283,0.596
"P47","No sabe",0.118,0.043,0.064,0.038
