"clase","Opinión","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa","Buena",0.14,0.142,0.139,0.082,0.136,0.167,0.192,0.143,0.145,0.132,0.124,0.157,0.15,0.145,0.291,0.055,0.009
"Sergio Massa","Ni buena ni mala",0.218,0.189,0.245,0.26,0.226,0.202,0.164,0.232,0.219,0.203,0.195,0.271,0.262,0.209,0.293,0.118,0.226
"Sergio Massa","Mala",0.144,0.153,0.136,0.188,0.118,0.137,0.158,0.145,0.147,0.139,0.152,0.145,0.104,0.142,0.086,0.177,0.171
"Sergio Massa","Muy mala",0.412,0.434,0.39,0.389,0.442,0.409,0.372,0.35,0.418,0.466,0.452,0.336,0.35,0.419,0.163,0.617,0.545
"Sergio Massa","No sabe",0.024,0.021,0.028,0.024,0.029,0.018,0.024,0.041,0.024,0.008,0.016,0.045,0.027,0.022,0.049,0.007,0
"Gerardo Morales","Muy buena",0.047,0.046,0.048,0.051,0.041,0.036,0.07,0.061,0.042,0.039,0.036,0.062,0.099,0.043,0.02,0.058,0.012
"Gerardo Morales","Buena",0.106,0.11,0.102,0.035,0.111,0.139,0.142,0.103,0.102,0.115,0.105,0.101,0.098,0.111,0.083,0.17,0.075
"Gerardo Morales","Ni buena ni mala",0.3,0.285,0.314,0.319,0.293,0.294,0.299,0.309,0.31,0.276,0.302,0.315,0.303,0.291,0.223,0.329,0.333
"Gerardo Morales","Mala",0.149,0.168,0.131,0.138,0.144,0.161,0.157,0.154,0.131,0.168,0.166,0.148,0.118,0.138,0.174,0.158,0.144
"Gerardo Morales","Muy mala",0.301,0.316,0.287,0.314,0.32,0.299,0.242,0.25,0.308,0.344,0.324,0.226,0.331,0.311,0.383,0.189,0.355
"Gerardo Morales","No sabe",0.097,0.075,0.118,0.143,0.091,0.071,0.09,0.123,0.107,0.058,0.067,0.148,0.051,0.106,0.117,0.096,0.081
"Alberto Fernandez","Muy buena",0.048,0.041,0.054,0.029,0.051,0.047,0.067,0.073,0.04,0.033,0.044,0.038,0.066,0.053,0.108,0.01,0
"Alberto Fernandez","Buena",0.129,0.12,0.137,0.086,0.134,0.147,0.147,0.117,0.14,0.124,0.118,0.115,0.143,0.142,0.282,0.02,0.16
"Alberto Fernandez","Ni buena ni mala",0.176,0.151,0.2,0.173,0.172,0.19,0.17,0.212,0.166,0.153,0.159,0.199,0.155,0.183,0.309,0.046,0.126
"Alberto Fernandez","Mala",0.126,0.127,0.125,0.135,0.126,0.113,0.134,0.112,0.13,0.135,0.13,0.141,0.149,0.113,0.129,0.124,0.144
"Alberto Fernandez","Muy mala",0.51,0.555,0.469,0.555,0.507,0.499,0.475,0.474,0.51,0.549,0.541,0.485,0.487,0.499,0.157,0.799,0.57
"Alberto Fernandez","No sabe",0.011,0.006,0.015,0.022,0.01,0.004,0.007,0.012,0.014,0.006,0.008,0.022,0,0.01,0.015,0.001,0
