"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P21","No sabe",0.152,0.071,0.076,0.085,0.098
"P22","Lo votaría",0.383,0.298,0.356,0.232,0.299
"P22","Puede que lo vote",0.289,0.389,0.402,0.241,0.473
"P22","Nunca lo votaría",0.224,0.232,0.173,0.425,0.191
"P22","No sabe",0.104,0.081,0.069,0.102,0.037
"P23","Lo votaría",0.347,0.565,0.511,0.065,0.196
"P23","Puede que lo vote",0.359,0.317,0.316,0.223,0.322
"P23","Nunca lo votaría",0.204,0.085,0.136,0.647,0.436
"P23","No sabe",0.09,0.033,0.037,0.065,0.046
"P24","Lo votaría",0.389,0.456,0.338,0.16,0.329
"P24","Puede que lo vote",0.351,0.352,0.382,0.211,0.293
"P24","Nunca lo votaría",0.197,0.155,0.227,0.568,0.333
"P24","No sabe",0.063,0.037,0.053,0.061,0.045
"P25","Lo votaría",0.207,0.46,0.411,0.104,0.26
"P25","Puede que lo vote",0.4,0.343,0.358,0.251,0.345
"P25","Nunca lo votaría",0.274,0.143,0.182,0.594,0.326
"P25","No sabe",0.119,0.054,0.049,0.051,0.069
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.08,0.349,0.433,0.024,0.024
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.074,0.309,0.358,0.083,0.07
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.092,0.048,0.021,0,0.069
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.196,0.092,0.035,0.085,0.153
"P26","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.371,0.095,0.07,0.345,0.399
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.026,0.011,0.007,0.242,0.154
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.022,0.009,0.003,0.065,0.048
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.015,0.011,0,0
"P26","A los candidatos de la izquierda",0,0.002,0,0.008,0.01
"P26","No sabe",0.139,0.07,0.062,0.148,0.073
"P27","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.081,0.357,0.397,0.018,0.01
"P27","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.061,0.32,0.39,0.045,0.05
"P27","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.059,0.044,0.021,0.022,0.137
"P27","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.211,0.09,0.036,0.098,0.093
"P27","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.339,0.094,0.068,0.322,0.434
"P27","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.024,0.005,0.005,0.222,0.03
"P27","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.018,0.003,0.002,0.029,0.02
"P27","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.011,0.003,0.006,0.019,0
"P27","A los candidatos de la izquierda",0.001,0,0,0.075,0
"P27","No sabe",0.195,0.084,0.075,0.15,0.226
"P28","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.098,0.437,0.493,0.044,0.086
"P28","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.229,0.122,0.056,0.046,0.207
"P28","A Martín Lousteau como Jefe de Gobierno",0.428,0.173,0.155,0.432,0.636
"P28","A Ricardo López Murphy como Jefe de Gobierno",0.117,0.224,0.242,0.04,0.026
"P28","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.066,0.005,0.005,0.367,0.029
"P28","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.009,0,0.012,0.044,0.016
"P28","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.015,0.019,0.021,0,0
"P28","A los candidatos de izquierda",0,0.009,0.002,0.019,0
"P28","No sabe",0.038,0.011,0.014,0.008,0
"P29","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.132,0.413,0.476,0.044,0.086
"P29","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.324,0.145,0.093,0.132,0.236
"P29","A Martín Lousteau como Jefe de Gobierno",0.293,0.179,0.17,0.328,0.543
"P29","A Ricardo López Murphy como Jefe de Gobierno",0.094,0.135,0.119,0.033,0.09
"P29","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.033,0.002,0.01,0.361,0.032
"P29","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.057,0.086,0.108,0.023,0.013
"P29","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.021,0.009,0.008,0.023,0
"P29","A los candidatos de izquierda",0.002,0.011,0.005,0.029,0
"P29","No sabe",0.044,0.02,0.011,0.027,0
"P30","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.347,0.234,0.112,0.076,0.22
"P30","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.131,0.55,0.653,0.064,0.159
"P30","A Martín Lousteau como Jefe de Gobierno",0.342,0.137,0.156,0.395,0.589
"P30","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.038,0.01,0.009,0.224,0.032
"P30","Sergio Massa presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.039,0.006,0.013,0.175,0
"P30","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.071,0.021,0.03,0.023,0
"P30","A los candidatos de la izquierda",0,0.01,0,0.027,0
"P30","No sabe",0.032,0.032,0.027,0.016,0
"P31","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.41,0.23,0.089,0.08,0.158
"P31","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.142,0.587,0.711,0.088,0.111
"P31","A Martín Lousteau como Jefe de Gobierno",0.316,0.124,0.144,0.381,0.514
"P31","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.022,0.003,0.007,0.189,0.183
"P31","Alberto Fernández presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.044,0.007,0.004,0.13,0
"P31","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.029,0.013,0.017,0.023,0
"P31","A los candidatos de la izquierda",0.002,0.005,0.003,0.037,0
"P31","No sabe",0.035,0.031,0.025,0.072,0.034
"P32","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.725,0.908,0.914,0.286,0.445
"P32","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.052,0.003,0.005,0.414,0.133
"P32","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.034,0.034,0.026,0.079,0.041
"P32","A los candidatos de la izquierda",0.008,0.013,0.002,0.045,0.067
"P32","No sabe",0.181,0.042,0.053,0.176,0.314
"P33","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.726,0.916,0.916,0.284,0.351
"P33","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.051,0.006,0.004,0.33,0.14
"P33","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.013,0.03,0.018,0.105,0.024
"P33","A los candidatos de la izquierda",0.033,0.006,0.009,0.07,0.112
"P33","No sabe",0.177,0.042,0.053,0.211,0.373
"P34","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.833,0.784,0.697,0.35,0.507
"P34","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.036,0.001,0.009,0.374,0
"P34","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.018,0.091,0.133,0.05,0.146
"P34","A los candidatos de la izquierda",0.002,0.002,0.001,0.032,0.114
"P34","No sabe",0.111,0.122,0.16,0.194,0.233
"P35","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.814,0.784,0.698,0.336,0.56
"P35","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.035,0.009,0.004,0.327,0
"P35","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.036,0.098,0.16,0.087,0.096
"P35","A los candidatos de la izquierda",0.002,0.003,0.008,0.035,0.129
"P35","No sabe",0.113,0.106,0.13,0.215,0.215
"P36","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.876,0.75,0.704,0.506,0.895
"P36","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.032,0.006,0.009,0.406,0
"P36","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.011,0.101,0.149,0.042,0
"P36","A los candidatos de la izquierda",0.02,0.004,0.009,0.02,0.018
"P36","No sabe",0.061,0.139,0.129,0.026,0.087
"P37","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.868,0.758,0.713,0.503,0.752
"P37","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.036,0.004,0.005,0.271,0.175
"P37","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.025,0.101,0.142,0.073,0
"P37","A los candidatos de la izquierda",0,0,0.011,0.032,0
"P37","No sabe",0.071,0.137,0.129,0.121,0.073
"P38","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.829,0.749,0.681,0.457,0.516
"P38","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.053,0.049,0.053,0.316,0
"P38","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.019,0.094,0.162,0.088,0.114
"P38","A los candidatos de la izquierda",0.01,0.004,0.008,0.023,0.149
"P38","No sabe",0.089,0.104,0.096,0.116,0.221
"P40","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.7,0.69,0.665,0.391,0.544
"P40","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.172,0.123,0.066,0.245,0.21
"P40","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.028,0.102,0.147,0.123,0
"P40","A los candidatos de la izquierda",0.011,0.005,0.011,0.037,0.176
"P40","No sabe",0.089,0.08,0.111,0.204,0.07
"P42","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.796,0.746,0.638,0.411,0.7
"P42","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.069,0.049,0.066,0.33,0.071
"P42","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.046,0.114,0.156,0.058,0
"P42","A los candidatos de la izquierda",0.006,0,0.007,0.024,0.132
"P42","No sabe",0.083,0.091,0.133,0.177,0.097
"P44","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.725,0.72,0.67,0.505,0.558
"P44","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.145,0.079,0.042,0.21,0.169
"P44","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.042,0.11,0.156,0.078,0
"P44","A los candidatos de la izquierda",0.003,0,0.01,0.038,0.137
"P44","No sabe",0.085,0.091,0.122,0.169,0.136
"P46","Jorge Macri por Juntos por el Cambio",0.791,0.952,0.912,0.302,0.712
"P46","Leandro Santoro por el Frente de Todos",0.069,0.005,0.009,0.371,0
"P46","No sabe",0.14,0.043,0.079,0.327,0.288
"P47","Soledad Acuña por Juntos por el Cambio",0.79,0.857,0.751,0.269,0.648
"P47","Leandro Santoro por el Frente de Todos",0.044,0.008,0.026,0.371,0
"P47","No sabe",0.166,0.135,0.223,0.36,0.352
"P48","Fernán Quirós por Juntos por el Cambio",0.894,0.895,0.853,0.451,0.686
"P48","Leandro Santoro por el Frente de Todos",0.029,0.008,0.027,0.371,0
"P48","No sabe",0.077,0.097,0.12,0.178,0.314
"P49","Martín Lousteau por Juntos por el Cambio",0.92,0.755,0.757,0.566,1
"P49","Leandro Santoro por el Frente de Todos",0.019,0.01,0.015,0.371,0
"P49","No sabe",0.061,0.235,0.228,0.063,0
"P50","María Eugenia Vidal por Juntos por el Cambio",0.842,0.884,0.815,0.418,0.645
"P50","Leandro Santoro por el Frente de Todos",0.05,0,0.016,0.357,0
"P50","No sabe",0.108,0.116,0.169,0.225,0.355
"P51","Muy buena",0.438,0.431,0.298,0.185,0.152
"P51","Buena",0.419,0.363,0.435,0.515,0.59
"P51","Ni buena ni mala",0.124,0.124,0.145,0.118,0.258
"P51","Mala",0,0.064,0.067,0.048,0
"P51","Muy mala",0.019,0.016,0.051,0.115,0
"P51","No sabe",0,0.002,0.004,0.019,0
"P52","Muy buena",0.274,0.51,0.406,0.117,0.116
"P52","Buena",0.276,0.313,0.356,0.13,0.448
"P52","Ni buena ni mala",0.328,0.149,0.182,0.287,0.177
"P52","Mala",0.06,0.018,0.033,0.237,0.112
"P52","Muy mala",0.044,0.002,0.01,0.215,0.147
"P52","No sabe",0.018,0.008,0.013,0.014,0
"P53","Muy buena",0.058,0.035,0.025,0.27,0
"P53","Buena",0.074,0.06,0.055,0.13,0.289
"P53","Ni buena ni mala",0.347,0.18,0.23,0.153,0.178
"P53","Mala",0.26,0.267,0.3,0.263,0.116
"P53","Muy mala",0.224,0.417,0.349,0.131,0.255
"P53","No sabe",0.037,0.041,0.041,0.053,0.162
"P54","Muy buena",0.341,0.405,0.299,0.179,0.131
"P54","Buena",0.309,0.326,0.378,0.281,0.423
"P54","Ni buena ni mala",0.204,0.137,0.215,0.069,0.223
"P54","Mala",0.075,0.079,0.075,0.194,0.04
"P54","Muy mala",0.055,0.051,0.033,0.263,0.183
"P54","No sabe",0.016,0.002,0,0.014,0
"P55","Muy buena",0.229,0.329,0.219,0.05,0.081
"P55","Buena",0.354,0.378,0.356,0.159,0.458
"P55","Ni buena ni mala",0.313,0.193,0.288,0.313,0.253
"P55","Mala",0.037,0.062,0.071,0.089,0.105
"P55","Muy mala",0.022,0.01,0.041,0.354,0
"P55","No sabe",0.045,0.028,0.025,0.035,0.103
"P56","Muy buena",0.367,0.198,0.269,0.413,0.571
"P56","Buena",0.292,0.316,0.279,0.14,0.429
"P56","Ni buena ni mala",0.278,0.237,0.225,0.091,0
"P56","Mala",0.023,0.132,0.151,0.103,0
"P56","Muy mala",0,0.103,0.07,0.239,0
"P56","No sabe",0.04,0.014,0.006,0.014,0
"P57","Muy buena",0.059,0.021,0.035,0.037,0.219
"P57","Buena",0.077,0.061,0.025,0.24,0
"P57","Ni buena ni mala",0.247,0.179,0.178,0.197,0.348
"P57","Mala",0.337,0.257,0.309,0.335,0.357
"P57","Muy mala",0.225,0.448,0.421,0.17,0.076
"P57","No sabe",0.055,0.034,0.032,0.021,0
"P58","Muy buena",0.251,0.584,0.508,0.132,0.217
"P58","Buena",0.302,0.224,0.249,0.203,0.353
"P58","Ni buena ni mala",0.32,0.124,0.164,0.228,0.287
"P58","Mala",0.093,0.042,0.021,0.178,0.039
"P58","Muy mala",0.018,0.022,0.049,0.224,0
"P58","No sabe",0.016,0.004,0.009,0.035,0.104
"P59","Muy buena",0.604,0.595,0.593,0.175,0.561
"P59","Buena",0.233,0.226,0.247,0.296,0.22
"P59","Ni buena ni mala",0.129,0.134,0.123,0.17,0.115
"P59","Mala",0,0.016,0.016,0.156,0
"P59","Muy mala",0,0.013,0.005,0.183,0
"P59","No sabe",0.034,0.016,0.016,0.02,0.104
"P60","Muy buena",0.058,0.037,0.033,0.149,0.036
"P60","Buena",0.045,0.02,0.02,0.116,0.099
"P60","Ni buena ni mala",0.222,0.093,0.112,0.185,0.148
"P60","Mala",0.271,0.259,0.229,0.102,0.354
"P60","Muy mala",0.359,0.549,0.556,0.39,0.363
"P60","No sabe",0.045,0.042,0.05,0.058,0
"P61","Muy buena",0.02,0.004,0.005,0.159,0
"P61","Buena",0.02,0.014,0.007,0.037,0
"P61","Ni buena ni mala",0.234,0.126,0.131,0.212,0.08
"P61","Mala",0.166,0.183,0.157,0.121,0.076
"P61","Muy mala",0.256,0.405,0.324,0.208,0.142
"P61","No sabe",0.304,0.268,0.376,0.263,0.702
"P62","Muy buena",0,0.012,0.002,0.066,0
"P62","Buena",0.02,0.006,0.005,0.057,0
"P62","Ni buena ni mala",0.087,0.014,0.009,0.326,0.04
"P62","Mala",0.165,0.116,0.1,0.137,0.036
"P62","Muy mala",0.683,0.827,0.866,0.4,0.82
"P62","No sabe",0.045,0.025,0.018,0.014,0.104
"P63","Muy buena",0.006,0.006,0.001,0,0
"P63","Buena",0.036,0,0.005,0.148,0
"P63","Ni buena ni mala",0.089,0.004,0.002,0.169,0
"P63","Mala",0.156,0.131,0.093,0.343,0.149
"P63","Muy mala",0.713,0.859,0.899,0.34,0.851
"P63","No sabe",0,0,0,0,0
"P64","Muy buena",0.02,0,0.005,0.198,0
"P64","Buena",0.031,0,0,0.158,0
"P64","Ni buena ni mala",0.025,0.005,0.003,0.028,0
"P64","Mala",0.097,0.071,0.047,0.183,0.077
"P64","Muy mala",0.827,0.916,0.943,0.433,0.923
"P64","No sabe",0,0.008,0.002,0,0
"P65","Muy buena",0.211,0.703,0.386,0.014,0.112
"P65","Buena",0.301,0.186,0.351,0.13,0.144
"P65","Ni buena ni mala",0.178,0.037,0.159,0.184,0.351
"P65","Mala",0.126,0.004,0.021,0.192,0.278
"P65","Muy mala",0.184,0.07,0.081,0.466,0.115
"P65","No sabe",0,0,0.002,0.014,0
"P66","Muy buena",0.562,0.275,0.167,0.035,0.219
"P66","Buena",0.29,0.4,0.418,0.456,0.593
"P66","Ni buena ni mala",0.122,0.161,0.236,0.119,0.073
"P66","Mala",0.013,0.099,0.113,0.058,0.078
"P66","Muy mala",0.013,0.065,0.066,0.332,0.037
"P66","No sabe",0,0,0,0,0
"P67","Muy buena",0.039,0.044,0.006,0.027,0
"P67","Buena",0.062,0.036,0.031,0.136,0.04
"P67","Ni buena ni mala",0.205,0.033,0.046,0.168,0.217
"P67","Mala",0.291,0.122,0.191,0.266,0.176
"P67","Muy mala",0.398,0.759,0.724,0.366,0.567
"P67","No sabe",0.005,0.006,0.002,0.037,0
"P68","Muy buena",0.254,0.644,0.816,0.047,0.149
"P68","Buena",0.274,0.223,0.107,0.188,0.243
"P68","Ni buena ni mala",0.262,0.039,0.008,0.244,0.394
"P68","Mala",0.118,0.004,0.005,0.04,0.175
"P68","Muy mala",0.082,0.086,0.061,0.43,0.039
"P68","No sabe",0.01,0.004,0.003,0.051,0
"P69","Muy buena",0.046,0.069,0.102,0.037,0
"P69","Buena",0.123,0.146,0.177,0.028,0.108
"P69","Ni buena ni mala",0.35,0.392,0.412,0.277,0.208
"P69","Mala",0.291,0.213,0.201,0.115,0.424
"P69","Muy mala",0.153,0.16,0.086,0.508,0.26
"P69","No sabe",0.037,0.02,0.022,0.035,0
"P70","Muy buena",0.061,0.044,0.046,0.33,0.346
"P70","Buena",0.205,0.127,0.155,0.249,0.247
"P70","Ni buena ni mala",0.454,0.355,0.384,0.188,0.329
"P70","Mala",0.164,0.246,0.228,0.14,0.039
"P70","Muy mala",0.081,0.205,0.162,0.093,0.039
"P70","No sabe",0.035,0.023,0.025,0,0
"P71","Siempre",0.262,0.382,0.36,0.277,0.229
"P71","Casi siempre",0.421,0.461,0.439,0.436,0.313
"P71","Casi nunca",0.212,0.117,0.156,0.247,0.458
"P71","Nunca, pero esta es una excepción",0.105,0.04,0.045,0.04,0
"P72","Si",0.434,0.708,0.64,0.579,0.585
"P72","No",0.566,0.292,0.36,0.421,0.415
