"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P30","Igual",0.208,0,0.53,0.264,0.252,0.192,0.451,0.17,0.515
"P30","Mejor",0.058,0,0.252,0.204,0.456,0.288,0.111,0.181,0
"P30","No sabe",0,0,0,0.057,0.043,0.061,0.105,0.142,0
"P31","Javier Milei",1,0,0.709,0.749,0.745,0.54,0.489,0.27,1
"P31","Los gobernadores",0,0,0.291,0.237,0.208,0.357,0.438,0.538,0
"P31","No sabe",0,0,0,0.014,0.047,0.103,0.073,0.192,0
"P32","Muy buena",0.153,0,0.18,0.013,0.029,0.138,0.108,0.269,0
"P32","Buena",0,0,0.074,0.057,0.105,0.098,0.241,0.162,0
"P32","Ni buena ni mala",0,0,0.095,0.224,0.221,0.372,0.218,0.293,0
"P32","Mala",0.058,0,0.241,0.404,0.313,0.087,0.355,0.165,1
"P32","Muy mala",0.789,0,0.335,0.302,0.332,0.286,0.078,0.111,0
"P32","No sabe",0,0,0.075,0,0,0.019,0,0,0
"P34","Muy buena",0.153,0,0.266,0.14,0.142,0.088,0.18,0.33,0
"P34","Buena",0,0,0.12,0.203,0.052,0.15,0.149,0.164,0
"P34","Ni buena ni mala",0,0,0.135,0.014,0.204,0.162,0.384,0.268,0
"P34","Mala",0.059,0,0.291,0.178,0.299,0.251,0.178,0.154,0.841
"P34","Muy mala",0.788,0,0.113,0.465,0.303,0.231,0.09,0.082,0.159
"P34","No sabe",0,0,0.075,0,0,0.118,0.019,0.002,0
"P35","Muy buena",0.647,0,0.161,0.431,0.088,0.056,0.119,0.197,0
"P35","Buena",0.059,0,0.182,0.087,0.303,0.163,0.154,0.122,0
"P35","Ni buena ni mala",0.088,0,0.347,0.268,0.368,0.34,0.328,0.295,1
"P35","Mala",0,0,0.268,0.162,0.048,0.179,0.217,0.21,0
"P35","Muy mala",0.206,0,0.042,0.052,0.176,0.137,0.099,0.157,0
"P35","No sabe",0,0,0,0,0.017,0.125,0.083,0.019,0
"P36","Muy buena",0.153,0,0.101,0.048,0.063,0.129,0.212,0.292,0
"P36","Buena",0,0,0.049,0.1,0.05,0.057,0.118,0.081,0
"P36","Ni buena ni mala",0,0,0,0.066,0.09,0.366,0.098,0.152,0
"P36","Mala",0,0,0.158,0.158,0.012,0.128,0.161,0.213,0
"P36","Muy mala",0.847,0,0.692,0.628,0.785,0.301,0.411,0.251,1
"P36","No sabe",0,0,0,0,0,0.019,0,0.011,0
"P37","Muy buena",0.735,0,0.315,0.157,0.138,0.134,0.106,0.181,0.16
"P37","Buena",0,0,0.071,0.206,0.346,0.202,0.161,0.065,0
"P37","Ni buena ni mala",0,0,0.167,0.212,0.271,0.14,0.151,0.138,0.84
"P37","Mala",0,0,0.405,0.098,0.093,0.221,0.271,0.28,0
"P37","Muy mala",0.265,0,0.042,0.327,0.152,0.284,0.311,0.331,0
"P37","No sabe",0,0,0,0,0,0.019,0,0.005,0
"P38","Muy buena",0.152,0,0,0.064,0.027,0.077,0.105,0.181,0
"P38","Buena",0,0,0.168,0.04,0.037,0.06,0.142,0.11,0
"P38","Ni buena ni mala",0,0,0.102,0.114,0.124,0.19,0.152,0.229,0
"P38","Mala",0,0,0.136,0.093,0.068,0.221,0.21,0.189,0
"P38","Muy mala",0.848,0,0.594,0.689,0.744,0.433,0.391,0.291,1
"P38","No sabe",0,0,0,0,0,0.019,0,0,0
"P39","Muy buena",0,0,0.15,0.163,0.097,0.124,0.188,0.298,0
"P39","Buena",0,0,0.103,0.038,0.043,0.052,0.098,0.056,0
"P39","Ni buena ni mala",0,0,0.017,0,0.052,0.062,0.105,0.22,0
"P39","Mala",0,0,0.135,0.086,0.06,0.211,0.171,0.163,0
"P39","Muy mala",1,0,0.595,0.713,0.748,0.433,0.429,0.246,1
"P39","No sabe",0,0,0,0,0,0.118,0.009,0.017,0
"P40","Muy buena",0.929,0,0.489,0.499,0.684,0.352,0.306,0.223,1
"P40","Buena",0,0,0.218,0.115,0.06,0.076,0.202,0.123,0
"P40","Ni buena ni mala",0,0,0.103,0.079,0.049,0.195,0.05,0.124,0
"P40","Mala",0,0,0.076,0,0.078,0.083,0.143,0.261,0
"P40","Muy mala",0.071,0,0.114,0.307,0.129,0.274,0.291,0.269,0
"P40","No sabe",0,0,0,0,0,0.02,0.008,0,0
"P41","Muy buena",0.689,0,0.55,0.374,0.545,0.177,0.326,0.2,1
"P41","Buena",0.24,0,0.261,0.301,0.233,0.258,0.207,0.135,0
"P41","Ni buena ni mala",0,0,0.022,0,0.076,0.103,0.122,0.206,0
"P41","Mala",0,0,0.075,0.059,0.038,0.194,0.06,0.207,0
"P41","Muy mala",0.071,0,0.092,0.266,0.108,0.248,0.285,0.245,0
"P41","No sabe",0,0,0,0,0,0.02,0,0.007,0
"P42","Muy buena",0.76,0,0.577,0.492,0.537,0.395,0.39,0.248,1
"P42","Buena",0,0,0.237,0.242,0.217,0.073,0.149,0.089,0
"P42","Ni buena ni mala",0.24,0,0.036,0.064,0.105,0.178,0.134,0.219,0
"P42","Mala",0,0,0.101,0.038,0.043,0.118,0.079,0.167,0
"P42","Muy mala",0,0,0.049,0.164,0.09,0.216,0.213,0.259,0
"P42","No sabe",0,0,0,0,0.008,0.02,0.035,0.018,0
"P43","Muy buena",0.575,0,0.276,0.159,0.257,0.027,0.097,0.098,0
"P43","Buena",0,0,0.303,0.055,0.129,0.213,0.214,0.105,0
"P43","Ni buena ni mala",0.185,0,0.137,0.529,0.389,0.378,0.459,0.328,0
"P43","Mala",0.24,0,0.262,0.098,0.103,0.159,0.134,0.187,0.838
"P43","Muy mala",0,0,0,0.104,0.114,0.078,0.057,0.235,0.162
"P43","No sabe",0,0,0.022,0.055,0.008,0.145,0.039,0.047,0
