"clase","Opinión","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Aníbal Tortoriello","Negativa",0.322,0.294,0.35,0.338,0.408,0.225,0.193,0.282,0.296,0.422,0.26,0.127,0.461,0.422,0.264,0,0,0
"Aníbal Tortoriello","No sabe",0.049,0.083,0.015,0.055,0.055,0.038,0.033,0.048,0.062,0.025,0.051,0,0.02,0.022,0.058,0,0,0
"Juan Schiaretti","Positiva",0.275,0.251,0.299,0.283,0.259,0.279,0.301,0.239,0.302,0.272,0.228,0.473,0.263,0.186,0.376,0,0,0
"Juan Schiaretti","Neutra",0.378,0.426,0.33,0.514,0.32,0.276,0.438,0.335,0.445,0.309,0.413,0.362,0.292,0.299,0.41,0,0,0
"Juan Schiaretti","Negativa",0.297,0.272,0.322,0.203,0.359,0.333,0.245,0.351,0.204,0.4,0.3,0.127,0.406,0.473,0.172,0,0,0
"Juan Schiaretti","No sabe",0.05,0.051,0.049,0,0.062,0.112,0.016,0.075,0.049,0.019,0.059,0.038,0.039,0.042,0.042,0,0,0
"Alberto Weretilneck","Positiva",0.335,0.34,0.33,0.182,0.403,0.334,0.439,0.552,0.239,0.233,0.66,0.105,0.163,0.513,0.2,0,0,0
"Alberto Weretilneck","Neutra",0.257,0.293,0.222,0.356,0.172,0.278,0.276,0.209,0.256,0.32,0.224,0.258,0.233,0.258,0.245,0,0,0
"Alberto Weretilneck","Negativa",0.404,0.363,0.445,0.462,0.421,0.388,0.27,0.233,0.505,0.44,0.116,0.637,0.591,0.225,0.555,0,0,0
"Alberto Weretilneck","No sabe",0.004,0.004,0.003,0,0.004,0,0.015,0.006,0,0.007,0,0,0.013,0.004,0,0,0,0
"Mauricio Macri","Positiva",0.304,0.275,0.333,0.382,0.215,0.348,0.342,0.392,0.298,0.203,0.265,0.546,0.206,0.241,0.4,0,0,0
"Mauricio Macri","Neutra",0.154,0.15,0.158,0.094,0.188,0.148,0.181,0.086,0.192,0.17,0.202,0.14,0.067,0.09,0.186,0,0,0
"Mauricio Macri","Negativa",0.538,0.567,0.509,0.524,0.597,0.504,0.446,0.509,0.51,0.627,0.527,0.314,0.727,0.663,0.414,0,0,0
"Mauricio Macri","No sabe",0.004,0.008,0,0,0,0,0.031,0.013,0,0,0.006,0,0,0.006,0,0,0,0
"CFK","Positiva",0.298,0.253,0.342,0.258,0.294,0.337,0.328,0.329,0.228,0.385,0.41,0.042,0.596,0.669,0.071,0,0,0
"CFK","Neutra",0.142,0.158,0.127,0.109,0.161,0.142,0.154,0.16,0.155,0.097,0.241,0.051,0.137,0.162,0.101,0,0,0
"CFK","Negativa",0.553,0.585,0.522,0.633,0.545,0.499,0.502,0.49,0.617,0.518,0.349,0.907,0.232,0.157,0.828,0,0,0
"CFK","No sabe",0.007,0.004,0.009,0,0,0.022,0.016,0.021,0,0,0,0,0.035,0.012,0,0,0,0
"Axel Kicillof","Positiva",0.278,0.272,0.284,0.259,0.261,0.313,0.307,0.222,0.222,0.448,0.28,0.036,0.658,0.613,0.07,0,0,0
"Axel Kicillof","Neutra",0.135,0.136,0.134,0.068,0.151,0.126,0.231,0.155,0.165,0.055,0.243,0.043,0.073,0.158,0.086,0,0,0
"Axel Kicillof","Negativa",0.564,0.562,0.566,0.673,0.557,0.547,0.407,0.563,0.607,0.49,0.447,0.897,0.269,0.222,0.819,0,0,0
"Axel Kicillof","No sabe",0.023,0.03,0.016,0,0.031,0.014,0.055,0.06,0.006,0.007,0.03,0.024,0,0.007,0.025,0,0,0
"Sergio Massa","Positiva",0.229,0.196,0.26,0.234,0.176,0.283,0.289,0.262,0.181,0.272,0.317,0.026,0.463,0.509,0.064,0,0,0
"Sergio Massa","Neutra",0.178,0.17,0.186,0.092,0.232,0.123,0.277,0.175,0.172,0.194,0.273,0.075,0.172,0.282,0.068,0,0,0
"Sergio Massa","Negativa",0.591,0.63,0.554,0.674,0.592,0.594,0.418,0.556,0.647,0.534,0.41,0.899,0.365,0.209,0.868,0,0,0
"Sergio Massa","No sabe",0.002,0.004,0,0,0,0,0.016,0.007,0,0,0,0,0,0,0,0,0,0
