"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P24","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.134,0.134,0.214
"P24","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.142,0.117,0.128
"P24","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.018,0.037,0.007
"P24","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.007,0.046,0
"P24","Otros",0.022,0.034,0.069
"P24","En blanco",0.02,0.026,0.095
"P24","No sabe",0.032,0.075,0.034
"P25","Totalmente seguro",0.67,0.255,0.163
"P25","Bastante seguro",0.156,0.331,0.087
"P25","Algo seguro",0.09,0.133,0.424
"P25","Para nada seguro",0.084,0.281,0.326
"P31","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.348,0.244,0.191
"P31","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.33,0.282,0.253
"P31","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.187,0.194,0.177
"P31","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.028,0.087,0.068
"P31","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.016,0.044,0.166
"P31","Otros",0.038,0.05,0.02
"P31","En blanco",0.015,0.044,0.062
"P31","No sabe",0.038,0.055,0.063
"P32","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.361,0.249,0.196
"P32","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.295,0.26,0.37
"P32","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.209,0.211,0.209
"P32","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.018,0.061,0.082
"P32","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.012,0.066,0
"P32","Otros",0.04,0.027,0
"P32","En blanco",0.023,0.047,0.07
"P32","No sabe",0.042,0.079,0.073
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.39,0.283,0.335
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.447,0.427,0.4
"P33","En blanco",0.101,0.181,0.097
"P33","No sabe",0.062,0.109,0.168
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.397,0.334,0.229
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.214,0.205,0.336
"P34","En blanco",0.287,0.275,0.277
"P34","No sabe",0.102,0.186,0.158
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.393,0.303,0.166
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.369,0.299,0.346
"P35","En blanco",0.144,0.203,0.324
"P35","No sabe",0.094,0.195,0.164
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.318,0.261,0.344
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.248,0.316,0.221
"P36","En blanco",0.298,0.268,0.226
"P36","No sabe",0.136,0.155,0.209
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.408,0.303,0.257
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.332,0.291,0.317
"P37","En blanco",0.143,0.23,0.233
"P37","No sabe",0.117,0.176,0.193
"P45","Lo votaría",0.369,0.229,0.181
"P45","Puede que lo vote",0.092,0.252,0.065
"P45","Nunca lo votaría",0.504,0.453,0.53
"P45","No sabe",0.035,0.066,0.224
"P46","Lo votaría",0.246,0.218,0.039
"P46","Puede que lo vote",0.11,0.197,0.219
"P46","Nunca lo votaría",0.596,0.537,0.742
"P46","No sabe",0.048,0.048,0
"P47","Lo votaría",0.353,0.274,0.265
"P47","Puede que lo vote",0.144,0.208,0.211
"P47","Nunca lo votaría",0.472,0.479,0.495
"P47","No sabe",0.031,0.039,0.029
"P48","Lo votaría",0.27,0.173,0.444
"P48","Puede que lo vote",0.168,0.276,0.197
"P48","Nunca lo votaría",0.511,0.46,0.258
"P48","No sabe",0.051,0.091,0.101
"P49","Lo votaría",0.24,0.252,0.311
"P49","Puede que lo vote",0.149,0.18,0.239
"P49","Nunca lo votaría",0.571,0.525,0.381
"P49","No sabe",0.04,0.043,0.069
"P50","Lo votaría",0.074,0.123,0.082
"P50","Puede que lo vote",0.154,0.238,0.137
"P50","Nunca lo votaría",0.723,0.533,0.781
"P50","No sabe",0.049,0.106,0
"P51","Lo votaría",0.028,0.037,0.171
"P51","Puede que lo vote",0.138,0.169,0.178
"P51","Nunca lo votaría",0.768,0.65,0.622
"P51","No sabe",0.066,0.144,0.029
"P52","Si",0.516,0.371,0.406
"P52","No",0.484,0.629,0.594
