"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P37","Javier Milei por los liberales libertarios",0.024,0.103,0.82,0.135,0.182
"P37","Nicolás del Caño por la izquierda",0.02,0.009,0.002,0.431,0.033
"P37","Otro candidato",0.157,0.106,0.014,0.023,0.249
"P37","Aún no lo tengo decidido",0.103,0.049,0.035,0.138,0.241
"P38","Alberto Fernández por el Frente de Todos",0.611,0.03,0.005,0.173,0.166
"P38","Mauricio Macri por Juntos por el Cambio",0.038,0.721,0.118,0.026,0.13
"P38","Javier Milei por los liberales libertarios",0.021,0.08,0.834,0.111,0.115
"P38","Nicolás del Caño por la izquierda",0.023,0.015,0.002,0.504,0.061
"P38","Otro candidato",0.186,0.116,0.015,0.027,0.26
"P38","Aún no lo tengo decidido",0.121,0.038,0.026,0.159,0.268
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.865,0.075,0.039,0.508,0.277
"P39","Mauricio Macri por Juntos por el Cambio",0.069,0.812,0.532,0.077,0.277
"P39","No sabe",0.066,0.113,0.429,0.415,0.446
"P40","Alberto Fernández por el Frente de Todos",0.733,0.052,0.044,0.27,0.158
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.053,0.768,0.419,0.245,0.357
"P40","No sabe",0.214,0.18,0.537,0.485,0.485
"P41","Sergio Massa presidente por el Frente de Todos",0.751,0.047,0.053,0.36,0.236
"P41","Patricia Bullrich por Juntos por el Cambio",0.056,0.826,0.713,0.153,0.267
"P41","No sabe",0.193,0.127,0.234,0.487,0.497
"P42","Sergio Massa presidente por el Frente de Todos",0.787,0.043,0.054,0.364,0.209
"P42","Mauricio Macri por Juntos por el Cambio",0.045,0.86,0.636,0.22,0.257
"P42","No sabe",0.168,0.097,0.31,0.416,0.534
"P43","Sergio Massa presidente por el Frente de Todos",0.766,0.04,0.025,0.447,0.217
"P43","Javier Milei por los liberales libertarios",0.053,0.489,0.877,0.101,0.349
"P43","No sabe",0.181,0.471,0.098,0.452,0.434
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.131,0.555,0.065,0.19,0.21
"P44","Javier Milei por los liberales libertarios",0.061,0.244,0.872,0.147,0.294
"P44","No sabe",0.808,0.201,0.063,0.663,0.496
"P45","Muy buena",0.105,0.054,0.004,0.009,0.037
"P45","Buena",0.32,0.027,0.085,0.012,0.069
"P45","Ni buena ni mala",0.391,0.056,0.053,0.365,0.286
"P45","Mala",0.12,0.111,0.076,0.134,0.174
"P45","Muy mala",0.046,0.738,0.781,0.476,0.409
"P45","No sabe",0.018,0.014,0.001,0.004,0.025
"P46","Muy buena",0.132,0.021,0.021,0,0.045
"P46","Buena",0.316,0.004,0.011,0.051,0.063
"P46","Ni buena ni mala",0.36,0.052,0.055,0.327,0.283
"P46","Mala",0.114,0.107,0.087,0.198,0.154
"P46","Muy mala",0.073,0.813,0.816,0.352,0.415
"P46","No sabe",0.005,0.003,0.01,0.072,0.04
"P47","Muy buena",0.672,0.031,0.023,0.073,0.114
"P47","Buena",0.156,0.009,0.014,0.129,0.086
"P47","Ni buena ni mala",0.076,0.023,0.045,0.165,0.194
"P47","Mala",0.035,0.074,0.034,0.151,0.168
"P47","Muy mala",0.059,0.86,0.879,0.41,0.434
"P47","No sabe",0.002,0.003,0.005,0.072,0.004
"P48","Muy buena",0.083,0.358,0.091,0,0.038
"P48","Buena",0.03,0.304,0.225,0.024,0.134
"P48","Ni buena ni mala",0.047,0.151,0.302,0.144,0.218
"P48","Mala",0.202,0.066,0.14,0.142,0.232
"P48","Muy mala",0.634,0.12,0.241,0.606,0.35
"P48","No sabe",0.004,0.001,0.001,0.084,0.028
"P49","Muy buena",0.037,0.273,0.045,0,0.068
"P49","Buena",0.052,0.373,0.177,0.064,0.144
"P49","Ni buena ni mala",0.126,0.231,0.228,0.071,0.377
"P49","Mala",0.237,0.067,0.173,0.322,0.171
"P49","Muy mala",0.541,0.046,0.364,0.471,0.149
"P49","No sabe",0.007,0.01,0.013,0.072,0.091
"P50","Muy buena",0.169,0.051,0.011,0.091,0.013
"P50","Buena",0.352,0.039,0.069,0.024,0.128
"P50","Ni buena ni mala",0.301,0.107,0.071,0.295,0.37
"P50","Mala",0.09,0.178,0.129,0.111,0.216
"P50","Muy mala",0.073,0.605,0.717,0.331,0.244
"P50","No sabe",0.015,0.02,0.003,0.148,0.029
"P51","Muy buena",0.042,0.482,0.337,0.106,0.108
"P51","Buena",0.047,0.26,0.302,0.085,0.096
"P51","Ni buena ni mala",0.063,0.123,0.168,0.054,0.328
"P51","Mala",0.151,0.038,0.045,0.044,0.144
"P51","Muy mala",0.686,0.077,0.136,0.711,0.285
"P51","No sabe",0.011,0.02,0.012,0,0.039
"P52","Muy buena",0.026,0.129,0.597,0.156,0.101
"P52","Buena",0.016,0.209,0.253,0.045,0.133
"P52","Ni buena ni mala",0.089,0.381,0.077,0.044,0.327
"P52","Mala",0.145,0.142,0.032,0.049,0.169
"P52","Muy mala",0.694,0.122,0.039,0.706,0.228
"P52","No sabe",0.03,0.017,0.002,0,0.042
"P53","Muy buena",0.025,0.314,0.12,0.154,0.075
"P53","Buena",0.033,0.334,0.196,0.064,0.13
"P53","Ni buena ni mala",0.095,0.229,0.288,0.042,0.297
"P53","Mala",0.156,0.06,0.155,0.168,0.147
"P53","Muy mala",0.684,0.057,0.229,0.487,0.285
"P53","No sabe",0.007,0.006,0.012,0.085,0.066
"P54","Muy buena",0.154,0.047,0.014,0.079,0.037
"P54","Buena",0.344,0.046,0.02,0.037,0.18
"P54","Ni buena ni mala",0.333,0.119,0.107,0.265,0.304
"P54","Mala",0.064,0.183,0.172,0.084,0.175
"P54","Muy mala",0.1,0.601,0.672,0.387,0.254
"P54","No sabe",0.005,0.004,0.015,0.148,0.05
"P55","Muy buena",0.047,0.076,0.041,0.078,0.113
"P55","Buena",0.15,0.167,0.059,0.136,0.216
"P55","Ni buena ni mala",0.354,0.317,0.303,0.246,0.331
"P55","Mala",0.174,0.172,0.162,0.116,0.132
"P55","Muy mala",0.208,0.231,0.338,0.234,0.084
"P55","No sabe",0.067,0.037,0.097,0.19,0.124
"P57","Siempre",0.36,0.291,0.312,0.355,0.21
"P57","Casi siempre",0.351,0.418,0.379,0.297,0.407
"P57","Casi nunca",0.21,0.221,0.195,0.21,0.217
"P57","Nunca, pero esta es una excepción",0.079,0.07,0.114,0.138,0.166
"P58","Si",0.621,0.601,0.584,0.677,0.581
"P58","No",0.379,0.399,0.416,0.323,0.419
