"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P49","Muy mala",0.014,0.055,0.028,0.16,0.115
"P49","No sabe",0.002,0.029,0.002,0,0.012
"P50","Muy buena",0.049,0.032,0.055,0.062,0.149
"P50","Buena",0.088,0.029,0.017,0.127,0.023
"P50","Ni buena ni mala",0.15,0.069,0.075,0.125,0.325
"P50","Mala",0.242,0.138,0.162,0.338,0.201
"P50","Muy mala",0.469,0.69,0.678,0.348,0.302
"P50","No sabe",0.002,0.042,0.013,0,0
"P51","Muy buena",0.296,0.465,0.662,0.194,0.044
"P51","Buena",0.327,0.281,0.212,0.304,0.336
"P51","Ni buena ni mala",0.276,0.081,0.041,0.256,0.301
"P51","Mala",0.044,0.045,0.008,0.095,0.22
"P51","Muy mala",0.051,0.085,0.072,0.151,0.099
"P51","No sabe",0.006,0.043,0.005,0,0
"P52","Muy buena",0.148,0.089,0.182,0.062,0.015
"P52","Buena",0.15,0.227,0.258,0.21,0.26
"P52","Ni buena ni mala",0.424,0.393,0.351,0.203,0.232
"P52","Mala",0.108,0.174,0.109,0.15,0.26
"P52","Muy mala",0.162,0.092,0.087,0.365,0.233
"P52","No sabe",0.008,0.025,0.013,0.01,0
"P53","Muy buena",0.386,0.321,0.267,0.222,0.189
"P53","Buena",0.234,0.366,0.407,0.197,0.166
"P53","Ni buena ni mala",0.269,0.229,0.228,0.17,0.226
"P53","Mala",0.074,0.039,0.039,0.18,0.256
"P53","Muy mala",0.03,0.039,0.059,0.231,0.098
"P53","No sabe",0.007,0.006,0,0,0.065
"P54","Muy buena",0.081,0.024,0.033,0.105,0.076
"P54","Buena",0.068,0.051,0.019,0.031,0.069
"P54","Ni buena ni mala",0.14,0.105,0.11,0.192,0.143
"P54","Mala",0.221,0.131,0.184,0.194,0.334
"P54","Muy mala",0.483,0.689,0.65,0.478,0.378
"P54","No sabe",0.007,0,0.004,0,0
"P55","Muy buena",0.107,0.027,0.023,0.565,0.169
"P55","Buena",0.262,0.086,0.184,0.187,0.389
"P55","Ni buena ni mala",0.299,0.277,0.325,0.197,0.243
"P55","Mala",0.156,0.2,0.203,0.022,0.109
"P55","Muy mala",0.171,0.355,0.23,0.019,0.046
"P55","No sabe",0.005,0.055,0.035,0.01,0.044
"P57","Siempre",0.3,0.314,0.227,0.25,0.639
"P57","Casi siempre",0.395,0.397,0.449,0.489,0.227
"P57","Casi nunca",0.192,0.216,0.276,0.219,0.068
"P57","Nunca, pero esta es una excepción",0.113,0.073,0.048,0.042,0.066
"P58","Si",0.545,0.6,0.643,0.567,0.845
"P58","No",0.455,0.4,0.357,0.433,0.155
