"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P12","Ni buena ni mala",0.363,0.256,0.406,0.366,0.376,0.282,0.333,0.32,0.355
"P12","Mala",0.08,0.368,0.072,0.236,0.119,0.074,0.133,0.131,0.069
"P12","Muy mala",0.115,0.006,0.049,0.083,0.264,0.175,0.224,0.1,0.174
"P12","No sabe",0.239,0.144,0.189,0.22,0.146,0.383,0.22,0.303,0.228
"P14","La seguridad",0.253,0.167,0.383,0.135,0.179,0.137,0.152,0.127,0.247
"P14","El tránsito",0.099,0.117,0.105,0.159,0.138,0.104,0.196,0.087,0.07
"P14","El arreglo de las calles",0.18,0.03,0.127,0.125,0.18,0.105,0.071,0.159,0.09
"P14","El estado de las escuelas y la educación",0.203,0.412,0.269,0.136,0.168,0.233,0.235,0.234,0.128
"P14","El sistema de salud",0.102,0.141,0.077,0.288,0.109,0.197,0.167,0.093,0.141
"P14","El deporte y la cultura",0.021,0,0.019,0.05,0.006,0.092,0.006,0.027,0.005
"P14","La obra pública",0.04,0.008,0,0.013,0.048,0.032,0.06,0.064,0.036
"P14","La luminaria",0.009,0,0.002,0.014,0.008,0.049,0,0.188,0.007
"P14","No sabe",0.093,0.125,0.018,0.08,0.164,0.051,0.113,0.021,0.276
"P15","Agua corriente y cloacas",0.499,0.363,0.581,0.366,0.448,0.509,0.396,0.584,0.486
"P15","Energía eléctrica",0.13,0.384,0.17,0.094,0.08,0.105,0.1,0.054,0.174
"P15","Red de gas natural",0.039,0.023,0.041,0.167,0.057,0.07,0.04,0.045,0.02
"P15","Recolección de residuos",0.08,0.125,0.065,0.064,0.171,0.227,0.115,0.201,0.099
"P15","Ninguno",0.252,0.105,0.143,0.309,0.244,0.089,0.349,0.116,0.221
"P16","Los robos",0.272,0.344,0.393,0.328,0.219,0.445,0.317,0.314,0.347
"P16","El narcotráfico",0.272,0.262,0.214,0.136,0.328,0.18,0.206,0.348,0.287
"P16","La ausencia de patrulleros y personal policial",0.159,0.172,0.243,0.387,0.139,0.167,0.193,0.101,0.129
"P16","Otro",0.141,0.141,0.117,0.114,0.229,0.133,0.177,0.179,0.155
"P16","Ninguno",0.156,0.081,0.033,0.035,0.085,0.075,0.107,0.058,0.082
"P17","Frente de Todos y el peronismo",0.307,0.326,0.38,0.279,0.464,0.383,0.529,0.174,0.184
"P17","Cambiemos",0.331,0.324,0.245,0.18,0.187,0.212,0.179,0.426,0.322
"P17","Liberales Libertarios",0.197,0.261,0.143,0.387,0.102,0.207,0.039,0.195,0.257
"P17","Izquierda",0.03,0.077,0.082,0.014,0.089,0.052,0.048,0.02,0.033
"P17","No sabe",0.135,0.012,0.15,0.14,0.158,0.146,0.205,0.185,0.204
"P19","A Alberto Fernández",0.386,0.302,0.212,0.498,0.406,0.483,0.077,0.608,0.187
"P19","A Sergio Massa",0.287,0.509,0.138,0.388,0.214,0.116,0.224,0.254,0.371
"P19","A algún candidato del peronismo",0.099,0.084,0.465,0.037,0.093,0.222,0.188,0.025,0.199
"P19","A algún candidato del kirchnerismo",0.228,0.105,0.185,0.077,0.287,0.179,0.511,0.113,0.243
"P20","Seguro la votaria",0.736,0.455,0.475,0.613,0.499,0.463,0.824,0.849,0.478
"P20","Quizás la votaría",0.179,0.461,0.059,0.027,0.29,0.205,0.123,0.105,0.447
"P20","Nunca la votaría",0.085,0.084,0.466,0.36,0.211,0.332,0.053,0.046,0.075
"P21","A Horacio Rodriguez Larreta",0.446,0.619,0.516,0.494,0.22,0.432,0.173,0.326,0.446
"P21","A Mauricio Macri",0.235,0.302,0.329,0.088,0.169,0.36,0.37,0.161,0.365
"P21","A Patricia Bullrich",0.232,0.011,0.077,0.256,0.2,0.208,0.457,0.49,0.141
"P21","A Facundo Manes",0.052,0.068,0.078,0.041,0.411,0,0,0.015,0.03
"P21","A Martín Lousteau",0.035,0,0,0.121,0,0,0,0.008,0.018
"P22","Seguro lo votaria",0.176,0.562,0.238,0.122,0.559,0.386,0.187,0.082,0.224
"P22","Quizás lo votaría",0.354,0.346,0.263,0.066,0.184,0.249,0.487,0.38,0.139
"P22","Nunca lo votaría",0.47,0.092,0.499,0.812,0.257,0.365,0.326,0.538,0.637
"P23","Muy buena",0.138,0.258,0.144,0.223,0.206,0.15,0.121,0.066,0.067
"P23","Buena",0.113,0.241,0.206,0.114,0.277,0.106,0.219,0.095,0.074
"P23","Ni buena ni mala",0.177,0.086,0.314,0.302,0.143,0.171,0.38,0.139,0.154
"P23","Mala",0.133,0.089,0.112,0.036,0.095,0.221,0.033,0.096,0.203
"P23","Muy mala",0.433,0.326,0.212,0.282,0.279,0.352,0.247,0.589,0.455
"P23","No sabe",0.006,0,0.012,0.043,0,0,0,0.015,0.047
"P24","Muy buena",0.134,0.126,0.078,0.181,0.059,0.123,0.124,0.19,0.145
"P24","Buena",0.172,0.235,0.111,0.111,0.094,0.116,0.043,0.186,0.206
"P24","Ni buena ni mala",0.174,0.151,0.144,0.148,0.118,0.145,0.123,0.241,0.218
"P24","Mala",0.149,0.195,0.324,0.417,0.193,0.285,0.131,0.123,0.177
"P24","Muy mala",0.369,0.293,0.342,0.143,0.522,0.331,0.565,0.252,0.238
"P24","No sabe",0.002,0,0.001,0,0.014,0,0.014,0.008,0.016
"P25","Muy buena",0.233,0.234,0.237,0.245,0.329,0.208,0.346,0.131,0.122
"P25","Buena",0.095,0.147,0.155,0.069,0.092,0.07,0.187,0.076,0.038
"P25","Ni buena ni mala",0.075,0.091,0.159,0.135,0.147,0.129,0.023,0.096,0.09
"P25","Mala",0.078,0.102,0.152,0.172,0.02,0.129,0.141,0.03,0.158
"P25","Muy mala",0.518,0.426,0.297,0.379,0.396,0.424,0.296,0.651,0.576
"P25","No sabe",0.001,0,0,0,0.016,0.04,0.007,0.016,0.016
"P26","Muy buena",0.239,0.223,0.192,0.225,0.085,0.124,0.086,0.12,0.143
"P26","Buena",0.206,0.245,0.225,0.08,0.142,0.268,0.145,0.308,0.192
"P26","Ni buena ni mala",0.208,0.16,0.237,0.289,0.185,0.145,0.178,0.215,0.247
"P26","Mala",0.113,0.113,0.203,0.111,0.106,0.152,0.169,0.102,0.09
"P26","Muy mala",0.21,0.225,0.128,0.234,0.461,0.282,0.415,0.234,0.312
"P26","No sabe",0.024,0.034,0.015,0.061,0.021,0.029,0.007,0.021,0.016
"P27","Muy buena",0.198,0.051,0.118,0.307,0.141,0.04,0.094,0.077,0.089
"P27","Buena",0.157,0.137,0.246,0.118,0.217,0.237,0.256,0.087,0.088
"P27","Ni buena ni mala",0.171,0.15,0.273,0.144,0.176,0.197,0.342,0.092,0.132
"P27","Mala",0.11,0.186,0.151,0.083,0.114,0.236,0.041,0.143,0.167
"P27","Muy mala",0.363,0.476,0.203,0.328,0.338,0.29,0.26,0.601,0.501
"P27","No sabe",0.001,0,0.009,0.02,0.014,0,0.007,0,0.023
"P28","Muy buena",0.261,0.205,0.203,0.232,0.125,0.169,0.143,0.363,0.244
"P28","Buena",0.186,0.075,0.148,0.132,0.151,0.136,0.045,0.192,0.213
"P28","Ni buena ni mala",0.139,0.161,0.256,0.078,0.058,0.193,0.089,0.066,0.25
"P28","Mala",0.071,0.147,0.214,0.298,0.039,0.147,0.107,0.063,0.053
"P28","Muy mala",0.332,0.383,0.16,0.215,0.593,0.355,0.599,0.316,0.204
"P28","No sabe",0.011,0.029,0.019,0.045,0.034,0,0.017,0,0.036
"P29","Muy buena",0.17,0.211,0.065,0.32,0.082,0.106,0.01,0.116,0.313
"P29","Buena",0.107,0.207,0.143,0.118,0.108,0.2,0.092,0.154,0.072
"P29","Ni buena ni mala",0.299,0.149,0.379,0.164,0.145,0.214,0.147,0.151,0.275
"P29","Mala",0.106,0.167,0.194,0.227,0.083,0.086,0.125,0.114,0.1
"P29","Muy mala",0.288,0.266,0.165,0.126,0.525,0.39,0.609,0.422,0.199
"P29","No sabe",0.03,0,0.054,0.045,0.057,0.004,0.017,0.043,0.041
