"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P44","Muy mala",0.017,0.024,0.09,0.041,0.33,0.023
"P44","No sabe",0.003,0.012,0.032,0,0,0.365
"P45","Muy buena",0.18,0.088,0.059,0.081,0.139,0.034
"P45","Buena",0.3,0.265,0.11,0.137,0.051,0.092
"P45","Ni buena ni mala",0.327,0.387,0.426,0.288,0.079,0.221
"P45","Mala",0.125,0.147,0.218,0.365,0.127,0.14
"P45","Muy mala",0.032,0.078,0.137,0.126,0.604,0.153
"P45","No sabe",0.036,0.035,0.05,0.003,0,0.36
"P46","Muy buena",0.117,0.055,0.062,0.064,0.097,0
"P46","Buena",0.158,0.267,0.092,0.105,0.025,0.108
"P46","Ni buena ni mala",0.271,0.194,0.31,0.17,0.028,0.192
"P46","Mala",0.302,0.375,0.312,0.45,0.157,0.236
"P46","Muy mala",0.143,0.098,0.194,0.208,0.681,0.196
"P46","No sabe",0.009,0.011,0.03,0.003,0.012,0.268
"P47","Muy buena",0.121,0.04,0.049,0.062,0.095,0
"P47","Buena",0.13,0.229,0.088,0.109,0.005,0.048
"P47","Ni buena ni mala",0.418,0.425,0.467,0.369,0.216,0.488
"P47","Mala",0.168,0.218,0.164,0.264,0.1,0.073
"P47","Muy mala",0.111,0.061,0.139,0.179,0.573,0.111
"P47","No sabe",0.052,0.027,0.093,0.017,0.011,0.28
"P48","Muy buena",0.206,0.096,0.111,0.072,0.154,0.119
"P48","Buena",0.207,0.308,0.092,0.094,0.03,0.106
"P48","Ni buena ni mala",0.332,0.355,0.329,0.3,0.095,0.212
"P48","Mala",0.177,0.128,0.255,0.332,0.163,0.073
"P48","Muy mala",0.065,0.075,0.165,0.199,0.558,0.194
"P48","No sabe",0.013,0.038,0.048,0.003,0,0.296
"P49","Muy buena",0.355,0.226,0.104,0.127,0.163,0.117
"P49","Buena",0.174,0.195,0.028,0.023,0.026,0.111
"P49","Ni buena ni mala",0.098,0.177,0.119,0.013,0.03,0.142
"P49","Mala",0.175,0.195,0.318,0.337,0.098,0.131
"P49","Muy mala",0.197,0.2,0.413,0.497,0.668,0.448
"P49","No sabe",0.001,0.007,0.018,0.003,0.015,0.051
"P50","Muy buena",0.11,0.05,0.14,0.129,0.25,0.086
"P50","Buena",0.129,0.279,0.146,0.234,0.204,0.082
"P50","Ni buena ni mala",0.153,0.223,0.309,0.153,0.25,0.226
"P50","Mala",0.279,0.223,0.188,0.269,0.068,0.414
"P50","Muy mala",0.329,0.213,0.162,0.215,0.228,0.142
"P50","No sabe",0,0.012,0.055,0,0,0.05
"P51","Muy buena",0.211,0.068,0.069,0.031,0.195,0.063
"P51","Buena",0.248,0.224,0.06,0.102,0.039,0.121
"P51","Ni buena ni mala",0.171,0.179,0.156,0.081,0.042,0.22
"P51","Mala",0.154,0.254,0.292,0.341,0.021,0
"P51","Muy mala",0.215,0.263,0.415,0.442,0.703,0.514
"P51","No sabe",0.001,0.012,0.008,0.003,0,0.082
"P52","Muy buena",0.255,0.289,0.345,0.45,0.64,0.402
"P52","Buena",0.125,0.196,0.179,0.135,0.076,0.182
"P52","Ni buena ni mala",0.099,0.11,0.162,0.089,0.06,0.1
"P52","Mala",0.193,0.122,0.133,0.134,0,0.088
"P52","Muy mala",0.328,0.275,0.181,0.192,0.224,0.178
"P52","No sabe",0,0.008,0,0,0,0.05
"P53","Muy buena",0.184,0.234,0.31,0.519,0.459,0.237
"P53","Buena",0.161,0.221,0.201,0.184,0.277,0.056
"P53","Ni buena ni mala",0.103,0.122,0.244,0.03,0.083,0.318
"P53","Mala",0.195,0.153,0.097,0.162,0.023,0.089
"P53","Muy mala",0.357,0.262,0.148,0.093,0.158,0.25
"P53","No sabe",0,0.008,0,0.012,0,0.05
"P54","Muy buena",0.131,0.157,0.202,0.256,0.2,0.086
"P54","Buena",0.126,0.19,0.144,0.122,0.208,0.31
"P54","Ni buena ni mala",0.21,0.226,0.363,0.351,0.318,0.197
"P54","Mala",0.171,0.177,0.113,0.1,0.045,0.104
"P54","Muy mala",0.343,0.222,0.159,0.16,0.213,0.189
"P54","No sabe",0.019,0.028,0.019,0.011,0.016,0.114
"P55","Muy buena",0.249,0.249,0.357,0.582,0.61,0.405
"P55","Buena",0.129,0.226,0.155,0.085,0.141,0.107
"P55","Ni buena ni mala",0.118,0.154,0.26,0.159,0.042,0.176
"P55","Mala",0.177,0.101,0.066,0.057,0.009,0.132
"P55","Muy mala",0.325,0.22,0.137,0.106,0.198,0.129
"P55","No sabe",0.002,0.05,0.025,0.011,0,0.051
"P56","Muy buena",0.147,0.076,0.086,0.046,0.092,0
"P56","Buena",0.151,0.247,0.189,0.242,0.171,0.185
"P56","Ni buena ni mala",0.336,0.379,0.494,0.404,0.326,0.497
"P56","Mala",0.202,0.16,0.097,0.205,0.085,0.074
"P56","Muy mala",0.147,0.092,0.091,0.098,0.31,0.103
"P56","No sabe",0.017,0.046,0.043,0.005,0.016,0.141
"P57","Muy buena",0.122,0.11,0.142,0.227,0.263,0.085
"P57","Buena",0.133,0.235,0.236,0.248,0.266,0.208
"P57","Ni buena ni mala",0.16,0.217,0.355,0.274,0.157,0.334
"P57","Mala",0.184,0.124,0.087,0.143,0.057,0.107
"P57","Muy mala",0.377,0.279,0.131,0.108,0.24,0.172
"P57","No sabe",0.024,0.035,0.049,0,0.017,0.094
"P58","Muy buena",0.113,0.114,0.103,0.308,0.178,0.152
"P58","Buena",0.107,0.198,0.218,0.189,0.249,0.14
"P58","Ni buena ni mala",0.279,0.298,0.435,0.298,0.298,0.143
"P58","Mala",0.161,0.147,0.068,0.122,0.056,0.046
"P58","Muy mala",0.252,0.162,0.109,0.071,0.18,0.13
"P58","No sabe",0.088,0.081,0.067,0.012,0.039,0.389
