"var","categoria","Unión por la Patria","Juntos por el Cambio","Liberales","Izquierda","Otro","No sabe"
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.011,0.013,0.019,0.021,0.084,0.037
"P23","Otros",0.027,0.015,0.023,0.095,0.145,0.061
"P23","En blanco",0.011,0.01,0.022,0.022,0.052,0.065
"P23","No sabe",0.01,0.021,0.018,0.023,0.028,0.205
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.725,0.106,0.037,0.205,0.176,0.192
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.119,0.698,0.092,0.079,0.105,0.15
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.058,0.066,0.805,0.158,0.179,0.208
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.025,0.014,0.015,0.336,0.03,0.019
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.021,0.026,0.02,0.046,0.175,0.054
"P30","Otros",0.024,0.041,0.012,0.092,0.2,0.099
"P30","En blanco",0.017,0.019,0.002,0.008,0.035,0.069
"P30","No sabe",0.011,0.03,0.017,0.076,0.1,0.209
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.741,0.106,0.042,0.246,0.153,0.203
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.117,0.621,0.059,0.089,0.126,0.132
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.051,0.126,0.846,0.115,0.189,0.256
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.009,0.006,0.341,0.022,0.013
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.031,0.02,0.037,0.183,0.082
"P31","Otros",0.023,0.037,0.011,0.065,0.213,0.075
"P31","En blanco",0.015,0.028,0.003,0.04,0.043,0.047
"P31","No sabe",0.016,0.042,0.013,0.067,0.071,0.192
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.788,0.146,0.059,0.334,0.253,0.244
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.123,0.767,0.529,0.153,0.348,0.245
"P36","En blanco",0.056,0.033,0.286,0.329,0.221,0.203
"P36","No sabe",0.033,0.054,0.126,0.184,0.178,0.308
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.188,0.752,0.106,0.118,0.256,0.176
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.11,0.088,0.807,0.138,0.243,0.255
"P37","En blanco",0.531,0.085,0.052,0.528,0.291,0.182
"P37","No sabe",0.171,0.075,0.035,0.216,0.21,0.387
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.797,0.118,0.066,0.341,0.247,0.221
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.118,0.715,0.35,0.121,0.287,0.176
"P38","En blanco",0.057,0.087,0.4,0.294,0.187,0.22
"P38","No sabe",0.028,0.08,0.184,0.244,0.279,0.383
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.223,0.654,0.059,0.353,0.21,0.201
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.102,0.173,0.857,0.145,0.285,0.234
"P39","En blanco",0.478,0.091,0.04,0.285,0.29,0.168
"P39","No sabe",0.197,0.082,0.044,0.217,0.215,0.397
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.787,0.147,0.045,0.412,0.258,0.247
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.098,0.36,0.895,0.163,0.32,0.27
"P40","En blanco",0.071,0.27,0.03,0.243,0.235,0.159
"P40","No sabe",0.044,0.223,0.03,0.182,0.187,0.324
"P43","Lo votaría",0.758,0.109,0.035,0.23,0.141,0.181
"P43","Puede que lo vote",0.081,0.084,0.128,0.25,0.222,0.156
"P43","Nunca lo votaría",0.141,0.773,0.792,0.371,0.518,0.391
"P43","No sabe",0.02,0.034,0.045,0.149,0.119,0.272
"P44","Lo votaría",0.536,0.065,0.041,0.199,0.155,0.1
"P44","Puede que lo vote",0.182,0.053,0.058,0.255,0.158,0.082
"P44","Nunca lo votaría",0.242,0.855,0.852,0.372,0.611,0.527
"P44","No sabe",0.04,0.027,0.049,0.174,0.076,0.291
"P45","Lo votaría",0.136,0.68,0.201,0.132,0.208,0.157
"P45","Puede que lo vote",0.068,0.103,0.362,0.14,0.25,0.162
"P45","Nunca lo votaría",0.776,0.191,0.399,0.574,0.486,0.438
"P45","No sabe",0.02,0.026,0.038,0.154,0.056,0.243
"P46","Lo votaría",0.108,0.562,0.115,0.103,0.132,0.133
"P46","Puede que lo vote",0.103,0.231,0.25,0.144,0.344,0.214
"P46","Nunca lo votaría",0.758,0.172,0.584,0.621,0.486,0.403
"P46","No sabe",0.031,0.035,0.051,0.132,0.038,0.25
"P47","Lo votaría",0.074,0.175,0.805,0.203,0.189,0.223
"P47","Puede que lo vote",0.079,0.28,0.096,0.123,0.147,0.13
"P47","Nunca lo votaría",0.822,0.5,0.088,0.584,0.617,0.442
"P47","No sabe",0.025,0.045,0.011,0.09,0.047,0.205
"P48","Lo votaría",0.09,0.024,0.098,0.421,0.058,0.052
"P48","Puede que lo vote",0.323,0.08,0.064,0.112,0.146,0.118
"P48","Nunca lo votaría",0.529,0.867,0.795,0.337,0.729,0.547
"P48","No sabe",0.058,0.029,0.043,0.13,0.067,0.283
"P49","Lo votaría",0.053,0.05,0.071,0.108,0.319,0.122
"P49","Puede que lo vote",0.243,0.199,0.135,0.186,0.202,0.184
"P49","Nunca lo votaría",0.65,0.7,0.714,0.561,0.452,0.378
"P49","No sabe",0.054,0.051,0.08,0.145,0.027,0.316
"P60","Si",0.499,0.519,0.529,0.443,0.538,0.362
"P60","No",0.501,0.481,0.471,0.557,0.462,0.638
