"var","categoria","Unión por la Patria","Juntos por el Cambio","Liberales","Izquierda","Otro","No sabe"
"P29","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.506,0.086,0.067,0.191,0.3,0.175
"P29","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.205,0.041,0.012,0.146,0.103,0.026
"P29","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.088,0.447,0.341,0.033,0.156,0.161
"P29","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.067,0.252,0.063,0.126,0.111,0.168
"P29","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.07,0.121,0.447,0.17,0.069,0.145
"P29","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.022,0.007,0.006,0.196,0.043,0.01
"P29","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.002,0.007,0.003,0,0.044,0.007
"P29","Otros",0.023,0.013,0.029,0.085,0.142,0.038
"P29","En blanco",0.009,0.006,0.017,0.046,0.015,0.065
"P29","No sabe",0.008,0.02,0.015,0.007,0.017,0.205
"P34","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.79,0.087,0.036,0.211,0.226,0.219
"P34","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.095,0.745,0.088,0.048,0.131,0.224
"P34","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.038,0.063,0.797,0.164,0.149,0.129
"P34","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.027,0.011,0.025,0.425,0.002,0.05
"P34","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.01,0.016,0.02,0.045,0.082,0.04
"P34","Otros",0.018,0.031,0.018,0.093,0.201,0.062
"P34","En blanco",0.013,0.012,0.004,0.014,0.028,0.051
"P34","No sabe",0.009,0.035,0.012,0,0.181,0.225
"P35","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.801,0.084,0.037,0.271,0.175,0.236
"P35","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.092,0.654,0.085,0.031,0.098,0.205
"P35","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.029,0.119,0.818,0.178,0.202,0.199
"P35","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.023,0.013,0.002,0.432,0.013,0.002
"P35","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.006,0.019,0.019,0.02,0.072,0.043
"P35","Otros",0.022,0.031,0.022,0.044,0.231,0.041
"P35","En blanco",0.011,0.028,0.004,0.018,0.048,0.05
"P35","No sabe",0.016,0.052,0.013,0.006,0.161,0.224
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.833,0.132,0.059,0.447,0.375,0.226
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.091,0.79,0.578,0.113,0.304,0.339
"P36","En blanco",0.051,0.03,0.247,0.343,0.176,0.138
"P36","No sabe",0.025,0.048,0.116,0.097,0.145,0.297
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.177,0.776,0.099,0.087,0.26,0.245
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.081,0.089,0.798,0.207,0.232,0.163
"P37","En blanco",0.562,0.071,0.048,0.59,0.287,0.183
"P37","No sabe",0.18,0.064,0.055,0.116,0.221,0.409
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.83,0.108,0.057,0.437,0.308,0.267
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.087,0.748,0.398,0.141,0.214,0.204
"P38","En blanco",0.063,0.076,0.374,0.322,0.161,0.202
"P38","No sabe",0.02,0.068,0.171,0.1,0.317,0.327
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.214,0.665,0.047,0.422,0.168,0.241
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.084,0.171,0.864,0.18,0.236,0.187
"P39","En blanco",0.51,0.085,0.036,0.297,0.266,0.182
"P39","No sabe",0.192,0.079,0.053,0.101,0.33,0.39
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.833,0.134,0.039,0.47,0.325,0.246
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.073,0.375,0.915,0.201,0.334,0.211
"P40","En blanco",0.066,0.265,0.036,0.232,0.095,0.147
"P40","No sabe",0.028,0.226,0.01,0.097,0.246,0.396
"P50","Lo votaría",0.814,0.109,0.016,0.265,0.23,0.162
"P50","Puede que lo vote",0.063,0.061,0.125,0.378,0.169,0.216
"P50","Nunca lo votaría",0.101,0.793,0.828,0.311,0.493,0.399
"P50","No sabe",0.022,0.037,0.031,0.046,0.108,0.223
"P51","Lo votaría",0.568,0.055,0.037,0.128,0.2,0.105
"P51","Puede que lo vote",0.215,0.05,0.065,0.277,0.153,0.133
"P51","Nunca lo votaría",0.169,0.883,0.888,0.479,0.583,0.615
"P51","No sabe",0.048,0.012,0.01,0.116,0.064,0.147
"P52","Lo votaría",0.111,0.707,0.209,0.059,0.237,0.186
"P52","Puede que lo vote",0.066,0.097,0.379,0.139,0.228,0.219
"P52","Nunca lo votaría",0.795,0.173,0.385,0.724,0.482,0.436
"P52","No sabe",0.028,0.023,0.027,0.078,0.053,0.159
"P53","Lo votaría",0.076,0.577,0.135,0.067,0.135,0.154
"P53","Puede que lo vote",0.101,0.22,0.265,0.205,0.268,0.288
"P53","Nunca lo votaría",0.788,0.171,0.558,0.641,0.546,0.358
"P53","No sabe",0.035,0.032,0.042,0.087,0.051,0.2
"P54","Lo votaría",0.05,0.157,0.808,0.087,0.221,0.095
"P54","Puede que lo vote",0.056,0.274,0.115,0.13,0.183,0.22
"P54","Nunca lo votaría",0.867,0.526,0.053,0.739,0.533,0.499
"P54","No sabe",0.027,0.043,0.024,0.044,0.063,0.186
"P55","Lo votaría",0.085,0.028,0.109,0.537,0.031,0.021
"P55","Puede que lo vote",0.348,0.047,0.026,0.07,0.253,0.108
"P55","Nunca lo votaría",0.516,0.904,0.818,0.368,0.675,0.647
"P55","No sabe",0.051,0.021,0.047,0.025,0.041,0.224
"P56","Lo votaría",0.033,0.025,0.048,0.085,0.154,0.039
"P56","Puede que lo vote",0.208,0.196,0.107,0.176,0.204,0.209
"P56","Nunca lo votaría",0.707,0.724,0.757,0.696,0.612,0.45
"P56","No sabe",0.052,0.055,0.088,0.043,0.03,0.302
"P60","Si",0.536,0.515,0.584,0.396,0.504,0.287
"P60","No",0.464,0.485,0.416,0.604,0.496,0.713
