"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P13","A Facundo Manes",0.097,0.071,0.038,0.043
"P13","A Gerardo Morales",0.059,0.087,0.026,0.055
"P14","Lo votaría",0.28,0.199,0.22,0.307
"P14","Puede que lo vote",0.082,0.109,0.085,0.061
"P14","Nunca lo votaría",0.568,0.596,0.619,0.565
"P14","No sabe",0.07,0.096,0.076,0.067
"P15","Lo votaría",0.092,0.109,0.068,0.1
"P15","Puede que lo vote",0.2,0.168,0.178,0.179
"P15","Nunca lo votaría",0.615,0.583,0.602,0.605
"P15","No sabe",0.093,0.14,0.152,0.116
"P16","Lo votaría",0.136,0.145,0.154,0.248
"P16","Puede que lo vote",0.233,0.198,0.229,0.243
"P16","Nunca lo votaría",0.551,0.508,0.475,0.407
"P16","No sabe",0.08,0.149,0.142,0.102
"P17","Lo votaría",0.115,0.101,0.119,0.205
"P17","Puede que lo vote",0.206,0.204,0.216,0.255
"P17","Nunca lo votaría",0.579,0.525,0.455,0.408
"P17","No sabe",0.1,0.17,0.21,0.132
"P18","Lo votaría",0.108,0.126,0.098,0.123
"P18","Puede que lo vote",0.207,0.152,0.145,0.191
"P18","Nunca lo votaría",0.622,0.621,0.637,0.611
"P18","No sabe",0.063,0.101,0.12,0.075
"P19","Lo votaría",0.066,0.13,0.121,0.072
"P19","Puede que lo vote",0.148,0.189,0.155,0.122
"P19","Nunca lo votaría",0.728,0.584,0.612,0.704
"P19","No sabe",0.058,0.097,0.112,0.102
"P20","Lo votaría",0.173,0.187,0.169,0.143
"P20","Puede que lo vote",0.202,0.209,0.21,0.26
"P20","Nunca lo votaría",0.557,0.464,0.428,0.493
"P20","No sabe",0.068,0.14,0.193,0.104
"P21","Lo votaría",0.053,0.031,0.019,0.032
"P21","Puede que lo vote",0.113,0.085,0.079,0.109
"P21","Nunca lo votaría",0.61,0.58,0.562,0.58
"P21","No sabe",0.224,0.304,0.34,0.279
"P22","Lo votaría",0.065,0.091,0.054,0.089
"P22","Puede que lo vote",0.17,0.128,0.127,0.18
"P22","Nunca lo votaría",0.668,0.668,0.675,0.646
"P22","No sabe",0.097,0.113,0.144,0.085
"P23","Lo votaría",0.044,0.071,0.043,0.053
"P23","Puede que lo vote",0.122,0.097,0.105,0.167
"P23","Nunca lo votaría",0.628,0.558,0.554,0.502
"P23","No sabe",0.206,0.274,0.298,0.278
"P24","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.096,0.088,0.117,0.104
"P24","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.188,0.15,0.135,0.194
"P24","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.234,0.19,0.254,0.336
"P24","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.123,0.13,0.081,0.128
"P24","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.029,0.049,0.049,0.039
"P24","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.055,0.039,0.036,0.037
"P24","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.016,0.014,0.024,0.015
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.156,0.195,0.177,0.059
"P24","A los candidatos del Frente de Izquierda",0.023,0.014,0.018,0.01
"P24","No sabe",0.08,0.131,0.109,0.078
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.072,0.116,0.125,0.088
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.222,0.146,0.126,0.217
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.207,0.175,0.244,0.325
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.086,0.121,0.074,0.136
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.027,0.038,0.043,0.036
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.059,0.043,0.02,0.034
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.021,0.011,0.035,0.017
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.189,0.207,0.197,0.06
"P25","A los candidatos del Frente de Izquierda",0.027,0.023,0.029,0.012
"P25","No sabe",0.09,0.12,0.107,0.075
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.245,0.223,0.201,0.276
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.21,0.169,0.252,0.301
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.096,0.108,0.079,0.116
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.048,0.08,0.054,0.089
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.049,0.034,0.033,0.036
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.02,0.02,0.025,0.015
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.127,0.167,0.148,0.052
"P26","A los candidatos del Frente de Izquierda",0.096,0.07,0.09,0.027
"P26","No sabe",0.109,0.129,0.118,0.088
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.271,0.212,0.228,0.292
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.215,0.185,0.282,0.34
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.102,0.141,0.079,0.147
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.062,0.043,0.038,0.045
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.024,0.041,0.022,0.018
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.149,0.166,0.175,0.048
"P27","A los candidatos del Frente de Izquierda",0.054,0.035,0.033,0.018
"P27","No sabe",0.123,0.177,0.143,0.092
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.261,0.219,0.216,0.261
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.218,0.212,0.261,0.358
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.09,0.115,0.106,0.14
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.064,0.055,0.039,0.036
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.027,0.042,0.025,0.022
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.168,0.162,0.16,0.056
"P28","A los candidatos del Frente de Izquierda",0.041,0.043,0.036,0.023
"P28","No sabe",0.131,0.152,0.157,0.104
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.292,0.205,0.225,0.313
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.215,0.225,0.286,0.348
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.085,0.123,0.094,0.137
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.054,0.033,0.034,0.04
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.023,0.024,0.017,0.015
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.184,0.201,0.162,0.051
"P29","A los candidatos del Frente de Izquierda",0.037,0.057,0.056,0.018
"P29","No sabe",0.11,0.132,0.126,0.078
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.299,0.247,0.227,0.355
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.248,0.201,0.26,0.353
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.262,0.333,0.296,0.093
"P30","A los candidatos del Frente de Izquierda",0.044,0.045,0.023,0.018
"P30","No sabe",0.147,0.174,0.194,0.181
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.32,0.302,0.271,0.413
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.286,0.209,0.321,0.376
"P31","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.237,0.283,0.259,0.073
"P31","A los candidatos del Frente de Izquierda",0.044,0.029,0.033,0.02
"P31","No sabe",0.113,0.177,0.116,0.118
"P32","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.279,0.238,0.191,0.35
"P32","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.252,0.193,0.246,0.331
"P32","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.279,0.343,0.326,0.102
"P32","A los candidatos del Frente de Izquierda",0.045,0.044,0.039,0.035
"P32","No sabe",0.145,0.182,0.198,0.182
"P33","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.294,0.248,0.29,0.397
"P33","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.273,0.21,0.301,0.379
"P33","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.254,0.309,0.257,0.075
"P33","A los candidatos del Frente de Izquierda",0.044,0.057,0.029,0.027
"P33","No sabe",0.135,0.176,0.123,0.122
"P34","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.308,0.224,0.246,0.384
"P34","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.262,0.189,0.242,0.342
"P34","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.273,0.334,0.292,0.103
"P34","A los candidatos del Frente de Izquierda",0.045,0.074,0.025,0.019
"P34","No sabe",0.112,0.179,0.195,0.152
"P35","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.328,0.222,0.225,0.323
"P35","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.28,0.299,0.35,0.473
"P35","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.243,0.292,0.263,0.068
"P35","A los candidatos del Frente de Izquierda",0.046,0.038,0.026,0.018
"P35","No sabe",0.103,0.149,0.136,0.118
"P36","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.327,0.243,0.225,0.337
"P36","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.256,0.192,0.231,0.417
"P36","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.283,0.372,0.335,0.099
"P36","A los candidatos del Frente de Izquierda",0.032,0.026,0.014,0.012
"P36","No sabe",0.102,0.167,0.195,0.135
"P37","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.329,0.253,0.216,0.337
"P37","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.288,0.259,0.328,0.478
"P37","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.259,0.323,0.283,0.073
"P37","A los candidatos del Frente de Izquierda",0.032,0.025,0.01,0.013
"P37","No sabe",0.092,0.14,0.163,0.099
"P38","Muy buena",0.249,0.143,0.126,0.281
"P38","Buena",0.138,0.084,0.103,0.108
"P38","Ni buena ni mala",0.106,0.099,0.072,0.063
"P38","Mala",0.09,0.14,0.094,0.091
"P38","Muy mala",0.408,0.524,0.584,0.454
"P38","No sabe",0.009,0.01,0.021,0.003
"P39","Muy buena",0.274,0.15,0.184,0.305
"P39","Buena",0.087,0.069,0.069,0.071
"P39","Ni buena ni mala",0.067,0.123,0.062,0.055
"P39","Mala",0.082,0.079,0.079,0.082
"P39","Muy mala",0.483,0.567,0.581,0.475
"P39","No sabe",0.007,0.012,0.025,0.012
"P40","Muy buena",0.122,0.045,0.059,0.151
"P40","Buena",0.128,0.059,0.067,0.118
"P40","Ni buena ni mala",0.19,0.246,0.205,0.173
"P40","Mala",0.111,0.135,0.082,0.13
"P40","Muy mala",0.306,0.316,0.384,0.218
"P40","No sabe",0.143,0.199,0.203,0.21
"P41","Muy buena",0.095,0.076,0.134,0.199
"P41","Buena",0.153,0.129,0.171,0.265
"P41","Ni buena ni mala",0.231,0.352,0.253,0.19
"P41","Mala",0.19,0.167,0.153,0.155
"P41","Muy mala",0.274,0.203,0.2,0.139
"P41","No sabe",0.057,0.073,0.089,0.052
"P42","Muy buena",0.111,0.058,0.104,0.215
"P42","Buena",0.16,0.17,0.193,0.224
"P42","Ni buena ni mala",0.219,0.282,0.222,0.194
"P42","Mala",0.154,0.171,0.118,0.121
"P42","Muy mala",0.307,0.233,0.212,0.189
"P42","No sabe",0.049,0.086,0.151,0.057
"P43","Muy buena",0.075,0.07,0.09,0.11
"P43","Buena",0.126,0.094,0.132,0.196
"P43","Ni buena ni mala",0.27,0.351,0.249,0.259
"P43","Mala",0.122,0.092,0.07,0.098
"P43","Muy mala",0.26,0.191,0.216,0.118
"P43","No sabe",0.147,0.202,0.243,0.219
"P44","Muy buena",0.051,0.046,0.099,0.035
"P44","Buena",0.101,0.141,0.112,0.138
"P44","Ni buena ni mala",0.281,0.302,0.304,0.331
"P44","Mala",0.144,0.114,0.078,0.154
"P44","Muy mala",0.338,0.249,0.217,0.226
"P44","No sabe",0.085,0.148,0.19,0.116
"P45","Muy buena",0.135,0.156,0.208,0.128
"P45","Buena",0.169,0.161,0.177,0.247
"P45","Ni buena ni mala",0.196,0.268,0.214,0.216
"P45","Mala",0.128,0.101,0.101,0.117
"P45","Muy mala",0.33,0.228,0.186,0.227
"P45","No sabe",0.042,0.086,0.114,0.065
"P46","Muy buena",0.051,0.099,0.088,0.062
"P46","Buena",0.133,0.144,0.128,0.104
"P46","Ni buena ni mala",0.266,0.306,0.285,0.359
"P46","Mala",0.19,0.182,0.136,0.207
"P46","Muy mala",0.323,0.238,0.259,0.212
"P46","No sabe",0.037,0.031,0.104,0.056
"P47","Muy buena",0.075,0.05,0.058,0.117
"P47","Buena",0.14,0.074,0.086,0.143
"P47","Ni buena ni mala",0.173,0.176,0.155,0.167
"P47","Mala",0.134,0.107,0.061,0.15
"P47","Muy mala",0.439,0.534,0.578,0.378
"P47","No sabe",0.039,0.059,0.062,0.045
"P48","Muy buena",0.039,0.051,0.024,0.079
"P48","Buena",0.141,0.104,0.11,0.167
"P48","Ni buena ni mala",0.155,0.168,0.117,0.126
"P48","Mala",0.129,0.088,0.104,0.117
"P48","Muy mala",0.526,0.564,0.62,0.498
"P48","No sabe",0.01,0.025,0.025,0.013
"P49","Muy buena",0.051,0.062,0.043,0.074
"P49","Buena",0.121,0.072,0.089,0.147
"P49","Ni buena ni mala",0.139,0.154,0.119,0.154
"P49","Mala",0.145,0.086,0.079,0.117
"P49","Muy mala",0.537,0.62,0.65,0.501
"P49","No sabe",0.007,0.006,0.02,0.007
"P50","Muy buena",0.277,0.21,0.213,0.312
"P50","Buena",0.062,0.037,0.027,0.049
"P50","Ni buena ni mala",0.053,0.1,0.037,0.038
"P50","Mala",0.06,0.037,0.03,0.056
"P50","Muy mala",0.541,0.599,0.667,0.54
"P50","No sabe",0.007,0.017,0.026,0.005
"P51","Muy buena",0.193,0.139,0.263,0.252
"P51","Buena",0.125,0.131,0.13,0.192
"P51","Ni buena ni mala",0.098,0.192,0.155,0.12
"P51","Mala",0.127,0.148,0.103,0.102
"P51","Muy mala",0.452,0.382,0.33,0.325
"P51","No sabe",0.005,0.008,0.019,0.009
"P52","Muy buena",0.1,0.088,0.089,0.17
"P52","Buena",0.179,0.162,0.131,0.262
"P52","Ni buena ni mala",0.162,0.228,0.291,0.191
"P52","Mala",0.163,0.13,0.134,0.129
"P52","Muy mala",0.39,0.371,0.336,0.239
"P52","No sabe",0.006,0.021,0.019,0.009
"P53","Muy buena",0.065,0.041,0.064,0.095
"P53","Buena",0.188,0.099,0.084,0.193
"P53","Ni buena ni mala",0.178,0.139,0.158,0.149
"P53","Mala",0.127,0.109,0.073,0.132
"P53","Muy mala",0.434,0.588,0.583,0.42
"P53","No sabe",0.008,0.024,0.038,0.011
"P54","Muy buena",0.229,0.264,0.323,0.35
"P54","Buena",0.156,0.148,0.16,0.186
"P54","Ni buena ni mala",0.1,0.142,0.128,0.07
"P54","Mala",0.092,0.103,0.088,0.073
"P54","Muy mala",0.414,0.314,0.281,0.313
"P54","No sabe",0.009,0.029,0.02,0.008
"P55","Muy buena",0.231,0.309,0.276,0.096
"P55","Buena",0.133,0.157,0.112,0.091
"P55","Ni buena ni mala",0.14,0.182,0.175,0.257
"P55","Mala",0.093,0.059,0.104,0.148
"P55","Muy mala",0.391,0.278,0.264,0.365
"P55","No sabe",0.012,0.015,0.069,0.043
"P56","Muy buena",0.139,0.138,0.13,0.194
"P56","Buena",0.159,0.206,0.25,0.266
"P56","Ni buena ni mala",0.15,0.177,0.146,0.129
"P56","Mala",0.133,0.094,0.171,0.099
"P56","Muy mala",0.412,0.365,0.272,0.304
"P56","No sabe",0.007,0.02,0.031,0.008
"P57","Muy buena",0.091,0.078,0.036,0.102
"P57","Buena",0.201,0.139,0.121,0.196
"P57","Ni buena ni mala",0.168,0.158,0.186,0.158
"P57","Mala",0.127,0.124,0.104,0.162
"P57","Muy mala",0.407,0.493,0.528,0.373
"P57","No sabe",0.006,0.008,0.025,0.009
"P58","Muy buena",0.076,0.068,0.074,0.061
"P58","Buena",0.16,0.137,0.102,0.18
"P58","Ni buena ni mala",0.314,0.353,0.324,0.431
"P58","Mala",0.186,0.139,0.125,0.151
"P58","Muy mala",0.229,0.253,0.243,0.113
"P58","No sabe",0.035,0.05,0.132,0.064
"P59","Siempre",0.284,0.323,0.256,0.373
"P59","Casi siempre",0.392,0.317,0.359,0.447
"P59","Casi nunca",0.239,0.248,0.254,0.113
"P59","Nunca, pero esta es una excepción",0.085,0.112,0.131,0.067
"P60","Si",0.597,0.555,0.577,0.56
"P60","No",0.403,0.445,0.423,0.44
