"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.08,0.61,0.038,0.19
"P33","En blanco",0.488,0.024,0.454,0.046
"P33","No sabe",0.228,0.024,0.065,0.508
"P34","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.893,0.027,0.123,0.085
"P34","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.059,0.557,0.458,0.254
"P34","En blanco",0.028,0.275,0.386,0.033
"P34","No sabe",0.02,0.141,0.033,0.628
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.294,0.233,0.412,0.248
"P35","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.039,0.734,0.028,0.108
"P35","En blanco",0.427,0.022,0.555,0.065
"P35","No sabe",0.24,0.011,0.005,0.579
"P37","Lo votaría",0.817,0.009,0.095,0.081
"P37","Puede que lo vote",0.083,0.092,0.072,0.066
"P37","Nunca lo votaría",0.058,0.822,0.805,0.472
"P37","No sabe",0.042,0.077,0.028,0.381
"P38","Lo votaría",0.471,0.022,0.082,0.053
"P38","Puede que lo vote",0.201,0.03,0.071,0.089
"P38","Nunca lo votaría",0.202,0.903,0.738,0.522
"P38","No sabe",0.126,0.045,0.109,0.336
"P39","Lo votaría",0.121,0.438,0.35,0.245
"P39","Puede que lo vote",0.04,0.186,0.051,0.132
"P39","Nunca lo votaría",0.791,0.287,0.482,0.313
"P39","No sabe",0.048,0.089,0.117,0.31
"P40","Lo votaría",0.097,0.231,0.31,0.284
"P40","Puede que lo vote",0.096,0.303,0.154,0.143
"P40","Nunca lo votaría",0.778,0.373,0.408,0.302
"P40","No sabe",0.029,0.093,0.128,0.271
"P41","Lo votaría",0.119,0.099,0.166,0.071
"P41","Puede que lo vote",0.12,0.161,0.159,0.165
"P41","Nunca lo votaría",0.545,0.542,0.519,0.42
"P41","No sabe",0.216,0.198,0.156,0.344
"P42","Lo votaría",0.073,0.594,0.039,0.074
"P42","Puede que lo vote",0.059,0.26,0.05,0.187
"P42","Nunca lo votaría",0.792,0.103,0.729,0.53
"P42","No sabe",0.076,0.043,0.182,0.209
"P43","Lo votaría",0.181,0.089,0.152,0.004
"P43","Puede que lo vote",0.231,0.08,0.062,0.044
"P43","Nunca lo votaría",0.472,0.763,0.687,0.59
"P43","No sabe",0.116,0.068,0.099,0.362
"P44","Sí",0.431,0.431,0.427,0.293
"P44","No",0.569,0.569,0.573,0.707
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.57,0.035,0.09,0.083
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.232,0.008,0.062,0.057
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.049,0.297,0.284,0.268
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.041,0.034,0.137,0.133
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.027,0.603,0.085,0.064
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.023,0.001,0.105,0
"PRESIDENTE","En blanco",0.031,0.002,0.135,0.055
"PRESIDENTE","No sabe",0.027,0.02,0.102,0.34
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.489,0.063,0.144,0.188
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.067,0.223,0.271,0.249
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.024,0.109,0.084,0.141
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.237,0.155,0.127,0.18
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.087,0.431,0.13,0.104
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.055,0.005,0.167,0.007
"DIPUTADOS","En blanco",0.028,0.003,0.047,0.044
"DIPUTADOS","No sabe",0.013,0.011,0.03,0.087
