"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P23","Otros",0.009,0.033,0.041,0.06
"P23","En blanco",0.009,0.02,0.03,0.005
"P23","No sabe",0.017,0.017,0.014,0.089
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.1,0.083,0.713,0.528
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.767,0.143,0.05,0.065
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.05,0.701,0.031,0.035
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.012,0.05,0.045
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.02,0.043,0.068
"P30","Otros",0.025,0.024,0.048,0.102
"P30","En blanco",0.009,0.005,0.036,0.022
"P30","No sabe",0.014,0.012,0.029,0.135
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.101,0.093,0.726,0.537
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.621,0.128,0.08,0.131
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.122,0.722,0.032,0.034
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.006,0.037,0.029
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.03,0.021,0.04,0.056
"P31","Otros",0.038,0.008,0.04,0.07
"P31","En blanco",0.032,0.008,0.025,0.015
"P31","No sabe",0.04,0.014,0.02,0.128
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.157,0.113,0.762,0.612
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.798,0.524,0.045,0.083
"P36","En blanco",0.019,0.238,0.169,0.026
"P36","No sabe",0.026,0.125,0.024,0.279
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.161,0.125,0.741,0.557
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.68,0.41,0.068,0.136
"P38","En blanco",0.083,0.301,0.163,0.025
"P38","No sabe",0.076,0.164,0.028,0.282
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.671,0.12,0.184,0.224
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.163,0.813,0.04,0.045
"P39","En blanco",0.089,0.042,0.689,0.077
"P39","No sabe",0.077,0.025,0.087,0.654
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.173,0.096,0.763,0.586
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.362,0.841,0.037,0.049
"P40","En blanco",0.252,0.037,0.174,0.044
"P40","No sabe",0.213,0.026,0.026,0.321
"P43","Lo votaría",0.128,0.095,0.714,0.538
"P43","Puede que lo vote",0.084,0.139,0.098,0.111
"P43","Nunca lo votaría",0.754,0.713,0.162,0.187
"P43","No sabe",0.034,0.053,0.026,0.164
"P44","Lo votaría",0.077,0.073,0.549,0.316
"P44","Puede que lo vote",0.052,0.074,0.186,0.182
"P44","Nunca lo votaría",0.842,0.801,0.223,0.313
"P44","No sabe",0.029,0.052,0.042,0.189
"P45","Lo votaría",0.712,0.202,0.083,0.079
"P45","Puede que lo vote",0.113,0.318,0.063,0.087
"P45","Nunca lo votaría",0.156,0.438,0.835,0.655
"P45","No sabe",0.019,0.042,0.019,0.179
"P46","Lo votaría",0.539,0.168,0.067,0.139
"P46","Puede que lo vote",0.252,0.264,0.08,0.101
"P46","Nunca lo votaría",0.17,0.522,0.825,0.601
"P46","No sabe",0.039,0.046,0.028,0.159
"P47","Lo votaría",0.186,0.705,0.029,0.073
"P47","Puede que lo vote",0.284,0.15,0.041,0.069
"P47","Nunca lo votaría",0.483,0.126,0.916,0.716
"P47","No sabe",0.047,0.019,0.014,0.142
"P48","Lo votaría",0.038,0.093,0.11,0.048
"P48","Puede que lo vote",0.083,0.092,0.326,0.224
"P48","Nunca lo votaría",0.849,0.759,0.514,0.542
"P48","No sabe",0.03,0.056,0.05,0.186
"P49","Lo votaría",0.069,0.067,0.069,0.077
"P49","Puede que lo vote",0.189,0.155,0.264,0.199
"P49","Nunca lo votaría",0.692,0.706,0.611,0.531
"P49","No sabe",0.05,0.072,0.056,0.193
"P60","Si",0.512,0.502,0.509,0.464
"P60","No",0.488,0.498,0.491,0.536
