"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P14","Nunca lo votaría",0.568,0.508,0.573,0.464
"P14","No sabe",0.057,0.113,0.062,0.06
"P15","Lo votaría",0.129,0.152,0.123,0.142
"P15","Puede que lo vote",0.272,0.22,0.212,0.169
"P15","Nunca lo votaría",0.562,0.529,0.595,0.645
"P15","No sabe",0.037,0.099,0.07,0.044
"P16","Lo votaría",0.111,0.124,0.185,0.119
"P16","Puede que lo vote",0.209,0.164,0.128,0.139
"P16","Nunca lo votaría",0.614,0.617,0.596,0.676
"P16","No sabe",0.066,0.095,0.091,0.066
"P17","La votaría",0.332,0.248,0.32,0.251
"P17","Puede que la vote",0.083,0.142,0.106,0.049
"P17","Nunca la votaría",0.551,0.573,0.551,0.661
"P17","No sabe",0.034,0.037,0.023,0.039
"P18","Lo votaría",0.142,0.169,0.118,0.163
"P18","Puede que lo vote",0.217,0.216,0.177,0.291
"P18","Nunca lo votaría",0.588,0.535,0.617,0.474
"P18","No sabe",0.053,0.08,0.088,0.072
"P19","Lo votaría",0.084,0.068,0.05,0.05
"P19","Puede que lo vote",0.21,0.163,0.163,0.227
"P19","Nunca lo votaría",0.615,0.576,0.63,0.613
"P19","No sabe",0.091,0.193,0.157,0.11
"P20","La votaría",0.239,0.232,0.245,0.36
"P20","Puede que la vote",0.197,0.167,0.149,0.156
"P20","Nunca la votaría",0.52,0.534,0.513,0.437
"P20","No sabe",0.044,0.067,0.093,0.047
"P21","Lo votaría",0.184,0.268,0.232,0.11
"P21","Puede que lo vote",0.189,0.181,0.175,0.184
"P21","Nunca lo votaría",0.575,0.472,0.477,0.643
"P21","No sabe",0.052,0.079,0.116,0.063
"P22","La votaría",0.111,0.138,0.114,0.162
"P22","Puede que la vote",0.213,0.207,0.163,0.253
"P22","Nunca la votaría",0.607,0.567,0.617,0.497
"P22","No sabe",0.069,0.088,0.106,0.088
"P23","Lo votaría",0.086,0.103,0.104,0.069
"P23","Puede que lo vote",0.239,0.179,0.148,0.191
"P23","Nunca lo votaría",0.606,0.668,0.702,0.683
"P23","No sabe",0.069,0.05,0.046,0.057
"P24","Lo votaría",0.028,0.039,0.032,0.036
"P24","Puede que lo vote",0.142,0.156,0.132,0.212
"P24","Nunca lo votaría",0.723,0.669,0.712,0.682
"P24","No sabe",0.107,0.136,0.124,0.07
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.344,0.292,0.338,0.257
"P26","Alberto Fernández por el Frente de Todos",0.034,0.054,0.064,0.033
"P26","Mauricio Macri por Juntos por el cambio",0.117,0.112,0.104,0.19
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.094,0.101,0.08,0.104
"P26","Patricia Bullrich por Juntos por el Cambio",0.156,0.147,0.135,0.253
"P26","Facundo Manes por Juntos por el Cambio",0.038,0.047,0.029,0.028
"P26","Javier Milei por los liberales libertarios",0.149,0.195,0.192,0.06
"P26","Nicolás del Caño por la izquierda",0.031,0.008,0.003,0.007
"P26","Aún no lo tengo decidido",0.037,0.044,0.055,0.068
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.11,0.132,0.107,0.124
"P27","Patricia Bullrich por Juntos por el Cambio",0.235,0.219,0.189,0.388
"P27","Facundo Manes por Juntos por el Cambio",0.038,0.051,0.031,0.03
"P27","Alberto Fernández por el Frente de Todos",0.076,0.132,0.169,0.098
"P27","Sergio Massa por el Frente de Todos",0.233,0.134,0.124,0.158
"P27","Javier Milei por los liberales libertarios",0.161,0.205,0.222,0.07
"P27","Nicolás del Caño por la izquierda",0.039,0.022,0.007,0.016
"P27","Otros candidatos",0.058,0.025,0.055,0.033
"P27","Aún no lo tengo decidido",0.05,0.08,0.096,0.083
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.373,0.343,0.331,0.278
"P28","Mauricio Macri por Juntos por el Cambio",0.24,0.223,0.216,0.43
"P28","Javier Milei por los liberales libertarios",0.196,0.273,0.264,0.089
"P28","Nicolás del Caño por la izquierda",0.038,0.019,0.021,0.011
"P28","Otro candidato",0.093,0.057,0.069,0.099
"P28","Aún no lo tengo decidido",0.06,0.085,0.099,0.093
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.255,0.198,0.196,0.362
"P30","Alberto Fernández por el Frente de Todos",0.215,0.223,0.245,0.191
"P30","Javier Milei por los liberales libertarios",0.219,0.312,0.292,0.116
"P30","Nicolás del Caño por la izquierda",0.052,0.042,0.004,0.027
"P30","Otro candidato",0.154,0.108,0.145,0.144
"P30","Aún no lo tengo decidido",0.105,0.117,0.118,0.16
"P32","Sergio Massa presidente por el Frente de Todos",0.308,0.2,0.197,0.237
"P32","Patricia Bullrich por Juntos por el Cambio",0.285,0.268,0.271,0.492
"P32","Javier Milei por los liberales libertarios",0.168,0.241,0.257,0.074
"P32","Nicolás del Caño por la izquierda",0.042,0.051,0.013,0.013
"P32","Otro candidato",0.113,0.097,0.135,0.091
"P32","Aún no lo tengo decidido",0.084,0.143,0.127,0.093
"P34","Sergio Massa presidente por el Frente de Todos",0.301,0.239,0.256,0.262
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.219,0.24,0.186,0.36
"P34","Javier Milei por los liberales libertarios",0.233,0.28,0.318,0.085
"P34","Nicolás del Caño por la izquierda",0.044,0.039,0.014,0.015
"P34","Otro candidato",0.146,0.107,0.104,0.148
"P34","Aún no lo tengo decidido",0.057,0.095,0.122,0.13
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.375,0.333,0.321,0.271
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.24,0.188,0.204,0.388
"P36","Javier Milei por los liberales libertarios",0.245,0.301,0.319,0.101
"P36","Nicolás del Caño por la izquierda",0.029,0.016,0.006,0.01
"P36","Otro candidato",0.071,0.079,0.062,0.129
"P36","Aún no lo tengo decidido",0.04,0.083,0.088,0.101
"P37","Sergio Massa presidente por el Frente de Todos",0.333,0.237,0.225,0.228
"P37","Mauricio Macri por Juntos por el Cambio",0.244,0.207,0.22,0.463
"P37","Javier Milei por los liberales libertarios",0.195,0.29,0.289,0.08
"P37","Nicolás del Caño por la izquierda",0.048,0.042,0.005,0.021
"P37","Otro candidato",0.124,0.127,0.128,0.093
"P37","Aún no lo tengo decidido",0.056,0.097,0.133,0.115
"P38","Alberto Fernández por el Frente de Todos",0.261,0.263,0.263,0.175
"P38","Mauricio Macri por Juntos por el Cambio",0.252,0.218,0.235,0.485
"P38","Javier Milei por los liberales libertarios",0.197,0.255,0.281,0.078
"P38","Nicolás del Caño por la izquierda",0.066,0.047,0.001,0.025
"P38","Otro candidato",0.162,0.126,0.121,0.127
"P38","Aún no lo tengo decidido",0.062,0.091,0.099,0.11
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.42,0.389,0.324,0.301
"P39","Mauricio Macri por Juntos por el Cambio",0.399,0.358,0.478,0.541
"P39","No sabe",0.181,0.253,0.198,0.158
"P40","Alberto Fernández por el Frente de Todos",0.334,0.25,0.297,0.27
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.39,0.392,0.378,0.53
"P40","No sabe",0.276,0.358,0.325,0.2
"P41","Sergio Massa presidente por el Frente de Todos",0.362,0.282,0.238,0.245
"P41","Patricia Bullrich por Juntos por el Cambio",0.434,0.418,0.527,0.586
"P41","No sabe",0.204,0.3,0.235,0.169
"P42","Sergio Massa presidente por el Frente de Todos",0.391,0.28,0.271,0.259
"P42","Mauricio Macri por Juntos por el Cambio",0.43,0.405,0.502,0.573
"P42","No sabe",0.179,0.315,0.227,0.168
"P43","Sergio Massa presidente por el Frente de Todos",0.389,0.309,0.211,0.264
"P43","Javier Milei por los liberales libertarios",0.376,0.474,0.485,0.277
"P43","No sabe",0.235,0.217,0.304,0.459
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.261,0.278,0.218,0.39
"P44","Javier Milei por los liberales libertarios",0.311,0.377,0.389,0.163
"P44","No sabe",0.428,0.345,0.393,0.447
"P45","Muy buena",0.043,0.061,0.066,0.07
"P45","Buena",0.145,0.121,0.119,0.116
"P45","Ni buena ni mala",0.213,0.186,0.185,0.194
"P45","Mala",0.132,0.088,0.069,0.158
"P45","Muy mala",0.454,0.544,0.542,0.451
"P45","No sabe",0.013,0,0.019,0.011
"P46","Muy buena",0.032,0.039,0.12,0.036
"P46","Buena",0.139,0.112,0.14,0.145
"P46","Ni buena ni mala",0.197,0.174,0.135,0.14
"P46","Mala",0.1,0.127,0.065,0.162
"P46","Muy mala",0.527,0.516,0.539,0.514
"P46","No sabe",0.005,0.032,0.001,0.003
"P47","Muy buena",0.325,0.216,0.24,0.22
"P47","Buena",0.041,0.106,0.05,0.064
"P47","Ni buena ni mala",0.042,0.071,0.11,0.044
"P47","Mala",0.078,0.074,0.037,0.073
"P47","Muy mala",0.507,0.533,0.562,0.59
"P47","No sabe",0.007,0,0.001,0.009
"P48","Muy buena",0.155,0.173,0.153,0.253
"P48","Buena",0.131,0.136,0.188,0.223
"P48","Ni buena ni mala",0.11,0.166,0.188,0.115
"P48","Mala",0.158,0.172,0.139,0.076
"P48","Muy mala",0.443,0.344,0.332,0.318
"P48","No sabe",0.003,0.009,0,0.015
"P49","Muy buena",0.101,0.129,0.069,0.217
"P49","Buena",0.205,0.205,0.213,0.301
"P49","Ni buena ni mala",0.185,0.215,0.192,0.15
"P49","Mala",0.131,0.206,0.207,0.079
"P49","Muy mala",0.376,0.243,0.319,0.246
"P49","No sabe",0.002,0.002,0,0.007
"P50","Muy buena",0.048,0.088,0.081,0.085
"P50","Buena",0.19,0.102,0.064,0.169
"P50","Ni buena ni mala",0.212,0.224,0.283,0.181
"P50","Mala",0.115,0.171,0.117,0.152
"P50","Muy mala",0.433,0.408,0.449,0.413
"P50","No sabe",0.002,0.007,0.006,0
"P51","Muy buena",0.238,0.231,0.282,0.364
"P51","Buena",0.177,0.143,0.165,0.18
"P51","Ni buena ni mala",0.112,0.131,0.173,0.117
"P51","Mala",0.067,0.124,0.128,0.042
"P51","Muy mala",0.404,0.366,0.252,0.289
"P51","No sabe",0.002,0.005,0,0.008
"P52","Muy buena",0.164,0.25,0.232,0.074
"P52","Buena",0.122,0.14,0.131,0.141
"P52","Ni buena ni mala",0.181,0.155,0.241,0.341
"P52","Mala",0.124,0.116,0.137,0.117
"P52","Muy mala",0.401,0.322,0.251,0.302
"P52","No sabe",0.008,0.017,0.008,0.025
"P53","Muy buena",0.126,0.133,0.096,0.23
"P53","Buena",0.175,0.21,0.137,0.257
"P53","Ni buena ni mala",0.163,0.145,0.276,0.184
"P53","Mala",0.098,0.163,0.108,0.074
"P53","Muy mala",0.435,0.337,0.368,0.25
"P53","No sabe",0.003,0.012,0.015,0.005
"P54","Muy buena",0.097,0.062,0.061,0.089
"P54","Buena",0.175,0.164,0.156,0.12
"P54","Ni buena ni mala",0.205,0.193,0.189,0.234
"P54","Mala",0.086,0.189,0.128,0.163
"P54","Muy mala",0.434,0.391,0.466,0.386
"P54","No sabe",0.003,0.001,0,0.008
"P55","Muy buena",0.058,0.064,0.048,0.064
"P55","Buena",0.15,0.076,0.054,0.128
"P55","Ni buena ni mala",0.357,0.372,0.383,0.406
"P55","Mala",0.155,0.225,0.136,0.207
"P55","Muy mala",0.258,0.22,0.345,0.167
"P55","No sabe",0.022,0.043,0.034,0.028
"P57","Siempre",0.301,0.256,0.289,0.289
"P57","Casi siempre",0.392,0.371,0.286,0.451
"P57","Casi nunca",0.215,0.218,0.316,0.2
"P57","Nunca, pero esta es una excepción",0.092,0.155,0.109,0.06
"P58","Si",0.657,0.589,0.568,0.439
"P58","No",0.343,0.411,0.432,0.561
