"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.125,0.11,0.342,0.289,0.842,0.113
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.208,0.051,0.237,0.208,0.08,0
"P20","El candidato a gobernador de la Izquierda",0.005,0.034,0.062,0,0,0
"P20","En blanco",0.006,0.006,0.015,0,0.046,0
"P20","No sabe",0.031,0.159,0.123,0,0,0.109
"P23","Gustavo Menéndez a intendente por Unión por la Patria.",0.325,0.419,0.071,0.037,0.276,0.324
"P23","Zencich a intendente por Juntos por el Cambio",0.191,0.134,0.217,0.2,0.495,0.08
"P23","Eduardo Varela a intendente por la Libertad Avanza",0.164,0.063,0.151,0.212,0,0.421
"P23","Raul Othacehé a intendente por el frente vecinal crecer",0.061,0.03,0.181,0.056,0.183,0.034
"P23","El candidato a intendente de la Izquierda",0.106,0.169,0.221,0.495,0,0
"P23","En blanco",0.061,0.005,0.104,0,0,0
"P23","No sabe",0.092,0.18,0.055,0,0.046,0.141
"P26","Totalmente seguro.",0.702,0.714,0.527,0.818,0.715,0.483
"P26","Bastante seguro",0.182,0.146,0.246,0.069,0.135,0.211
"P26","Algo seguro",0.046,0.057,0.165,0.033,0,0.045
"P26","Para nada seguro",0.07,0.083,0.062,0.08,0.15,0.261
"P27","Tiene Decidido que va a ir a votar.",0.89,0.94,0.94,0.883,0.956,0.889
"P27","Tiene dudas sobre si va a ir a  votar",0.086,0.033,0.041,0.027,0,0.077
"P27","Tiene Decidido que no va a ir a votar",0.024,0.027,0.019,0.09,0.044,0.034
"P28","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.342,0.363,0.557,0.515,0.629,0.418
"P28","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.098,0.197,0.102,0.449,0.308,0.159
"P28","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.339,0.228,0.134,0.018,0.022,0.191
"P28","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.084,0.066,0.042,0.018,0.014,0.048
"P28","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.116,0.044,0.063,0,0,0
"P28","No sabe",0.021,0.102,0.102,0,0.027,0.184
"P29","No estaba enterado del tema",0.103,0.06,0.131,0.016,0.028,0.148
"P29","Un tema de la vida privada de él",0.124,0.16,0.06,0,0,0.072
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.425,0.247,0.115,0.411,0,0.206
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.154,0.163,0.207,0.405,0.73,0.218
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.175,0.236,0.413,0.168,0.242,0.288
"P29","No sabe",0.019,0.134,0.074,0,0,0.068
"P30","Si",0.899,0.75,0.779,0.922,0.949,0.931
"P30","No",0.101,0.25,0.221,0.078,0.051,0.069
"P31","Sergio Massa",0.523,0.286,0.234,0.339,0.149,0.494
"P31","Patria Bullrich",0.037,0.137,0.249,0.253,0.435,0.25
"P31","Javier Milei",0.236,0.257,0.304,0.263,0.203,0.186
"P31","Myriam Bregman",0.176,0.243,0.135,0.124,0.134,0.057
"P31","Juan Schiaretti",0.028,0.077,0.078,0.021,0.079,0.013
"P32","Ha aumentado significativamente",0.197,0.087,0.044,0.047,0.009,0.05
"P32","Ha aumentado ligeramente",0.307,0.161,0.109,0.027,0.177,0.112
"P32","Se mantiene igual",0.177,0.41,0.32,0.39,0.079,0.285
"P32","Ha disminuido ligeramente",0.18,0.156,0.275,0.347,0.098,0.143
"P32","Ha disminuido significativamente",0.139,0.186,0.252,0.189,0.637,0.41
"P33","No, ninguna dificultad",0.285,0.121,0.135,0.334,0.214,0.253
"P33","Alguna dificultad ocasional",0.353,0.502,0.314,0.342,0.235,0.383
"P33","Sí, dificultades frecuentes",0.362,0.377,0.551,0.324,0.551,0.364
"P34","Sí, absolutamente",0.542,0.506,0.407,0.6,0.295,0.626
"P34","Sí, en cierta medida",0.319,0.299,0.299,0.224,0.128,0.21
"P34","No, en absoluto",0.139,0.195,0.294,0.176,0.577,0.164
"P35","Reducir la inflación",0.425,0.309,0.408,0.166,0.339,0.26
"P35","Implementar reformas fiscales",0.086,0.082,0.051,0.035,0.176,0.205
"P35","Establecer políticas de control de precios",0.216,0.268,0.064,0.043,0.032,0.225
"P35","Reducir el gasto público",0.197,0.327,0.415,0.465,0.447,0.178
"P35","Estimular la inversión extranjera",0.037,0.014,0.06,0.008,0.006,0.085
"P35","Aumentar los subsidios a los servicios públicos",0.039,0,0.002,0.283,0,0.047
"P36","Muy positiva",0.29,0.154,0.052,0.077,0.012,0.162
"P36","Positiva",0.201,0.371,0.066,0.132,0.021,0.017
"P36","Neutral",0.178,0.218,0.386,0.457,0.115,0.021
"P36","Algo negativa",0.047,0.036,0.158,0.06,0.296,0
"P36","Negativa",0.035,0.042,0.067,0.215,0.467,0.097
"P36","No sabe",0.249,0.179,0.271,0.059,0.089,0.703
"P37","Muy positiva",0.635,0.296,0.164,0.301,0.066,0.199
"P37","Positiva",0.151,0.335,0.282,0.059,0.149,0.128
"P37","Neutral",0.143,0.191,0.289,0.245,0.235,0.205
"P37","Algo negativa",0.032,0.008,0.066,0.37,0.045,0.097
"P37","Negativa",0.016,0.076,0.111,0.025,0.499,0
"P37","No sabe",0.023,0.094,0.088,0,0.006,0.371
"P38","Muy positiva",0.455,0.085,0.092,0.031,0,0
"P38","Positiva",0.254,0.384,0.052,0.023,0.035,0.103
"P38","Neutral",0.143,0.215,0.546,0.168,0.236,0.135
"P38","Algo negativa",0.041,0.131,0.071,0.637,0.067,0.097
"P38","Negativa",0.028,0.137,0.142,0.101,0.548,0.026
"P38","No sabe",0.079,0.048,0.097,0.04,0.114,0.639
"P40","Muy positiva",0.599,0.306,0.211,0.129,0.054,0.2
"P40","Positiva",0.167,0.467,0.098,0.174,0.098,0.063
"P40","Neutral",0.103,0.095,0.519,0.215,0.151,0.203
"P40","Algo negativa",0.03,0.042,0.034,0.097,0.154,0.176
"P40","Negativa",0.032,0.027,0.031,0.081,0.517,0.108
"P40","No sabe",0.069,0.063,0.107,0.304,0.026,0.25
"P41","Lo votaría",0.549,0.336,0.115,0.043,0,0.454
"P41","Puede que lo vote",0.093,0.104,0.077,0.033,0,0.073
"P41","Nunca lo votaría",0.352,0.436,0.639,0.577,0.878,0.324
"P41","No sabe",0.006,0.124,0.169,0.347,0.122,0.149
"P42","Lo votaría",0.073,0.108,0.316,0.241,0.562,0.125
"P42","Puede que lo vote",0.076,0.14,0.097,0.069,0.164,0.19
"P42","Nunca lo votaría",0.817,0.588,0.456,0.187,0.274,0.359
"P42","No sabe",0.034,0.164,0.131,0.503,0,0.326
"P43","Lo votaría",0.191,0.274,0.246,0.328,0.075,0.247
"P43","Puede que lo vote",0.061,0.073,0.133,0.147,0.015,0.012
"P43","Nunca lo votaría",0.728,0.62,0.446,0.514,0.881,0.692
"P43","No sabe",0.02,0.033,0.175,0.011,0.029,0.049
"P44","Lo votaría",0.098,0.058,0.248,0.04,0.026,0.015
"P44","Puede que lo vote",0.086,0.113,0.127,0.12,0.057,0.274
"P44","Nunca lo votaría",0.699,0.677,0.52,0.756,0.803,0.499
"P44","No sabe",0.117,0.152,0.105,0.084,0.114,0.212
"P45","Si",0.462,0.246,0.318,0.517,0.369,0.47
"P45","No",0.538,0.754,0.682,0.483,0.631,0.53
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.601,0.402,0.223,0.337,0.158,0.506
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.054,0.146,0.389,0.302,0.601,0.122
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.217,0.294,0.307,0.327,0.224,0.164
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.042,0.02,0.016,0.013,0,0.034
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.048,0.006,0.015,0.021,0,0
"PRESIDENTE","En blanco",0.001,0.038,0.024,0,0.017,0
"PRESIDENTE","No sabe",0.037,0.094,0.026,0,0,0.174
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.596,0.512,0.263,0.333,0.146,0.506
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.067,0.102,0.426,0.34,0.744,0.134
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.223,0.273,0.181,0.314,0.08,0.163
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.034,0.015,0.042,0.013,0,0.034
"GOBERNADOR","En blanco",0.038,0.006,0.024,0,0.03,0
"GOBERNADOR","No sabe",0.042,0.092,0.064,0,0,0.163
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria.",0.475,0.424,0.193,0.061,0.163,0.353
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.083,0.125,0.345,0.286,0.718,0.122
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.216,0.27,0.135,0.319,0.06,0.303
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.028,0.02,0.116,0.031,0.023,0.014
"INTENDENTE","El candidato a intendente de la Izquierda",0.065,0.056,0.126,0.303,0.006,0.034
"INTENDENTE","En blanco",0.066,0.006,0.044,0,0.017,0
"INTENDENTE","No sabe",0.067,0.099,0.041,0,0.013,0.174
"CORTA_PRESIDENTE","Si",0.062,0.098,0.184,0.059,0.162,0.026
"CORTA_PRESIDENTE","No",0.938,0.902,0.816,0.941,0.838,0.974
"CORTA_GOBERNADOR","Si",0.082,0.129,0.264,0.042,0.156,0.014
"CORTA_GOBERNADOR","No",0.918,0.871,0.736,0.958,0.844,0.986
"CORTA_INTENDENTE","Si",0.166,0.209,0.313,0.361,0.229,0.15
"CORTA_INTENDENTE","No",0.834,0.791,0.687,0.639,0.771,0.85
"P13_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.604,0.49,0.237,0.375,0.146,0.492
"P13_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.087,0.107,0.383,0.298,0.601,0.249
"P13_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.211,0.322,0.273,0.314,0.074,0.199
"P13_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.014,0.012,0.007,0,0.012,0.014
"P13_imputada","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.04,0.025,0.016,0.013,0,0.046
"P13_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.043,0.006,0.013,0,0.137,0
"P13_imputada","En blanco",0.001,0.038,0.071,0,0.03,0
"P17_imputada","Sergio Massa a presidente por Unión por la Patria.",0.655,0.425,0.142,0.514,0.066,0.778
"P17_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.058,0.28,0.225,0.169,0.458,0.222
"P17_imputada","Javier Milei a presidente por la Libertad Avanza",0.213,0.116,0.541,0.233,0.476,0
"P17_imputada","Los candidatos a presidente de la Izquierda",0.033,0.047,0.022,0,0,0
"P17_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.039,0.006,0.055,0.084,0,0
"P17_imputada","En blanco",0.002,0.126,0.015,0,0,0
"P20_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.639,0.645,0.242,0.503,0.032,0.778
"P20_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.136,0.13,0.355,0.289,0.842,0.222
"P20_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.214,0.051,0.237,0.208,0.08,0
"P20_imputada","El candidato a gobernador de la Izquierda",0.005,0.034,0.062,0,0,0
"P20_imputada","En blanco",0.006,0.14,0.104,0,0.046,0
"P23_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.327,0.573,0.071,0.037,0.321,0.324
"P23_imputada","Zencich a intendente por Juntos por el Cambio",0.2,0.139,0.217,0.2,0.495,0.188
"P23_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.234,0.063,0.163,0.212,0,0.421
"P23_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.063,0.038,0.203,0.056,0.183,0.034
"P23_imputada","El candidato a intendente de la Izquierda",0.113,0.169,0.221,0.495,0.001,0
"P23_imputada","En blanco",0.063,0.018,0.125,0,0,0.033
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.631,0.479,0.227,0.337,0.158,0.506
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.054,0.148,0.389,0.302,0.601,0.249
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.223,0.309,0.309,0.327,0.224,0.199
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.042,0.02,0.016,0.013,0,0.046
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.049,0.006,0.035,0.021,0,0
"PRESIDENTE_imputada","En blanco",0.001,0.038,0.024,0,0.017,0
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.626,0.533,0.286,0.333,0.146,0.506
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.071,0.116,0.433,0.34,0.744,0.249
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.231,0.277,0.184,0.314,0.08,0.199
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.034,0.015,0.042,0.013,0,0.046
"GOBERNADOR_imputada","En blanco",0.038,0.059,0.055,0,0.03,0
"INTENDENTE_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.503,0.509,0.197,0.061,0.176,0.353
"INTENDENTE_imputada","Zencich a intendente por Juntos por el Cambio",0.085,0.127,0.345,0.286,0.718,0.237
"INTENDENTE_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.249,0.274,0.144,0.319,0.06,0.338
"INTENDENTE_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.029,0.023,0.124,0.031,0.023,0.015
"INTENDENTE_imputada","El candidato a intendente de la Izquierda",0.067,0.056,0.126,0.303,0.006,0.046
"INTENDENTE_imputada","En blanco",0.067,0.011,0.064,0,0.017,0.011
