"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P28","No sabe",0.031,0.128,0.036,0.058,0,0.126
"P29","No estaba enterado del tema",0.118,0.112,0.023,0.113,0.094,0.31
"P29","Un tema de la vida privada de él",0.139,0.125,0.075,0.109,0,0.013
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.475,0.292,0.082,0.098,0.01,0.171
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.106,0.139,0.348,0.515,0.49,0.099
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.147,0.237,0.453,0.145,0.399,0.1
"P29","No sabe",0.015,0.095,0.019,0.02,0.007,0.307
"P30","Si",0.855,0.756,0.882,0.862,0.972,0.653
"P30","No",0.145,0.244,0.118,0.138,0.028,0.347
"P31","Sergio Massa",0.618,0.282,0.117,0.127,0.079,0.41
"P31","Patria Bullrich",0.088,0.142,0.23,0.326,0.27,0.088
"P31","Javier Milei",0.112,0.227,0.457,0.377,0.525,0.186
"P31","Myriam Bregman",0.148,0.286,0.125,0.17,0.053,0.238
"P31","Juan Schiaretti",0.034,0.063,0.071,0,0.073,0.078
"P32","Ha aumentado significativamente",0.207,0.081,0.012,0.045,0.044,0.082
"P32","Ha aumentado ligeramente",0.283,0.226,0.147,0.099,0.046,0.206
"P32","Se mantiene igual",0.32,0.357,0.239,0.139,0.071,0.202
"P32","Ha disminuido ligeramente",0.127,0.105,0.345,0.409,0.218,0.063
"P32","Ha disminuido significativamente",0.063,0.231,0.257,0.308,0.621,0.447
"P33","No, ninguna dificultad",0.361,0.127,0.173,0.127,0.072,0.176
"P33","Alguna dificultad ocasional",0.348,0.361,0.343,0.428,0.184,0.702
"P33","Sí, dificultades frecuentes",0.291,0.512,0.484,0.445,0.744,0.122
"P34","Sí, absolutamente",0.68,0.422,0.397,0.394,0.124,0.631
"P34","Sí, en cierta medida",0.241,0.417,0.301,0.234,0.119,0.295
"P34","No, en absoluto",0.079,0.161,0.302,0.372,0.757,0.074
"P35","Reducir la inflación",0.484,0.396,0.222,0.375,0.126,0.362
"P35","Implementar reformas fiscales",0.07,0.133,0.033,0.016,0.104,0.12
"P35","Establecer políticas de control de precios",0.254,0.191,0.089,0.079,0.064,0.364
"P35","Reducir el gasto público",0.103,0.227,0.607,0.513,0.651,0.104
"P35","Estimular la inversión extranjera",0.023,0.051,0.049,0.017,0.045,0.026
"P35","Aumentar los subsidios a los servicios públicos",0.066,0.002,0,0,0.01,0.024
"P36","Muy positiva",0.31,0.072,0.095,0.071,0.223,0
"P36","Positiva",0.208,0.344,0.127,0.058,0.011,0.092
"P36","Neutral",0.163,0.317,0.44,0.166,0.065,0.052
"P36","Algo negativa",0.048,0.023,0.084,0.321,0.371,0
"P36","Negativa",0.04,0.074,0.018,0.293,0.256,0.102
"P36","No sabe",0.231,0.17,0.236,0.091,0.074,0.754
"P38","Muy positiva",0.513,0.065,0.018,0.019,0.035,0.093
"P38","Positiva",0.211,0.347,0.263,0.042,0.041,0.011
"P38","Neutral",0.131,0.362,0.419,0.252,0.213,0.164
"P38","Algo negativa",0.051,0.106,0.13,0.429,0.071,0.017
"P38","Negativa",0.01,0.053,0.127,0.092,0.62,0.169
"P38","No sabe",0.084,0.067,0.043,0.166,0.02,0.546
"P39","Muy positiva",0.696,0.31,0.323,0.281,0.093,0.17
"P39","Positiva",0.165,0.351,0.22,0.036,0.225,0.347
"P39","Neutral",0.084,0.271,0.306,0.269,0.301,0.298
"P39","Algo negativa",0.031,0.012,0.053,0.308,0.013,0
"P39","Negativa",0.009,0.039,0.067,0.049,0.368,0.005
"P39","No sabe",0.015,0.017,0.031,0.057,0,0.18
"P40","Muy positiva",0.634,0.316,0.173,0.152,0.239,0.132
"P40","Positiva",0.19,0.397,0.141,0.132,0.079,0.176
"P40","Neutral",0.068,0.183,0.422,0.429,0.273,0.106
"P40","Algo negativa",0.008,0.039,0.113,0.069,0.029,0.142
"P40","Negativa",0.024,0.029,0.024,0.12,0.36,0.134
"P40","No sabe",0.076,0.036,0.127,0.098,0.02,0.31
"P41","Lo votaría",0.591,0.348,0.065,0.117,0.053,0.345
"P41","Puede que lo vote",0.102,0.137,0.051,0,0.033,0.009
"P41","Nunca lo votaría",0.258,0.352,0.853,0.796,0.914,0.21
"P41","No sabe",0.049,0.163,0.031,0.087,0,0.436
"P42","Lo votaría",0.089,0.184,0.276,0.194,0.345,0.036
"P42","Puede que lo vote",0.061,0.114,0.109,0.143,0.294,0.039
"P42","Nunca lo votaría",0.756,0.607,0.58,0.327,0.361,0.469
"P42","No sabe",0.094,0.095,0.035,0.336,0,0.456
"P43","Lo votaría",0.121,0.168,0.378,0.408,0.49,0.09
"P43","Puede que lo vote",0.068,0.077,0.14,0.058,0.049,0.007
"P43","Nunca lo votaría",0.787,0.617,0.46,0.479,0.456,0.76
"P43","No sabe",0.024,0.138,0.022,0.055,0.005,0.143
"P44","Lo votaría",0.141,0.053,0.082,0.159,0.208,0.038
"P44","Puede que lo vote",0.08,0.139,0.177,0.008,0.096,0.027
"P44","Nunca lo votaría",0.698,0.652,0.651,0.723,0.691,0.357
"P44","No sabe",0.081,0.156,0.09,0.11,0.005,0.578
"P45","Si",0.452,0.317,0.401,0.183,0.532,0.104
"P45","No",0.548,0.683,0.599,0.817,0.468,0.896
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.639,0.484,0.162,0.122,0.087,0.399
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.106,0.239,0.318,0.364,0.346,0.047
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.139,0.205,0.383,0.456,0.567,0.208
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.046,0.026,0.013,0.011,0,0.014
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.044,0.018,0.008,0.039,0,0.007
"PRESIDENTE","En blanco",0,0,0.043,0.008,0,0.07
"PRESIDENTE","No sabe",0.026,0.028,0.073,0,0,0.255
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.688,0.491,0.215,0.131,0.073,0.544
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.126,0.212,0.294,0.412,0.458,0.047
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.087,0.209,0.373,0.425,0.469,0.05
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.03,0.049,0.013,0.011,0,0.014
"GOBERNADOR","En blanco",0.04,0.005,0.008,0.014,0,0.077
"GOBERNADOR","No sabe",0.029,0.034,0.097,0.007,0,0.268
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria.",0.539,0.373,0.152,0.115,0.081,0.532
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.09,0.222,0.285,0.348,0.419,0.025
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.101,0.182,0.381,0.414,0.302,0.05
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.063,0.048,0.01,0.028,0.167,0.026
"INTENDENTE","El candidato a intendente de la Izquierda",0.087,0.128,0.059,0.05,0.004,0.057
"INTENDENTE","En blanco",0.064,0.016,0.038,0.007,0.005,0.028
"INTENDENTE","No sabe",0.056,0.031,0.075,0.038,0.022,0.282
"CORTA_PRESIDENTE","Si",0.089,0.156,0.05,0.114,0.156,0.023
"CORTA_PRESIDENTE","No",0.911,0.844,0.95,0.886,0.844,0.977
"CORTA_GOBERNADOR","Si",0.126,0.184,0.113,0.088,0.146,0.2
"CORTA_GOBERNADOR","No",0.874,0.816,0.887,0.912,0.854,0.8
"CORTA_INTENDENTE","Si",0.228,0.273,0.175,0.133,0.324,0.243
"CORTA_INTENDENTE","No",0.772,0.727,0.825,0.867,0.676,0.757
"P13_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.667,0.441,0.229,0.125,0.072,0.568
"P13_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.105,0.245,0.32,0.41,0.347,0.104
"P13_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.131,0.202,0.383,0.425,0.483,0.231
"P13_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.016,0.012,0.005,0.007,0.014,0.01
"P13_imputada","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.042,0.03,0.018,0.011,0,0.014
"P13_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.039,0.026,0.002,0,0.084,0.007
"P13_imputada","En blanco",0,0.044,0.043,0.022,0,0.066
"P17_imputada","Sergio Massa a presidente por Unión por la Patria.",0.49,0.428,0.326,0.146,0.085,0.603
"P17_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.191,0.266,0.27,0.264,0.117,0.054
"P17_imputada","Javier Milei a presidente por la Libertad Avanza",0.259,0.236,0.223,0.351,0.798,0.239
"P17_imputada","Los candidatos a presidente de la Izquierda",0.045,0.027,0.01,0,0,0
"P17_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.015,0.043,0.038,0.223,0,0.059
"P17_imputada","En blanco",0,0,0.133,0.016,0,0.045
"P20_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.625,0.474,0.5,0.275,0.032,0.626
"P20_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.258,0.238,0.226,0.437,0.315,0.054
"P20_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.109,0.219,0.134,0.253,0.653,0.028
"P20_imputada","El candidato a gobernador de la Izquierda",0.004,0.062,0.01,0,0,0
"P20_imputada","En blanco",0.004,0.007,0.13,0.035,0,0.292
"P23_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.279,0.219,0.25,0.121,0.048,0.8
"P23_imputada","Zencich a intendente por Juntos por el Cambio",0.203,0.223,0.22,0.315,0.235,0.028
"P23_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.205,0.177,0.194,0.224,0.136,0.007
"P23_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.118,0.08,0.018,0.101,0.553,0.041
"P23_imputada","El candidato a intendente de la Izquierda",0.153,0.271,0.158,0.223,0.015,0.073
"P23_imputada","En blanco",0.042,0.03,0.16,0.016,0.013,0.051
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.653,0.484,0.235,0.122,0.087,0.557
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.111,0.242,0.318,0.364,0.346,0.065
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.144,0.222,0.383,0.456,0.567,0.231
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.047,0.03,0.013,0.011,0,0.014
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.045,0.022,0.008,0.039,0,0.063
"PRESIDENTE_imputada","En blanco",0,0,0.043,0.008,0,0.07
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.703,0.497,0.283,0.138,0.073,0.601
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.135,0.231,0.299,0.412,0.458,0.065
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.092,0.213,0.372,0.425,0.469,0.085
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.03,0.049,0.013,0.011,0,0.014
"GOBERNADOR_imputada","En blanco",0.04,0.01,0.033,0.014,0,0.235
"INTENDENTE_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.552,0.388,0.205,0.129,0.081,0.691
"INTENDENTE_imputada","Zencich a intendente por Juntos por el Cambio",0.096,0.227,0.302,0.371,0.419,0.043
"INTENDENTE_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.137,0.19,0.381,0.414,0.302,0.073
"INTENDENTE_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.063,0.048,0.01,0.028,0.189,0.04
"INTENDENTE_imputada","El candidato a intendente de la Izquierda",0.088,0.128,0.059,0.05,0.004,0.069
"INTENDENTE_imputada","En blanco",0.064,0.019,0.043,0.008,0.005,0.084
