"var","categoria","Totalmente seguro.","Bastante seguro","Algo seguro","Para nada seguro"
"P12_imputada","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.018,0.019,0.01,0.021
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.012,0.004,0.04,0.055
"P12_imputada","En blanco",0.009,0.002,0.006,0.22
"P16_imputada","Sergio Massa a presidente por Unión por la Patria.",0.15,0.26,0.276,0.178
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.424,0.478,0.424,0.157
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.362,0.14,0.247,0.302
"P16_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.031,0.051,0,0.107
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.028,0.048,0.053,0.131
"P16_imputada","En blanco",0.005,0.023,0,0.125
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.174,0.256,0.183,0.225
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.487,0.545,0.61,0.481
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.314,0.188,0.193,0.116
"P19_imputada","Rubén Sobrero a gobernador por el Frente de Izquierda",0.012,0.007,0.014,0.042
"P19_imputada","En blanco",0.013,0.004,0,0.136
"P22_imputada","Federico Meca a intendente por Unión por la Patria.",0.172,0.18,0.119,0.09
"P22_imputada","Ramón Lanus a intendente por Juntos por el Cambio",0.576,0.482,0.672,0.504
"P22_imputada","Rodolfo Paolucci a intendente por la Libertad Avanza",0.199,0.161,0.205,0.136
"P22_imputada","Camila Paiz a intendenta por el Frente de Izquierda",0.022,0.118,0,0.061
"P22_imputada","En blanco",0.031,0.059,0.004,0.209
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.282,0.323,0.305,0.283
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.438,0.471,0.423,0.199
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.237,0.139,0.229,0.267
"PRESIDENTE_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.021,0.031,0,0.073
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.013,0.025,0.04,0.084
"PRESIDENTE_imputada","En blanco",0.009,0.011,0.003,0.094
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.292,0.328,0.239,0.317
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.457,0.505,0.551,0.407
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.222,0.155,0.192,0.129
"GOBERNADOR_imputada","Rubén Sobrero a gobernador por el Frente de Izquierda",0.013,0.01,0.011,0.045
"GOBERNADOR_imputada","En blanco",0.016,0.002,0.007,0.102
"INTENDENTE_imputada","Federico Meca a intendente por Unión por la Patria.",0.29,0.292,0.211,0.224
"INTENDENTE_imputada","Ramón Lanus a intendente por Juntos por el Cambio",0.491,0.479,0.598,0.423
"INTENDENTE_imputada","Rodolfo Paolucci a intendente por la Libertad Avanza",0.179,0.151,0.182,0.143
"INTENDENTE_imputada","Camila Paiz a intendenta por el Frente de Izquierda",0.017,0.055,0,0.062
"INTENDENTE_imputada","En blanco",0.023,0.023,0.009,0.148
