"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","En blanco","No sabe"
"P10_imputada","De los liberales libertarios",0.086,0.253,0.59,0.508
"P10_imputada","De la Izquierda",0.071,0.033,0.125,0.081
"P10_imputada","Hacemos por nuestro país",0.005,0.008,0.044,0.041
"P10_imputada","Otro",0.007,0.027,0.042,0.061
"P10_imputada","En blanco",0.002,0,0.054,0.038
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.759,0.068,0.03,0.144
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.09,0.659,0.094,0.143
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.106,0.242,0.704,0.566
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.024,0.018,0.057,0.034
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.016,0.011,0.083,0.074
"P20_imputada","En blanco",0.005,0.002,0.032,0.039
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.694,0.116,0.101,0.078
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.119,0.609,0.132,0.056
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.112,0.195,0.564,0.596
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.032,0.034,0.074,0.108
"GOBERNADOR_imputada","En blanco",0.043,0.046,0.129,0.162
