"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.093,0.477,0.117,0.055
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.032,0.024,0.09,0.094
"GOBERNADOR","En blanco",0.037,0.036,0.104,0.098
"GOBERNADOR","No sabe",0.021,0.011,0.017,0.12
"CORTA_GOBERNADOR","Si",0.145,0.211,0.121,0.116
"CORTA_GOBERNADOR","No",0.855,0.789,0.879,0.884
"P10_imputada","Unión por la Patria",0.728,0.11,0.167,0.21
"P10_imputada","Juntos por el Cambio",0.135,0.26,0.598,0.486
"P10_imputada","De los liberales libertarios",0.074,0.542,0.031,0.029
"P10_imputada","De la Izquierda",0.053,0.047,0.093,0.153
"P10_imputada","Hacemos por nuestro país",0.003,0.006,0.046,0.025
"P10_imputada","Otro",0.004,0.028,0.029,0.063
"P10_imputada","En blanco",0.003,0.007,0.036,0.034
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.787,0.044,0.165,0.228
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.102,0.326,0.597,0.505
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.067,0.612,0.062,0.082
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.02,0.002,0.092,0.081
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.019,0.008,0.053,0.09
"P20_imputada","En blanco",0.005,0.008,0.031,0.014
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.707,0.108,0.123,0.256
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.128,0.349,0.557,0.444
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.094,0.482,0.118,0.061
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.033,0.024,0.097,0.105
"GOBERNADOR_imputada","En blanco",0.038,0.037,0.105,0.134
