"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P26","A Sergio Massa",0.023,0.631,0.041,0.09
"P26","A algún candidato del peronismo",0,0.147,0.72,0.007
"P26","A Cristina Fernández de Kirchner",0.242,0.198,0.199,0.902
"P29","Muy buena",0.732,0.368,0.048,0.098
"P29","Buena",0.145,0.162,0.136,0.312
"P29","Ni buena ni mala",0.041,0.312,0.692,0.443
"P29","Mala",0.017,0.094,0.113,0.135
"P29","Muy mala",0.065,0.064,0.011,0.012
"P29","No sabe",0,0,0,0
"P30","Muy buena",0.133,0.01,0.028,0.005
"P30","Buena",0.015,0,0.026,0.059
"P30","Ni buena ni mala",0.03,0.024,0.353,0.004
"P30","Mala",0.477,0.331,0.116,0.229
"P30","Muy mala",0.345,0.592,0.477,0.703
"P30","No sabe",0,0.043,0,0
"P31","Muy buena",0.83,0.632,0.377,0.663
"P31","Buena",0.025,0.191,0.131,0.233
"P31","Ni buena ni mala",0.073,0.155,0.391,0.06
"P31","Mala",0.019,0.002,0.101,0
"P31","Muy mala",0.009,0.02,0,0.044
"P31","No sabe",0.044,0,0,0
"P32","Muy buena",0.182,0.038,0,0.001
"P32","Buena",0.038,0.038,0.026,0.016
"P32","Ni buena ni mala",0.209,0.151,0.423,0.069
"P32","Mala",0.225,0.383,0.234,0.143
"P32","Muy mala",0.326,0.376,0.24,0.771
"P32","No sabe",0.02,0.014,0.077,0
"P33","Muy buena",0.454,0.408,0.019,0.031
"P33","Buena",0.131,0.448,0.138,0.388
"P33","Ni buena ni mala",0.273,0.033,0.565,0.468
"P33","Mala",0.133,0.051,0.096,0.085
"P33","Muy mala",0.009,0.057,0.122,0.028
"P33","No sabe",0,0.003,0.06,0
"P34","Muy buena",0.136,0.012,0,0
"P34","Buena",0.024,0.06,0.028,0.103
"P34","Ni buena ni mala",0.091,0.02,0.184,0.011
"P34","Mala",0.48,0.226,0.373,0.154
"P34","Muy mala",0.234,0.673,0.41,0.732
"P34","No sabe",0.035,0.009,0.005,0
"P35","Muy buena",0.142,0.026,0.036,0.064
"P35","Buena",0,0.03,0,0.001
"P35","Ni buena ni mala",0.09,0.191,0.178,0.096
"P35","Mala",0.164,0.102,0.287,0.078
"P35","Muy mala",0.384,0.62,0.4,0.754
"P35","No sabe",0.22,0.031,0.099,0.007
