"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P16","Positivo",0.137,0.125,0.137,0.125,0.133,0.043,0.176,0.124,0.028,0.243
"P16","Ni positivo ni negativo",0.139,0.3,0.129,0.18,0.288,0.175,0.113,0.077,0.1,0.287
"P16","Negativo",0.224,0.189,0.048,0.049,0.223,0.295,0.154,0.232,0.295,0.116
"P16","Muy negativo",0.156,0.174,0.034,0.071,0.131,0.392,0.035,0.436,0.342,0.072
"P16","No sabe",0.009,0.037,0.021,0.001,0.016,0.014,0.05,0.112,0.027,0.117
"P17","Si",0.341,0.3,0.536,0.485,0.254,0.123,0.474,0.35,0.186,0.408
"P17","No",0.591,0.613,0.404,0.463,0.729,0.837,0.508,0.584,0.722,0.543
"P17","No sabe",0.068,0.087,0.06,0.052,0.017,0.04,0.018,0.066,0.092,0.049
"P18","Salva muchas vidas",0.193,0.247,0.275,0.206,0.205,0.069,0.343,0.148,0.107,0.135
"P18","Logra disminuir la cantidad de abortos que se producen",0.107,0.207,0.125,0.151,0.112,0.087,0.176,0.076,0.158,0.249
"P18","Representa una reasignación del gasto público en algo más necesario",0.136,0.069,0.232,0.258,0.341,0.012,0.08,0.015,0.083,0.172
"P18","Deja desprotegidas a las mujeres que lo hacen clandestinamente",0.239,0.238,0.157,0.157,0.145,0.403,0.305,0.262,0.237,0.41
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.291,0.214,0.136,0.167,0.118,0.394,0.06,0.455,0.335,0.034
"P18","No sabe",0.034,0.025,0.075,0.061,0.079,0.035,0.036,0.044,0.08,0
"P20","Si",0.4,0.307,0.685,0.668,0.319,0.127,0.565,0.034,0.23,0.408
"P20","No",0.485,0.596,0.191,0.251,0.531,0.789,0.313,0.71,0.671,0.592
"P20","No sabe",0.115,0.097,0.124,0.081,0.15,0.084,0.122,0.256,0.099,0
"P21","Logra disminuir los cargos militantes presentes en el estado",0.206,0.121,0.322,0.26,0.354,0.06,0.174,0.066,0.111,0.053
"P21","Evita la manipulación de la información por parte del estado",0.145,0.22,0.182,0.212,0.21,0.096,0.043,0.048,0.121,0.153
"P21","Representa una reasignación del gasto público en algo más necesario",0.151,0.069,0.232,0.265,0.058,0.066,0.183,0.052,0.061,0.569
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.289,0.344,0.156,0.108,0.212,0.488,0.216,0.481,0.457,0.117
"P21","Es parte de la persecución ideológica",0.183,0.208,0.085,0.113,0.057,0.275,0.217,0.28,0.24,0.108
"P21","No sabe",0.026,0.038,0.023,0.042,0.109,0.015,0.167,0.073,0.01,0
"P23","Si",0.474,0.296,0.769,0.687,0.688,0.172,0.587,0.294,0.285,0.301
"P23","No",0.452,0.613,0.144,0.195,0.271,0.728,0.413,0.494,0.609,0.699
"P23","No sabe",0.074,0.091,0.087,0.118,0.041,0.1,0,0.212,0.106,0
"P24","Es parte de una persecución ideológica",0.177,0.134,0.078,0.093,0.127,0.285,0.032,0.188,0.308,0.157
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.26,0.331,0.117,0.117,0.239,0.421,0.14,0.525,0.374,0.327
"P24","Representa una reasignación del gasto público en algo mas necesario",0.224,0.145,0.292,0.247,0.103,0.092,0.102,0.113,0.077,0.138
"P24","Logra disminuir los cargos militantes presentes en el estado",0.194,0.25,0.365,0.309,0.215,0.124,0.492,0.095,0.19,0.065
"P24","Contribuye a la libertad de pensamiento",0.134,0.128,0.124,0.184,0.316,0.07,0.14,0.011,0.043,0.313
"P24","No sabe",0.011,0.012,0.024,0.05,0,0.008,0.094,0.068,0.008,0
"P31","Sin deuda",0.266,0.296,0.38,0.321,0.197,0.262,0.478,0.219,0.308,0.161
"P31","Menos de 10%",0.142,0.13,0.177,0.165,0.139,0.159,0.11,0.065,0.116,0.154
"P31","Entre 10 y 20%",0.135,0.149,0.11,0.141,0.176,0.097,0.052,0.165,0.091,0.058
"P31","Entre 20 y 30%",0.106,0.116,0.075,0.1,0.131,0.139,0.022,0.15,0.06,0.07
"P31","Entre 30 y 40%",0.119,0.096,0.064,0.072,0.135,0.059,0,0.072,0.087,0.044
"P31","Mas del 40%",0.188,0.183,0.154,0.136,0.131,0.234,0.207,0.283,0.237,0.297
"P31","No sabe",0.044,0.03,0.04,0.065,0.091,0.05,0.131,0.046,0.101,0.216
"P32","Gran excedente habitual",0.009,0.002,0.011,0.004,0.013,0.008,0.021,0.003,0.015,0.026
"P32","Gran excedente excepcional",0.006,0.004,0.003,0.001,0.04,0.001,0.063,0.006,0.006,0.007
"P32","Pequeño excedente habitual",0.05,0.058,0.064,0.054,0.065,0.052,0.015,0.049,0.054,0
"P32","Pequeño excedente excepcional",0.056,0.026,0.073,0.049,0.066,0.052,0.054,0.02,0.057,0.073
"P32","Alcanza gastos familia",0.111,0.085,0.179,0.091,0.222,0.145,0.115,0.106,0.131,0.034
"P32","No alcanza gastos familia",0.143,0.135,0.1,0.13,0.17,0.145,0.087,0.127,0.117,0.347
"P32","Solo NBFamiliares",0.275,0.266,0.307,0.252,0.19,0.242,0.296,0.24,0.311,0.2
"P32","No alcanza NBFamiliares",0.341,0.416,0.246,0.418,0.232,0.343,0.312,0.446,0.264,0.307
"P32","No sabe",0.009,0.008,0.017,0.001,0.002,0.012,0.037,0.003,0.045,0.006
"P33","Muy buena",0.026,0.059,0.055,0.097,0.011,0.033,0.029,0.033,0.027,0.117
"P33","Buena",0.136,0.137,0.189,0.135,0.078,0.128,0.136,0.069,0.115,0.151
"P33","Ni buena ni mala",0.387,0.332,0.465,0.411,0.453,0.3,0.457,0.243,0.426,0.277
"P33","Mala",0.343,0.369,0.219,0.286,0.37,0.401,0.246,0.414,0.296,0.295
"P33","Muy mala",0.097,0.094,0.065,0.062,0.083,0.123,0.132,0.228,0.091,0.16
"P33","No sabe",0.011,0.009,0.007,0.009,0.005,0.015,0,0.013,0.045,0
"P34","Mejor",0.071,0.082,0.161,0.116,0.129,0.021,0.096,0.038,0.099,0.088
"P34","Igual",0.246,0.265,0.422,0.36,0.121,0.166,0.32,0.118,0.112,0.122
"P34","Peor",0.653,0.614,0.376,0.488,0.673,0.762,0.565,0.837,0.76,0.722
"P34","No sabe",0.03,0.039,0.041,0.036,0.077,0.051,0.019,0.007,0.029,0.068
"P35","Mejor",0.267,0.168,0.52,0.347,0.237,0.082,0.221,0.109,0.158,0.241
"P35","Igual",0.178,0.212,0.205,0.208,0.062,0.127,0.316,0.085,0.1,0.127
"P35","Peor",0.488,0.535,0.188,0.333,0.575,0.702,0.362,0.775,0.584,0.367
"P35","No sabe",0.067,0.085,0.087,0.112,0.126,0.089,0.101,0.031,0.158,0.265
"P36","Muy buena",0.039,0.044,0.068,0.06,0.086,0.046,0.095,0.012,0.064,0.089
"P36","Buena",0.064,0.088,0.118,0.115,0.057,0.027,0.179,0.01,0.04,0.007
"P36","Ni buena ni mala",0.212,0.203,0.283,0.28,0.081,0.098,0.237,0.107,0.129,0.185
"P36","Mala",0.364,0.369,0.358,0.397,0.391,0.345,0.261,0.276,0.323,0.448
"P36","Muy mala",0.319,0.281,0.157,0.13,0.322,0.459,0.228,0.586,0.429,0.195
"P36","No sabe",0.002,0.015,0.016,0.018,0.063,0.025,0,0.009,0.015,0.076
"P37","Mejor",0.148,0.12,0.367,0.226,0.162,0.056,0.264,0.053,0.09,0.132
"P37","Igual",0.173,0.154,0.26,0.237,0.085,0.115,0.186,0.081,0.168,0.198
"P37","Peor",0.634,0.64,0.291,0.474,0.618,0.802,0.523,0.858,0.697,0.432
"P37","No sabe",0.045,0.086,0.082,0.063,0.135,0.027,0.027,0.008,0.045,0.238
"P38","Mejor",0.305,0.214,0.622,0.394,0.272,0.135,0.419,0.122,0.129,0.183
"P38","Igual",0.127,0.123,0.136,0.214,0.076,0.058,0.114,0.041,0.133,0.142
"P38","Peor",0.508,0.594,0.176,0.291,0.469,0.765,0.385,0.798,0.646,0.524
"P38","No sabe",0.06,0.069,0.066,0.101,0.183,0.042,0.082,0.039,0.092,0.151
"P39","Muy buena",0.212,0.171,0.436,0.267,0.146,0.096,0.232,0.067,0.116,0.065
"P39","Buena",0.181,0.152,0.223,0.211,0.176,0.04,0.289,0.131,0.097,0.049
"P39","Ni buena ni mala",0.125,0.176,0.176,0.274,0.097,0.121,0.155,0.065,0.119,0.185
"P39","Mala",0.183,0.191,0.087,0.167,0.314,0.267,0.189,0.175,0.209,0.309
"P39","Muy mala",0.28,0.293,0.064,0.068,0.257,0.453,0.135,0.562,0.426,0.166
"P39","No sabe",0.019,0.017,0.014,0.013,0.01,0.023,0,0,0.033,0.226
"P41","Muy buena",0.184,0.108,0.387,0.217,0.151,0.082,0.047,0.067,0.087,0.066
"P41","Buena",0.192,0.16,0.277,0.189,0.136,0.057,0.195,0.098,0.076,0.13
"P41","Ni buena ni mala",0.149,0.193,0.134,0.271,0.091,0.106,0.246,0.106,0.208,0.323
"P41","Mala",0.19,0.236,0.096,0.152,0.335,0.331,0.344,0.163,0.237,0.249
"P41","Muy mala",0.263,0.268,0.083,0.141,0.287,0.418,0.123,0.554,0.388,0.108
"P41","No sabe",0.022,0.035,0.023,0.03,0,0.006,0.045,0.012,0.004,0.124
"P42","Muy buena",0.145,0.13,0.298,0.143,0.159,0.07,0.038,0.079,0.056,0.015
"P42","Buena",0.169,0.112,0.277,0.254,0.042,0.045,0.323,0.059,0.09,0.105
"P42","Ni buena ni mala",0.181,0.235,0.23,0.294,0.195,0.105,0.4,0.102,0.156,0.392
"P42","Mala",0.186,0.224,0.086,0.158,0.247,0.28,0.103,0.184,0.183,0.235
"P42","Muy mala",0.299,0.279,0.082,0.125,0.354,0.498,0.136,0.564,0.501,0.137
"P42","No sabe",0.02,0.02,0.027,0.026,0.003,0.002,0,0.012,0.014,0.116
"P43","Muy buena",0.206,0.124,0.388,0.229,0.135,0.064,0.141,0.093,0.09,0.054
"P43","Buena",0.176,0.146,0.251,0.21,0.078,0.044,0.164,0.118,0.101,0.129
"P43","Ni buena ni mala",0.202,0.203,0.158,0.247,0.19,0.169,0.33,0.091,0.098,0.212
"P43","Mala",0.186,0.26,0.1,0.171,0.15,0.304,0.2,0.302,0.229,0.431
"P43","Muy mala",0.225,0.239,0.093,0.119,0.428,0.413,0.158,0.396,0.457,0.105
"P43","No sabe",0.005,0.028,0.01,0.024,0.019,0.006,0.007,0,0.025,0.069
"P44","Muy buena",0.044,0.059,0.025,0.069,0.13,0.082,0.113,0.07,0.062,0.105
"P44","Buena",0.101,0.123,0.043,0.062,0.059,0.126,0.181,0.111,0.096,0.077
"P44","Ni buena ni mala",0.213,0.329,0.083,0.191,0.196,0.264,0.247,0.281,0.23,0.339
"P44","Mala",0.247,0.236,0.274,0.293,0.267,0.265,0.22,0.283,0.349,0.283
"P44","Muy mala",0.394,0.25,0.571,0.376,0.246,0.263,0.239,0.255,0.258,0.101
"P44","No sabe",0.001,0.003,0.004,0.009,0.102,0,0,0,0.005,0.095
"P45","Muy buena",0.247,0.265,0.065,0.152,0.214,0.391,0.222,0.382,0.302,0.173
"P45","Buena",0.108,0.163,0.048,0.102,0.164,0.155,0.139,0.119,0.168,0.145
"P45","Ni buena ni mala",0.113,0.178,0.072,0.122,0.099,0.134,0.209,0.173,0.163,0.324
"P45","Mala",0.162,0.162,0.191,0.236,0.204,0.117,0.18,0.205,0.146,0.105
"P45","Muy mala",0.368,0.225,0.615,0.377,0.245,0.193,0.25,0.11,0.194,0.147
"P45","No sabe",0.002,0.007,0.009,0.011,0.074,0.01,0,0.011,0.027,0.106
"P46","Muy buena",0.092,0.059,0.167,0.142,0.137,0.024,0.188,0.041,0.067,0.237
"P46","Buena",0.151,0.129,0.255,0.168,0.094,0.051,0.056,0.04,0.058,0.106
"P46","Ni buena ni mala",0.181,0.208,0.265,0.296,0.191,0.15,0.218,0.071,0.104,0.089
"P46","Mala",0.23,0.249,0.167,0.25,0.2,0.264,0.175,0.184,0.264,0.267
"P46","Muy mala",0.343,0.348,0.138,0.133,0.366,0.509,0.363,0.664,0.504,0.169
"P46","No sabe",0.003,0.007,0.008,0.011,0.012,0.002,0,0,0.003,0.132
"P47","Muy buena",0.067,0.048,0.049,0.062,0.028,0.042,0.091,0.044,0.034,0.033
"P47","Buena",0.138,0.114,0.095,0.131,0.079,0.116,0.196,0.032,0.103,0.045
"P47","Ni buena ni mala",0.315,0.359,0.282,0.37,0.291,0.333,0.282,0.37,0.303,0.346
"P47","Mala",0.23,0.328,0.291,0.266,0.403,0.298,0.31,0.372,0.298,0.264
"P47","Muy mala",0.239,0.14,0.247,0.139,0.137,0.19,0.121,0.174,0.233,0.051
"P47","No sabe",0.011,0.011,0.036,0.032,0.062,0.021,0,0.008,0.029,0.261
"P48","Muy buena",0.129,0.178,0.059,0.103,0.183,0.19,0.194,0.253,0.118,0.115
"P48","Buena",0.16,0.157,0.044,0.085,0.126,0.185,0.139,0.205,0.207,0.192
"P48","Ni buena ni mala",0.203,0.267,0.087,0.188,0.205,0.238,0.14,0.252,0.342,0.484
"P48","Mala",0.16,0.18,0.23,0.261,0.231,0.166,0.196,0.184,0.1,0.117
"P48","Muy mala",0.341,0.21,0.574,0.354,0.243,0.219,0.322,0.1,0.227,0.076
"P48","No sabe",0.007,0.008,0.006,0.009,0.012,0.002,0.009,0.006,0.006,0.016
"P49","Muy buena",0.09,0.064,0.146,0.151,0.127,0.041,0.163,0.078,0.089,0.111
"P49","Buena",0.137,0.154,0.224,0.224,0.042,0.07,0.279,0.038,0.06,0.241
"P49","Ni buena ni mala",0.265,0.266,0.333,0.302,0.167,0.224,0.251,0.103,0.22,0.118
"P49","Mala",0.209,0.27,0.147,0.19,0.196,0.253,0.115,0.298,0.222,0.239
"P49","Muy mala",0.282,0.239,0.136,0.115,0.406,0.38,0.192,0.475,0.393,0.276
"P49","No sabe",0.017,0.007,0.014,0.018,0.062,0.032,0,0.008,0.016,0.015
"P50","Muy buena",0.271,0.287,0.065,0.118,0.26,0.394,0.171,0.421,0.329,0.278
"P50","Buena",0.115,0.145,0.045,0.063,0.312,0.165,0.045,0.19,0.192,0.166
"P50","Ni buena ni mala",0.13,0.208,0.126,0.166,0.132,0.192,0.176,0.156,0.178,0.273
"P50","Mala",0.141,0.142,0.164,0.244,0.071,0.074,0.241,0.053,0.061,0.141
"P50","Muy mala",0.331,0.217,0.593,0.391,0.151,0.157,0.359,0.114,0.205,0.044
"P50","No sabe",0.012,0.001,0.007,0.018,0.074,0.018,0.008,0.066,0.035,0.098
"P51","Muy buena",0.141,0.087,0.26,0.143,0.094,0.087,0.116,0.072,0.078,0.05
"P51","Buena",0.13,0.112,0.202,0.202,0.151,0.071,0.051,0.059,0.051,0.086
"P51","Ni buena ni mala",0.275,0.261,0.317,0.348,0.239,0.161,0.462,0.097,0.152,0.477
"P51","Mala",0.127,0.203,0.08,0.138,0.141,0.141,0.103,0.182,0.147,0.101
"P51","Muy mala",0.308,0.31,0.103,0.131,0.328,0.498,0.189,0.516,0.505,0.144
"P51","No sabe",0.019,0.027,0.038,0.038,0.047,0.042,0.079,0.074,0.067,0.142
"P52","Muy buena",0.261,0.187,0.543,0.376,0.13,0.125,0.293,0.133,0.111,0.089
"P52","Buena",0.131,0.1,0.18,0.157,0.095,0.036,0.165,0.016,0.119,0.291
"P52","Ni buena ni mala",0.11,0.182,0.118,0.18,0.159,0.09,0.286,0.096,0.053,0.291
"P52","Mala",0.153,0.191,0.056,0.13,0.15,0.174,0.081,0.155,0.154,0.042
"P52","Muy mala",0.339,0.334,0.099,0.145,0.462,0.574,0.175,0.584,0.539,0.204
"P52","No sabe",0.006,0.006,0.004,0.012,0.004,0.001,0,0.016,0.024,0.083
"P53","Muy buena",0.196,0.115,0.42,0.326,0.089,0.062,0.312,0.095,0.117,0.015
"P53","Buena",0.205,0.176,0.242,0.204,0.123,0.053,0.128,0.051,0.115,0.063
"P53","Ni buena ni mala",0.121,0.158,0.165,0.169,0.127,0.153,0.076,0.058,0.068,0.298
"P53","Mala",0.139,0.198,0.066,0.138,0.094,0.172,0.232,0.135,0.154,0.252
"P53","Muy mala",0.336,0.35,0.104,0.153,0.567,0.555,0.252,0.653,0.543,0.271
"P53","No sabe",0.003,0.003,0.003,0.01,0,0.005,0,0.008,0.003,0.101
"P54","Muy buena",0.125,0.149,0.055,0.055,0.147,0.199,0.04,0.239,0.19,0.036
"P54","Buena",0.165,0.173,0.071,0.082,0.163,0.161,0.077,0.163,0.252,0.118
"P54","Ni buena ni mala",0.285,0.346,0.286,0.402,0.354,0.306,0.355,0.314,0.247,0.322
"P54","Mala",0.145,0.132,0.177,0.193,0.095,0.151,0.302,0.102,0.122,0.131
"P54","Muy mala",0.238,0.137,0.328,0.197,0.177,0.15,0.13,0.171,0.136,0.059
"P54","No sabe",0.042,0.063,0.083,0.071,0.064,0.033,0.096,0.011,0.053,0.334
"P55","Muy buena",0.035,0.047,0.024,0.02,0.031,0.059,0.013,0.166,0.038,0.064
"P55","Buena",0.138,0.113,0.041,0.059,0.24,0.17,0.185,0.17,0.168,0.104
"P55","Ni buena ni mala",0.298,0.453,0.239,0.287,0.281,0.495,0.288,0.344,0.436,0.246
"P55","Mala",0.152,0.116,0.14,0.238,0.085,0.089,0.209,0.106,0.112,0.098
"P55","Muy mala",0.319,0.199,0.476,0.328,0.265,0.13,0.253,0.187,0.191,0.079
"P55","No sabe",0.058,0.072,0.08,0.068,0.098,0.057,0.052,0.027,0.055,0.409
"P56","Muy buena",0.061,0.031,0.018,0.055,0.01,0.041,0.033,0.013,0.023,0
"P56","Buena",0.105,0.126,0.099,0.129,0.134,0.11,0.089,0.202,0.111,0.151
"P56","Ni buena ni mala",0.395,0.473,0.325,0.403,0.413,0.433,0.271,0.31,0.389,0.265
"P56","Mala",0.187,0.199,0.207,0.175,0.131,0.239,0.343,0.324,0.265,0.137
"P56","Muy mala",0.213,0.138,0.296,0.172,0.164,0.128,0.212,0.138,0.14,0.012
"P56","No sabe",0.039,0.033,0.055,0.066,0.148,0.049,0.052,0.013,0.072,0.435
"P58","Muy buena",0.278,0.156,0.525,0.343,0.129,0.074,0.272,0.114,0.101,0.03
"P58","Buena",0.15,0.155,0.14,0.137,0.039,0.076,0.28,0.012,0.038,0.098
"P58","Ni buena ni mala",0.144,0.23,0.159,0.229,0.273,0.137,0.188,0.205,0.206,0.3
"P58","Mala",0.117,0.158,0.054,0.104,0.109,0.188,0.05,0.132,0.128,0.212
"P58","Muy mala",0.28,0.276,0.097,0.151,0.324,0.505,0.191,0.525,0.487,0.173
"P58","No sabe",0.031,0.025,0.025,0.036,0.126,0.02,0.019,0.012,0.04,0.187
"P59","Muy buena",0.097,0.122,0.139,0.122,0.112,0.059,0.109,0.125,0.086,0
"P59","Buena",0.183,0.163,0.209,0.192,0.116,0.135,0.114,0.123,0.091,0.17
"P59","Ni buena ni mala",0.39,0.351,0.435,0.397,0.293,0.355,0.557,0.301,0.446,0.298
"P59","Mala",0.171,0.18,0.09,0.133,0.18,0.219,0.097,0.186,0.175,0.12
"P59","Muy mala",0.122,0.14,0.081,0.094,0.108,0.205,0.116,0.213,0.171,0.026
"P59","No sabe",0.037,0.044,0.046,0.062,0.191,0.027,0.007,0.052,0.031,0.386
"P60","Muy buena",0.124,0.058,0.217,0.182,0.131,0.057,0.1,0.021,0.055,0.021
"P60","Buena",0.154,0.134,0.252,0.192,0.118,0.051,0.115,0.077,0.086,0.031
"P60","Ni buena ni mala",0.205,0.199,0.328,0.294,0.114,0.164,0.457,0.123,0.201,0.22
"P60","Mala",0.146,0.186,0.057,0.107,0.093,0.094,0.11,0.065,0.109,0.145
"P60","Muy mala",0.343,0.391,0.116,0.175,0.385,0.604,0.21,0.674,0.532,0.266
"P60","No sabe",0.028,0.032,0.03,0.05,0.159,0.03,0.008,0.04,0.017,0.317
"P61","Muy buena",0.124,0.048,0.196,0.13,0.029,0.055,0.138,0.076,0.051,0.037
"P61","Buena",0.125,0.092,0.168,0.128,0.037,0.043,0.118,0.01,0.058,0.03
"P61","Ni buena ni mala",0.326,0.41,0.372,0.456,0.252,0.354,0.395,0.173,0.296,0.189
"P61","Mala",0.137,0.153,0.05,0.076,0.142,0.173,0.224,0.198,0.151,0.082
"P61","Muy mala",0.226,0.222,0.092,0.099,0.266,0.318,0.067,0.444,0.341,0.209
"P61","No sabe",0.062,0.075,0.122,0.111,0.274,0.057,0.058,0.099,0.103,0.453
"P64","Muy buena",0.053,0.061,0.043,0.029,0.048,0.042,0.022,0.023,0.055,0.024
"P64","Buena",0.096,0.151,0.078,0.127,0.092,0.089,0.157,0.076,0.062,0.171
"P64","Ni buena ni mala",0.469,0.456,0.453,0.48,0.295,0.508,0.384,0.457,0.413,0.235
"P64","Mala",0.139,0.156,0.14,0.121,0.145,0.182,0.198,0.127,0.207,0.099
"P64","Muy mala",0.139,0.109,0.153,0.119,0.141,0.111,0.109,0.144,0.151,0.048
"P64","No sabe",0.104,0.067,0.133,0.124,0.279,0.068,0.13,0.173,0.112,0.423
"P65","Radio",0.16,0.196,0.119,0.061,0.078,0.13,0.097,0.266,0.142,0.192
"P65","Televisión",0.364,0.394,0.362,0.503,0.262,0.315,0.407,0.354,0.299,0.538
"P65","Diario",0.071,0.06,0.081,0.056,0.111,0.048,0.127,0.062,0.049,0.04
"P65","Medio digital",0.171,0.19,0.205,0.188,0.179,0.196,0.145,0.139,0.257,0.033
"P65","Redes Sociales",0.191,0.116,0.163,0.144,0.251,0.252,0.2,0.127,0.202,0.066
"P65","Ninguno en particular",0.042,0.044,0.07,0.048,0.119,0.058,0.024,0.052,0.051,0.131
"P65","No sabe",0.001,0,0,0,0,0.001,0,0,0,0
"P66","Muy buena",0.066,0.11,0.045,0.082,0.092,0.091,0.013,0.201,0.051,0
"P66","Buena",0.192,0.197,0.125,0.158,0.15,0.22,0.055,0.267,0.267,0.172
"P66","Ni buena ni mala",0.342,0.365,0.277,0.319,0.292,0.351,0.468,0.316,0.362,0.529
"P66","Mala",0.244,0.218,0.295,0.278,0.114,0.259,0.168,0.167,0.217,0.168
"P66","Muy mala",0.144,0.104,0.234,0.138,0.178,0.054,0.184,0.034,0.096,0
"P66","No sabe",0.012,0.006,0.024,0.025,0.174,0.025,0.112,0.015,0.007,0.131
"P67","Muy buena",0.023,0.058,0.032,0.027,0,0.056,0.053,0.014,0.018,0
"P67","Buena",0.098,0.108,0.097,0.099,0.04,0.05,0.006,0.068,0.037,0.072
"P67","Ni buena ni mala",0.283,0.309,0.287,0.369,0.394,0.254,0.467,0.331,0.276,0.375
"P67","Mala",0.296,0.273,0.291,0.267,0.184,0.298,0.243,0.255,0.282,0.217
"P67","Muy mala",0.283,0.235,0.268,0.206,0.318,0.338,0.231,0.329,0.383,0.227
"P67","No sabe",0.017,0.017,0.025,0.032,0.064,0.004,0,0.003,0.004,0.109
