"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía","p1 A Tolosa Paz por el Frente de todos","p1 A Santilli y Manes por Juntos","p1 A Del Caño por el Frente de Izquierda","p1 A Espert por Avanza libertad","p1 A Randazo por “Vamos con vos""","p1 A Hotton por “+Valores”","p1 Votaría en blanco o anularía","p2 A Tolosa Paz por el Frente de todos","p2 A Santilli y Manes por Juntos","p2 A Del Caño por el Frente de Izquierda","p2 A Espert por Avanza libertad","p2 A Randazo por “Vamos con vos""","p2 A Hotton por “+Valores”","p2 Votaría en blanco o anularía","p3 A Tolosa Paz por el Frente de todos","p3 A Santilli y Manes por Juntos","p3 A Del Caño por el Frente de Izquierda","p3 A Espert por Avanza libertad","p3 A Randazo por “Vamos con vos""","p3 A Hotton por “+Valores”","p3 Votaría en blanco o anularía","p4 A Tolosa Paz por el Frente de todos","p4 A Santilli y Manes por Juntos","p4 A Del Caño por el Frente de Izquierda","p4 A Espert por Avanza libertad","p4 A Randazo por “Vamos con vos""","p4 A Hotton por “+Valores”","p4 Votaría en blanco o anularía","p5 A Tolosa Paz por el Frente de todos","p5 A Santilli y Manes por Juntos","p5 A Del Caño por el Frente de Izquierda","p5 A Espert por Avanza libertad","p5 A Randazo por “Vamos con vos""","p5 A Hotton por “+Valores”","p5 Votaría en blanco o anularía","p6 A Tolosa Paz por el Frente de todos","p6 A Santilli y Manes por Juntos","p6 A Del Caño por el Frente de Izquierda","p6 A Espert por Avanza libertad","p6 A Randazo por “Vamos con vos""","p6 A Hotton por “+Valores”","p6 Votaría en blanco o anularía","p7 A Tolosa Paz por el Frente de todos","p7 A Santilli y Manes por Juntos","p7 A Del Caño por el Frente de Izquierda","p7 A Espert por Avanza libertad","p7 A Randazo por “Vamos con vos""","p7 A Hotton por “+Valores”","p7 Votaría en blanco o anularía"
2021-10-02,0.337,0.4,0.063,0.065,0.028,NA,0.107,0.292,0.407,0.076,0.101,0.037,NA,0.087,0.379,0.394,0.052,0.032,0.019,NA,0.124,0.352,0.259,0.12,0.119,0.055,NA,0.095,0.362,0.379,0.047,0.053,0.026,NA,0.133,0.28,0.506,0.046,0.05,0.017,NA,0.101,0.328,0.54,0.036,0.028,0.002,NA,0.066,0.343,0.349,0.091,0.033,0.035,NA,0.149,0.354,0.396,0.051,0.074,0.023,NA,0.102,0.298,0.483,0.045,0.097,0.026,NA,0.051,0.624,0.149,0.058,0.023,0.037,NA,0.109,0.08,0.788,0.031,0.068,0.013,NA,0.02,0.102,0.493,0,0.221,0.111,NA,0.073,0.082,0.83,0.025,0.027,0.005,NA,0.031,0.771,0.097,0.037,0.007,0.016,NA,0.072,0.266,0.169,0.422,0.055,0.014,NA,0.074,0.01,0.191,0.053,0.711,0.028,NA,0.007,0.211,0.165,0.081,0.127,0.176,NA,0.24,0.126,0.113,0.085,0.023,0.007,NA,0.646,0.224,0.24,0.066,0.07,0.118,NA,0.282
2021-10-03,0.339,0.403,0.051,0.06,0.025,NA,0.122,0.326,0.406,0.043,0.101,0.026,NA,0.098,0.351,0.401,0.058,0.021,0.025,NA,0.144,0.361,0.268,0.096,0.11,0.044,NA,0.121,0.36,0.366,0.041,0.044,0.027,NA,0.162,0.288,0.519,0.036,0.04,0.017,NA,0.1,0.323,0.56,0.019,0.04,0.003,NA,0.055,0.351,0.347,0.079,0.021,0.028,NA,0.174,0.348,0.39,0.039,0.081,0.024,NA,0.118,0.307,0.512,0.029,0.079,0.024,NA,0.049,0.625,0.155,0.047,0.021,0.026,NA,0.126,0.073,0.803,0.023,0.052,0.014,NA,0.035,0.059,0.396,0,0.206,0.151,NA,0.188,0.1,0.825,0.022,0.016,0.006,NA,0.031,0.736,0.128,0.038,0.012,0.018,NA,0.068,0.259,0.197,0.351,0.064,0,NA,0.129,0.063,0.193,0.052,0.666,0.026,NA,0,0.143,0.158,0.015,0.14,0.199,NA,0.345,0.123,0.1,0.038,0.024,0,NA,0.715,0.31,0.192,0.051,0.043,0.071,NA,0.333
2021-10-04,0.342,0.402,0.058,0.061,0.02,NA,0.117,0.344,0.398,0.038,0.096,0.016,NA,0.108,0.341,0.405,0.077,0.029,0.023,NA,0.125,0.387,0.264,0.1,0.104,0.027,NA,0.118,0.367,0.361,0.055,0.056,0.018,NA,0.143,0.261,0.545,0.028,0.024,0.025,NA,0.117,0.314,0.551,0.03,0.048,0.005,NA,0.052,0.358,0.393,0.084,0.023,0.013,NA,0.129,0.338,0.365,0.048,0.09,0.025,NA,0.134,0.326,0.484,0.036,0.066,0.021,NA,0.067,0.654,0.168,0.033,0.017,0.016,NA,0.112,0.065,0.787,0.048,0.054,0.008,NA,0.038,0.01,0.482,0.049,0.115,0.119,NA,0.225,0.114,0.829,0.02,0.013,0.005,NA,0.019,0.723,0.139,0.038,0.014,0.016,NA,0.07,0.304,0.106,0.363,0.039,0,NA,0.188,0.059,0.152,0.073,0.685,0.01,NA,0.021,0.104,0.19,0.149,0.16,0.09,NA,0.307,0.215,0.159,0.009,0.025,0.019,NA,0.573,0.332,0.145,0.036,0.04,0.087,NA,0.36
2021-10-05,0.338,0.396,0.05,0.061,0.027,NA,0.128,0.353,0.368,0.035,0.093,0.021,NA,0.13,0.324,0.423,0.064,0.031,0.032,NA,0.126,0.406,0.244,0.089,0.104,0.027,NA,0.13,0.367,0.351,0.042,0.061,0.022,NA,0.157,0.245,0.54,0.019,0.02,0.041,NA,0.135,0.275,0.581,0.042,0.042,0.017,NA,0.043,0.376,0.377,0.057,0.021,0.018,NA,0.151,0.322,0.348,0.053,0.097,0.039,NA,0.141,0.307,0.517,0.033,0.06,0.017,NA,0.066,0.658,0.166,0.024,0.019,0.029,NA,0.104,0.053,0.778,0.051,0.059,0.009,NA,0.05,0.014,0.453,0.071,0.078,0.135,NA,0.249,0.121,0.795,0.018,0.017,0.007,NA,0.042,0.719,0.161,0.028,0.022,0.018,NA,0.052,0.261,0.082,0.356,0.032,0.022,NA,0.247,0.088,0.175,0.026,0.677,0,NA,0.034,0.079,0.163,0.173,0.152,0.087,NA,0.346,0.271,0.11,0.011,0,0.048,NA,0.56,0.276,0.16,0.007,0.024,0.135,NA,0.398
2021-10-06,0.31,0.397,0.055,0.064,0.034,NA,0.14,0.316,0.385,0.046,0.077,0.027,NA,0.149,0.305,0.408,0.063,0.051,0.041,NA,0.132,0.309,0.293,0.119,0.085,0.042,NA,0.152,0.373,0.379,0.027,0.075,0.018,NA,0.128,0.233,0.524,0.004,0.027,0.063,NA,0.149,0.263,0.465,0.071,0.043,0.022,NA,0.136,0.362,0.369,0.038,0.034,0.051,NA,0.146,0.28,0.369,0.074,0.076,0.026,NA,0.175,0.281,0.499,0.046,0.088,0.023,NA,0.063,0.646,0.152,0.021,0.018,0.032,NA,0.131,0.046,0.76,0.049,0.077,0.022,NA,0.046,0.02,0.525,0.241,0,0.121,NA,0.093,0.093,0.8,0.01,0.032,0.012,NA,0.053,0.723,0.108,0.023,0.018,0.029,NA,0.099,0.216,0.14,0.478,0,0.131,NA,0.035,0,0.257,0.035,0.633,0.021,NA,0.054,0.118,0.167,0.194,0.191,0.037,NA,0.293,0.113,0.157,0.013,0,0.068,NA,0.649,0.214,0.28,0.006,0.027,0.078,NA,0.395
2021-10-07,0.326,0.415,0.045,0.058,0.032,NA,0.124,0.339,0.398,0.041,0.074,0.025,NA,0.123,0.313,0.43,0.049,0.043,0.039,NA,0.126,0.288,0.331,0.081,0.091,0.032,NA,0.177,0.385,0.395,0.034,0.06,0.026,NA,0.1,0.315,0.491,0.018,0.024,0.038,NA,0.114,0.263,0.511,0.046,0.038,0.04,NA,0.102,0.422,0.337,0.027,0.03,0.048,NA,0.136,0.273,0.436,0.061,0.062,0.025,NA,0.143,0.27,0.499,0.046,0.095,0.021,NA,0.069,0.648,0.157,0.028,0.015,0.036,NA,0.116,0.043,0.81,0.016,0.074,0.015,NA,0.042,0.104,0.374,0.204,0.053,0.129,NA,0.136,0.078,0.827,0.002,0.039,0.013,NA,0.041,0.772,0.092,0.02,0.007,0.029,NA,0.08,0.218,0.175,0.43,0,0.126,NA,0.051,0.012,0.347,0.018,0.59,0.017,NA,0.016,0.17,0.183,0.055,0.226,0.096,NA,0.27,0,0.221,0.055,0,0.029,NA,0.695,0.241,0.324,0.072,0.005,0.037,NA,0.321
2021-10-08,0.333,0.419,0.039,0.064,0.026,NA,0.119,0.343,0.416,0.032,0.08,0.021,NA,0.108,0.323,0.422,0.046,0.049,0.031,NA,0.129,0.297,0.325,0.07,0.116,0.024,NA,0.168,0.369,0.405,0.029,0.065,0.02,NA,0.112,0.334,0.493,0.017,0.02,0.045,NA,0.091,0.303,0.516,0.042,0.029,0.019,NA,0.091,0.401,0.372,0.025,0.032,0.041,NA,0.129,0.311,0.42,0.042,0.08,0.02,NA,0.127,0.268,0.489,0.056,0.082,0.017,NA,0.088,0.642,0.176,0.02,0.021,0.026,NA,0.115,0.051,0.798,0.014,0.087,0.01,NA,0.04,0.096,0.393,0.183,0.045,0.141,NA,0.142,0.084,0.841,0.002,0.036,0.016,NA,0.021,0.781,0.091,0.011,0.007,0.025,NA,0.085,0.203,0.177,0.421,0.05,0.09,NA,0.059,0.013,0.286,0.004,0.634,0.011,NA,0.052,0.192,0.223,0.061,0.229,0.069,NA,0.226,0,0.255,0.035,0,0.012,NA,0.698,0.255,0.304,0.068,0.004,0.025,NA,0.344
2021-10-09,0.345,0.401,0.046,0.069,0.026,NA,0.113,0.379,0.382,0.04,0.094,0.01,NA,0.095,0.315,0.418,0.052,0.047,0.04,NA,0.128,0.347,0.256,0.059,0.126,0.032,NA,0.18,0.354,0.395,0.046,0.076,0.016,NA,0.113,0.348,0.481,0.037,0.021,0.035,NA,0.078,0.316,0.547,0.038,0.023,0.028,NA,0.048,0.37,0.38,0.035,0.053,0.036,NA,0.126,0.347,0.383,0.046,0.083,0.024,NA,0.117,0.306,0.466,0.063,0.067,0.013,NA,0.085,0.63,0.178,0.032,0.029,0.026,NA,0.105,0.067,0.786,0.014,0.088,0.004,NA,0.041,0.151,0.342,0.13,0.073,0.082,NA,0.222,0.098,0.818,0.006,0.038,0.014,NA,0.026,0.785,0.104,0.014,0.013,0.018,NA,0.066,0.289,0.144,0.418,0.069,0.02,NA,0.06,0.018,0.203,0.013,0.665,0.062,NA,0.039,0.144,0.204,0.058,0.215,0.092,NA,0.287,0.016,0.235,0.074,0.008,0.049,NA,0.618,0.267,0.23,0.097,0,0.039,NA,0.367
2021-10-10,0.34,0.39,0.055,0.071,0.025,NA,0.119,0.385,0.385,0.048,0.091,0.013,NA,0.078,0.3,0.395,0.062,0.052,0.035,NA,0.156,0.32,0.276,0.085,0.112,0.034,NA,0.173,0.339,0.368,0.052,0.084,0.013,NA,0.144,0.367,0.46,0.039,0.035,0.034,NA,0.065,0.343,0.544,0.036,0.017,0.024,NA,0.036,0.332,0.419,0.039,0.062,0.031,NA,0.117,0.355,0.341,0.058,0.081,0.025,NA,0.14,0.325,0.44,0.073,0.065,0.015,NA,0.082,0.615,0.181,0.049,0.031,0.017,NA,0.107,0.086,0.746,0.017,0.088,0.013,NA,0.05,0.159,0.248,0.104,0.183,0.086,NA,0.22,0.108,0.794,0.017,0.035,0.016,NA,0.03,0.763,0.123,0.02,0.017,0.014,NA,0.063,0.194,0.138,0.508,0.129,0.011,NA,0.02,0.078,0.133,0.013,0.662,0.069,NA,0.045,0.136,0.282,0.062,0.141,0.061,NA,0.318,0.024,0.245,0.051,0.011,0.065,NA,0.604,0.267,0.177,0.053,0.028,0.04,NA,0.435
2021-10-11,0.355,0.378,0.068,0.062,0.027,0.005,0.105,0.417,0.358,0.064,0.083,0.017,0.005,0.056,0.3,0.395,0.072,0.043,0.037,0.004,0.149,0.333,0.279,0.111,0.081,0.04,0,0.156,0.384,0.334,0.063,0.077,0.019,0.008,0.115,0.354,0.467,0.038,0.037,0.031,0.003,0.07,0.325,0.544,0.044,0.024,0.023,0.007,0.033,0.384,0.373,0.048,0.055,0.03,0.006,0.104,0.331,0.353,0.092,0.054,0.028,0.004,0.138,0.355,0.433,0.054,0.089,0.023,0.003,0.043,0.617,0.164,0.071,0.025,0.018,0.003,0.102,0.119,0.735,0.017,0.072,0.018,0,0.039,0.15,0.294,0.123,0.198,0.055,0,0.18,0.096,0.775,0.029,0.032,0.014,0,0.054,0.789,0.106,0.032,0.018,0.014,0.004,0.037,0.218,0.146,0.536,0.081,0.013,0,0.006,0.085,0.114,0.022,0.652,0.1,0.015,0.012,0.129,0.293,0.04,0.06,0.134,0.054,0.29,0.093,0.254,0.056,0.013,0.075,0,0.509,0.347,0.166,0.07,0.031,0.019,0,0.367
2021-10-12,0.351,0.38,0.062,0.058,0.031,0.01,0.108,0.386,0.365,0.054,0.065,0.037,0.006,0.087,0.318,0.393,0.07,0.053,0.025,0.014,0.127,0.343,0.281,0.095,0.073,0.031,0.008,0.169,0.385,0.336,0.06,0.072,0.027,0.014,0.106,0.335,0.456,0.045,0.035,0.049,0.002,0.078,0.301,0.56,0.035,0.029,0.017,0.017,0.041,0.401,0.357,0.046,0.041,0.04,0.013,0.102,0.318,0.357,0.084,0.062,0.026,0.012,0.141,0.332,0.459,0.048,0.08,0.025,0.004,0.052,0.638,0.152,0.077,0.016,0.02,0.003,0.094,0.109,0.722,0.015,0.072,0.017,0.004,0.061,0.127,0.27,0.124,0.218,0.237,0,0.024,0.101,0.789,0.032,0.028,0.01,0,0.04,0.814,0.092,0.027,0.004,0.009,0.004,0.05,0.084,0.173,0.574,0.074,0.056,0,0.039,0.13,0.184,0.006,0.597,0.061,0.017,0.005,0.094,0.245,0.038,0.107,0.224,0.104,0.188,0.083,0.177,0.042,0.036,0.066,0,0.596,0.282,0.2,0.028,0.06,0.036,0.038,0.356
2021-10-13,0.344,0.368,0.064,0.058,0.039,0.013,0.114,0.378,0.343,0.054,0.065,0.047,0.009,0.104,0.312,0.391,0.073,0.051,0.032,0.018,0.123,0.349,0.241,0.085,0.081,0.043,0.011,0.19,0.39,0.335,0.059,0.063,0.032,0.018,0.103,0.299,0.464,0.054,0.031,0.068,0.003,0.081,0.284,0.547,0.051,0.039,0.011,0.023,0.045,0.411,0.304,0.047,0.037,0.06,0.017,0.124,0.302,0.37,0.089,0.061,0.028,0.016,0.134,0.317,0.465,0.043,0.083,0.029,0.004,0.059,0.626,0.148,0.067,0.016,0.027,0.004,0.112,0.107,0.719,0.022,0.072,0.013,0.006,0.061,0.107,0.291,0.177,0.107,0.318,0,0,0.091,0.788,0.037,0.026,0.005,0,0.053,0.82,0.072,0.022,0.002,0.014,0.005,0.065,0.091,0.143,0.58,0.037,0.084,0,0.065,0.09,0.186,0.008,0.605,0.084,0.022,0.005,0.07,0.164,0.022,0.141,0.289,0.134,0.18,0.106,0.125,0.054,0.049,0.092,0,0.574,0.273,0.218,0.038,0.054,0.048,0.053,0.316
2021-10-14,0.303,0.391,0.069,0.071,0.04,0.013,0.113,0.296,0.389,0.062,0.086,0.041,0.011,0.115,0.31,0.393,0.075,0.057,0.038,0.015,0.112,0.334,0.217,0.094,0.104,0.062,0.02,0.169,0.299,0.416,0.061,0.069,0.028,0.01,0.117,0.28,0.495,0.073,0.047,0.031,0.001,0.073,0.289,0.501,0.04,0.047,0.041,0.023,0.059,0.278,0.384,0.061,0.068,0.058,0.01,0.141,0.337,0.337,0.083,0.07,0.033,0.019,0.121,0.282,0.503,0.056,0.077,0.021,0.006,0.055,0.582,0.169,0.08,0.023,0.038,0.009,0.099,0.073,0.747,0.027,0.065,0.016,0.007,0.065,0.074,0.317,0.172,0.123,0.205,0,0.109,0.084,0.827,0.021,0.037,0,0.001,0.03,0.741,0.125,0.039,0.004,0.012,0.004,0.075,0.092,0.061,0.625,0.137,0.047,0,0.038,0.111,0.245,0.046,0.498,0.036,0,0.064,0.025,0.092,0.064,0.202,0.291,0.075,0.251,0.063,0.086,0.066,0.033,0.134,0.043,0.575,0.191,0.244,0.004,0.109,0.069,0.06,0.323
2021-10-15,0.291,0.424,0.05,0.07,0.025,0.017,0.123,0.262,0.43,0.062,0.105,0.021,0.01,0.11,0.318,0.418,0.04,0.037,0.028,0.024,0.135,0.272,0.344,0.063,0.134,0.034,0.036,0.117,0.289,0.414,0.051,0.05,0.024,0.014,0.158,0.31,0.502,0.044,0.044,0.001,0.002,0.097,0.303,0.488,0.036,0.038,0.042,0.01,0.083,0.294,0.388,0.048,0.051,0.028,0.016,0.175,0.297,0.398,0.059,0.082,0.025,0.019,0.12,0.275,0.529,0.038,0.077,0.019,0.017,0.045,0.549,0.191,0.056,0.025,0.033,0.016,0.13,0.062,0.816,0.014,0.059,0.013,0.007,0.029,0.021,0.45,0.151,0.067,0.048,0,0.263,0.066,0.861,0.005,0.025,0.004,0.002,0.037,0.692,0.176,0.032,0.005,0.006,0.007,0.082,0.169,0.118,0.475,0.132,0,0.008,0.098,0.045,0.196,0.037,0.545,0,0.112,0.065,0.045,0.135,0.066,0.242,0.246,0.053,0.213,0.054,0.038,0.061,0.04,0.08,0.069,0.658,0.327,0.221,0,0.099,0.016,0.007,0.33
2021-10-16,0.306,0.419,0.049,0.068,0.026,0.013,0.119,0.284,0.426,0.055,0.095,0.025,0.01,0.105,0.327,0.413,0.043,0.042,0.026,0.017,0.132,0.32,0.321,0.058,0.125,0.027,0.026,0.123,0.308,0.405,0.047,0.055,0.028,0.014,0.143,0.29,0.518,0.046,0.045,0.012,0.001,0.088,0.303,0.487,0.04,0.033,0.036,0.007,0.094,0.332,0.367,0.046,0.051,0.026,0.011,0.167,0.301,0.41,0.05,0.077,0.029,0.015,0.118,0.278,0.514,0.05,0.076,0.02,0.014,0.048,0.583,0.177,0.051,0.022,0.042,0.014,0.111,0.06,0.818,0.014,0.064,0.008,0.006,0.03,0.033,0.525,0.123,0.067,0.047,0,0.205,0.082,0.837,0.006,0.027,0.006,0.002,0.04,0.735,0.15,0.027,0.009,0.009,0.005,0.065,0.194,0.094,0.5,0.097,0.005,0.006,0.104,0.037,0.2,0.032,0.592,0,0.078,0.061,0.129,0.206,0.043,0.188,0.196,0.043,0.195,0.047,0.092,0.047,0.03,0.075,0.064,0.645,0.229,0.287,0,0.076,0.045,0.004,0.359
2021-10-17,0.327,0.413,0.035,0.062,0.018,0.019,0.126,0.318,0.423,0.032,0.087,0.022,0.012,0.106,0.335,0.404,0.037,0.039,0.013,0.026,0.146,0.381,0.32,0.023,0.119,0.004,0.03,0.123,0.332,0.377,0.038,0.052,0.024,0.029,0.148,0.287,0.486,0.039,0.039,0.026,0.003,0.12,0.278,0.559,0.039,0.024,0.013,0,0.087,0.392,0.325,0.033,0.029,0.014,0.026,0.181,0.296,0.436,0.031,0.083,0.022,0.016,0.116,0.288,0.503,0.044,0.072,0.014,0.015,0.064,0.622,0.164,0.037,0.014,0.03,0.014,0.119,0.065,0.819,0.01,0.072,0.003,0.005,0.026,0.115,0.564,0.023,0.06,0.029,0,0.209,0.097,0.819,0.01,0.023,0.013,0.002,0.036,0.772,0.132,0.013,0.007,0.007,0.005,0.064,0.263,0.104,0.427,0.025,0.005,0.006,0.17,0.009,0.129,0.004,0.715,0,0.099,0.044,0.184,0.266,0.005,0.124,0.095,0.125,0.201,0.044,0.128,0.017,0.041,0.026,0.022,0.722,0.186,0.287,0,0.073,0.04,0.046,0.368
