"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P25","Muy buena",0.072,0.067,0.093,0.053
"P25","Buena",0.22,0.135,0.166,0.035
"P25","Ni buena ni mala",0.374,0.428,0.355,0.211
"P25","Mala",0.273,0.1,0.123,0.261
"P25","Muy mala",0.018,0.228,0.18,0.389
"P25","No sabe",0.043,0.042,0.083,0.051
"P26","Muy buena",0.13,0.064,0.143,0.013
"P26","Buena",0.203,0.079,0.11,0.026
"P26","Ni buena ni mala",0.252,0.197,0.18,0.092
"P26","Mala",0.374,0.177,0.231,0.219
"P26","Muy mala",0.041,0.393,0.313,0.635
"P26","No sabe",0,0.09,0.023,0.015
"P27","Muy buena",0.392,0.45,0.532,0.246
"P27","Buena",0.306,0.255,0.173,0.239
"P27","Ni buena ni mala",0.223,0.151,0.137,0.225
"P27","Mala",0.05,0.032,0.068,0.149
"P27","Muy mala",0.029,0.068,0.063,0.123
"P27","No sabe",0,0.044,0.027,0.018
"P28","Muy buena",0.042,0.112,0.119,0.046
"P28","Buena",0.087,0.124,0.133,0.091
"P28","Ni buena ni mala",0.51,0.375,0.44,0.312
"P28","Mala",0.166,0.153,0.066,0.132
"P28","Muy mala",0.028,0.104,0.086,0.301
"P28","No sabe",0.167,0.132,0.156,0.118
"P29","Muy buena",0.378,0.167,0.066,0.112
"P29","Buena",0.21,0.243,0.23,0.377
"P29","Ni buena ni mala",0.204,0.26,0.218,0.291
"P29","Mala",0.014,0.196,0.224,0.128
"P29","Muy mala",0.086,0.127,0.214,0.083
"P29","No sabe",0.108,0.007,0.048,0.009
"P30","Muy buena",0.312,0.441,0.132,0.794
"P30","Buena",0.308,0.175,0.264,0.127
"P30","Ni buena ni mala",0.19,0.159,0.167,0.057
"P30","Mala",0.021,0.045,0.135,0.018
"P30","Muy mala",0.169,0.128,0.251,0.004
"P30","No sabe",0,0.052,0.051,0
"P31","Muy buena",0.219,0.063,0.095,0.095
"P31","Buena",0.068,0.057,0.099,0.026
"P31","Ni buena ni mala",0.124,0.057,0.151,0.015
"P31","Mala",0.225,0.244,0.244,0.137
"P31","Muy mala",0.35,0.522,0.403,0.722
"P31","No sabe",0.014,0.057,0.008,0.005
"P32","Muy buena",0.024,0.018,0.032,0.005
"P32","Buena",0.133,0.103,0.184,0.017
"P32","Ni buena ni mala",0.333,0.304,0.208,0.068
"P32","Mala",0.33,0.182,0.212,0.244
"P32","Muy mala",0.165,0.344,0.324,0.649
"P32","No sabe",0.015,0.049,0.04,0.017
"P33","Muy buena",0.157,0.446,0.064,0.121
"P33","Buena",0.467,0.238,0.319,0.334
"P33","Ni buena ni mala",0.155,0.176,0.348,0.337
"P33","Mala",0.087,0.026,0.183,0.126
"P33","Muy mala",0.12,0.114,0.078,0.075
"P33","No sabe",0.014,0,0.008,0.007
"P34","Muy buena",0.036,0.128,0.121,0.036
"P34","Buena",0.208,0.027,0.088,0.017
"P34","Ni buena ni mala",0.362,0.081,0.193,0.06
"P34","Mala",0.142,0.318,0.179,0.142
"P34","Muy mala",0.252,0.446,0.419,0.742
"P34","No sabe",0,0,0,0.003
"P35","Muy buena",0.447,0.287,0.42,0.11
"P35","Buena",0.143,0.305,0.226,0.158
"P35","Ni buena ni mala",0.156,0.132,0.216,0.18
"P35","Mala",0.039,0.146,0.057,0.225
"P35","Muy mala",0.167,0.13,0.081,0.326
"P35","No sabe",0.048,0,0,0.001
"P36","Muy buena",0.106,0.079,0.202,0.009
"P36","Buena",0.073,0.025,0.143,0.017
"P36","Ni buena ni mala",0.478,0.16,0.232,0.071
"P36","Mala",0.129,0.101,0.114,0.152
"P36","Muy mala",0.165,0.573,0.294,0.748
"P36","No sabe",0.049,0.062,0.015,0.003
"P37","Muy buena",0.018,0.01,0.093,0.01
"P37","Buena",0.103,0.018,0.098,0.017
"P37","Ni buena ni mala",0.622,0.402,0.303,0.229
"P37","Mala",0.149,0.233,0.235,0.288
"P37","Muy mala",0.094,0.278,0.178,0.411
"P37","No sabe",0.014,0.059,0.093,0.045
"P38","Muy buena",0.024,0.01,0.064,0.007
"P38","Buena",0.084,0.048,0.054,0.024
"P38","Ni buena ni mala",0.61,0.388,0.382,0.167
"P38","Mala",0.138,0.126,0.136,0.226
"P38","Muy mala",0.124,0.367,0.144,0.523
"P38","No sabe",0.02,0.061,0.22,0.053
"P39","Muy buena",0.041,0.067,0.066,0.022
"P39","Buena",0.11,0.064,0.067,0.039
"P39","Ni buena ni mala",0.616,0.386,0.527,0.32
"P39","Mala",0.05,0.106,0.112,0.233
"P39","Muy mala",0.079,0.292,0.072,0.281
"P39","No sabe",0.104,0.085,0.156,0.105
