"var","categoria","La seguridad","El tránsito","El arreglo de las calles","Los parques y espacios públicos","El sistema de salud","La limpieza de las calles","El deporte y la cultura","La luminaria","No sabe"
"P18","Ni buena ni mala",0.382,0.444,0.346,0.033,0.552,0.289,0.126,0.122,0.384
"P18","Mala",0.112,0.076,0.1,0.577,0.054,0.064,0.339,0.038,0.099
"P18","Muy mala",0.063,0.294,0.081,0.111,0.152,0.039,0.196,0.078,0.13
"P18","No sabe",0.2,0.126,0.28,0.232,0.137,0.259,0.186,0.699,0.239
"P19","Muy buena",0.098,0.163,0.073,0.515,0.032,0.181,0.121,0,0.03
"P19","Buena",0.062,0,0.092,0.03,0.052,0.033,0.122,0.264,0
"P19","Ni buena ni mala",0.436,0.619,0.377,0.183,0.479,0.313,0.29,0.156,0.494
"P19","Mala",0.084,0.078,0.061,0.034,0.074,0.063,0.085,0,0.017
"P19","Muy mala",0.042,0,0.058,0.103,0.195,0.024,0.196,0.081,0.053
"P19","No sabe",0.278,0.14,0.339,0.135,0.168,0.386,0.186,0.499,0.406
"P20","Muy buena",0.012,0,0.039,0,0.025,0.271,0.095,0,0.006
"P20","Buena",0.055,0.01,0.048,0.042,0.01,0.033,0,0,0.006
"P20","Ni buena ni mala",0.451,0.668,0.418,0.136,0.448,0.186,0.407,0.483,0.439
"P20","Mala",0.097,0.039,0.062,0,0.021,0.024,0.026,0,0.094
"P20","Muy mala",0.056,0,0.054,0.103,0.158,0,0,0.081,0.046
"P20","No sabe",0.329,0.283,0.379,0.719,0.338,0.486,0.472,0.436,0.409
"P21","La seguridad",0.08,0.035,0.037,0,0.022,0,0,0,0.014
"P21","El tránsito",0.097,0.062,0.032,0,0.026,0.033,0,0,0
"P21","El arreglo de las calles",0.164,0.282,0.235,0.493,0.209,0.12,0,0.372,0.12
"P21","Los parques y espacios públicos",0.217,0.415,0.185,0.392,0.135,0.38,0.115,0,0.192
"P21","El sistema de salud",0.027,0.073,0.082,0.094,0.097,0,0,0,0.015
"P21","La limpieza de las calles",0.09,0.042,0.091,0,0.194,0.167,0,0.128,0.028
"P21","El deporte y la cultura",0.059,0.024,0.076,0,0.009,0.009,0.885,0,0
"P21","La luminaria",0.035,0.01,0.024,0,0.072,0.016,0,0,0
"P21","No sabe",0.231,0.057,0.238,0.021,0.236,0.275,0,0.5,0.631
"P23","Agua corriente y cloacas",0.58,0.529,0.546,0.318,0.572,0.582,0.71,0.649,0.278
"P23","Energía eléctrica",0.093,0.123,0.086,0.525,0.016,0.164,0.227,0,0.037
"P23","Red de gas natural",0.115,0.034,0.23,0,0.135,0.102,0.037,0.124,0.041
"P23","Recolección de residuos",0.082,0.202,0.09,0.069,0.042,0.061,0,0.19,0.257
"P23","Ninguno",0.13,0.112,0.048,0.088,0.235,0.091,0.026,0.037,0.387
"P24","Los robos",0.555,0.433,0.43,0.363,0.426,0.599,0.646,0.285,0.454
"P24","El narcotráfico",0.154,0.054,0.215,0.523,0.071,0.133,0,0.284,0.017
"P24","La ausencia de patrulleros y personal policial",0.209,0.338,0.241,0.079,0.411,0.196,0.233,0.124,0.231
"P24","Otro",0.073,0.175,0.052,0.035,0.055,0.072,0.121,0.27,0.125
"P24","Ninguno",0.009,0,0.062,0,0.037,0,0,0.037,0.173
"P25","Muy buena",0.138,0.054,0.096,0.142,0.104,0.047,0.395,0.355,0.312
"P25","Buena",0.162,0.218,0.214,0.165,0.194,0.206,0.246,0,0.029
"P25","Ni buena ni mala",0.249,0.322,0.335,0.089,0.358,0.139,0.259,0.46,0.074
"P25","Mala",0.213,0.134,0.118,0.582,0.145,0.182,0,0.185,0.383
"P25","Muy mala",0.14,0.162,0.187,0,0.095,0.311,0.1,0,0.151
"P25","No sabe",0.098,0.11,0.05,0.022,0.104,0.115,0,0,0.051
"P26","Muy buena",0.07,0.128,0.075,0.03,0.095,0.127,0.226,0.042,0.072
"P26","Buena",0.203,0.102,0.17,0.092,0.264,0.122,0.095,0.388,0.022
"P26","Ni buena ni mala",0.346,0.511,0.324,0.281,0.242,0.202,0.578,0.209,0.334
"P26","Mala",0.234,0.066,0.245,0.113,0.194,0.237,0,0.361,0.412
"P26","Muy mala",0.111,0.139,0.15,0.484,0.185,0.294,0.101,0,0.104
"P26","No sabe",0.036,0.054,0.036,0,0.02,0.018,0,0,0.056
"P27","Frente de Todos y el peronismo",0.275,0.287,0.502,0.361,0.47,0.205,0.235,0.772,0.237
"P27","Cambiemos",0.36,0.189,0.168,0.467,0.017,0.485,0.222,0.181,0.215
"P27","Liberales",0.205,0.158,0.137,0.172,0.109,0.195,0.207,0,0.367
"P27","Izquierda",0.032,0.236,0.107,0,0.211,0.026,0.233,0,0.054
"P27","No sabe",0.128,0.13,0.086,0,0.193,0.089,0.103,0.047,0.127
"P29","A Alberto Fernández",0.315,0.073,0.279,0.26,0.161,0,0,0.041,0
"P29","A Sergio Massa",0.209,0.264,0.264,0.344,0.018,0.417,0,0.431,0.087
"P29","A algún candidato del peronismo",0.169,0,0.274,0.096,0.241,0.096,0,0,0.815
"P29","A algún candidato del kirchnerismo",0.307,0.663,0.183,0.3,0.58,0.487,1,0.528,0.098
"P30","A Alberto Fernández",0.425,0.146,0.288,0.256,0.021,0,0,0,0
"P30","A Sergio Massa",0.234,0.073,0.248,0.256,0,0.322,0,0.434,0.072
"P30","A algún candidato del peronismo",0.017,0,0.27,0.095,0.214,0,0,0,0.814
"P30","A Cristina Fernández de Kirchner",0.324,0.781,0.194,0.393,0.765,0.678,1,0.566,0.114
"P31","A Horacio Rodriguez Larreta",0.399,0.182,0.353,0.935,0.122,0.267,0,0,0.156
"P31","A Mauricio Macri",0.216,0.681,0.386,0.065,0.289,0.406,0.356,0,0.438
"P31","A Patricia Bullrich",0.282,0.137,0.246,0,0.452,0.315,0,1,0.406
"P31","A Facundo Manes",0.096,0,0,0,0,0,0,0,0
"P31","A Martín Lousteau",0.007,0,0.015,0,0.137,0.012,0.644,0,0
"P32","Seguro lo votaria",0.354,0.182,0.146,0,0.155,0.416,0,0,0.089
"P32","Quizás lo votaría",0.262,0.033,0.042,0.935,0,0.559,0,1,0.388
"P32","Nunca lo votaría",0.384,0.785,0.812,0.065,0.845,0.025,1,0,0.523
"P33","Muy buena",0.109,0.023,0.155,0.108,0.178,0,0,0,0.017
"P33","Buena",0.112,0.288,0.135,0.077,0.11,0.113,0.101,0.499,0.036
"P33","Ni buena ni mala",0.19,0.229,0.252,0.184,0.262,0.146,0.323,0.156,0.486
"P33","Mala",0.222,0.362,0.186,0.526,0.181,0.176,0.238,0.201,0.091
"P33","Muy mala",0.358,0.098,0.24,0.105,0.264,0.565,0.338,0.144,0.34
"P33","No sabe",0.009,0,0.032,0,0.005,0,0,0,0.03
"P34","Muy buena",0.096,0.091,0.102,0.601,0.049,0.091,0,0,0.183
"P34","Buena",0.179,0.262,0.179,0.06,0.061,0.154,0.036,0.145,0.092
"P34","Ni buena ni mala",0.18,0.077,0.054,0.096,0.045,0.226,0.197,0.044,0.269
"P34","Mala",0.214,0.166,0.295,0.03,0.226,0.042,0.2,0.156,0.241
"P34","Muy mala",0.321,0.404,0.339,0.157,0.601,0.487,0.567,0.354,0.177
"P34","No sabe",0.01,0,0.031,0.056,0.018,0,0,0.301,0.038
"P35","Muy buena",0.311,0.342,0.351,0.314,0.441,0.095,0,0.754,0.27
"P35","Buena",0.047,0.267,0.16,0.097,0.153,0.135,0.215,0,0.032
"P35","Ni buena ni mala",0.064,0,0.174,0,0.126,0.037,0.439,0.053,0.165
"P35","Mala",0.103,0.138,0.072,0.031,0.07,0.131,0,0.15,0.074
"P35","Muy mala",0.47,0.253,0.238,0.558,0.21,0.602,0.346,0.043,0.417
"P35","No sabe",0.005,0,0.005,0,0,0,0,0,0.042
"P36","Muy buena",0.276,0.282,0.1,0.13,0.12,0.059,0,0,0.125
"P36","Buena",0.112,0.211,0.194,0.058,0.014,0.29,0.038,0.211,0.162
"P36","Ni buena ni mala",0.241,0.217,0.255,0.064,0.133,0.207,0,0.112,0.228
"P36","Mala",0.178,0.016,0.172,0.549,0.28,0.085,0.679,0,0.2
"P36","Muy mala",0.177,0.274,0.27,0.199,0.447,0.359,0.115,0.398,0.24
"P36","No sabe",0.016,0,0.009,0,0.006,0,0.168,0.279,0.045
"P37","Muy buena",0.13,0.266,0.096,0,0.17,0.208,0.029,0.276,0.094
"P37","Buena",0.162,0.056,0.245,0.21,0.177,0.171,0.177,0.459,0.017
"P37","Ni buena ni mala",0.219,0.486,0.321,0.122,0.272,0.096,0.17,0.17,0.106
"P37","Mala",0.156,0.023,0.114,0.232,0.212,0.225,0.285,0.095,0.179
"P37","Muy mala",0.328,0.169,0.211,0.436,0.169,0.254,0.339,0,0.558
"P37","No sabe",0.005,0,0.013,0,0,0.046,0,0,0.046
"P38","Muy buena",0.287,0.252,0.131,0.5,0.144,0.192,0.08,0.17,0.191
"P38","Buena",0.127,0.012,0.172,0.057,0.071,0.142,0.123,0.234,0.056
"P38","Ni buena ni mala",0.213,0.144,0.106,0.032,0.086,0.187,0.171,0,0.127
"P38","Mala",0.079,0.099,0.26,0.035,0.09,0.055,0.376,0.072,0.201
"P38","Muy mala",0.285,0.493,0.323,0.376,0.583,0.378,0.25,0.249,0.344
"P38","No sabe",0.009,0,0.008,0,0.026,0.046,0,0.275,0.081
"P39","Muy buena",0.289,0.187,0.1,0.158,0.089,0.274,0.071,0,0.164
"P39","Buena",0.143,0.199,0.108,0.017,0.012,0.055,0,0.172,0.152
"P39","Ni buena ni mala",0.168,0.12,0.314,0.426,0.189,0.197,0.619,0.187,0.194
"P39","Mala",0.149,0.016,0.122,0.034,0.09,0.13,0.081,0.326,0.182
"P39","Muy mala",0.237,0.478,0.326,0.365,0.586,0.185,0.063,0.315,0.247
"P39","No sabe",0.014,0,0.03,0,0.034,0.159,0.166,0,0.061
