"var","categoria","La seguridad","El tránsito","El arreglo de las calles","Los parques y espacios públicos","El sistema de salud","La limpieza de las calles","El deporte y la cultura","La luminaria","No sabe"
"P32","Quizás lo votaría",0.322,0.354,0.257,0.047,0,0.351,0.117,0.445,0.476
"P32","Nunca lo votaría",0.598,0.162,0.559,0.462,0.266,0.42,0.167,0.521,0.428
"P33","Muy buena",0.015,0.266,0.095,0.141,0.043,0.108,0.048,0.028,0.1
"P33","Buena",0.175,0.279,0.162,0.151,0.126,0.121,0.024,0.013,0.077
"P33","Ni buena ni mala",0.37,0.13,0.326,0.253,0.376,0.161,0.27,0.167,0.161
"P33","Mala",0,0,0.264,0.178,0.319,0.287,0.325,0.357,0.176
"P33","Muy mala",0.44,0.325,0.153,0.277,0.136,0.317,0.231,0.344,0.474
"P33","No sabe",0,0,0,0,0,0.006,0.102,0.091,0.012
"P34","Muy buena",0.145,0.073,0.101,0.15,0.087,0.047,0.017,0.094,0.131
"P34","Buena",0.065,0.265,0.152,0.134,0.021,0.148,0.046,0.271,0.195
"P34","Ni buena ni mala",0.07,0.253,0.143,0.12,0.171,0.088,0.164,0.27,0.138
"P34","Mala",0.488,0.367,0.274,0.202,0.205,0.242,0.172,0.115,0.134
"P34","Muy mala",0.069,0.029,0.315,0.387,0.516,0.438,0.586,0.25,0.374
"P34","No sabe",0.163,0.013,0.015,0.007,0,0.037,0.015,0,0.028
"P35","Muy buena",0.475,0.596,0.372,0.333,0.417,0.257,0.447,0.264,0.2
"P35","Buena",0.106,0.021,0.165,0.146,0.138,0.11,0.124,0,0.015
"P35","Ni buena ni mala",0.274,0.119,0.087,0.071,0.071,0.104,0.141,0.135,0.097
"P35","Mala",0,0,0.092,0.08,0.067,0.038,0.024,0.12,0.161
"P35","Muy mala",0.145,0.264,0.279,0.37,0.307,0.484,0.264,0.463,0.512
"P35","No sabe",0,0,0.005,0,0,0.007,0,0.018,0.015
"P36","Muy buena",0.483,0.605,0.125,0.174,0.177,0.133,0.188,0.325,0.127
"P36","Buena",0.113,0,0.115,0.149,0.13,0.124,0.074,0.038,0.195
"P36","Ni buena ni mala",0.187,0.169,0.289,0.186,0.245,0.235,0.216,0.186,0.197
"P36","Mala",0.129,0.177,0.237,0.253,0.225,0.022,0.197,0.174,0.178
"P36","Muy mala",0.042,0.034,0.229,0.235,0.223,0.435,0.253,0.277,0.272
"P36","No sabe",0.046,0.015,0.005,0.003,0,0.051,0.072,0,0.031
"P37","Muy buena",0.085,0.334,0.113,0.185,0.067,0.154,0.188,0.203,0.059
"P37","Buena",0.17,0.369,0.255,0.207,0.191,0.081,0.154,0.095,0.099
"P37","Ni buena ni mala",0.585,0.11,0.318,0.138,0.302,0.338,0.303,0.21,0.179
"P37","Mala",0.059,0.128,0.062,0.225,0.117,0.21,0.18,0.107,0.171
"P37","Muy mala",0.074,0.059,0.252,0.234,0.323,0.189,0.16,0.366,0.481
"P37","No sabe",0.027,0,0,0.011,0,0.028,0.015,0.019,0.011
"P38","Muy buena",0.24,0.327,0.201,0.238,0.013,0.286,0.041,0.265,0.265
"P38","Buena",0.028,0.499,0.148,0.118,0.045,0.05,0.041,0.185,0.098
"P38","Ni buena ni mala",0.529,0.038,0.129,0.129,0.105,0.252,0.183,0.177,0.136
"P38","Mala",0.132,0.112,0.154,0.162,0.205,0.057,0.229,0.1,0.078
"P38","Muy mala",0.071,0.024,0.362,0.351,0.565,0.319,0.48,0.273,0.372
"P38","No sabe",0,0,0.006,0.002,0.067,0.036,0.026,0,0.051
"P39","Muy buena",0.09,0.657,0.125,0.212,0.082,0.203,0.052,0.226,0.243
"P39","Buena",0,0,0.053,0.1,0.073,0.234,0.126,0.088,0.161
"P39","Ni buena ni mala",0.486,0.148,0.314,0.149,0.197,0.112,0.225,0.319,0.202
"P39","Mala",0.355,0.18,0.086,0.3,0.034,0.016,0.117,0.034,0.067
"P39","Muy mala",0.069,0.015,0.397,0.239,0.553,0.395,0.41,0.316,0.272
"P39","No sabe",0,0,0.025,0,0.061,0.04,0.07,0.017,0.055
