"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P25","Cristina Fernández de Kirchner por el Frente de Todos",0.012,0.003,0.003,0.215,0.259
"P25","Javier Milei por los liberales libertarios",0.028,0.027,0.045,0.004,0
"P25","Nicolás del Caño por la izquierda",0,0,0.003,0,0
"P25","Otros candidatos",0.002,0.006,0.007,0.134,0.151
"P25","Aún no lo tengo decidido",0.011,0.021,0.033,0.061,0.063
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.6,0.265,0.097,0.083,0.125
"P26","Patricia Bullrich por Juntos por el Cambio",0.243,0.586,0.742,0.08,0.045
"P26","Facundo Manes por Juntos por el Cambio",0.028,0.03,0.083,0.403,0.324
"P26","Wado de Pedro por el Frente de Todos",0,0.019,0.001,0.112,0.137
"P26","Sergio Massa por el Frente de Todos",0.031,0,0.008,0.077,0.227
"P26","Javier Milei por los liberales libertarios",0.075,0.014,0.046,0.082,0.074
"P26","Nicolás del Caño por la izquierda",0.007,0.004,0.005,0,0
"P26","Otros candidatos",0,0.009,0.01,0.006,0.055
"P26","Aún no lo tengo decidido",0.016,0.073,0.008,0.157,0.013
"P27","Cristina Fernández de Kirchner por el Frente de Todos",0.044,0.003,0.039,0.268,0.35
"P27","Mauricio Macri por Juntos por el Cambio",0.6,0.869,0.595,0.171,0.325
"P27","Javier Milei por los liberales libertarios",0.084,0.047,0.136,0.193,0
"P27","Nicolás del Caño por la izquierda",0.008,0.002,0.002,0,0.02
"P27","Otro candidato",0.162,0.041,0.18,0.304,0.261
"P27","Aún no lo tengo decidido",0.102,0.038,0.048,0.064,0.044
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.745,0.598,0.552,0.14,0.337
"P29","Wado de Pedro por el Frente de Todos",0.077,0.133,0.065,0.337,0.358
"P29","Javier Milei por los liberales libertarios",0.056,0.081,0.166,0.085,0
"P29","Nicolás del Caño por la izquierda",0.005,0.002,0.002,0,0.02
"P29","Otro candidato",0.058,0.095,0.137,0.382,0.223
"P29","Aún no lo tengo decidido",0.059,0.091,0.078,0.056,0.062
"P31","Sergio Massa por el Frente de Todos",0.103,0.041,0.047,0.188,0.189
"P31","Patricia Bullrich por Juntos por el Cambio",0.604,0.723,0.818,0.378,0.562
"P31","Javier Milei por los liberales libertarios",0.098,0.113,0.102,0.05,0.017
"P31","Nicolás del Caño por la izquierda",0.019,0,0.001,0,0
"P31","Otro candidato",0.105,0.069,0.017,0.296,0.17
"P31","Aún no lo tengo decidido",0.071,0.054,0.015,0.088,0.062
"P33","Sergio Massa por el Frente de Todos",0.084,0.063,0.081,0.227,0.389
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.747,0.626,0.626,0.261,0.403
"P33","Javier Milei por los liberales libertarios",0.068,0.092,0.16,0.091,0.018
"P33","Nicolás del Caño por la izquierda",0.005,0.007,0,0.057,0
"P33","Otro candidato",0.044,0.152,0.104,0.196,0.143
"P33","Aún no lo tengo decidido",0.052,0.06,0.029,0.168,0.047
"P35","Cristina Fernández de Kirchner por el Frente de Todos",0.089,0.067,0.063,0.242,0.149
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.81,0.64,0.575,0.338,0.562
"P35","Javier Milei por los liberales libertarios",0.015,0.109,0.215,0.163,0.038
"P35","Nicolás del Caño por la izquierda",0,0.002,0,0,0
"P35","Otro candidato",0.046,0.114,0.106,0.17,0.208
"P35","Aún no lo tengo decidido",0.04,0.068,0.041,0.087,0.043
"P36","Sergio Massa por el Frente de Todos",0.059,0.03,0.032,0.204,0.188
"P36","Mauricio Macri por Juntos por el Cambio",0.639,0.874,0.64,0.249,0.581
"P36","Javier Milei por los liberales libertarios",0.125,0.031,0.162,0.075,0.009
"P36","Nicolás del Caño por la izquierda",0.015,0,0,0,0
"P36","Otro candidato",0.1,0.044,0.125,0.238,0.155
"P36","Aún no lo tengo decidido",0.062,0.021,0.041,0.234,0.067
"P37","Wado de Pedro por el Frente de Todos",0.055,0.003,0.021,0.191,0.162
"P37","Mauricio Macri por Juntos por el Cambio",0.636,0.839,0.719,0.205,0.568
"P37","Javier Milei por los liberales libertarios",0.12,0.047,0.135,0.077,0
"P37","Nicolás del Caño por la izquierda",0.018,0.008,0.001,0.033,0
"P37","Otro candidato",0.096,0.085,0.098,0.42,0.232
"P37","Aún no lo tengo decidido",0.075,0.018,0.026,0.074,0.038
"P38","Wado de Pedro por el Frente de Todos",0.014,0,0.001,0.112,0.187
"P38","Patricia Bullrich por Juntos por el Cambio",0.638,0.792,0.865,0.392,0.312
"P38","Javier Milei por los liberales libertarios",0.112,0.082,0.102,0.083,0
"P38","Nicolás del Caño por la izquierda",0.018,0.003,0,0.036,0
"P38","Otro candidato",0.099,0.054,0.028,0.295,0.194
"P38","Aún no lo tengo decidido",0.119,0.069,0.004,0.082,0.307
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.073,0.003,0.004,0.167,0.404
"P39","Patricia Bullrich por Juntos por el Cambio",0.604,0.75,0.889,0.328,0.302
"P39","Javier Milei por los liberales libertarios",0.128,0.09,0.102,0.096,0.048
"P39","Nicolás del Caño por la izquierda",0.006,0.002,0,0,0
"P39","Otro candidato",0.093,0.074,0.002,0.341,0.195
"P39","Aún no lo tengo decidido",0.096,0.081,0.003,0.068,0.051
"P40","Cristina Fernández de Kirchner por el Frente de Todos",0.128,0.068,0.071,0.263,0.586
"P40","Mauricio Macri por Juntos por el Cambio",0.674,0.865,0.787,0.379,0.147
"P40","No sabe",0.198,0.067,0.142,0.358,0.267
"P41","Wado de Pedro por el Frente de Todos",0.031,0,0.009,0.206,0.252
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.913,0.834,0.787,0.566,0.254
"P41","No sabe",0.056,0.166,0.204,0.228,0.494
"P42","Sergio Massa por el Frente de Todos",0.055,0.005,0.001,0.206,0.583
"P42","Patricia Bullrich por Juntos por el Cambio",0.831,0.93,0.938,0.549,0.227
"P42","No sabe",0.114,0.065,0.061,0.245,0.19
"P43","Sergio Massa por el Frente de Todos",0.038,0.004,0.011,0.332,0.232
"P43","Mauricio Macri por Juntos por el Cambio",0.825,0.96,0.872,0.41,0.263
"P43","No sabe",0.137,0.036,0.117,0.258,0.505
"P44","Sergio Massa por el Frente de Todos",0.051,0.001,0.01,0.194,0.382
"P44","Javier Milei por los liberales libertarios",0.48,0.544,0.54,0.238,0.07
"P44","No sabe",0.469,0.455,0.45,0.568,0.548
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.537,0.294,0.314,0.399,0.555
"P45","Javier Milei por los liberales libertarios",0.199,0.38,0.39,0.343,0.071
"P45","No sabe",0.264,0.326,0.296,0.258,0.374
"P46","Patricia Bullrich por Juntos por el Cambio",0.858,0.828,0.869,0.545,0.291
"P46","Wado de Pedro por el Frente de Todos",0.024,0.039,0.053,0.15,0.356
"P46","No sabe",0.118,0.133,0.078,0.305,0.353
"P47","Patricia Bullrich por Juntos por el Cambio",0.822,0.912,0.959,0.563,0.345
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.025,0.003,0.011,0.176,0.356
"P47","No sabe",0.153,0.085,0.03,0.261,0.299
"P48","Muy buena",0.149,0.099,0.11,0.047,0.102
"P48","Buena",0.021,0,0.002,0.125,0
"P48","Ni buena ni mala",0.022,0.033,0.025,0.085,0
"P48","Mala",0.098,0.04,0.068,0.152,0.585
"P48","Muy mala",0.706,0.828,0.791,0.591,0.313
"P48","No sabe",0.004,0,0.004,0,0
"P49","Muy buena",0.011,0.026,0,0.058,0.054
"P49","Buena",0.008,0.003,0.002,0.051,0
"P49","Ni buena ni mala",0.049,0.033,0.029,0.181,0.396
"P49","Mala",0.133,0.063,0.12,0.133,0
"P49","Muy mala",0.799,0.875,0.847,0.577,0.55
"P49","No sabe",0,0,0.002,0,0
"P50","Muy buena",0,0.026,0.001,0.235,0.409
"P50","Buena",0,0,0.005,0.031,0
"P50","Ni buena ni mala",0.036,0.028,0.023,0.06,0
"P50","Mala",0.074,0.033,0.057,0.032,0
"P50","Muy mala",0.89,0.913,0.91,0.642,0.591
"P50","No sabe",0,0,0.004,0,0
"P51","Muy buena",0.205,0.615,0.256,0.279,0.099
"P51","Buena",0.339,0.212,0.347,0.232,0.097
"P51","Ni buena ni mala",0.251,0.044,0.247,0.117,0.151
"P51","Mala",0.081,0.002,0.038,0.133,0.065
"P51","Muy mala",0.124,0.121,0.112,0.239,0.588
"P51","No sabe",0,0.006,0,0,0
"P52","Muy buena",0.622,0.432,0.206,0.084,0.099
"P52","Buena",0.312,0.24,0.346,0.432,0.143
"P52","Ni buena ni mala",0.055,0.258,0.303,0.287,0.379
"P52","Mala",0,0.052,0.061,0.051,0.024
"P52","Muy mala",0.011,0.013,0.07,0.12,0.355
"P52","No sabe",0,0.005,0.014,0.026,0
"P53","Muy buena",0.082,0.012,0.035,0.012,0.355
"P53","Buena",0.029,0.037,0.049,0.21,0.087
"P53","Ni buena ni mala",0.092,0.114,0.09,0.087,0.241
"P53","Mala",0.195,0.123,0.138,0.125,0.123
"P53","Muy mala",0.602,0.705,0.686,0.566,0.194
"P53","No sabe",0,0.009,0.002,0,0
"P54","Muy buena",0.264,0.533,0.595,0.188,0.046
"P54","Buena",0.417,0.254,0.243,0.281,0.174
"P54","Ni buena ni mala",0.095,0.114,0.044,0.142,0.241
"P54","Mala",0.06,0.021,0.017,0.079,0.113
"P54","Muy mala",0.114,0.069,0.101,0.31,0.426
"P54","No sabe",0.05,0.009,0,0,0
"P55","Muy buena",0.18,0.119,0.193,0.094,0.046
"P55","Buena",0.199,0.223,0.251,0.163,0
"P55","Ni buena ni mala",0.356,0.399,0.339,0.257,0.271
"P55","Mala",0.138,0.093,0.134,0.1,0.23
"P55","Muy mala",0.117,0.138,0.06,0.313,0.453
"P55","No sabe",0.01,0.028,0.023,0.073,0
"P56","Muy buena",0.526,0.471,0.241,0.309,0.136
"P56","Buena",0.322,0.277,0.438,0.356,0.145
"P56","Ni buena ni mala",0.087,0.149,0.202,0.092,0.242
"P56","Mala",0.05,0.052,0.09,0.036,0.024
"P56","Muy mala",0.013,0.034,0.025,0.207,0.453
"P56","No sabe",0.002,0.017,0.004,0,0
"P57","Muy buena",0.068,0.073,0.03,0.1,0.046
"P57","Buena",0.021,0.027,0.061,0.032,0
"P57","Ni buena ni mala",0.127,0.161,0.084,0.33,0.637
"P57","Mala",0.307,0.11,0.208,0.147,0
"P57","Muy mala",0.37,0.596,0.57,0.365,0.317
"P57","No sabe",0.107,0.033,0.047,0.026,0
"P58","Muy buena",0.104,0.056,0.033,0.347,0.024
"P58","Buena",0.261,0.188,0.24,0.244,0.351
"P58","Ni buena ni mala",0.349,0.306,0.324,0.241,0.075
"P58","Mala",0.13,0.21,0.186,0.085,0.094
"P58","Muy mala",0.086,0.232,0.211,0.083,0.103
"P58","No sabe",0.07,0.008,0.006,0,0.353
"P59","Muy buena",0.073,0.079,0.041,0.199,0.452
"P59","Buena",0.246,0.314,0.266,0.098,0.092
"P59","Ni buena ni mala",0.402,0.313,0.414,0.3,0
"P59","Mala",0.048,0.096,0.149,0.203,0.046
"P59","Muy mala",0.052,0.166,0.094,0.153,0.054
"P59","No sabe",0.179,0.032,0.036,0.047,0.356
"P60","Siempre",0.34,0.333,0.27,0.315,0.604
"P60","Casi siempre",0.33,0.362,0.37,0.525,0.046
"P60","Casi nunca",0.268,0.254,0.246,0.152,0.35
"P60","Nunca, pero esta es una excepción",0.062,0.051,0.114,0.008,0
"P61","Si",0.473,0.482,0.509,0.595,0.84
"P61","No",0.527,0.518,0.491,0.405,0.16
