"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P29","Aún no lo tengo decidido",0.128,0.144,0.15,0.102
"P31","Sergio Massa por el Frente de Todos",0.601,0.85,0.32,0.666
"P31","Patricia Bullrich por Juntos por el Cambio",0.035,0.074,0.208,0.041
"P31","Javier Milei por los liberales libertarios",0.055,0,0.051,0.012
"P31","Nicolás del Caño por la izquierda",0.079,0.003,0.05,0.017
"P31","Otro candidato",0.055,0.025,0.263,0.126
"P31","Aún no lo tengo decidido",0.175,0.048,0.108,0.138
"P33","Sergio Massa por el Frente de Todos",0.543,0.851,0.275,0.649
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.206,0.13,0.247,0.048
"P33","Javier Milei por los liberales libertarios",0.056,0,0.088,0.011
"P33","Nicolás del Caño por la izquierda",0.005,0.003,0.053,0.02
"P33","Otro candidato",0.065,0.01,0.191,0.143
"P33","Aún no lo tengo decidido",0.125,0.006,0.146,0.129
"P35","Cristina Fernández de Kirchner por el Frente de Todos",0.845,0.644,0.442,0.916
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.049,0.168,0.164,0.012
"P35","Javier Milei por los liberales libertarios",0,0,0.1,0.012
"P35","Nicolás del Caño por la izquierda",0.012,0.02,0.053,0.001
"P35","Otro candidato",0.016,0.129,0.095,0.024
"P35","Aún no lo tengo decidido",0.078,0.039,0.146,0.035
"P36","Sergio Massa por el Frente de Todos",0.799,0.79,0.388,0.705
"P36","Mauricio Macri por Juntos por el Cambio",0.126,0.123,0.188,0.005
"P36","Javier Milei por los liberales libertarios",0,0.04,0.066,0.012
"P36","Nicolás del Caño por la izquierda",0,0,0.053,0.022
"P36","Otro candidato",0.038,0.038,0.183,0.148
"P36","Aún no lo tengo decidido",0.037,0.009,0.122,0.108
"P37","Wado de Pedro por el Frente de Todos",0.576,0.647,0.317,0.818
"P37","Mauricio Macri por Juntos por el Cambio",0,0.075,0.213,0.006
"P37","Javier Milei por los liberales libertarios",0.055,0,0.058,0.013
"P37","Nicolás del Caño por la izquierda",0.065,0,0.093,0.013
"P37","Otro candidato",0.162,0.12,0.165,0.074
"P37","Aún no lo tengo decidido",0.142,0.158,0.154,0.076
"P38","Wado de Pedro por el Frente de Todos",0.554,0.641,0.303,0.836
"P38","Patricia Bullrich por Juntos por el Cambio",0.009,0.069,0.245,0.005
"P38","Javier Milei por los liberales libertarios",0.055,0,0.033,0.016
"P38","Nicolás del Caño por la izquierda",0,0.019,0.046,0.012
"P38","Otro candidato",0.155,0.129,0.247,0.085
"P38","Aún no lo tengo decidido",0.227,0.142,0.126,0.046
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.805,0.645,0.445,0.941
"P39","Patricia Bullrich por Juntos por el Cambio",0.121,0.07,0.269,0
"P39","Javier Milei por los liberales libertarios",0,0,0.012,0.014
"P39","Nicolás del Caño por la izquierda",0,0.039,0.048,0.004
"P39","Otro candidato",0.017,0.145,0.113,0.024
"P39","Aún no lo tengo decidido",0.057,0.101,0.113,0.017
"P40","Cristina Fernández de Kirchner por el Frente de Todos",0.788,0.707,0.521,0.859
"P40","Mauricio Macri por Juntos por el Cambio",0.113,0.168,0.345,0.121
"P40","No sabe",0.099,0.125,0.134,0.02
"P41","Wado de Pedro por el Frente de Todos",0.69,0.725,0.507,0.879
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.184,0.063,0.218,0.003
"P41","No sabe",0.126,0.212,0.275,0.118
"P42","Sergio Massa por el Frente de Todos",0.868,0.931,0.416,0.781
"P42","Patricia Bullrich por Juntos por el Cambio",0,0.024,0.373,0.017
"P42","No sabe",0.132,0.045,0.211,0.202
"P43","Sergio Massa por el Frente de Todos",0.694,0.957,0.587,0.809
"P43","Mauricio Macri por Juntos por el Cambio",0.078,0.032,0.324,0.022
"P43","No sabe",0.228,0.011,0.089,0.169
"P44","Sergio Massa por el Frente de Todos",0.867,0.962,0.471,0.839
"P44","Javier Milei por los liberales libertarios",0.02,0.009,0.238,0.024
"P44","No sabe",0.113,0.029,0.291,0.137
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.373,0.417,0.367,0.384
"P45","Javier Milei por los liberales libertarios",0.156,0,0.178,0.028
"P45","No sabe",0.471,0.583,0.455,0.588
"P46","Patricia Bullrich por Juntos por el Cambio",0.213,0.164,0.231,0.043
"P46","Wado de Pedro por el Frente de Todos",0.498,0.488,0.415,0.769
"P46","No sabe",0.289,0.348,0.354,0.188
"P47","Patricia Bullrich por Juntos por el Cambio",0.199,0.112,0.378,0.016
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.716,0.758,0.398,0.95
"P47","No sabe",0.085,0.13,0.224,0.034
"P48","Muy buena",0.227,0.284,0.156,0.07
"P48","Buena",0.37,0.393,0.167,0.49
"P48","Ni buena ni mala",0.351,0.164,0.149,0.336
"P48","Mala",0.042,0.096,0.164,0.091
"P48","Muy mala",0.01,0.063,0.248,0.013
"P48","No sabe",0,0,0.116,0
"P49","Muy buena",0.416,0.232,0.007,0.089
"P49","Buena",0.37,0.389,0.157,0.374
"P49","Ni buena ni mala",0.092,0.194,0.094,0.429
"P49","Mala",0.094,0.092,0.189,0.082
"P49","Muy mala",0.028,0.093,0.425,0.025
"P49","No sabe",0,0,0.128,0.001
"P50","Muy buena",0.638,0.393,0.276,0.766
"P50","Buena",0.309,0.272,0.091,0.136
"P50","Ni buena ni mala",0.038,0.164,0.226,0.087
"P50","Mala",0.005,0.075,0.04,0.008
"P50","Muy mala",0.01,0.09,0.367,0.003
"P50","No sabe",0,0.006,0,0
"P51","Muy buena",0.214,0.138,0.024,0.126
"P51","Buena",0.008,0.058,0.26,0.065
"P51","Ni buena ni mala",0.119,0.03,0.131,0.01
"P51","Mala",0.232,0.22,0.221,0.156
"P51","Muy mala",0.331,0.554,0.364,0.639
"P51","No sabe",0.096,0,0,0.004
"P52","Muy buena",0.205,0.082,0.007,0.019
"P52","Buena",0.136,0.046,0.202,0.008
"P52","Ni buena ni mala",0.068,0.083,0.261,0.065
"P52","Mala",0.141,0.197,0.29,0.229
"P52","Muy mala",0.355,0.592,0.24,0.675
"P52","No sabe",0.095,0,0,0.004
"P53","Muy buena",0.236,0.563,0.035,0.102
"P53","Buena",0.389,0.24,0.301,0.368
"P53","Ni buena ni mala",0.154,0,0.23,0.32
"P53","Mala",0.152,0.076,0.143,0.109
"P53","Muy mala",0.069,0.121,0.278,0.086
"P53","No sabe",0,0,0.013,0.015
"P54","Muy buena",0.074,0.247,0.179,0.015
"P54","Buena",0,0.081,0.165,0.038
"P54","Ni buena ni mala",0.404,0.04,0.168,0.101
"P54","Mala",0.202,0.155,0.093,0.11
"P54","Muy mala",0.32,0.477,0.395,0.731
"P54","No sabe",0,0,0,0.005
"P55","Muy buena",0,0.022,0.141,0.009
"P55","Buena",0,0.016,0.053,0.014
"P55","Ni buena ni mala",0.497,0.151,0.065,0.046
"P55","Mala",0.13,0.212,0.354,0.169
"P55","Muy mala",0.373,0.587,0.387,0.755
"P55","No sabe",0,0.012,0,0.007
"P56","Muy buena",0.095,0.022,0.062,0
"P56","Buena",0,0.025,0.118,0.007
"P56","Ni buena ni mala",0.354,0.164,0.104,0.014
"P56","Mala",0.173,0.207,0.357,0.205
"P56","Muy mala",0.378,0.582,0.359,0.769
"P56","No sabe",0,0,0,0.005
"P57","Muy buena",0.219,0.26,0.153,0.451
"P57","Buena",0.335,0.18,0.143,0.283
"P57","Ni buena ni mala",0.168,0.281,0.133,0.121
"P57","Mala",0.113,0.205,0.429,0.065
"P57","Muy mala",0.01,0.074,0.111,0.059
"P57","No sabe",0.155,0,0.031,0.021
"P58","Muy buena",0.262,0.115,0.037,0.078
"P58","Buena",0.09,0.151,0.28,0.164
"P58","Ni buena ni mala",0.283,0.363,0.381,0.357
"P58","Mala",0.087,0.225,0.216,0.187
"P58","Muy mala",0.102,0.105,0.058,0.18
"P58","No sabe",0.176,0.041,0.028,0.034
"P59","Muy buena",0.093,0.004,0.147,0.018
"P59","Buena",0,0.09,0.186,0.041
"P59","Ni buena ni mala",0.422,0.318,0.26,0.184
"P59","Mala",0.102,0.23,0.123,0.158
"P59","Muy mala",0.277,0.31,0.238,0.551
"P59","No sabe",0.106,0.048,0.046,0.048
"P60","Siempre",0.226,0.259,0.293,0.306
"P60","Casi siempre",0.24,0.423,0.449,0.436
"P60","Casi nunca",0.408,0.216,0.24,0.21
"P60","Nunca, pero esta es una excepción",0.126,0.102,0.018,0.048
"P61","Si",0.557,0.592,0.634,0.61
"P61","No",0.443,0.408,0.366,0.39
