"var","categoria","A Horacio Rodriguez Larreta","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P18","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.067,0.051,0.071,0.017
"P18","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.005,0.001,0.005,0
"P18","En blanco",0.009,0.006,0.005,0.057
"P18","No sabe",0.007,0.013,0.049,0.032
"P21","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.079,0.027,0.286,0.134
"P21","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.085,0.768,0.185,0.276
"P21","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.701,0.095,0.331,0.479
"P21","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.089,0.064,0.079,0.032
"P21","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.04,0.015,0.026,0
"P21","En blanco",0.001,0.014,0.008,0.034
"P21","No sabe",0.005,0.017,0.085,0.045
"P24","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.258,0.054,0.355,0.163
"P24","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.085,0.532,0.197,0.305
"P24","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.573,0.097,0.2,0.381
"P24","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.072,0.286,0.147,0.114
"P24","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.004,0.003,0.01,0
"P24","En blanco",0.002,0.008,0.009,0.013
"P24","No sabe",0.006,0.02,0.082,0.024
"P25","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.239,0.045,0.437,0.168
"P25","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.093,0.559,0.131,0.237
"P25","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.611,0.08,0.228,0.393
"P25","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.04,0.29,0.111,0.102
"P25","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.004,0.007,0.003,0
"P25","En blanco",0.008,0.005,0.015,0.008
"P25","No sabe",0.005,0.014,0.075,0.092
"P26","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.114,0.009,0.38,0.144
"P26","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.421,0.906,0.349,0.619
"P26","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.082,0.038,0.106,0.035
"P26","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.006,0.014,0
"P26","En blanco",0.112,0.01,0.025,0.052
"P26","No sabe",0.242,0.031,0.126,0.15
"P27","Sergio Massa presidente y Axel Kicillof gobernador por Unión por la Patria",0.05,0.014,0.304,0.146
"P27","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.861,0.564,0.4,0.737
"P27","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.037,0.141,0.115,0.009
"P27","Los candidatos a presidente y a gobernador del Frente de Izquierda",0,0.009,0.018,0.008
"P27","En blanco",0.019,0.075,0.038,0.017
"P27","No sabe",0.033,0.197,0.125,0.083
"P28","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.077,0.007,0.369,0.146
"P28","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.504,0.901,0.408,0.701
"P28","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.074,0.039,0.108,0
"P28","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.009,0.006,0,0
"P28","En blanco",0.182,0.011,0.013,0.024
"P28","No sabe",0.154,0.036,0.102,0.129
"P29","Wado de Pedro presidente y  Axel Kicillof gobernador por Unión por la Patria",0.049,0.008,0.369,0.08
"P29","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.84,0.587,0.362,0.754
"P29","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.039,0.166,0.162,0.009
"P29","Los candidatos a presidente y a gobernador del Frente de Izquierda",0,0.015,0,0.007
"P29","En blanco",0.013,0.077,0.012,0.102
"P29","No sabe",0.059,0.147,0.095,0.048
"P30","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.121,0.005,0.346,0.089
"P30","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.528,0.884,0.336,0.637
"P30","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.061,0.055,0.105,0
"P30","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.011,0.006,0.057,0.027
"P30","En blanco",0.151,0.012,0.013,0.118
"P30","No sabe",0.128,0.038,0.143,0.129
"P31","Axel Kicillof presidente y Sergio Massa gobernador por Unión por la Patria",0.061,0.008,0.395,0.173
"P31","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.867,0.602,0.363,0.791
"P31","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.047,0.181,0.12,0
"P31","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.007,0.002,0.011,0
"P31","En blanco",0.002,0.088,0.008,0.021
"P31","No sabe",0.016,0.119,0.103,0.015
"P32","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.093,0.022,0.307,0.125
"P32","Patricia Bullrich presidenta y Nestor Grindetti gobernador por Juntos por el Cambio",0.535,0.872,0.348,0.626
"P32","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.08,0.045,0.114,0
"P32","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.001,0.03,0
"P32","En blanco",0.127,0.031,0.023,0.039
"P32","No sabe",0.136,0.029,0.178,0.21
"P33","Daniel Scioli presidente y Victoria Tolosa Paz gobernadora por Unión por la Patria",0.045,0.027,0.296,0.026
"P33","Horacio Rodriguez Larreta presidente y Diego Santilli gobernador por Juntos por el Cambio",0.873,0.613,0.39,0.787
"P33","Javier Milei presidente y  Guillermo Britos por la Libertad Avanza",0.052,0.181,0.099,0
"P33","Los candidatos a presidente y a gobernador del Frente de Izquierda",0.01,0.003,0.022,0.008
"P33","En blanco",0.005,0.068,0.019,0.021
"P33","No sabe",0.015,0.108,0.174,0.158
"P34","Axel Kicillof por Unión por la Patria",0.137,0.005,0.386,0.035
"P34","Nestor Grindetti por Juntos por el Cambio",0.625,0.869,0.398,0.692
"P34","Guillermo Britos por la Libertad Avanza",0.004,0.044,0.066,0
"P34","Al candidato del Frente de Izquierda",0.013,0.007,0,0.127
"P34","En blanco",0.08,0.025,0.013,0.016
"P34","No sabe",0.141,0.05,0.137,0.13
"P35","Axel Kicillof por Unión por la Patria",0.081,0.006,0.452,0.028
"P35","Diego Santilli por Juntos por el Cambio",0.827,0.748,0.366,0.712
"P35","Guillermo Britos por la Libertad Avanza",0,0.11,0.077,0.007
"P35","Al candidato del Frente de Izquierda",0,0.008,0.003,0.111
"P35","En blanco",0.001,0.06,0,0.018
"P35","No sabe",0.091,0.068,0.102,0.124
"P36","Sergio Massa por Unión por la Patria",0.083,0.004,0.441,0.057
"P36","Nestor Grindetti por Juntos por el Cambio",0.69,0.861,0.328,0.658
"P36","Guillermo Britos por la Libertad Avanza",0.002,0.064,0.074,0
"P36","Al candidato del Frente de Izquierda",0.012,0.007,0.014,0
"P36","En blanco",0.104,0.019,0.019,0.053
"P36","No sabe",0.109,0.045,0.124,0.232
"P37","Sergio Massa por Unión por la Patria",0.09,0.004,0.367,0
"P37","Diego Santilli por Juntos por el Cambio",0.864,0.763,0.409,0.687
"P37","Guillermo Britos por la Libertad Avanza",0,0.106,0.071,0
"P37","Al candidato del Frente de Izquierda",0.011,0.008,0.028,0
"P37","En blanco",0.005,0.056,0,0
"P37","No sabe",0.03,0.063,0.125,0.313
"P38","Victoria Tolosa Paz por Unión por la Patria",0.112,0.012,0.228,0.021
"P38","Nestor Grindetti por Juntos por el Cambio",0.675,0.879,0.326,0.643
"P38","Guillermo Britos por la Libertad Avanza",0.002,0.045,0.073,0
"P38","Al candidato del Frente de Izquierda",0.006,0.007,0.168,0
"P38","En blanco",0.102,0.024,0.058,0.031
"P38","No sabe",0.103,0.033,0.147,0.305
"P39","Victoria Tolosa Paz por Unión por la Patria",0.082,0.017,0.236,0.027
"P39","Diego Santilli por Juntos por el Cambio",0.874,0.768,0.412,0.694
"P39","Guillermo Britos por la Libertad Avanza",0.002,0.097,0.091,0
"P39","Al candidato del Frente de Izquierda",0.007,0.001,0.053,0
"P39","En blanco",0.011,0.064,0.008,0.006
"P39","No sabe",0.024,0.053,0.2,0.273
"P40","Lo votaría",0.108,0.053,0.396,0.14
"P40","Puede que lo vote",0.11,0.044,0.111,0.007
"P40","Nunca lo votaría",0.774,0.893,0.485,0.825
"P40","No sabe",0.008,0.01,0.008,0.028
"P41","La votaría",0.071,0.018,0.144,0.116
"P41","Puede que la vote",0.146,0.036,0.254,0.147
"P41","Nunca la votaría",0.777,0.937,0.591,0.737
"P41","No sabe",0.006,0.009,0.011,0
"P42","Lo votaría",0.201,0.691,0.257,0.556
"P42","Puede que lo vote",0.424,0.144,0.131,0.183
"P42","Nunca lo votaría",0.306,0.132,0.481,0.129
"P42","No sabe",0.069,0.033,0.131,0.132
"P43","Lo votaría",0.65,0.58,0.217,0.5
"P43","Puede que lo vote",0.271,0.29,0.254,0.205
"P43","Nunca lo votaría",0.065,0.089,0.445,0.287
"P43","No sabe",0.014,0.041,0.084,0.008
"P44","Lo votaría",0.065,0.141,0.077,0.078
"P44","Puede que lo vote",0.22,0.277,0.32,0.019
"P44","Nunca lo votaría",0.609,0.495,0.554,0.772
"P44","No sabe",0.106,0.087,0.049,0.131
"P45","Muy buena",0.047,0.032,0.221,0.078
"P45","Buena",0.112,0.039,0.113,0
"P45","Ni buena ni mala",0.098,0.09,0.252,0.382
"P45","Mala",0.126,0.129,0.123,0.107
"P45","Muy mala",0.614,0.71,0.274,0.433
"P45","No sabe",0.003,0,0.017,0
"P46","Muy buena",0.027,0.002,0.035,0.022
"P46","Buena",0.08,0.031,0.204,0.089
"P46","Ni buena ni mala",0.184,0.088,0.272,0.345
"P46","Mala",0.2,0.184,0.091,0.208
"P46","Muy mala",0.467,0.695,0.384,0.336
"P46","No sabe",0.042,0,0.014,0
"P47","Muy buena",0.083,0.348,0.149,0.035
"P47","Buena",0.287,0.355,0.077,0.318
"P47","Ni buena ni mala",0.399,0.125,0.236,0.326
"P47","Mala",0.077,0.032,0.203,0.02
"P47","Muy mala",0.102,0.109,0.225,0.015
"P47","No sabe",0.052,0.031,0.11,0.286
"P48","Muy buena",0.514,0.361,0.11,0.099
"P48","Buena",0.23,0.409,0.197,0.534
"P48","Ni buena ni mala",0.211,0.164,0.267,0.212
"P48","Mala",0.016,0.041,0.158,0.147
"P48","Muy mala",0.027,0.019,0.199,0.008
"P48","No sabe",0.002,0.006,0.069,0
"P49","Muy buena",0.026,0.072,0.159,0
"P49","Buena",0.05,0.136,0.125,0.117
"P49","Ni buena ni mala",0.458,0.46,0.188,0.19
"P49","Mala",0.053,0.081,0.154,0.214
"P49","Muy mala",0.192,0.095,0.256,0.122
"P49","No sabe",0.221,0.156,0.118,0.357
"P50","Siempre",0.264,0.407,0.196,0.411
"P50","Casi siempre",0.443,0.367,0.627,0.228
"P50","Casi nunca",0.24,0.188,0.161,0.327
"P50","Nunca, pero esta es una excepción",0.053,0.038,0.016,0.034
"P51","Si",0.487,0.562,0.561,0.654
"P51","No",0.513,0.438,0.439,0.346
