"var","categoria","Unión por la Patria","Juntos por el Cambio","Liberales","Izquierda","Otro","No sabe"
"P16","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.772,0.037,0.065,0.249,0.135,0.174
"P16","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.09,0.852,0.451,0.127,0.301,0.178
"P16","Ramiro Marra por la Libertad Avanza",0.075,0.03,0.399,0.321,0.313,0.061
"P16","Vanina Biasi por el Frente de Izquierda",0.022,0.009,0.022,0.228,0.09,0.032
"P16","Otros",0.026,0.011,0.039,0.013,0.083,0.07
"P16","En blanco",0.004,0.037,0.004,0,0.066,0.15
"P16","No sabe",0.011,0.024,0.02,0.062,0.012,0.335
"P19","Totalmente seguro",0.769,0.715,0.714,0.528,0.548,0.438
"P19","Bastante seguro",0.102,0.183,0.159,0.179,0.254,0.087
"P19","Algo seguro",0.091,0.046,0.079,0.069,0.122,0.188
"P19","Para nada seguro",0.038,0.056,0.048,0.224,0.076,0.287
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.55,0.081,0.088,0.256,0.335,0.068
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.052,0.492,0.343,0.107,0.285,0.027
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.089,0.339,0.513,0.109,0.087,0.099
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.151,0,0.014,0.423,0,0.041
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.095,0.009,0,0,0,0.013
"P24","Otros",0,0.012,0,0,0.135,0.408
"P24","En blanco",0.03,0.034,0.021,0.105,0,0.201
"P24","No sabe",0.033,0.033,0.021,0,0.158,0.143
"P27","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.421,0.101,0.149,0.327,0,0.037
"P27","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.088,0.472,0.362,0.157,0.045,0.06
"P27","Ramiro Marra por la Libertad Avanza",0.11,0.213,0.397,0,0.315,0
"P27","Vanina Biasi por el Frente de Izquierda",0.271,0,0.008,0.282,0.307,0.161
"P27","Otros",0.027,0.015,0.017,0.143,0.009,0.043
"P27","En blanco",0.037,0.118,0.052,0.091,0.14,0.362
"P27","No sabe",0.046,0.081,0.015,0,0.184,0.337
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.867,0.055,0.046,0.326,0.26,0.177
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.051,0.909,0.659,0.219,0.21,0.115
"P31","En blanco",0.054,0.018,0.206,0.326,0.235,0.267
"P31","No sabe",0.028,0.018,0.089,0.129,0.295,0.441
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.176,0.884,0.129,0.283,0.08,0.073
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.116,0.064,0.814,0.221,0.476,0.17
"P32","En blanco",0.529,0.025,0.02,0.346,0.17,0.21
"P32","No sabe",0.179,0.027,0.037,0.15,0.274,0.547
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.853,0.098,0.062,0.356,0.153,0.182
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.102,0.418,0.87,0.265,0.475,0.194
"P33","En blanco",0.038,0.302,0.038,0.268,0.126,0.198
"P33","No sabe",0.007,0.182,0.03,0.111,0.246,0.426
"P34","Leandro Santoro por Union por la Patria",0.818,0.063,0.081,0.528,0.269,0.206
"P34","Jorge Macri por Juntos por el Cambio",0.093,0.874,0.734,0.143,0.471,0.219
"P34","En blanco",0.053,0.027,0.139,0.232,0.26,0.204
"P34","No sabe",0.036,0.036,0.046,0.097,0,0.371
"P35","Lo votaría",0.87,0.035,0.023,0.265,0.116,0.094
"P35","Puede que lo vote",0.047,0.098,0.101,0.18,0.403,0.136
"P35","Nunca lo votaría",0.062,0.833,0.826,0.434,0.481,0.475
"P35","No sabe",0.021,0.034,0.05,0.121,0,0.295
"P36","Lo votaría",0.138,0.826,0.245,0.29,0.033,0.16
"P36","Puede que lo vote",0.112,0.064,0.443,0.074,0.294,0.142
"P36","Nunca lo votaría",0.706,0.092,0.281,0.568,0.544,0.437
"P36","No sabe",0.044,0.018,0.031,0.068,0.129,0.261
"P37","Lo votaría",0.127,0.115,0.818,0.143,0.403,0.134
"P37","Puede que lo vote",0.061,0.32,0.129,0.147,0.072,0.118
"P37","Nunca lo votaría",0.79,0.512,0.049,0.682,0.377,0.527
"P37","No sabe",0.022,0.053,0.004,0.028,0.148,0.221
"P38","Lo votaría",0.167,0.017,0.083,0.585,0.301,0.122
"P38","Puede que lo vote",0.404,0.06,0.05,0.156,0.222,0.064
"P38","Nunca lo votaría",0.355,0.879,0.843,0.259,0.449,0.485
"P38","No sabe",0.074,0.044,0.024,0,0.028,0.329
"P39","Lo votaría",0.091,0.039,0.031,0.247,0.084,0.084
"P39","Puede que lo vote",0.215,0.161,0.084,0.204,0.435,0.236
"P39","Nunca lo votaría",0.614,0.742,0.818,0.454,0.452,0.352
"P39","No sabe",0.08,0.058,0.067,0.095,0.029,0.328
"P45","Lo votaría",0.753,0.018,0.046,0.239,0.344,0.067
"P45","Puede que lo vote",0.084,0.075,0.078,0.146,0.212,0.175
"P45","Nunca lo votaría",0.151,0.848,0.84,0.519,0.444,0.399
"P45","No sabe",0.012,0.059,0.036,0.096,0,0.359
"P46","Lo votaría",0.142,0.752,0.434,0.383,0.225,0.173
"P46","Puede que lo vote",0.074,0.117,0.282,0.127,0.258,0.15
"P46","Nunca lo votaría",0.765,0.105,0.273,0.45,0.517,0.457
"P46","No sabe",0.019,0.026,0.011,0.04,0,0.22
"P52","Si",0.456,0.469,0.432,0.489,0.409,0.299
"P52","No",0.544,0.531,0.568,0.511,0.591,0.701
