"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P26","Buena",0.143,0.172,0.036,0.034,0.282
"P26","Ni buena ni mala",0.399,0.013,0.343,0.386,0.107
"P26","Mala",0.084,0.265,0.06,0.064,0.279
"P26","Muy mala",0.095,0.334,0.253,0.501,0.313
"P26","No sabe",0,0.021,0,0.015,0
"P27","Muy buena",0.145,0.053,0.017,0.01,0.017
"P27","Buena",0.221,0.01,0.012,0.153,0.045
"P27","Ni buena ni mala",0.152,0.116,0.359,0.483,0.108
"P27","Mala",0.089,0.274,0.187,0.072,0.46
"P27","Muy mala",0.393,0.384,0.405,0.267,0.37
"P27","No sabe",0,0.163,0.02,0.015,0
"P28","Muy buena",0.374,0.099,0.448,0.329,0.467
"P28","Buena",0.352,0.101,0.094,0.26,0.335
"P28","Ni buena ni mala",0.184,0.19,0.306,0.395,0.179
"P28","Mala",0.061,0.283,0.009,0.016,0.019
"P28","Muy mala",0.029,0.327,0.143,0,0
"P28","No sabe",0,0,0,0,0
"P29","Muy buena",0.057,0.002,0.163,0.008,0
"P29","Buena",0.188,0,0,0,0
"P29","Ni buena ni mala",0.324,0.23,0.113,0.091,0.037
"P29","Mala",0.038,0.345,0.224,0.117,0.447
"P29","Muy mala",0.364,0.398,0.478,0.599,0.516
"P29","No sabe",0.029,0.025,0.022,0.185,0
"P30","Muy buena",0.063,0.056,0.139,0.034,0.018
"P30","Buena",0.068,0.104,0.012,0.035,0
"P30","Ni buena ni mala",0.292,0.057,0.115,0.223,0.024
"P30","Mala",0.115,0.295,0.138,0.291,0.26
"P30","Muy mala",0.447,0.448,0.592,0.4,0.698
"P30","No sabe",0.015,0.04,0.004,0.017,0
